Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497913,ERS INVOICE88612,400.00,REDACTED PERSONAL DATA,535848,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497914,ERS INVOICE88613,402.50,DR J PILGRIM,478242,Medical,DOCTORS
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497916,ERS INVOICE88615,400.00,REDACTED PERSONAL DATA,570666,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497918,ERS INVOICE88617,400.00,REDACTED PERSONAL DATA,586095,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497919,ERS INVOICE88618,300.00,REDACTED PERSONAL DATA,586097,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497920,ERS INVOICE88619,400.00,REDACTED PERSONAL DATA,586099,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497921,ERS INVOICE88620,400.00,REDACTED PERSONAL DATA,586100,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497922,ERS INVOICE88621,400.00,REDACTED PERSONAL DATA,586103,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497923,ERS INVOICE88622,400.00,REDACTED PERSONAL DATA,586104,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497924,ERS INVOICE88623,400.00,REDACTED PERSONAL DATA,586105,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497925,ERS INVOICE88624,400.00,REDACTED PERSONAL DATA,586106,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497926,ERS INVOICE88625,400.00,REDACTED PERSONAL DATA,586107,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497927,ERS INVOICE88626,400.00,REDACTED PERSONAL DATA,586108,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497928,ERS INVOICE88627,400.00,REDACTED PERSONAL DATA,586110,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497929,ERS INVOICE88628,400.00,REDACTED PERSONAL DATA,586111,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497930,ERS INVOICE88629,400.00,REDACTED PERSONAL DATA,586114,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497931,ERS INVOICE88630,400.00,REDACTED PERSONAL DATA,586115,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497932,ERS INVOICE88631,400.00,REDACTED PERSONAL DATA,586116,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497933,ERS INVOICE88632,400.00,REDACTED PERSONAL DATA,586117,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497934,ERS INVOICE88633,400.00,REDACTED PERSONAL DATA,586118,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497935,ERS INVOICE88634,400.00,REDACTED PERSONAL DATA,586119,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497936,ERS INVOICE88635,400.00,REDACTED PERSONAL DATA,586121,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497937,ERS INVOICE88636,400.00,REDACTED PERSONAL DATA,586122,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497938,ERS INVOICE88637,400.00,REDACTED PERSONAL DATA,586123,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497939,ERS INVOICE88638,400.00,REDACTED PERSONAL DATA,586124,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497940,ERS INVOICE88639,400.00,REDACTED PERSONAL DATA,586125,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497941,ERS INVOICE88640,400.00,REDACTED PERSONAL DATA,586126,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497942,ERS INVOICE88641,400.00,REDACTED PERSONAL DATA,586127,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497943,ERS INVOICE88642,400.00,REDACTED PERSONAL DATA,586129,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497944,ERS INVOICE88643,400.00,REDACTED PERSONAL DATA,586130,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497945,ERS INVOICE88644,400.00,REDACTED PERSONAL DATA,574416,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2013-08-02,3497946,ERS INVOICE88645,400.00,REDACTED PERSONAL DATA,333048,Social Community Care,ADOPTION & FOSTERING
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3453166,81980,641.83,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3459065,82183,640.01,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3459665,81857,636.82,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3459669,82093,631.36,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3461427,82296,537.46,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
DOUGLAS ROAD,8440,FEE EXPENSES,2013-08-02,3465495,82404,588.12,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
BUILDING SERVICES UPGRADE,1194,OTHER FEES,2013-08-02,3474806,LS02821/2(F),4449.09,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
COMMUNICATIONS,9120,OTHER AGENCIES,2013-08-02,3481821,GA/7266,610.00,GRAY ASSOCIATES,542730,Facilities Management,MARKETING CONSULTANTS & SERVIC
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3488281,C199954,1397.75,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3488283,C199958,1168.48,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
TOWN HALL,6020,REPAIRS AND MTCE - PROGRAMMED,2013-08-02,3488340,8520569698,779.80,VEOLIA ES (UK) LIMITED,341639,Environmental Services,WASTE DISPOSAL SERVICES
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3489189,C202218,329.09,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CAR PARKING MANAGEMENT,8440,FEE EXPENSES,2013-08-02,3490474,244,5587.80,PATROL - BUS LANE,514048,Human Resources,INFORMATION SERVICES
CAR PARKING MANAGEMENT,8440,FEE EXPENSES,2013-08-02,3490476,3761,8742.60,PATROL,538337,Human Resources,INFORMATION SERVICES
SIMT,8180,GRANTS,2013-08-02,3490533,3069,134175.00,SHEFFIELD INDUSTRIAL MUSEUMS TRUST LTD,307272,Leisure Services,MUSEUMS
CITY CENTRE VIBRANCY,8440,FEE EXPENSES,2013-08-02,3490550,538,3000.00,YELLOW BUS EVENTS LTD,505362,Leisure Services,"EXHIBITION, EVENT & TRADE FAIR"
DEVELOPMENT CONTROL,6280,HIRE OF PREMISES,2013-08-02,3490911,60263,25747.50,ANDREW FRASER URQUHART,526817,Legal Services,BARRISTERS
NLDC (AUG 12 - JULY 13),9120,OTHER AGENCIES,2013-08-02,3490983,4755,348.15,STEP,386032,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
NLDC (AUG 12 - JULY 13),9120,OTHER AGENCIES,2013-08-02,3490985,4754,1208.30,STEP,386032,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CITY CENTRE VIBRANCY,8440,FEE EXPENSES,2013-08-02,3491029,SENS00137,2165.00,SENSORIA,513392,Leisure Services,MUSIC MANAGEMENT & PROMOTION
SHEAF SQUARE/HOWARD ST,6030,REPAIRS AND MTCE - RESPONSIVE,2013-08-02,3493112,#01852,1225.00,ELECTRIC MOTOR SUPPLIERS LTD,576001,Vehicles Not Buses,ELECTRIC MOTOR SALES & SERVICE
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3493188,41470,1943.50,FLOWER ESTATE FAMILY ACTION (GROUP A/C),418616,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CITY CENTRE VIBRANCY,8010,EQUIPMENT PURCHASE AND REPAIR,2013-08-02,3493429,4311,6500.00,LIGHTMEDIA DISPLAYS LTD,573099,ICT,AUDIO-VISUAL EQUIPMENT & SUPPL
ACCESS TO RESOURCES TEAM,9650,OTHER SERVICE RECHARGES,2013-08-02,3493454,76179,1700.00,JANET KENTRIDGE C/O MATRIX,566304,Legal Services,BARRISTERS
PERFORMANCE & ANALYSIS,8390,STATIONERY,2013-08-02,3493723,SINV00253730,454.06,R A ROBERTS (OFFICE EQUIPMENT) LTD,207777,Furniture,OFFICE FURNITURE & EQUIPMENT
MOORFOOT,1194,OTHER FEES,2013-08-02,3494520,12020,9192.00,DIAMOND BUSINESS INTERIORS LTD,580977,Furniture,OFFICE FURNITURE & EQUIPMENT
MOORFOOT,1194,OTHER FEES,2013-08-02,3494535,12019,615.00,DIAMOND BUSINESS INTERIORS LTD,580977,Furniture,OFFICE FURNITURE & EQUIPMENT
COMMUNICATIONS,9120,OTHER AGENCIES,2013-08-02,3494565,11349,436.00,HDC MEDIA LTD,470490,Facilities Management,CD & DVD DUPLICATION SUPPLY &
HEAD OF SERVICE,8380,PHOTOCOPYING,2013-08-02,3494784,9626,259.80,AO REPROGRAPHICS LTD,202978,ICT,COPYING & DUPLICATING MACHINES
MEDICO LEGAL CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-08-02,3495077,C7028,1236.39,CHEMSOL LTD,342893,Unclassified Trade,CHEMICALS - DISTRIBUTORS & WHO
COMMUNICATIONS,9120,OTHER AGENCIES,2013-08-02,3495340,769526-V,1148.30,INTOPRINT (UK) LIMITED,319560,Facilities Management,PRINTERS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3495513,C203405,254.58,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3495516,C203346,276.84,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3495518,C203401,299.33,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496080,00182009A,253.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496084,00182352A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496127,WCF12B030,495.00,WOODHOUSE & DISTRICT COMMUNITY FORUM,482835,Unclassified Non Trade,COMMUNITY PROJECTS
HARD FM,6030,REPAIRS AND MTCE - RESPONSIVE,2013-08-02,3496173,67862,364.00,SECURI-PLEX LTD,319978,Facilities Management,SECURITY EQUIPMENT
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496426,00181473A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496431,INV001173,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496432,00181316A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496433,INV001159,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496436,00179735A,308.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496437,00180701A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496438,00181315A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496440,00181310A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496441,00180993A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496442,00181309B,322.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496445,00180994A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496447,INV001179,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496448,INV001174,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496450,INV001175,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496452,INV001176,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496453,INV001172,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
MOORFOOT BUILDING,6030,DAY TO DAY REPAIRS,2013-08-02,3496525,1389,350.00,DRONFIELD TREE SERVICES LTD,405525,Environmental Services,TREE WORK & FORESTRY SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496534,27031311,415.50,LEARN FOR LIFE ENTERPRISE LIMITED,446117,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496535,15041311,801.50,LEARN FOR LIFE ENTERPRISE LIMITED,446117,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CORPORATE DEBT RECOVERY,8440,FEE EXPENSES,2013-08-02,3496538,C205134,262.64,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
COM.UNITY,9360,FUNDS ALLOCATED TO SCHOOLS,2013-08-02,3496546,INV000469,8511.75,SHORTBROOK PRIMARY SCHOOL - LADYBIRDS,537449,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
COM.UNITY,9360,FUNDS ALLOCATED TO SCHOOLS,2013-08-02,3496547,INV000470,8511.75,SHORTBROOK PRIMARY SCHOOL - LADYBIRDS,537449,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496709,INV001178,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496712,00181994A,337.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496715,00181832A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496716,00181830A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496717,00181819A,525.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,8440,FEE EXPENSES,2013-08-02,3496719,00181561A,329.00,TRINITY,423546,Education,EDUCATIONAL SERVICES
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496721,INV001170,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496722,INV001177,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PROVIDER CONTRACT AUG12-JUL13,9120,OTHER AGENCIES,2013-08-02,3496723,INV001171,350.00,BIRLEY  COMMUNITY PRIMARY SCHOOL,402925,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
COMMUNICATIONS,9120,OTHER AGENCIES,2013-08-02,3496729,2568,680.00,FRONT IDEAS LTD,452985,Facilities Management,ADVERTISING - AGENCIES
COMMUNICATIONS,9120,OTHER AGENCIES,2013-08-02,3496730,207609,570.00,B AND B PRESS (PARKGATE) LTD,203168,Facilities Management,PRINTERS
ALDINE HOUSE,5610,AGENCY STAFF,2013-08-02,3496963,1003398061,955.00,HAYS PERSONNEL,381864,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
ALDINE HOUSE,8130,CATERING SUPPLIES,2013-08-02,3497004,256423195,481.82,YORKSHIRE PURCHASING ORGANISATION,295997,Unclassified Trade,PURCHASING SERVICES
STADIA TECHNOLOGY PARK,8380,PHOTOCOPYING,2013-08-02,3497018,35140957,268.68,RICOH UK LIMITED,207962,ICT,OFFICE EQUIPMENT MNFRS & DISTR
STRATEGIC COMM/PARTNERSHIPS,8270,SUBSCRIPTIONS,2013-08-02,3497111,I0063104,3000.00,OXFORD BROOKES UNIVERSITY,557300,Human Resources,INSTITUTES - PROFESSIONAL
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497224,15800,515.00,ANGLIA DNA SERVICES LIMITED,511395,Medical,PATERNITY TESTING (DNA)
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497601,206003,750.00,MR LEWIS DONNELLY,565393,Legal Services,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497603,877501,600.00,MR A M WYNNE,487888,Legal Services,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497609,871242,600.00,MISS P STANISTREET,504926,Legal Services,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2013-08-02,3497611,853244,1200.00,MR A M WYNNE,487888,Legal Services,BARRISTERS
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2013-08-02,3497621,1769527,436.54,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
CORPORATE ROOM BOOKINGS,8440,FEE EXPENSES,2013-08-02,3497858,27277,701.35,VOLUNTARY ACTION SHEFFIELD,295283,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497689,44054708,1991.63,BURROWS TOYOTA,440072,Vehicles Not Buses,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2013-08-02,3497690,S1293S087,270.00,GME SPRINGS T/A GME MOTOR,440984,Building Construction Materials,SPRING MNFRS & DISTRIBUTORS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497691,7679,1849.52,GPG 2000 LTD,416225,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497692,571018,557.46,GOLF & TURF MACHINERY T/A PLATTS HARRIS,465593,Vehicles Not Buses,AGRICULTURAL MACHINERY - SALES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497694,570719,266.20,GOLF & TURF MACHINERY T/A PLATTS HARRIS,465593,Vehicles Not Buses,AGRICULTURAL MACHINERY - SALES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497699,3358,795.00,HOGG DIESEL INJECTION LIMITED,486626,Vehicles Not Buses,DIESEL FUEL INJECTION SERVICES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497700,S1338S087,465.00,GME SPRINGS T/A GME MOTOR,440984,Building Construction Materials,SPRING MNFRS & DISTRIBUTORS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497704,157630,995.33,EVANS HALSHAW,207909,Vehicles Not Buses,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2013-08-02,3497708,14429995,655.52,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2013-08-02,3497712,14430113,671.00,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497713,14428519,1142.11,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497714,14429490,1969.15,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
STADIA TECHNOLOGY PARK,6160,GAS,2013-08-02,3497721,6001550077,416.87,NPOWER,578562,Utilities,GAS SUPPLIERS
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2013-08-02,3497722,1108408400,981.24,ROYAL MAIL GROUP PLC,294948,Mail Services,DELIVERY SERVICES
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497730,94511,768.52,PASSENGER LIFT SERVICES LIMITED,490023,Construction,Lift Mnfrs
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497737,9228,676.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497739,9225,711.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497740,9231,551.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497742,9223,616.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497744,9220,773.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497745,9224,829.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497748,9227,856.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497758,9229,773.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2013-08-02,3497769,9226,458.00,ROBERTS MOTOR BODIES LIMITED,442639,Vehicles Not Buses,CAR BODY REPAIRS
