Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,PLACE,23037,MEDICO LEGAL CENTRE,6090,WASTE DISPOSAL,2017-02-09,4151817,1064241,330.91,SRCL LTD,582002,,MEDICAL WASTE DISPOSAL
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4151897,3911,3225.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4151898,3914,3200.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4151899,3909,2700.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4151973,3908,3100.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,COMMUNITIES,49384,REPAIRS INSOURCING,5610,AGENCY STAFF,2017-02-09,4151982,BZ2143/00,1337.50,BADENOCH AND CLARK LTD,634019,,EMPLOYMENT & RECRUITMENT AGENC
SCR COMBINED AUTHORITY,CA LEP,30321,SKILLS BANK,8440,FEE EXPENSES,2017-02-09,4152064,01-17-01,9975.00,YORK CONSULTING LLP,530364,,RESEARCH ORGANISATIONS
SCR COMBINED AUTHORITY,CA LEP,30105,CORE PERFORMANCE TEAM,8250,MARKETING EXPENSES,2017-02-09,4152337,202065,2565.33,COUNTER CONTEXT LTD,506023,,PUBLIC RELATIONS CONSULTANTS
SHEFFIELD CITY COUNCIL,PLACE,25153,GRAFITTI REMOVAL,8060,MATERIALS AND SUPPLIES GENERAL,2017-02-09,4152348,NPSL511,290.07,NORDIC PIONEER LTD,463669,,JANITORIAL EQUIPMENT - SERVICI
SHEFFIELD CITY COUNCIL,RESOURCES,15207,PFI 4,8350,MISCELLANEOUS EXPENSES,2017-02-09,4152356,RINV/00000303,1354.81,PARADIGM (SHEFFIELD BSF) LIMITED,472691,,FACILITIES MANAGEMENT
SHEFFIELD CITY COUNCIL,PLACE,28100,BUSINESS GROWTH TEAM,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2017-02-09,4152359,8474,484.00,DEMON WHEELERS OFFROAD LEISURE LTD,375134,,CORPORATE ENTERTAINMENT
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4152388,3913,5000.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SCR COMBINED AUTHORITY,CA LEP,30122,AFCOE,8460,CONSULTANTS FEES,2017-02-09,4152391,3887,7600.00,NEPRO LTD,598847,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,17003,ELECTORAL REGISTRATION,8570,POSTAGE & DELIVERY,2017-02-09,4152412,85626,10240.88,FACILITIES & CORPORATE SOLUTIONS LTD,204806,,DIRECT MAIL
SHEFFIELD CITY COUNCIL,CYPF,38049,PARENTING STRATEGY,8440,FEE EXPENSES,2017-02-09,4152440,2509,250.00,REACHOUT CHILDCARE SERVICES LTD,433768,,AFTER SCHOOL CARE
SHEFFIELD CITY COUNCIL,CYPF,38049,PARENTING STRATEGY,8440,FEE EXPENSES,2017-02-09,4152444,2514,450.00,REACHOUT CHILDCARE SERVICES LTD,433768,,AFTER SCHOOL CARE
SHEFFIELD CITY COUNCIL,CYPF,38049,PARENTING STRATEGY,8440,FEE EXPENSES,2017-02-09,4152445,2517,405.00,REACHOUT CHILDCARE SERVICES LTD,433768,,AFTER SCHOOL CARE
SHEFFIELD CITY COUNCIL,PLACE,22189,INTELLIGENT TRANSPORT SYSTEMS,6390,NETWORK COMMUNICATIONS,2017-02-09,4152327,BR000888174,25620.62,TIMICO LIMITED,391741,,INTERNET SERVICE PROVIDERS
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2017-02-09,4152334,14459244,855.30,LOOKERS FORD,474939,,CAR DEALERS
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2017-02-09,4152336,14459278,303.46,LOOKERS FORD,474939,,CAR DEALERS
SHEFFIELD CITY COUNCIL,RESOURCES,15232,VACANT PROPERTIES,6160,GAS,2017-02-09,4152341,3004059608,936.18,TOTAL GAS & POWER LTD,377403,,GAS COMPANIES
SHEFFIELD CITY COUNCIL,RESOURCES,15232,VACANT PROPERTIES,6160,GAS,2017-02-09,4152344,3003225379,2150.79,TOTAL GAS & POWER LTD,377403,,GAS COMPANIES
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2017-02-09,4152363,14459245,964.11,LOOKERS FORD,474939,,CAR DEALERS
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2017-02-09,4152373,14459246,858.21,LOOKERS FORD,474939,,CAR DEALERS
SHEFFIELD CITY COUNCIL,RESOURCES,15219,MOORFOOT BUILDING,6170,COMBINED HEAT AND POWER,2017-02-09,4152458,2113VEOL207702,16292.30,SWITCH2 ENERGY LIMITED,546534,,INSTRUMENTATION ENGINEERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,FUNDED NURSING CARE (IN,2017-02-09,4152308,3128487,1067.20,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152309,3128488,3302.20,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152310,3128489,853.76,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,FUNDED NURSING CARE (IN,2017-02-09,4152311,3128490,1000.20,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152311,3128490,1560.48,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152312,3128491,426.88,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152313,3128492,767.32,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152314,3128494,2771.68,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152315,3128496,2014.84,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152316,3128469,453.56,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,FUNDED NURSING CARE (IN,2017-02-09,4152317,3128477,1698.44,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152318,3128478,2207.12,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152319,3128479,2344.80,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152320,3128483,853.76,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152321,3128484,7220.72,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,FUNDED NURSING CARE (IN,2017-02-09,4152322,3128485,2140.92,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2017-02-09,4152323,3128486,1568.68,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2017-02-09,4152202,630217110,340.50,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2017-02-09,4152203,630217133,340.50,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,CARELEAVERS ACCOMMODATION,2017-02-09,4152205,SRO2251969,1154.00,THE NATIONAL AUTISTIC SOCIETY,334778,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,CARELEAVERS ACCOMMODATION,2017-02-09,4152206,SRO2251970,1154.00,THE NATIONAL AUTISTIC SOCIETY,334778,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2017-02-09,4152207,15123,3200.00,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2017-02-09,4152208,15296,2200.00,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39109,JOINT INVESTIGATION TEAM,9280,CONTACT,2017-02-09,4152225,27587,256.05,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152231,27472,360.42,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152232,27473,340.29,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152233,27474,367.88,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152237,27478,283.41,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39238,WEST SA - CIN S17,9280,CONTACT,2017-02-09,4152245,27486,251.65,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152269,27510,286.66,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2017-02-09,4152288,27529,256.50,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39084,NORTH SA - CIN S17,9280,CONTACT,2017-02-09,4152292,27534,271.33,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152168,J1782047 260217,62615.57,MIDHURST ROAD (SHEFFCARE LTD),361801,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152169,J1782060 260217,1680.00,ROCKLEY DEAN CARE HOME LTD,361835,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152170,J1782094 260217,12973.20,REGAL CARE TRADING LTD,344721,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2017-02-09,4152170,J1782094 260217,1680.00,REGAL CARE TRADING LTD,344721,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152170,J1782094 260217,27296.00,REGAL CARE TRADING LTD,344721,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152171,J1787121 260217,4089.71,HADDON COURT NURSING HOME,361916,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,4260,NURSING COSTS RECOVERED,2017-02-09,4152172,J1787425 260217,280.07,ROSEBERRY CARE CENTRES (YORKSHIRE) LTD,580595,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152172,J1787425 260217,313.58,ROSEBERRY CARE CENTRES (YORKSHIRE) LTD,580595,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152173,J1787429 260217,923.57,REDACTED PERSONAL DATA,569157,,HOME CARE SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2017-02-09,4152174,J1787430 260217,12048.41,GUINNESS NORTHERN COUNTIES,409173,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2017-02-09,4152175,J1787431 260217,340.27,NORTON LEES HALL/LODGE,433750,,SCHOOLS - LOCAL AUTHORITY
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152176,J1788507 260217,1668.00,SWALLOWNEST CARE HOME,361827,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152177,J1788508 260217,2100.00,TREETON GRANGE,362005,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152178,J1788510 260217,30288.00,BROOMCROFT HOUSE,361960,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152179,J1790605 260217,3360.00,JASMIN COURT NURSING HOME,361764,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152180,J1790606 260217,5242.29,GRANGE CRESCENT SHEFFCARE LTD,361898,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152181,J1790607 260217,10043.86,BURNT TREE CROFT SHEFFCARE LTD,361793,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152182,J1790609 260217,590.00,HOUSTEADS (SHEFFCARE LTD),361860,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152183,J1790610 260217,5605.00,SPRINGWOOD HOUSE (SHEFFCARE LTD),361812,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152184,J1790612 260217,1563.71,SUSASH GB LTD T/A EAGLE HOUSE,361977,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152185,J1790613 260217,3512.00,HAZELDENE NURSING HOME,340163,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152186,J1790615 260217,3231.43,ABBEYFIELD GRANGE RES HOME LTD,336444,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152187,J1790616 260217,6362.00,CRAEGMOOR  - RICHMOND HEIGHTS,361933,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2017-02-09,4152188,J1790617 260217,21714.83,COUNTRY COURT CARE HOMES LTD,361753,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152189,J1790618 260217,26100.58,SCARSDALE GRANGE NH,361915,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2017-02-09,4152190,J1790619 260217,6960.00,BROOKVIEW NURSING HOME,368323,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152191,J1787325 290117,1516.00,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,SHORT TERM NURSING CARE,2017-02-09,4152191,J1787325 290117,708.25,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152192,J1787326 290117,1748.57,NORTON LEES HALL/LODGE,433750,,SCHOOLS - LOCAL AUTHORITY
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152193,J1788504 290117,902.00,NIGHTINGALES RES HOME,361897,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,SHORT TERM NURSING CARE,2017-02-09,4152194,J1790564 290117,720.00,JASMIN COURT NURSING HOME,361764,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152195,J1790565 290117,754.00,KNOWLE HOUSE (SHEFFCARE LTD),361798,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152196,J1790566 290117,754.00,DEVAGLADE LTD T/A AARON VIEW,486043,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152197,J1790567 290117,625.00,BROOMGROVE TRUST NURSING,361755,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152198,J1790568 290117,269.29,BALMORAL NURSING HOME,361851,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2017-02-09,4152199,J1790569 290117,714.86,ROSEBERRY CARE CENTRES GB LTD,368334,,NURSING HOMES
SHEFFIELD CITY COUNCIL,CYPF,39491,SSCB,8490,OTHER PROFESSIONAL FEES,2017-02-10,4153102,ERS INVOICE150588,900.00,MOHAMMAD ISMAIL,477091,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,CYPF,39301,FOSTERING DEVELOPMENT,8230,HOSPITALITY,2017-02-10,4153104,ERS INVOICE150591,468.90,MS CARYL Y HART,520594,,PROFESSIONAL SPEAKERS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2017-02-10,4153105,ERS INVOICE150592,5187.00,BANCROFT PLUMBING & HEATING LTD,398394,,PLUMBERS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2017-02-10,4153106,ERS INVOICE150593,5830.64,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
SHEFFIELD CITY COUNCIL,COMMUNITIES,42047,"ASS, REVIEW & PLANNING TEAM",8470,LEGAL FEES,2017-02-10,4153107,ERS INVOICE150594,400.00,HM COURTS & TRIBUNALS SERVICE,591675,,COURTS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2017-02-10,4153108,ERS INVOICE150595,1506.31,THYSSENKRUPP ENCASA,627802,,LIFT MNFRS
SHEFFIELD CITY COUNCIL,PLACE,97333,MINOR WORK GRANTS,1165,NC&A OTHER,2017-02-10,4153109,ERS INVOICE150596,2000.00,SHEFFIELD WINDOWS CENTRE,516202,,DOUBLE GLAZING SUPPLIERS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2017-02-10,4153110,ERS INVOICE150597,8604.00,WOODSEATS PLUMBING CO LTD,209595,,PLUMBERS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2017-02-10,4153111,ERS INVOICE150598,2984.62,THYSSENKRUPP ENCASA,627802,,LIFT MNFRS
SHEFFIELD CITY COUNCIL,PLACE,97333,MINOR WORK GRANTS,1165,NC&A OTHER,2017-02-10,4153112,ERS INVOICE150599,1092.00,GOLDGLAZE LTD,528255,,DOUBLE GLAZING INSTALLERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49661,LUNCH CLUB GRANT,8180,GRANTS,2017-02-10,4153113,ERS INVOICE150600,600.00,WADSLEY CHURCH LUNCH CLUB,295167,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,49853,AUDIENCE DEVELOPMENT,8440,FEE EXPENSES,2017-02-10,4153114,ERS INVOICE150601,333.50,HARRY BUCKNALL,640117,,PROFESSIONAL SPEAKERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,47046,LOC REFORM & COM VOICES: DOLS,8440,FEE EXPENSES,2017-02-10,4153116,ERS INVOICE150604,333.29,GAUTAM BAL,622435,,DOCTORS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46008,REVIEW & REASSESSMENT 2,8470,LEGAL FEES,2017-02-10,4153181,ERS INVOICE150607,400.00,HM COURTS & TRIBUNALS SERVICE,591675,,COURTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49030,PRIVATE RENTED SOLUTIONS,9120,OTHER AGENCIES,2017-02-10,4153182,ERS INVOICE150608,928.28,GRAHAM WARSOP,552981,,LETTING AGENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2017-02-10,4123676,1100002090,121643.00,GUINNESS PARTNERSHIP LTD (SP),352940,,HOME SUPPORT SERVICES
SHEFFIELD CITY COUNCIL,RESOURCES,14013,REGISTRY OFFICE,7060,EXTERNAL VEHICLE HIRE,2017-02-10,4135533,24912,394.30,NORTHERN TAXIS LIMITED,301182,,TAXIS & PRIVATE HIRE
SHEFFIELD CITY COUNCIL,PLACE,22140,CAR PARKING MANAGEMENT,6390,OTHER HIGHWAY MAINTENANCE,2017-02-10,4140328,90-182724,1275.00,D H MANSFIELD LTD,578011,,CAR BREAKDOWN & RECOVERY SERVI
SHEFFIELD CITY COUNCIL,PLACE,97418,PITCHED ROOFING & ROOFLINE,1157,DWELLINGS MAIN CONTRACT,2017-02-10,4145452,544850,168132.18,BT OPENREACH,502059,,TELECOMMUNICATION SERVICES
SHEFFIELD CITY COUNCIL,CYPF,38208,0-4 HEALTHY WEIGHT SERVICE,8440,FEE EXPENSES,2017-02-10,4146467,1188374,1010.00,WM MORRISON SUPERMARKETS PLC,209577,,SUPERMARKETS
SHEFFIELD CITY COUNCIL,RESOURCES,15232,VACANT PROPERTIES,8350,MISCELLANEOUS EXPENSES,2017-02-10,4147855,4561,15000.00,SHARROW COMMUNITY FORUM,318379,,COMMUNITY PROJECTS
