Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-14,1600503916,12178.57,0.00,12178.57,Sandcastle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600503917,8357.10,0.00,8357.10,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600503918,12178.57,0.00,12178.57,Sandcastle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600503919,14946.34,0.00,14946.34,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-07,1600503924,858.96,0.00,858.96,Places For People Individual Suppor,Children's Services,Rents
Salford City Council,2014-05-01,1600503925,2000.00,0.00,2000.00,Redacted Data,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2014-05-02,1600503934,594.00,99.00,495.00,E.F.T. Systems Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-06,1600503943,551.85,91.97,459.88,Calibration & Consultancy Services,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-02,1600503954,3857.14,0.00,3857.14,Specialised Homes And Lodgings Ltd,Children's Services,Rents
Salford City Council,2014-05-01,1600503955,680.40,113.40,567.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-08,1600503973,657.60,109.60,548.00,Tyreforce Nw Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-02,1600503977,808.80,134.80,674.00,Aquatilers Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-07,1600503979,10435.95,0.00,10435.95,Inspire Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600503981,623.40,0.00,623.40,Ewing Foundation,Children's Services,Other Prof Fees
Salford City Council,2014-05-06,1600503982,1435.56,239.26,1196.30,Dlp Services (Northern) Ltd,"Community, Health & Social Care",Adapts/Alterations
Salford City Council,2014-05-19,1600503985,610.90,101.82,509.08,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2014-05-06,1600503991,4949.02,824.84,4124.18,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-13,1600503992,5498.17,916.36,4581.81,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-19,1600504002,1860.00,310.00,1550.00,Socitm Ltd,Customer and Support Services,Subscriptions
Salford City Council,2014-05-22,1600504024,558.80,93.13,465.67,Supplies Team,"Community, Health & Social Care",Stationery
Salford City Council,2014-05-19,1600504025,2472.00,412.00,2060.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-05-19,1600504026,599.94,99.99,499.95,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-05-19,1600504031,1714.44,285.74,1428.70,Homecrafts Davyhulme,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-19,1600504032,30219.94,5036.65,25183.29,Oracle Corporation Uk Limited,Customer and Support Services,IT Licence Fee
Salford City Council,2014-05-01,1600504033,1362.76,227.13,1135.63,Disc Groundwork & Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-20,1600504034,2350.76,391.79,1958.97,Consolor Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-08,1600504040,7794.16,0.00,7794.16,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2014-05-21,1600504043,8992.94,1498.82,7494.12,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-05-21,1600504044,3273.60,545.60,2728.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-05-21,1600504045,600.00,100.00,500.00,The Nurture Group Network Ltd,Children's Services,Training expenses
Salford City Council,2014-05-22,1600504047,15720.97,2620.16,13100.81,Ingenitech Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-02,1600504049,510.00,85.00,425.00,Pp O'Connor Ltd,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2014-05-12,1600504055,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-05-22,1600504059,761.82,126.97,634.85,North West Timber Treatment Ltd,Environment and Community Safety,Materials
Salford City Council,2014-05-22,1600504060,2494.80,415.80,2079.00,Prism Medical Uk,Capital Expenditure,Works & Building
Salford City Council,2014-05-22,1600504063,2006.40,334.40,1672.00,Stannah Stairlifts Limited.,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-22,1600504069,14190.00,2365.00,11825.00,Fischer Education Project Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2014-05-22,1600504072,1093.63,182.27,911.36,Ordnance Survey,Sustainable Regeneration,Subscriptions
Salford City Council,2014-05-23,1600504097,792.00,132.00,660.00,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-21,1600504109,154582.81,25763.80,128819.01,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2014-05-14,1600504114,1100.00,0.00,1100.00,Salford Community Leisure Ltd,Customer and Support Services,Sponsorship
Salford City Council,2014-05-09,1600504126,1574.80,0.00,1574.80,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-05-09,1600504137,1748.80,0.00,1748.80,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-05-12,1600504148,2469.06,411.51,2057.55,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-14,1600504170,861.00,0.00,861.00,Salford Community Leisure Ltd,Children's Services,Hire of Facilities
Salford City Council,2014-05-23,1600504171,7440.00,1240.00,6200.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-05-14,1600504175,1104.60,184.10,920.50,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-05-09,1600504178,695.34,115.89,579.45,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2014-05-12,1600504179,14546.00,0.00,14546.00,Stockport Mbc,Children's Services,Payts to Other LA's
Salford City Council,2014-05-23,1600504186,1296.00,216.00,1080.00,Spectra Security,Sustainable Regeneration,Security/Equipment
Salford City Council,2014-05-23,1600504195,712.80,118.80,594.00,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-23,1600504196,1110.43,185.07,925.36,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-23,1600504197,600.00,100.00,500.00,Dwf Llp,Sustainable Regeneration,Legal Fees
Salford City Council,2014-05-14,1600504202,1540.00,0.00,1540.00,Aurora Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-09,1600504203,10714.50,0.00,10714.50,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600504206,2230.50,371.75,1858.75,Salford Community Leisure Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-13,1600504207,3542.86,0.00,3542.86,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-05-13,1600504208,2971.43,0.00,2971.43,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-05-12,1600504209,600.00,0.00,600.00,Linnyshaw Garden Centre,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2014-05-20,1600504210,235898.00,0.00,235898.00,Greater Manchester West,Environment and Community Safety,Grants - External
Salford City Council,2014-05-14,1600504212,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,Office of the Chief Executive,IT  Licence Fee
Salford City Council,2014-05-08,1600504215,103137.84,17189.64,85948.20,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-05-08,1600504216,824.36,0.00,824.36,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600504217,845.50,0.00,845.50,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-09,1600504223,730.80,121.80,609.00,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-09,1600504227,2529.60,421.60,2108.00,Cia 2000 Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-09,1600504253,1495.00,0.00,1495.00,Books 4 Schools Ltd,Children's Services,Marketing/Publicity
Salford City Council,2014-05-23,1600504254,608.04,101.34,506.70,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-23,1600504256,576.00,96.00,480.00,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-23,1600504257,732.00,122.00,610.00,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-23,1600504261,6300.00,1050.00,5250.00,Ebma Solutions Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2014-05-23,1600504262,653.03,108.84,544.19,Kennedys Turf Ltd,"Community, Health & Social Care",Horticultural/GMaint
Salford City Council,2014-05-23,1600504268,3075.78,512.63,2563.15,Mawtec Systems Limited,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-05-02,1600504283,594.79,99.13,495.66,P C Concepts,Children's Services,Pupil Assistance
Salford City Council,2014-05-14,1600504287,9214.28,0.00,9214.28,Aurora Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-13,1600504292,2345.50,0.00,2345.50,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-05-13,1600504293,2285.71,0.00,2285.71,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-05-08,1600504297,1930.06,321.68,1608.38,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-05-13,1600504298,1102.50,0.00,1102.50,The Tutor Trust,Children's Services,Pupil Assistance
Salford City Council,2014-05-13,1600504299,2370.50,0.00,2370.50,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-05-12,1600504301,824.36,0.00,824.36,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-09,1600504308,2084.40,347.40,1737.00,Spectra Security,Capital Expenditure,Works & Building
Salford City Council,2014-05-27,1600504338,8040.00,1340.00,6700.00,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-05-27,1600504340,5952.00,992.00,4960.00,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-09,1600504346,3365.40,560.90,2804.50,Ps Consultants,Sustainable Regeneration,Consult/Contractors
Salford City Council,2014-05-12,1600504350,37932.53,6322.09,31610.44,P Casey & Co Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-28,1600504352,18670.80,3111.80,15559.00,G Jones Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-06,1600504353,13849.74,2308.29,11541.45,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-06,1600504355,27480.59,4580.10,22900.49,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-08,1600504364,886.16,0.00,886.16,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-19,1600504365,720.00,120.00,600.00,Langford Roofing Ltd,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2014-05-08,1600504367,898.88,0.00,898.88,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600504369,898.88,0.00,898.88,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-12,1600504389,685.39,114.23,571.16,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2014-05-28,1600504394,12097.32,2016.22,10081.10,Mitie Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-14,1600504395,625.84,104.31,521.53,Air Products Plc,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-12,1600504397,1339.80,223.30,1116.50,Language Empire Limited,Children's Services,Interpreter/translat
Salford City Council,2014-05-02,1600504398,1886.40,314.40,1572.00,Grant Thornton Uk Llp,Customer and Support Services,District Audit Fees
Salford City Council,2014-05-07,1600504413,630.46,105.10,525.36,So Internet M247 Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-20,1600504419,957.16,159.53,797.63,Simon Jersey Ltd,Environment and Community Safety,Clothing & Uniforms
Salford City Council,2014-05-13,1600504420,3844.26,640.71,3203.55,Language Empire Limited,Children's Services,Interpreter/translat
Salford City Council,2014-05-20,1600504424,2222.41,370.40,1852.01,Consolor Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-28,1600504425,946.80,157.80,789.00,G-Map Services Ltd,Children's Services,Training expenses
Salford City Council,2014-05-28,1600504426,816.00,136.00,680.00,Airborne Environmental Consultants,Capital Expenditure,Demolition
Salford City Council,2014-05-28,1600504429,1022.40,170.40,852.00,Microlink,Children's Services,Equipment Purchase
Salford City Council,2014-05-28,1600504430,1446.00,241.00,1205.00,Systemslink 200 Ltd,Sustainable Regeneration,Energy Conservation
Salford City Council,2014-05-20,1600504442,17813.33,2968.89,14844.44,E & J Kane Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-23,1600504444,8515.09,1419.18,7095.91,E & J Kane Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-20,1600504445,4348.90,724.82,3624.08,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-20,1600504446,2396.57,399.43,1997.14,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-21,1600504447,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-05-20,1600504449,5529.11,921.52,4607.59,E & J Kane Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-20,1600504450,12636.13,2106.02,10530.11,E & J Kane Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-21,1600504467,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-05-20,1600504469,619.92,103.32,516.60,Dlp Services (Northern) Ltd,"Community, Health & Social Care",Adapts/Alterations
Salford City Council,2014-05-13,1600504470,3183.39,0.00,3183.39,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-05-21,1600504477,80526.32,13421.05,67105.27,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2014-05-21,1600504478,3276.00,546.00,2730.00,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-21,1600504479,6298.80,1049.80,5249.00,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-21,1600504481,4222.80,703.80,3519.00,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-21,1600504485,3884.11,647.35,3236.76,B.S.K. Landscapes,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-05-09,1600504486,4708.21,784.70,3923.51,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-27,1600504492,176339.00,0.00,176339.00,St. John Vianney School,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-07,1600504534,1600.00,0.00,1600.00,Redacted Data,Children's Services,Rents
Salford City Council,2014-05-06,1600504536,3709.92,618.32,3091.60,Forest Contract Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-05-23,1600504545,501.43,83.57,417.86,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600504554,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-23,1600504555,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-27,1600504556,6960.00,1160.00,5800.00,Bluefort Security Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2014-05-23,1600504561,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-07,1600504569,566.06,0.00,566.06,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2014-05-23,1600504572,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-22,1600504575,720.00,120.00,600.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-22,1600504576,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-22,1600504577,891.43,148.57,742.86,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-06,1600504578,5769.24,961.54,4807.70,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-05-07,1600504583,9992.83,1665.47,8327.36,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-21,1600504591,1299.48,61.88,1237.60,Emo Oil Ltd,Children's Services,Fuel Oil
Salford City Council,2014-05-14,1600504599,990.00,165.00,825.00,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-07,1600504600,528.00,88.00,440.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-16,1600504603,3714.68,619.11,3095.57,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2014-05-09,1600504605,2461.90,0.00,2461.90,The Albion Academy,Children's Services,Electricity
Salford City Council,2014-05-16,1600504606,1458.84,0.00,1458.84,The Albion Academy,Children's Services,Electricity
Salford City Council,2014-05-07,1600504619,559.25,93.21,466.04,Adt Fire And Security Plc,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2014-05-08,1600504620,64537.00,0.00,64537.00,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-08,1600504627,27000.00,0.00,27000.00,Caritas Care Limtied,Children's Services,Payts to Agencies
Salford City Council,2014-05-07,1600504628,1549.35,0.00,1549.35,B Littler & Sons,"Community, Health & Social Care",Funerals
Salford City Council,2014-05-07,1600504630,5584.63,930.77,4653.86,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-21,1600504632,1398.00,233.00,1165.00,Creedon Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-07,1600504633,746.09,124.35,621.74,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-08,1600504634,1182.00,197.00,985.00,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-21,1600504636,1630836.00,271806.00,1359030.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-08,1600504637,1970.71,0.00,1970.71,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2014-05-21,1600504638,1564150.80,260691.80,1303459.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-05-09,1600504642,785.84,130.97,654.87,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-23,1600504650,653.52,108.92,544.60,Killgerm Chemicals,Environment and Community Safety,Chemicals
Salford City Council,2014-05-23,1600504652,3942.86,0.00,3942.86,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2014-05-28,1600504656,710.40,118.40,592.00,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-23,1600504658,26231.57,0.00,26231.57,Trafford Housing Trust Ltd,Sustainable Regeneration,Rents
Salford City Council,2014-05-28,1600504661,1080.00,180.00,900.00,Simply Health,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-20,1600504662,11851.20,1975.20,9876.00,Xma Ltd,Customer and Support Services,Equipment Purchase
Salford City Council,2014-05-16,1600504671,47250.00,7875.00,39375.00,Pricewaterhousecoopers Llp,Sustainable Regeneration,Consult/Contractors
Salford City Council,2014-05-16,1600504676,3307.39,0.00,3307.39,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-07,1600504677,3857.14,0.00,3857.14,Specialised Homes And Lodgings Ltd,Children's Services,Rents
Salford City Council,2014-05-07,1600504700,87696.00,14616.00,73080.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-07,1600504704,580.00,0.00,580.00,Inspire Training & Education Servic,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600504705,780.00,130.00,650.00,Pde Waste Technologies Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-07,1600504709,15750.00,2625.00,13125.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-07,1600504716,2160699.60,360116.60,1800583.00,Salix Homes Limited,Sustainable Regeneration,Salix Mgt Fee
Salford City Council,2014-05-20,1600504728,4062.60,0.00,4062.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-07,1600504743,796.63,132.77,663.86,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-05-08,1600504744,2354.00,0.00,2354.00,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-07,1600504747,823.18,137.20,685.98,Vanguard Storage Systems,Sustainable Regeneration,Removal Expenses
Salford City Council,2014-05-23,1600504748,1538.83,256.47,1282.36,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-05-08,1600504749,3217.49,0.00,3217.49,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600504750,997.25,166.21,831.04,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-05-23,1600504752,4894.28,815.71,4078.57,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-05-23,1600504754,1250.40,208.40,1042.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-05-23,1600504756,950.76,158.46,792.30,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-05-23,1600504759,1704.02,284.00,1420.02,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-05-23,1600504764,1198.80,199.80,999.00,Vodafone Formerly Cable & Wireless,Customer and Support Services,Computer Equipment
Salford City Council,2014-05-23,1600504773,4189.92,698.32,3491.60,Structec,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-12,1600504776,547.92,91.32,456.60,Granada Learning,Children's Services,Equipment Purchase
Salford City Council,2014-05-23,1600504778,1852.50,0.00,1852.50,First Manchester Ltd,Environment and Community Safety,Public Transport
Salford City Council,2014-05-23,1600504779,5747.50,0.00,5747.50,First Manchester Ltd,Children's Services,Children Act-Sect 23
Salford City Council,2014-05-23,1600504804,541.53,90.26,451.27,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-27,1600504806,4076.40,679.40,3397.00,J Cocker (Tinsmith),Sustainable Regeneration,Insurance
Salford City Council,2014-05-23,1600504811,19490.26,0.00,19490.26,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-23,1600504812,1213.10,202.18,1010.92,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-23,1600504814,16507.80,0.00,16507.80,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-23,1600504815,908.40,151.40,757.00,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-23,1600504816,600.00,0.00,600.00,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-23,1600504817,3696.00,0.00,3696.00,Birtenshaw Hall,Children's Services,Transport
Salford City Council,2014-05-23,1600504818,19784.66,0.00,19784.66,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-23,1600504819,600.00,0.00,600.00,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-22,1600504826,915.00,0.00,915.00,Salford Community Leisure Ltd,"Community, Health & Social Care",Hire of Facilities
Salford City Council,2014-05-08,1600504831,10185.71,0.00,10185.71,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600504838,3247.09,541.18,2705.91,E & J Kane Ltd,Sustainable Regeneration,Insurance
Salford City Council,2014-05-23,1600504842,830.30,0.00,830.30,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-19,1600504845,5370.70,0.00,5370.70,By The Bridge,Children's Services,Payts to Agencies
Salford City Council,2014-05-22,1600504852,10759.80,1793.30,8966.50,C Smithies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-08,1600504855,3334.20,0.00,3334.20,Excel Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-05-23,1600504856,5528.40,921.40,4607.00,Structec (Nw) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-23,1600504858,6308.23,1051.37,5256.86,Structec (Nw) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-23,1600504875,1404.28,234.05,1170.23,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-13,1600504879,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2014-05-13,1600504885,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2014-05-23,1600504887,520.03,86.67,433.36,Kennedys Turf Ltd,"Community, Health & Social Care",Horticultural/GMaint
Salford City Council,2014-05-12,1600504888,3970.20,661.70,3308.50,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-21,1600504889,4834.80,805.80,4029.00,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-08,1600504890,2634.00,439.00,2195.00,Thyssenkrupp Encasa Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-21,1600504893,880.80,146.80,734.00,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-21,1600504895,1306.44,217.74,1088.70,J Fletcher (Engineers) Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-05-23,1600504899,991.20,165.20,826.00,J Fletcher (Engineers) Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-05-08,1600504901,1049.47,174.91,874.56,Vitax Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-09,1600504902,1515.60,0.00,1515.60,Chavas Art Ltd,Customer and Support Services,Other Prof Fees
Salford City Council,2014-05-09,1600504905,4182.74,0.00,4182.74,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-20,1600504906,1554.00,259.00,1295.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-09,1600504930,526.75,87.79,438.96,Bradshaw International,"Community, Health & Social Care",Removal Expenses
Salford City Council,2014-05-29,1600504933,4200.00,700.00,3500.00,Highlight Pyrotechnics Ltd,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2014-05-28,1600504956,629.80,104.97,524.83,Terberg Matec Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-22,1600504968,1656.60,276.10,1380.50,Terberg Matec Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-27,1600504979,1620.00,270.00,1350.00,Soft Surfaces Limited,Environment and Community Safety,Materials
