Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-07-16,601120217,585.00,0.00,585.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120238,600.00,0.00,600.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120215,627.00,0.00,627.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590875,1982.24,0.00,1982.24,Derby Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590975,5718.04,0.00,5718.04,Doves Nest Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,1600510528,11299.24,1883.21,9416.03,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-07-16,1600511206,29307.60,4884.60,24423.00,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-07-16,1600511207,47887.39,7981.23,39906.16,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-07-16,6001590971,2480.06,0.00,2480.06,Eagle Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590817,37197.28,0.00,37197.28,Ecclesholme Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601120039,636.00,106.00,530.00,EE Ltd,Office of the Chief Executive,Equipment Purchase
Salford City Council,2014-07-16,601120026,910.80,151.80,759.00,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120034,982.49,163.75,818.74,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120025,1082.40,180.40,902.00,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120035,1162.18,193.70,968.48,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120027,1970.01,328.28,1641.73,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120036,2159.83,359.97,1799.86,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120028,3284.11,545.83,2738.28,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,601120037,3556.76,592.79,2963.97,EE Ltd,Capital Expenditure,Mobile Phones
Salford City Council,2014-07-16,1600509445,960.00,160.00,800.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-07-16,6001590679,41196.00,0.00,41196.00,Equilibrium Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590694,1460.00,0.00,1460.00,European Care Gb Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590746,1916.00,0.00,1916.00,Fairfield View Care Centre Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591038,1798.44,0.00,1798.44,Fairhome Care Group  Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591018,2041.32,0.00,2041.32,Fairhome Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001591004,1866.00,0.00,1866.00,Fairways Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590954,5997.20,0.00,5997.20,Fairwinds,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,601120240,2105.00,0.00,2105.00,Farleys Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590891,15697.80,0.00,15697.80,Farnworth Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590841,35540.90,0.00,35540.90,Federation Of Jewish Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590932,7339.44,0.00,7339.44,Fernica Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590780,1600.84,0.00,1600.84,Ferns Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590704,14189.85,0.00,14189.85,Four Seasons Health Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590720,5265.30,0.00,5265.30,Four Seasons Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590865,3619.28,0.00,3619.28,Glendower Res Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590697,2380.20,0.00,2380.20,Grange Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590771,1567.96,0.00,1567.96,Grange Lea Residential Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590810,1541.52,0.00,1541.52,Greenlands Residential Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,1600511181,1137.90,189.65,948.25,Gunn Jcb Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-16,1600509318,500.40,83.40,417.00,Gv Media Group Ltd,Children's Services,Marketing/Publicity
Salford City Council,2014-07-16,6001590998,1554.00,0.00,1554.00,Haddon Court Rest Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590766,3600.00,0.00,3600.00,Hale House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601120244,4600.00,0.00,4600.00,Hampson Hughes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590798,1932.28,0.00,1932.28,Havering Care Homes Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590946,3215.60,0.00,3215.60,Haylands,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590782,3559.20,0.00,3559.20,Hc One Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590944,3500.00,0.00,3500.00,Healycare,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590819,19250.60,0.00,19250.60,Heath Cottage Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590898,2589.08,0.00,2589.08,Henshaws Yorkshire,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590774,1774.08,0.00,1774.08,Hesslewood House Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590790,1977.32,0.00,1977.32,Hestia Healthcare Properties Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590733,1792.00,0.00,1792.00,Highfield Hall Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590886,9960.60,0.00,9960.60,Highfield Park Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591007,25892.32,0.00,25892.32,Hill Care 1 Ltd T/A Alderwood,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591009,1763.40,0.00,1763.40,Hill Care 1 Ltd T/A Lever Edge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590759,1825.60,0.00,1825.60,Hilltop Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590737,20796.02,0.00,20796.02,Holly Court Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590934,3341.16,0.00,3341.16,Holt House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,1600509447,38595.96,6432.66,32163.30,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-16,6001590905,4258.72,0.00,4258.72,House Martins (Salford) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591025,1696.00,0.00,1696.00,Housing With Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591032,1460.00,0.00,1460.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591030,1784.00,0.00,1784.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,1600509149,610.90,101.82,509.08,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2014-07-16,1600509135,753.88,125.65,628.23,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2014-07-16,601120176,11354.08,0.00,11354.08,Intricate Law,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590896,1759.28,0.00,1759.28,Israel Sieff Court Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590973,1545.00,0.00,1545.00,Jewelglen Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590862,59427.87,0.00,59427.87,Kenyon Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590778,1460.00,0.00,1460.00,Krinvest Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590714,48130.43,0.00,48130.43,Laburnum Court,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601120040,1360.00,0.00,1360.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-07-16,6001590821,15132.56,0.00,15132.56,Lancaster House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590743,3509.00,0.00,3509.00,Larc Properties T/A Tancred Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001591006,1882.80,0.00,1882.80,Laurel Bank Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590948,2800.00,0.00,2800.00,Le Moors,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590977,2113.72,0.00,2113.72,Leyton Healthcare (No2) Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590769,2379.48,0.00,2379.48,Linda Reilly T/A Westminster House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590757,1610.00,0.00,1610.00,Longwood Lodge Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590860,1820.00,0.00,1820.00,Mary & Joseph House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601118720,2279.77,379.96,1899.81,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-07-16,601118718,2702.16,450.36,2251.80,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-07-16,601118719,3086.59,514.43,2572.16,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-07-16,601119308,3628.80,604.80,3024.00,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-07-16,6001591002,1846.80,0.00,1846.80,Meridian Healthcare Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590824,22401.92,0.00,22401.92,Merrymeet Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590710,3348.16,0.00,3348.16,Methodist Homes,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590739,1591.12,0.00,1591.12,Mill View Residential & Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590915,26471.24,0.00,26471.24,Mns Care Plce,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590831,9763.18,0.00,9763.18,Moorfield House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590741,3520.00,0.00,3520.00,Moorfields Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591034,1512.00,0.00,1512.00,Moorhaven Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590863,27988.64,0.00,27988.64,Moston Grange Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590833,5366.32,0.00,5366.32,Nazareth House Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591023,2085.20,0.00,2085.20,New Care Projects Llp,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590764,1506.92,0.00,1506.92,New Milton House (Cls Care Services),"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590847,18371.20,0.00,18371.20,Oakland House Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590787,5642.04,0.00,5642.04,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590789,10685.77,0.00,10685.77,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590700,37965.92,0.00,37965.92,Orchard Care Homes.Com Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601118723,3042.64,0.00,3042.64,Ormerod Home Trust Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-16,6001590903,1440.72,0.00,1440.72,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590901,1768.68,0.00,1768.68,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590900,3766.52,0.00,3766.52,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590995,5981.60,0.00,5981.60,Park View,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590871,1660.04,0.00,1660.04,Parklands Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,601120171,2500.00,0.00,2500.00,Paul Rooney Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590950,10979.00,0.00,10979.00,Pendleton Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590727,38369.32,0.00,38369.32,Pendleton Court Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,1600509063,1290.00,215.00,1075.00,Possum Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-07-16,6001590988,10078.04,0.00,10078.04,Progress Adult Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,2203799122,165500.00,0.00,166500.00,Ralli Solicitors,Sustainable Regeneration,Purchase of Land/Buildings
Salford City Council,2014-07-16,2203799122,85500.00,0.00,85500.00,Ralli Solicitors,Sustainable Regeneration,Purchase of Land/Buildings
Salford City Council,2014-07-16,2203799122,2023602.00,0.00,2023602.00,Ralli Solicitors,Sustainable Regeneration,Purchase of Land/Buildings
Salford City Council,2014-07-16,601120219,1690.00,0.00,1690.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-16,601120178,3540.65,0.00,3540.65,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-16,601120181,3560.00,0.00,3560.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-16,601120180,3700.00,0.00,3700.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-16,601120214,8000.00,0.00,8000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120228,5450.00,0.00,5450.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120172,2000.00,0.00,2000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120229,23500.00,0.00,23500.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120175,6500.00,0.00,6500.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,601120173,6161.00,0.00,6161.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590671,1600.00,0.00,1600.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590993,1596.00,0.00,1596.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601120205,600.00,0.00,600.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120201,564.39,0.00,564.39,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120186,686.62,0.00,686.62,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120198,721.33,0.00,721.33,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120183,737.15,0.00,737.15,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120233,600.00,0.00,600.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120204,1000.00,0.00,1000.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,601120192,855.00,0.00,855.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-07-16,6001591036,1526.96,0.00,1526.96,Redcroft Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590731,4965.52,0.00,4965.52,Regency (Parklands) Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591011,16292.20,0.00,16292.20,Reliance Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590889,8760.12,0.00,8760.12,Richmond Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590749,4797.84,0.00,4797.84,Riverside Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590837,4968.12,0.00,4968.12,Rose Court Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590751,1717.04,0.00,1717.04,Rosemount Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,601120174,3107.30,0.00,3107.30,Salford Foundation Ltd,Children's Services,Grants
Salford City Council,2014-07-16,6001590907,4221.56,0.00,4221.56,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590908,5503.08,0.00,5503.08,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601120218,3700.00,0.00,3700.00,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590918,7737.40,0.00,7737.40,Sense Cas Finance Team,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591020,1883.60,0.00,1883.60,Shawe House Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590926,4640.00,0.00,4640.00,Sign Health,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590796,1593.40,0.00,1593.40,Society Of Christ (GB),"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590952,3804.84,0.00,3804.84,Southfield Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590785,5712.56,0.00,5712.56,Speciality Care (Rest Homes) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591014,17996.38,0.00,17996.38,Spectrum Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591022,1752.00,0.00,1752.00,Springfield Retirement Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590839,1674.32,0.00,1674.32,St Catherines Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590991,6618.00,0.00,6618.00,St George's Care Centre,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590869,5732.72,0.00,5732.72,St Jmes House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590894,15421.60,0.00,15421.60,St Mary'S Continuing Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590804,1872.00,0.00,1872.00,St Oswalds Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,1600499760,5193.00,0.00,5193.00,Steffco Limited,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-07-16,6001590803,1723.60,0.00,1723.60,Sure Care Uk Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590842,22097.98,0.00,22097.98,Swinton Hall Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,1600509188,900.00,0.00,900.00,Talmund Torah Yetev Lev Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-16,6001590808,1596.00,0.00,1596.00,Tameng Care Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590776,1792.00,0.00,1792.00,The Beeches Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590844,50869.86,0.00,50869.86,The Broughtons Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590883,2426.28,0.00,2426.28,The David Lewis Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591000,76261.58,0.00,76261.58,The Fountains Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,yredrjufl,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-16,zdkugmugi,762.65,127.11,635.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-16,gvthcbekp,1308.58,218.10,1090.48,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-16,6001590812,1696.45,0.00,1696.45,The Links Resource Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590852,73490.97,0.00,73490.97,The Willows Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590690,57178.00,0.00,57178.00,The Woodhouse,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,1600502788,6088.20,1014.70,5073.50,Tonkin Liu,Capital Expenditure,External Fees-Other
Salford City Council,2014-07-16,601120170,7000.00,0.00,7000.00,Treadstone Law Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-16,6001590956,1540.00,0.00,1540.00,Trinity Merchants Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,601119395,780.00,130.00,650.00,Uniqwin Uk Ltd,Sustainable Regeneration,Grounds Maintenance
Salford City Council,2014-07-16,6001590969,5600.00,0.00,5600.00,Voyage Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590856,23097.25,0.00,23097.25,Walkden Manor Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001591016,1691.60,0.00,1691.60,Walldene Court,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-07-16,6001590861,15610.36,0.00,15610.36,Wentworth House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590924,5126.80,0.00,5126.80,Wirral Autistic Society,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590854,6548.56,0.00,6548.56,Woodlands House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590762,2796.00,0.00,2796.00,Woodlea Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-16,6001590723,49069.39,0.00,49069.39,Worsley Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-17,1600509899,8500.00,0.00,8500.00,Aim Habonim,Children's Services,Pupil Assistance
Salford City Council,2014-07-17,1600510804,634.02,105.67,528.35,Air Products Plc,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-17,1600509198,7764.50,0.00,7764.50,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-07-17,1600509422,805.14,134.18,670.96,Arnold Laver Timber World,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-07-17,601119853,35662.80,0.00,35662.80,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-07-17,1600510145,2077.48,0.00,2077.48,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600510143,845.02,0.00,845.02,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600510146,549.43,0.00,549.43,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600510509,3268.80,0.00,3268.80,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600496400,3317.00,0.00,3317.00,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600509674,642.60,107.10,535.50,Crelling Harnesses,Children's Services,Equipment Purchase
Salford City Council,2014-07-17,601119816,642.60,107.10,535.50,Crelling Harnesses,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2014-07-17,1600509201,1246.80,207.80,1039.00,Detail Promotions,Sustainable Regeneration,Materials
Salford City Council,2014-07-17,1600509435,948.78,45.18,903.60,Emo Oil Ltd,"Community, Health & Social Care",Fuel Oil
Salford City Council,2014-07-17,1600509222,11105.71,1850.95,9254.76,Enviro Technology Services Plc,Environment and Community Safety,Sampling
Salford City Council,2014-07-17,1600509212,640.00,0.00,640.00,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-07-17,601120273,796.00,0.00,796.00,Friends Of Irlam And Cadishead Park,"Community, Health & Social Care",Grants - External
Salford City Council,2014-07-17,1600509111,1284.00,214.00,1070.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-07-17,1600509477,707.40,117.90,589.50,J Fletcher Engineers Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-07-17,1600509475,2848.80,474.80,2374.00,J Fletcher Engineers Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2014-07-17,1600511350,21576.00,0.00,21576.00,Maryland Securities,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-07-17,1600509220,7928.55,0.00,7928.55,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600509390,16385.67,0.00,16385.67,Meadows Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-17,1600509151,900.00,150.00,750.00,Micromac Filtration Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-07-17,1600509152,1578.00,263.00,1315.00,Micromac Filtration Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-07-17,1600509153,1848.00,308.00,1540.00,Micromac Filtration Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-07-17,6001592379,695.03,0.00,695.03,Next Steps Aftercare,Children's Services,Fixtures & Fittings
Salford City Council,2014-07-17,1600509119,2280.00,380.00,1900.00,Northgate Information Solutions,Customer and Support Services,Computer Maintenance
Salford City Council,2014-07-17,1600509442,4450.56,0.00,4450.56,Outreach Community & Res Service,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-17,601120274,830.00,0.00,830.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2014-07-17,1600511183,2561.96,427.00,2134.96,Phoenix Power Services,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-17,601118924,18097.20,3016.20,15081.00,Print Image Network Ltd,Customer and Support Services,Print & Photocopying
Salford City Council,2014-07-17,1600509469,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-17,1600509471,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-17,1600509472,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-17,1600510494,1386.00,231.00,1155.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-17,6001591417,743.31,0.00,743.31,Redacted Data,Children's Services,Cont Care Allowance
Salford City Council,2014-07-17,6001591428,1239.14,0.00,1239.14,Redacted Data,Children's Services,Fost Parent-Bas alls
