#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
306,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - WELFARE SERVICES,COHR GENERAL TEAM EXPENDITURE,PEOPLE ASSET MANAGEMENT T/A PAM OH SOLUTIONS,1037145462,25836.41
307,CAB,CABINET OFFICE,2022-07-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,CS CHIEF OPERATING OFFICER - ALEX CHISHOLM,DITCHLEY PARK CONFERENCE CENTRE,4037000317,25822.00
308,CAB,CABINET OFFICE,2022-07-13,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037143952,25746.00
309,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO DIGITAL DELIVERY TEAM,AFFINITY DIGITAL TECHNOLOGY LTD,1037144833,25707.65
310,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - WELFARE SERVICES,COHR GENERAL TEAM EXPENDITURE,PEOPLE ASSET MANAGEMENT T/A PAM OH SOLUTIONS,1037145462,25602.64
311,CAB,CABINET OFFICE,2022-07-04,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143044,25547.63
312,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,177,25494.95
313,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Inward Secondments,Direct Employee Costs,JLL,35,25343.10
314,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-19,PFI - Variation Charges,PFI Variation Charges,Exchequer Partnership No.2 Plc (HGR),9,25280.63
315,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CONTRACT MGMT - DELIVERY,CSL KPMG LLP-2WM,1037145464,25244.10
316,CAB,CABINET OFFICE,2022-07-27,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CAPABILITY - LEARNING & DEVELOPMENT,KORN FERRY UK LIMITED,1037145246,25049.92
317,CAB,CABINET OFFICE,2022-07-20,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,BPDG - POLICY AND COMMS,VISUAL MEANING LTD,1037144633,25000.00
318,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: LEARNING DELIVERY,ERNST & YOUNG LLP,1037144784,25000.00
