Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316229,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316232,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316234,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316238,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316242,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316246,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316266,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316267,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316271,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316274,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316278,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316280,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316282,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316286,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316287,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316289,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316295,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316299,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316301,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316312,14 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324413,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324419,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324422,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324439,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324485,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324488,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324510,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324511,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324514,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324516,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324529,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324537,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324538,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324552,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324560,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324563,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324567,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324569,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324571,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324573,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324578,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324580,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324583,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324585,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324586,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324587,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324589,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324591,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324593,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324596,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324597,23 May 2018,"1,000.67",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324601,23 May 2018,"1,000.67",
LONDON TRANSPORT MUSEUM,PEOPLE ORIENTED DEVELOPMENT LTD,Management & Support Consultancy,1011\5109323442,24 May 2018,"1,000.00",
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109300854,14 May 2018,"1,000.00",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301708,14 May 2018,"1,000.00",
LONDON UNDERGROUND LTD,CARVIL VENTURES LIMITED,Planning & Development Consultancy,1005\5109299039,04 May 2018,"1,000.00",
LONDON UNDERGROUND LTD,GARDINER & THEOBALD LLP,Planning & Development Consultancy,1005\5109316478,09 May 2018,"1,000.00",
LT MUSEUM TRADING LTD,SPIKE LEISUREWEAR LTD,Management & Support Consultancy,1024\5109312587,03 May 2018,"1,000.00",
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Fleet,1033\5109308550,21 May 2018,"1,000.00",
PUBLIC CARRIAGE OFFICE,MR M RAHIMI,Licence Fee Refunds,1003\1900043276,16 May 2018,"1,000.00",
PUBLIC CARRIAGE OFFICE,RE ASSOCIATES,Legal Fees,1003\5109307371,30 Apr 2018,"1,000.00",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109291983,30 Apr 2018,"1,000.00",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109295832,04 May 2018,"1,000.00",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109300677,14 May 2018,"1,000.00",
SURFACE TRANSPORT CORP,BUSINESS TECHNOLOGY SYSTEMS,Software Maintenance,1002\5109308454,30 Apr 2018,"1,000.00",
SURFACE TRANSPORT CORP,BUSINESS TECHNOLOGY SYSTEMS,Software Maintenance,1002\5109321644,21 May 2018,"1,000.00",
SURFACE TRANSPORT CORP,STRAIGHTFORWARD COMMUNICATIONS LTD,Photography And Video Design And Production,1002\5109307611,30 Apr 2018,"1,000.00",
SURFACE TRANSPORT CORP,DESIGN FOR HOMES,Planning & Development Consultancy,1002\5109325780,24 May 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109291999,30 Apr 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109292315,30 Apr 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109295830,04 May 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109295850,04 May 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109296134,04 May 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300649,14 May 2018,"1,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300687,14 May 2018,"1,000.00",
TUBE LINES LTD,ALPINE COMPONENTS,Subcontractor Labour,790526,25 May 2018,"1,000.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301213,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301261,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301270,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301302,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301327,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301331,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301339,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301346,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301350,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301360,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301361,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301364,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301377,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301381,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301384,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301398,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301399,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301412,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301414,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301424,14 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306083,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306092,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306096,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306098,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306107,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306109,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306113,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306124,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306125,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306130,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306132,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306151,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306153,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306169,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306190,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306195,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306231,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306233,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306246,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306262,21 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310518,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310539,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310553,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310562,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310579,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310588,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310594,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310596,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310602,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310604,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310606,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310608,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310620,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310622,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310624,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310636,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310651,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310653,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310670,25 May 2018,999.97,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310680,25 May 2018,999.97,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109291860,30 Apr 2018,999.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300546,14 May 2018,999.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300771,14 May 2018,999.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305919,21 May 2018,999.95,
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Plant & Equipment Purchases,1031\5109322000,18 May 2018,999.75,
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Fleet,1033\5109317633,25 May 2018,999.66,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301722,14 May 2018,999.40,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109301027,14 May 2018,999.00,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305475,21 May 2018,999.00,
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Stock Issues - Repairables,1033\5109298998,02 May 2018,998.09,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310836,02 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310858,02 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310874,02 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310878,02 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316127,14 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316205,14 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316218,14 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316240,14 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324504,23 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324527,23 May 2018,997.87,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324557,23 May 2018,997.87,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301216,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301222,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301259,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301322,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301328,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301353,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301356,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301378,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301393,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301417,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301422,14 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306091,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306115,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306157,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306188,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306200,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306227,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306244,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306268,21 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310510,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310542,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310580,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310586,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310615,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310640,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310646,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310649,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310674,25 May 2018,997.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310679,25 May 2018,997.17,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109301881,09 May 2018,997.16,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301744,14 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301747,14 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301749,14 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301753,14 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306577,21 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306582,21 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306613,21 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306618,21 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109310997,25 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311005,25 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311008,25 May 2018,996.10,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311056,25 May 2018,996.10,
TUBE LINES LTD,METROSEAL,Materials,791035,09 May 2018,996.00,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109298339,02 May 2018,995.94,
TRANSPORT TRADING LTD,LB TOWER HAMLETS,Rates,1004\1901658863,16 May 2018,995.85,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301745,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301760,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301762,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301763,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301782,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301787,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301789,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301791,14 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306590,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306620,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306638,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306640,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306644,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109306646,21 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311010,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311013,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311014,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311042,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311049,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311053,25 May 2018,995.77,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311055,25 May 2018,995.77,
LUL NOMINEE BCV LIMITED,SCHALTBAU MACHINE ELECTRICS LTD,Maintenance Materials,1033\5109306899,16 May 2018,995.60,
LUL NOMINEE SSL LIMITED,MOTIVAIR COMPRESSORS LTD,Traction Current,1031\5109309359,02 May 2018,995.38,
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Professional Engineering Services,1012\5109317276,15 May 2018,995.30,
