Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TUBE LINES LTD,SPEEDY ASSET SERVICES LTD,Hire Plant & Equipment,795843,27 Jul 2018,"1,249.51",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109357182,13 Aug 2018,"1,249.29",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345509,23 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345523,23 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345527,23 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345557,23 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345564,23 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349451,30 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349465,30 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349469,30 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349482,30 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349498,30 Jul 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353708,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353802,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353835,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353842,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353844,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353848,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353852,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353856,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353873,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353877,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353879,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353884,06 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357785,13 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357805,13 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357810,13 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357815,13 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357839,13 Aug 2018,"1,248.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109357848,13 Aug 2018,"1,248.44",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100277288,31 Jul 2018,"1,247.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362297,25 Jul 2018,"1,247.07",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362313,25 Jul 2018,"1,247.07",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365726,01 Aug 2018,"1,247.07",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370383,08 Aug 2018,"1,247.07",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374337,15 Aug 2018,"1,247.07",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345839,23 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345850,23 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345851,23 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349749,30 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349772,30 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349774,30 Jul 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354167,06 Aug 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354169,06 Aug 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354180,06 Aug 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358096,13 Aug 2018,"1,247.04",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358118,13 Aug 2018,"1,247.04",
TUBE LINES LTD,SAFETY KLEEN UK LTD,Maintenance,782741,25 Jul 2018,"1,246.88",
LUL NOMINEE SSL LIMITED,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1031\5109368517,03 Aug 2018,"1,246.64",
TRANSPORT TRADING LTD,GBM SERVICES LTD,Office Cleaning,1004\5109359847,23 Jul 2018,"1,246.52",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109346425,25 Jul 2018,"1,246.45",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109355351,01 Aug 2018,"1,246.45",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109359313,08 Aug 2018,"1,246.45",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109363856,15 Aug 2018,"1,246.45",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100270883,23 Jul 2018,"1,246.40",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109345363,23 Jul 2018,"1,246.25",
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5109371015,08 Aug 2018,"1,246.20",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109348770,30 Jul 2018,"1,245.64",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109349135,30 Jul 2018,"1,245.51",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345768,23 Jul 2018,"1,244.96",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349716,30 Jul 2018,"1,244.96",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354141,06 Aug 2018,"1,244.96",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358084,13 Aug 2018,"1,244.96",
LONDON UNDERGROUND LTD,SAFETY KLEEN UK LTD,Maintenance Materials,1005\5109361309,25 Jul 2018,"1,244.88",
LUL NOMINEE BCV LIMITED,CALDERS & GRANDIDGE,Track General Maintenance,1033\5109358340,06 Aug 2018,"1,244.80",
LONDON UNDERGROUND LTD,BPP VISUAL LTD,Printing,1005\5109368623,07 Aug 2018,"1,244.42",
TUBE LINES LTD,KNORR-BREMSE RAIL SERVICES,Materials,794632,25 Jul 2018,"1,244.32",
TUBE LINES LTD,KNORR-BREMSE RAIL SERVICES,Materials,794633,25 Jul 2018,"1,244.32",
TUBE LINES LTD,KNORR-BREMSE RAIL SERVICES,Materials,794634,25 Jul 2018,"1,244.32",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109357262,13 Aug 2018,"1,243.50",
TUBE LINES LTD,HAYLEY GROUP PLC,Materials,796087,10 Aug 2018,"1,242.50",
TFL CORPORATE,EVERSHEDS,Legal Fees,1001\5109375516,15 Aug 2018,"1,242.00",
TUBE LINES LTD,THE MESSAGING CENTRE LTD,IT,796901,08 Aug 2018,"1,241.65",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100287805,13 Aug 2018,"1,241.30",
LONDON BUS SERVICES LTD,ENSIGN BUS COMPANY LIMITED,Rail Replacement Service Costs,1006\1900041052,25 Jul 2018,"1,240.55",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109353226,06 Aug 2018,"1,240.32",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109345290,23 Jul 2018,"1,240.00",
DOCKLANDS LIGHT RAILWAY,GOLD GROUP LTD,Professional Engineering Services,1012\5109361144,24 Jul 2018,"1,240.00",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109367608,03 Aug 2018,"1,240.00",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109371310,09 Aug 2018,"1,240.00",
LUL NOMINEE BCV LIMITED,SPRINT ENGINEERING & LUBE LTD,Vehicle Parts Gas Oil & Lubricants,1033\5109367594,02 Aug 2018,"1,239.72",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345535,23 Jul 2018,"1,239.53",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109345134,23 Jul 2018,"1,239.00",
PUBLIC CARRIAGE OFFICE,E-COURIER UK LTD,Couriers,1003\1900043323,15 Aug 2018,"1,238.87",
LONDON UNDERGROUND LTD,AKTRION PROFESSIONAL SERVICES LTD,MR Construction Costs,1005\5109298760,23 Jul 2018,"1,237.50",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345787,23 Jul 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345789,23 Jul 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349704,30 Jul 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349706,30 Jul 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354112,06 Aug 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354114,06 Aug 2018,"1,236.40",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358061,13 Aug 2018,"1,236.40",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109370330,08 Aug 2018,"1,236.00",
LT MUSEUM TRADING LTD,BLUES APPAREL LTD,Purchase of Souvenirs for Resale,1024\1900015754,02 Aug 2018,"1,234.95",
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5109358595,08 Aug 2018,"1,234.81",
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,Agency Staff,1020\5109345488,23 Jul 2018,"1,234.80",
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,Agency Staff,1020\5109349390,30 Jul 2018,"1,234.80",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349697,30 Jul 2018,"1,234.53",
TFL CORPORATE,GRASS ROOTS UK LTD,Staff Awards & Commendations,1001\5109356413,25 Jul 2018,"1,233.10",
LT MUSEUM TRADING LTD,SPIKE LEISUREWEAR,Purchase of Clothing for Resale,1024\1900015870,15 Aug 2018,"1,232.50",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109349223,30 Jul 2018,"1,232.22",
LONDON UNDERGROUND LTD,TORPEDO FACTORY LTD,Caterers Service Charges,1005\5109367216,02 Aug 2018,"1,232.00",
TUBE LINES LTD,FELTHAM COACHWORKS LTD,Vehicles,796871,08 Aug 2018,"1,230.98",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345521,23 Jul 2018,"1,230.61",
TFL CORPORATE,LB TOWER HMLT/INET,Borough Services,1001\3000028340,08/03/2018,"1,229.17",9399
TUBE LINES LTD,JETWAY ASSOCIATES LTD,Materials,797117,10 Aug 2018,"1,228.80",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Equipment Repairs & Maintenance,1033\5109363390,27 Jul 2018,"1,226.44",
LUL NOMINEE BCV LIMITED,COMECH METROLOGY,Track General Maintenance,1033\5109371895,09 Aug 2018,"1,225.25",
TFL CORPORATE,CITY SPRINT (UK) LTD,Couriers,1001\1900061342,15 Aug 2018,"1,225.23",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109344987,23 Jul 2018,"1,225.00",
LUL NOMINEE SSL LIMITED,VIKING PRECISION ENGINEERS LTD,Fleet,1031\5109363791,27 Jul 2018,"1,225.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100286826,10 Aug 2018,"1,224.90",
TUBE LINES LTD,HAYLEY GROUP PLC,Materials,796489,17 Aug 2018,"1,224.60",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109361073,15 Aug 2018,"1,224.00",
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Fleet,1031\5109371269,08 Aug 2018,"1,224.00",
TUBE LINES LTD,SIGN GRAFX LTD,Printing & Stationery,796377,01 Aug 2018,"1,224.00",
TUBE LINES LTD,HILTI (GB) LTD,Tools,796082,17 Aug 2018,"1,223.02",
TUBE LINES LTD,ATTEWELL LIMITED,Materials,797527,15 Aug 2018,"1,222.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109349016,30 Jul 2018,"1,221.40",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109353426,06 Aug 2018,"1,221.40",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109357547,13 Aug 2018,"1,221.40",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109349045,30 Jul 2018,"1,221.39",
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109360408,13 Aug 2018,"1,221.05",
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109367971,15 Aug 2018,"1,221.04",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109345244,23 Jul 2018,"1,221.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109353245,06 Aug 2018,"1,221.00",
LUL NOMINEE SSL LIMITED,KEYWAYS SECURITY SYSTEMS LTD,Traction Current,1031\5109362986,25 Jul 2018,"1,220.70",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100281032,06 Aug 2018,"1,220.21",
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Plant & Equipment Purchases,1031\5109363706,27 Jul 2018,"1,220.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100282771,06 Aug 2018,"1,219.20",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362330,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362331,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362332,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362345,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362359,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362364,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362365,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362373,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362389,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362395,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362397,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362400,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362404,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362405,25 Jul 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365706,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365764,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365765,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365766,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365770,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365777,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365778,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365779,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365781,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365782,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365783,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365786,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365790,01 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370334,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370346,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370352,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370354,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370355,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370357,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370362,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370367,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370368,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370369,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370377,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370379,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370387,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109370391,08 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374349,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374351,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374363,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374365,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374371,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374374,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374376,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374378,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374389,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374396,15 Aug 2018,"1,218.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374397,15 Aug 2018,"1,218.80",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100276083,31 Jul 2018,"1,218.10",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109359585,25 Jul 2018,"1,218.00",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109352513,06 Aug 2018,"1,218.00",
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LIMITED,Fleet,1031\5109347959,25 Jul 2018,"1,217.05",
LUL NOMINEE SSL LIMITED,SNEATH (ELECTRICAL ENGINEERS) LTD,Plant & Equipment Purchases,1031\5109361438,08 Aug 2018,"1,217.00",
LT MUSEUM TRADING LTD,IMPRINT GROUP,Purchase of Posters for Resale,1024\1900015377,07 Aug 2018,"1,216.00",
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Track General Maintenance,1033\5109363727,27 Jul 2018,"1,215.20",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109353537,06 Aug 2018,"1,215.00",
TRANSPORT TRADING LTD,COMPUTACENTER,Manage IT Services,1004\5109354923,01 Aug 2018,"1,215.00",
TRANSPORT TRADING LTD,COMPUTACENTER,Manage IT Services,1004\5109361458,15 Aug 2018,"1,215.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100270894,23 Jul 2018,"1,214.50",
LUL NOMINEE BCV LIMITED,UNDERWOODS ELECTRICAL DISTRBTRS,Electrical & Electronic Engineering,1033\5109373462,14 Aug 2018,"1,214.20",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109345490,23 Jul 2018,"1,213.96",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349383,30 Jul 2018,"1,213.96",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345772,23 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345797,23 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109345804,23 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349699,30 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349709,30 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109349710,30 Jul 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354124,06 Aug 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354131,06 Aug 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358070,13 Aug 2018,"1,212.64",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109358077,13 Aug 2018,"1,212.64",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1033\5109352945,25 Jul 2018,"1,210.00",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1033\5109352948,25 Jul 2018,"1,210.00",
TUBE LINES LTD,KNORR-BREMSE RAIL SERVICES,Maintenance,796089,17 Aug 2018,"1,209.72",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109349436,30 Jul 2018,"1,208.68",
TUBE LINES LTD,VOITH TURBO LTD,Materials,794697,25 Jul 2018,"1,208.35",
TUBE LINES LTD,PABLON TOOLS LTD,Materials,797331,15 Aug 2018,"1,208.34",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100275878,31 Jul 2018,"1,207.60",
DIAL A RIDE,CLARKINS CAR ACCESSORIES,Vehicle Repairs & Maintenance,1010\5109375375,15 Aug 2018,"1,206.96",
TFL CORPORATE,QA LIMITED,Staff Training,1001\5109350785,23 Jul 2018,"1,206.92",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Protective Clothing,1031\5109351942,01 Aug 2018,"1,205.50",
