Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109292844,09 Apr 2018,"1,204.95",
TUBE LINES LTD,POWTIER CONTROLS LTD,Repairs Rotating Equipment,788849,11 Apr 2018,"1,204.80",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271182,09 Apr 2018,"1,204.30",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109271181,09 Apr 2018,"1,204.30",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100189178,26 Apr 2018,"1,203.95",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109271830,09 Apr 2018,"1,203.86",
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109271098,09 Apr 2018,"1,203.84",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109271284,09 Apr 2018,"1,203.30",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109278262,16 Apr 2018,"1,203.30",
LT MUSEUM TRADING LTD,HARPER COLLINS PUBLISHERS,Purchase of Books for Resale,1024\1900015291,11 Apr 2018,"1,203.04",
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,Legal Fees,1020\5109307112,25 Apr 2018,"1,202.50",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100188502,25 Apr 2018,"1,202.30",
RAIL FOR LONDON LIMITED,YELTECH LTD,Professional Engineering Services,1020\5109304997,24 Apr 2018,"1,202.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109283900,23 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,LAND BASED TRAINING,Staff Training,1002\5109287301,23 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,DAVID DIGHTON,Vehicle Repairs & Maintenance,1002\1900054670,03 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,MR J S LANCASTER,Vehicle Repairs & Maintenance,1002\1900054694,03 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,SARAH COBB,Vehicle Repairs & Maintenance,1002\1900054817,18 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,SARAH COBB,Vehicle Repairs & Maintenance,1002\1900054818,18 Apr 2018,"1,200.00",
RAIL FOR LONDON LIMITED,ATOS IT SERVICES UK LIMITED,Computer Software,1020\5109268671,03 Apr 2018,"1,200.00",
LT MUSEUM TRADING LTD,TOM&CO,Software Maintenance,1024\5109293727,20 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,UNIVERSAL MOTORCYLE TRAINING LTD,Management & Support Consultancy,1002\5109285848,18 Apr 2018,"1,200.00",
RAIL FOR LONDON LIMITED,SHIFT TRAFFIC EVENTS LIMITED,Management & Support Consultancy,1020\5109298166,25 Apr 2018,"1,200.00",
SURFACE TRANSPORT CORP,AQUENT,IT Consultancy,1002\5109286123,18 Apr 2018,"1,200.00",
TFL CORPORATE,GENEVIEVE WOODS,Legal Fees,1001\5109286705,03 Apr 2018,"1,200.00",
TRANSPORT TRADING LTD,MATT HUTCHINGS QC,Legal Fees,1004\5109293790,09 Apr 2018,"1,200.00",
LONDON UNDERGROUND LTD,PERFORMANCE CHEMICALS LTD,Track General Maintenance,1005\5109298695,13 Apr 2018,"1,200.00",
LONDON UNDERGROUND LTD,ASITE SOLUTIONS LTD,Civil Engineering Construction Works,1005\5109291530,16 Apr 2018,"1,200.00",
TUBE LINES LTD,TELETRAC NAVMAN (UK) LTD,Crime Prev (Motor Veh),788769,27 Apr 2018,"1,200.00",
TUBE LINES LTD,NYLOSPRAY LIMITED,Stock On Hand,788154,18 Apr 2018,"1,200.00",
LONDON BUS SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,Building Maintenance & Repairs,1006\5109287403,03 Apr 2018,"1,199.57",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109293604,25 Apr 2018,"1,199.00",
TUBE LINES LTD,MENTOR FLT TRAINING LTD,Jub Line Rolling Stock Maintenance,786512,05 Apr 2018,"1,198.50",
TUBE LINES LTD,MENTOR FLT TRAINING LTD,Jub Line Rolling Stock Maintenance,787535,18 Apr 2018,"1,198.50",
TUBE LINES LTD,MENTOR FLT TRAINING LTD,MTC-RS Repairables,788188,25 Apr 2018,"1,198.50",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109277137,11 Apr 2018,"1,198.05",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109284067,03 Apr 2018,"1,198.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109306301,25 Apr 2018,"1,198.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109278959,16 Apr 2018,"1,197.80",
LUL NOMINEE SSL LIMITED,VOITH TURBO LTD,Plant & Equipment Purchases,1031\5109279870,11 Apr 2018,"1,197.00",
LT MUSEUM TRADING LTD,ALPHA TOYS LTD,Purchase of Toys & Models for Resale,1024\1900015283,10 Apr 2018,"1,196.79",
RAIL FOR LONDON LIMITED,KALLIDUS LIMITED,Staff Training,1020\5109304226,25 Apr 2018,"1,195.84",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100176854,13 Apr 2018,"1,195.70",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Track General Maintenance,1005\5109268363,03 Apr 2018,"1,195.00",
LONDON RIVER SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,Building Maintenance & Repairs,1007\5109293621,25 Apr 2018,"1,194.57",
TFL CORPORATE,WAVEMAKER LTD,Radio TV Press Poster Cinema Airtime And Space,1001\5109299550,25 Apr 2018,"1,194.34",
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Fleet,1033\5109298143,12 Apr 2018,"1,194.00",
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Fleet,1033\5109298165,12 Apr 2018,"1,194.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271290,09 Apr 2018,"1,193.09",
SURFACE TRANSPORT CORP,CLOUDREACH EUROPE LIMITED,Computer Software,1002\5109302119,24 Apr 2018,"1,192.90",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109279480,16 Apr 2018,"1,191.75",
LT MUSEUM TRADING LTD,ROBERT FREDERICK LTD,Purchase of Souvenirs for Resale,1024\1900015211,03 Apr 2018,"1,191.68",
RAIL FOR LONDON LIMITED,NETWORK RAIL,National Rail Contribution,1020\5109269123,03 Apr 2018,"1,191.54",
RAIL FOR LONDON LIMITED,NETWORK RAIL,National Rail Contribution,1020\5109269170,03 Apr 2018,"1,191.54",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109276425,11 Apr 2018,"1,191.25",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109287054,25 Apr 2018,"1,191.25",
DOCKLANDS LIGHT RAILWAY,O2 UK LTD,Telephony Mobile,1012\1900004720,03 Apr 2018,"1,190.85",
TUBE LINES LTD,POWERDAY PLC,Litter/Refuse Removal,789305,20 Apr 2018,"1,190.34",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109292849,09 Apr 2018,"1,190.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109296546,11 Apr 2018,"1,190.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109306315,25 Apr 2018,"1,190.00",
DIAL A RIDE,D.M. MOBILE WELDING LTD,Vehicle Repairs & Maintenance,1010\5109285774,03 Apr 2018,"1,190.00",
LUL NOMINEE SSL LIMITED,GTECH STRATEGIES LTD,Civil Engineering Construction Works,1031\5109284809,03 Apr 2018,"1,189.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL,National Rail Contribution,1020\5109284859,18 Apr 2018,"1,188.95",
TFL CORPORATE,EVERSHEDS,Legal Fees,1001\5109303657,23 Apr 2018,"1,188.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283643,23 Apr 2018,"1,187.84",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100189063,25 Apr 2018,"1,187.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109292770,09 Apr 2018,"1,187.60",
TUBE LINES LTD,FUSION PEOPLE LIMITED,Agency Staff,789442,18 Apr 2018,"1,186.71",
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,Legal Fees,1020\5109307113,25 Apr 2018,"1,186.00",
SURFACE TRANSPORT CORP,GATTACA,Agency Staff,1002\5109278680,16 Apr 2018,"1,185.21",
LUL NOMINEE BCV LIMITED,JAFCO TOOLS LTD,Maintenance Materials,1033\5109293158,25 Apr 2018,"1,184.90",
SURFACE TRANSPORT CORP,GATTACA,Agency Staff,1002\5109271555,09 Apr 2018,"1,184.00",
SURFACE TRANSPORT CORP,GATTACA,Agency Staff,1002\5109278684,16 Apr 2018,"1,184.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100191046,27 Apr 2018,"1,183.00",
TUBE LINES LTD,UNIPART RAIL LTD,MTC-RS Repairables,788684,09 Apr 2018,"1,182.81",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109292767,09 Apr 2018,"1,182.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109301593,18 Apr 2018,"1,182.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109306377,25 Apr 2018,"1,182.80",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109271812,09 Apr 2018,"1,182.50",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109282938,18 Apr 2018,"1,182.43",
LONDON UNDERGROUND LTD,T-T PUMPS LTD,Maintenance Materials,1005\5109288242,03 Apr 2018,"1,182.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109271705,09 Apr 2018,"1,181.76",
LUL NOMINEE SSL LIMITED,JOHN BRADLEY & SON (SPRINGS) LTD,Civil Engineering Construction Works,1031\5109287986,25 Apr 2018,"1,181.56",
TFL CORPORATE,TMP (UK) LTD,Recruitment Advertising,1001\5109290845,11 Apr 2018,"1,180.99",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283535,23 Apr 2018,"1,180.20",
TUBE LINES LTD,HAYLEY GROUP PLC,Stock in Hand - Track,788163,18 Apr 2018,"1,180.00",
TUBE LINES LTD,HAYLEY GROUP PLC,Stock in Hand - Track,788438,20 Apr 2018,"1,180.00",
TUBE LINES LTD,HAYLEY GROUP PLC,Stock in Hand - Track,788444,25 Apr 2018,"1,180.00",
TUBE LINES LTD,HAYLEY GROUP PLC,Stock in Hand - Track,789089,27 Apr 2018,"1,180.00",
TUBE LINES LTD,CORDWALLIS COMMERCIALS LTD,MTC-Motor Veh-Servicin,788625,11 Apr 2018,"1,179.90",
LUL NOMINEE SSL LIMITED,GOLDER ASSOCIATES (UK) LTD,Professional Engineering Services,1031\5109298434,12 Apr 2018,"1,179.40",
LUL NOMINEE SSL LIMITED,TIFLEX LTD,Track General Maintenance,1031\5109286250,23 Apr 2018,"1,179.36",
TUBE LINES LTD,FELTHAM COACHWORKS LTD,Reported Accidents,788319,05 Apr 2018,"1,179.07",
RAIL FOR LONDON LIMITED,ASSET INFORMATION SOLUTIONS LTD,Professional Engineering Services,1020\5109287246,05 Apr 2018,"1,177.83",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109306364,25 Apr 2018,"1,177.69",
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109283508,23 Apr 2018,"1,176.48",
LUL NOMINEE SSL LIMITED,CWW ENGINEERS SUPPLY CO LTD,Signalling Systems,1031\5109286973,23 Apr 2018,"1,176.29",
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,Pumps & Drainage,1033\5109273340,09 Apr 2018,"1,175.80",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109271731,09 Apr 2018,"1,175.65",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109283962,23 Apr 2018,"1,175.65",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100181453,18 Apr 2018,"1,175.25",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109271037,09 Apr 2018,"1,175.15",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109278363,16 Apr 2018,"1,175.15",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109283483,23 Apr 2018,"1,175.15",
LUL NOMINEE SSL LIMITED,MORGANITE ELECTRICAL CARBON LTD,Fleet,1031\5109275551,03 Apr 2018,"1,175.10",
TRANSPORT TRADING LTD,SOUTHERN PRINT FINISHING SERVICES L,Furniture & Equipment,1004\5109303369,23 Apr 2018,"1,175.00",
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,Caterers Service Charges,1005\5109285951,03 Apr 2018,"1,172.91",
LONDON BUS SERVICES LTD,DEEPSTORE,Document Archive & Storage,1006\5109293451,05 Apr 2018,"1,172.56",
LUL NOMINEE SSL LIMITED,BOC LTD,Maintenance Materials,1031\5109293762,25 Apr 2018,"1,172.31",
LUL NOMINEE BCV LIMITED,CREIGHTON AND SON LIMITED,Stock Issues - Repairables,1033\5109288168,03 Apr 2018,"1,172.16",
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5109270154,03 Apr 2018,"1,171.50",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271220,09 Apr 2018,"1,170.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278463,16 Apr 2018,"1,170.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283331,23 Apr 2018,"1,170.00",
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,Lift Maintenance,1033\5109297588,25 Apr 2018,"1,170.00",
LONDON TRANSPORT MUSEUM,PROMO CONCEPTS T/A PROPAGANDA,Other Professional Fees,1011\5109298961,24 Apr 2018,"1,170.00",
TUBE LINES LTD,PLASSER UK LTD,Misc Materials,788786,11 Apr 2018,"1,170.00",
TUBE LINES LTD,VIKING PRECISION ENGINEERS LTD,Stock On Hand,786338,05 Apr 2018,"1,170.00",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109303688,25 Apr 2018,"1,169.71",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Maintenance Materials,1033\5109302833,23 Apr 2018,"1,169.50",
TUBE LINES LTD,CROMWELL GROUP HOLDINGS LTD,Maximo Operations Stock Issue,788397,20 Apr 2018,"1,169.25",
TFL CORPORATE,CAP GEMINI UK PLC,Software Maintenance,1001\5109294328,25 Apr 2018,"1,168.07",
LT MUSEUM TRADING LTD,PAVILION RATTAN LIMITED,Purchase of Souvenirs for Resale,1024\1900015338,25 Apr 2018,"1,166.75",
SURFACE TRANSPORT CORP,INNTEL,Hotel Accommodation,1002\1900054865,23 Apr 2018,"1,166.69",
LUL NOMINEE BCV LIMITED,JLG INDUSTRIES,Equipment Repairs & Maintenance,1033\5109293187,25 Apr 2018,"1,165.50",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283462,23 Apr 2018,"1,165.46",
TRANSPORT TRADING LTD,E-ON TRADING AS,Electricity,1004\1901653923,09 Apr 2018,"1,165.22",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271506,09 Apr 2018,"1,165.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278551,16 Apr 2018,"1,165.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109284740,23 Apr 2018,"1,165.00",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109272109,09 Apr 2018,"1,164.80",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109279281,16 Apr 2018,"1,164.80",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109284283,23 Apr 2018,"1,164.80",
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,Contracted Services - Roads,1002\5109281102,11 Apr 2018,"1,164.45",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Repairs Rotating Equipment,788700,20 Apr 2018,"1,164.00",
LUL NOMINEE BCV LIMITED,A.E PETSCHE,Fleet,1033\5109275043,03 Apr 2018,"1,163.32",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109296731,11 Apr 2018,"1,163.23",
TUBE LINES LTD,SPEEDY ASSET SERVICES LTD,Hire Plant & Equipment,789671,27 Apr 2018,"1,163.10",
DIAL A RIDE,CLARKINS CAR ACCESSORIES,Vehicle Repairs & Maintenance,1010\5109295626,10 Apr 2018,"1,161.90",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271473,09 Apr 2018,"1,161.70",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271484,09 Apr 2018,"1,161.70",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278449,16 Apr 2018,"1,161.70",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278484,16 Apr 2018,"1,161.70",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109284720,23 Apr 2018,"1,161.70",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278472,16 Apr 2018,"1,161.65",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109284716,23 Apr 2018,"1,161.65",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109272174,09 Apr 2018,"1,160.32",
TUBE LINES LTD,WECS PRECISION LTD,Stock On Hand,789888,20 Apr 2018,"1,160.00",
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,Caterers Service Charges,1005\5109286427,03 Apr 2018,"1,159.90",
TUBE LINES LTD,ECON CONSTRUCTION LTD,Stn Co-Ord Services,787612,05 Apr 2018,"1,159.78",
LUL NOMINEE BCV LIMITED,KLUBER LUBRICATION GB LTD,Vehicle Parts Gas Oil & Lubricants,1033\5109276778,09 Apr 2018,"1,159.00",
TFL CORPORATE,DAISY CORPORATE SERVICES LTD,Telephony Fixed,1001\5109279775,11 Apr 2018,"1,158.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109278943,16 Apr 2018,"1,156.77",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278088,16 Apr 2018,"1,156.15",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283489,23 Apr 2018,"1,156.15",
TUBE LINES LTD,SHB HIRE LTD,S/Term Vehicle Hire,788822,27 Apr 2018,"1,154.75",
TUBE LINES LTD,ALL STAR,Diesel,788775,11 Apr 2018,"1,152.76",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100183344,20 Apr 2018,"1,152.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BRENT,Rates,1004\1901654437,05 Apr 2018,"1,152.00",
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Building Maintenance & Repairs,1020\5109276666,03 Apr 2018,"1,151.67",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5109286277,03 Apr 2018,"1,151.44",
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109273835,03 Apr 2018,"1,151.15",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109301460,18 Apr 2018,"1,150.72",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109271721,09 Apr 2018,"1,150.60",
TRANSPORT TRADING LTD,LEAKS AND BLOCKAGES LIMITED,Building Maintenance & Repairs,1004\5109293780,09 Apr 2018,"1,150.34",
TUBE LINES LTD,QA LIMITED,Training,788139,20 Apr 2018,"1,150.02",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271211,09 Apr 2018,"1,150.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109284710,23 Apr 2018,"1,150.00",
TFL CORPORATE,PULSE MEDIA,Design & Production Of Maps & Timetable Publicity,1001\5109304939,24 Apr 2018,"1,150.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109300233,18 Apr 2018,"1,150.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109303023,23 Apr 2018,"1,150.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109303025,23 Apr 2018,"1,150.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100165994,02 Apr 2018,"1,149.95",
LUL NOMINEE SSL LIMITED,NAZEING GLASS WORKS LTD,Signalling Systems,1031\5109295518,25 Apr 2018,"1,149.90",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100175141,12 Apr 2018,"1,149.70",
TUBE LINES LTD,JETWAY ASSOCIATES LTD,Stock On Hand,790070,25 Apr 2018,"1,149.70",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100185553,23 Apr 2018,"1,149.40",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278619,16 Apr 2018,"1,147.96",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100188230,25 Apr 2018,"1,147.90",
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Signalling Systems,1020\5109276050,11 Apr 2018,"1,147.50",
LUL NOMINEE BCV LIMITED,ZYTRONIC DISPLAYS LTD,Fleet,1033\5109282026,16 Apr 2018,"1,147.20",
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Fleet,1033\5109288334,18 Apr 2018,"1,146.32",
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Fleet,1033\5109288377,18 Apr 2018,"1,146.32",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100188860,25 Apr 2018,"1,146.20",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109271756,09 Apr 2018,"1,145.55",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,Rates,1004\1901654804,05 Apr 2018,"1,145.50",
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Fleet,1031\5109302250,18 Apr 2018,"1,145.25",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271224,09 Apr 2018,"1,145.00",
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004\5109302309,18 Apr 2018,"1,145.00",
RAIL FOR LONDON LIMITED,WATERFRONT CONFERENCE COMPANY,Staff Training,1020\5109282609,03 Apr 2018,"1,144.95",
LUL NOMINEE BCV LIMITED,COMECH METROLOGY LTD,Track General Maintenance,1033\5109302555,23 Apr 2018,"1,144.68",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271393,09 Apr 2018,"1,144.64",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109301567,18 Apr 2018,"1,143.68",
TUBE LINES LTD,PABLON TOOLS LTD ,Stock - Lifts & Escalators,787947,05 Apr 2018,"1,143.68",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109285024,03 Apr 2018,"1,143.67",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100174883,12 Apr 2018,"1,143.00",
TUBE LINES LTD,SWEETNAM & BRADLEY LTD,Stock On Hand,789099,13 Apr 2018,"1,143.00",
RAIL FOR LONDON LIMITED,SUPPLIES TEAM,Computer Hardware,1020\5109277405,11 Apr 2018,"1,142.58",
LONDON UNDERGROUND LTD,AMETEK (GB) LIMITED,Maintenance Materials,1005\5109285087,03 Apr 2018,"1,142.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100189973,26 Apr 2018,"1,141.70",
LUL NOMINEE SSL LIMITED,GATEWAY CONSTRUCTION SERVICES LTD,Professional Engineering Services,1031\5109306992,25 Apr 2018,"1,140.89",
LONDON UNDERGROUND LTD,EVERSHEDS,Legal Fees,1005\5109287783,03 Apr 2018,"1,140.80",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271374,09 Apr 2018,"1,140.00",
LUL NOMINEE SSL LIMITED,VIKING PRECISION ENGINEERS LTD,Signalling Systems,1031\5109287726,03 Apr 2018,"1,140.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278500,16 Apr 2018,"1,139.60",
LUL NOMINEE BCV LIMITED,SPRINT ENGINEERING & LUBE LTD,Equipment Repairs & Maintenance,1033\5109297267,11 Apr 2018,"1,139.50",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283298,23 Apr 2018,"1,139.08",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283557,23 Apr 2018,"1,139.07",
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109279987,11 Apr 2018,"1,138.99",
TUBE LINES LTD,ORTON LIFTS & ESCALATORS,Call-Off Lab-Sub Contr,787963,20 Apr 2018,"1,138.95",
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Engineering Feasibility Studies,1002\5109275451,03 Apr 2018,"1,138.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100174960,12 Apr 2018,"1,136.80",
