Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336795,13 Jun 2018,"1,468.10",
LONDON UNDERGROUND LTD,O'MAHONY CONTRACTORS LTD,Fire and Safety Equipment,1005\5109318489,06 Jun 2018,"1,467.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320094,11 Jun 2018,"1,466.35",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109324271,18 Jun 2018,"1,466.35",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320137,11 Jun 2018,"1,466.34",
TRANSPORT TRADING LTD,F J CLEVELAND LLP,Legal Fees,1004\5109337463,15 Jun 2018,"1,466.31",
TRANSPORT TRADING LTD,F J CLEVELAND LLP,Legal Fees,1004\5109337466,15 Jun 2018,"1,466.31",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109316020,01 Jun 2018,"1,464.92",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320201,11 Jun 2018,"1,464.92",
LONDON UNDERGROUND LTD,M J QUINN INTEGRATED SERVICES,Civil Engineering Construction Works,1005\5109337617,20 Jun 2018,"1,464.67",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109315859,01 Jun 2018,"1,464.40",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109324133,18 Jun 2018,"1,464.40",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109317482,30 May 2018,"1,464.00",
TRANSPORT TRADING LTD,UESL,Building Maintenance & Repairs,1004\5109340669,20 Jun 2018,"1,463.87",
TFL CORPORATE,RULLION ENGINEERING LTD,Agency Staff,1001\5109320501,11 Jun 2018,"1,463.00",
LUL NOMINEE SSL LIMITED,NEMACOM LTD,Equipment Repairs & Maintenance,1031\5109340756,21 Jun 2018,"1,462.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319346,11 Jun 2018,"1,460.00",
LUL NOMINEE BCV LIMITED,T-T PUMPS LTD,Electrical & Electronic Engineering,1033\5109339911,20 Jun 2018,"1,458.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319500,11 Jun 2018,"1,456.83",
TUBE LINES LTD,SPEEDY ASSET SERVICES LTD,Tools,792431,30 May 2018,"1,456.15",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328725,01 Jun 2018,"1,454.97",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328591,01 Jun 2018,"1,454.96",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328709,01 Jun 2018,"1,454.96",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336858,13 Jun 2018,"1,454.96",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336927,13 Jun 2018,"1,454.96",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341719,20 Jun 2018,"1,454.96",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Materials,791510,30 May 2018,"1,454.25",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Maintenance Materials,1005\5109342576,20 Jun 2018,"1,452.00",
LONDON UNDERGROUND LTD,CICS,Electrical Equipment Maintenance,1005\5109337147,12 Jun 2018,"1,451.00",
TFL CORPORATE,COMPUTACENTER,Computer Hardware,1001\5109325940,18 Jun 2018,"1,450.00",
LONDON UNDERGROUND LTD,HARMILL SYSTEMS LTD,Maintenance Materials,1005\5109329841,01 Jun 2018,"1,450.00",
LONDON UNDERGROUND LTD,ALLELYS HEAVY HAULAGE LTD,Maintenance Materials,1005\5109332537,05 Jun 2018,"1,450.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332304,06 Jun 2018,"1,449.92",
LONDON UNDERGROUND LTD,ESSENTRA SECURITY,Track General Maintenance,1005\5109326010,18 Jun 2018,"1,449.05",
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,Manage IT Services,1004\5109326415,13 Jun 2018,"1,449.00",
TRANSPORT TRADING LTD,LEBARA MOBILE,Ticket & Pass Production,1004\1901659267,06 Jun 2018,"1,446.67",
LONDON UNDERGROUND LTD,KONECRANES UK LTD,Equipment Repairs & Maintenance,1005\5109325283,13 Jun 2018,"1,445.25",
TUBE LINES LTD,STS STORAGE SYSTEMS LTD,Materials,775423,08 Jun 2018,"1,445.00",
TUBE LINES LTD,NORTH WEST TOOLS,Materials,792552,30 May 2018,"1,443.80",
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004\5109332837,11 Jun 2018,"1,443.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315750,01 Jun 2018,"1,442.80",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319928,11 Jun 2018,"1,442.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319929,11 Jun 2018,"1,442.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319930,11 Jun 2018,"1,442.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319935,11 Jun 2018,"1,442.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319937,11 Jun 2018,"1,442.00",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320051,11 Jun 2018,"1,442.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332373,06 Jun 2018,"1,442.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109336746,13 Jun 2018,"1,442.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109341663,20 Jun 2018,"1,442.00",
DIAL A RIDE,WOODALL NICHOLSON LTD,Vehicle Repairs & Maintenance,1010\5109339470,15 Jun 2018,"1,442.00",
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,Vehicle Parts General,1020\5109343229,22 Jun 2018,"1,441.04",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320006,11 Jun 2018,"1,440.60",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320090,11 Jun 2018,"1,440.60",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320091,11 Jun 2018,"1,440.60",
TRANSPORT TRADING LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1004\5109320028,11 Jun 2018,"1,440.60",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320047,11 Jun 2018,"1,440.60",
TUBE LINES LTD,JNG CONSTRUCTION & ENGINEERING,Materials,793083,08 Jun 2018,"1,440.00",
TUBE LINES LTD,UNILATHE LIMITED,Materials,792705,15 Jun 2018,"1,440.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109316021,01 Jun 2018,"1,438.25",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109316090,01 Jun 2018,"1,438.25",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109324211,18 Jun 2018,"1,438.25",
TUBE LINES LTD,CEMBRE LTD,Materials,792429,20 Jun 2018,"1,438.23",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319863,11 Jun 2018,"1,437.84",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328617,01 Jun 2018,"1,437.60",
LUL NOMINEE BCV LIMITED,STANDBY ENERGY SERVICES LTD,Fleet,1033\5109332795,06 Jun 2018,"1,437.10",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109341670,20 Jun 2018,"1,436.85",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319659,11 Jun 2018,"1,436.28",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319597,11 Jun 2018,"1,435.00",
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5109340611,19 Jun 2018,"1,433.82",
SURFACE TRANSPORT CORP,UK POWER NETWORK SERVICES,Traffic Control Infrastucture,1002\5109315024,30 May 2018,"1,433.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319461,11 Jun 2018,"1,432.76",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100241141,21 Jun 2018,"1,431.90",
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,Track General Maintenance,1031\5109340634,20 Jun 2018,"1,431.90",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319860,11 Jun 2018,"1,431.88",
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Signalling Systems,1005\5109340515,18 Jun 2018,"1,431.02",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332275,06 Jun 2018,"1,429.64",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319440,11 Jun 2018,"1,428.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319864,11 Jun 2018,"1,428.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319865,11 Jun 2018,"1,428.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100220899,28 May 2018,"1,426.65",
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012\5109330454,04 Jun 2018,"1,426.07",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109327326,29 May 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109327349,29 May 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109335283,11 Jun 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109335284,11 Jun 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109335285,11 Jun 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109335286,11 Jun 2018,"1,426.00",
LUL NOMINEE BCV LIMITED,SANTON SWITCHGEAR LTD,Fleet,1033\5109340149,18 Jun 2018,"1,426.00",
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Traffic Signals,1002\5109329256,30 May 2018,"1,425.48",
LUL NOMINEE BCV LIMITED,PJB ASSOCIATES LIMITED,Fleet,1033\5109339744,18 Jun 2018,"1,425.26",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109326361,11 Jun 2018,"1,424.40",
TFL CORPORATE,BOFA INTERNATIONAL LTD,Maintenance Materials,1001\5109329081,30 May 2018,"1,424.36",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100230549,07 Jun 2018,"1,424.25",
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Fleet,1031\5109333133,06 Jun 2018,"1,424.20",
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Fleet,1031\5109337151,13 Jun 2018,"1,424.20",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100221790,29 May 2018,"1,423.75",
TUBE LINES LTD,ROPE & MARINE SERVICES LTD,Materials,792328,15 Jun 2018,"1,423.50",
TRANSPORT TRADING LTD,FAST KEY SERVICES LTD,Furniture & Equipment,1004\5109337049,20 Jun 2018,"1,421.29",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315460,01 Jun 2018,"1,419.96",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319431,11 Jun 2018,"1,419.90",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109324269,18 Jun 2018,"1,419.00",
LONDON UNDERGROUND LTD,INTERSERVE,Security Services (Guards),1005\5109323310,06 Jun 2018,"1,418.04",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109333821,13 Jun 2018,"1,417.91",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319329,11 Jun 2018,"1,417.52",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319748,11 Jun 2018,"1,417.52",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319256,11 Jun 2018,"1,417.50",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109324177,18 Jun 2018,"1,416.90",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109324904,18 Jun 2018,"1,416.85",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328629,01 Jun 2018,"1,416.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109332242,06 Jun 2018,"1,416.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336793,13 Jun 2018,"1,416.80",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341634,20 Jun 2018,"1,416.80",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100238311,18 Jun 2018,"1,416.60",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109339270,20 Jun 2018,"1,416.36",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332239,06 Jun 2018,"1,416.25",
DOCKLANDS LIGHT RAILWAY,TALK TALK BUSINESS,Civil Engineering Construction Works,1012\5109332772,20 Jun 2018,"1,416.25",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109327051,13 Jun 2018,"1,416.25",
DOCKLANDS LIGHT RAILWAY,FUSION PEOPLE LIMITED,Agency Staff,1012\5109330444,20 Jun 2018,"1,416.25",
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1033\5109321753,20 Jun 2018,"1,415.17",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109324112,18 Jun 2018,"1,413.25",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109317333,01 Jun 2018,"1,413.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336797,13 Jun 2018,"1,412.70",
TRANSPORT TRADING LTD,BRINDLE INSTALLATIONS LIMITED,Building Maintenance & Repairs,1004\5109339091,22 Jun 2018,"1,412.67",
TUBE LINES LTD,DIRECT TRACK SOLUTIONS LTD,Materials,792990,06 Jun 2018,"1,411.66",
TUBE LINES LTD,SAFEGLOVE ; HIGH VOLTAGE TESTING,Materials,794028,22 Jun 2018,"1,411.20",
TUBE LINES LTD,RAPTOR,Maintenance,793405,13 Jun 2018,"1,410.97",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100236899,15 Jun 2018,"1,410.70",
TUBE LINES LTD,CRAIG & DERRICOTT LTD,Materials,792675,01 Jun 2018,"1,410.39",
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5109334551,08 Jun 2018,"1,410.35",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320069,11 Jun 2018,"1,410.00",
LUL NOMINEE BCV LIMITED,PANDROL UK LTD,Track General Maintenance,1033\5109332663,13 Jun 2018,"1,410.00",
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Maintenance Materials,1005\5109335705,13 Jun 2018,"1,409.61",
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109324666,18 Jun 2018,"1,409.20",
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Track General Maintenance,1033\5109333526,06 Jun 2018,"1,408.40",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315245,01 Jun 2018,"1,408.12",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319388,11 Jun 2018,"1,408.12",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319611,11 Jun 2018,"1,408.12",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319658,11 Jun 2018,"1,408.12",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319896,11 Jun 2018,"1,408.12",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319598,11 Jun 2018,"1,407.72",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315349,01 Jun 2018,"1,407.60",
RAIL FOR LONDON LIMITED,CLEVELAND CABLE CO LTD,Electrical Equipment Maintenance,1020\5109329567,13 Jun 2018,"1,407.50",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332332,06 Jun 2018,"1,405.95",
SURFACE TRANSPORT CORP,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1002\5109315289,01 Jun 2018,"1,405.92",
TFL CORPORATE,DAWLEYS,Data Hosting Email Design And Transmission Inc SMS,1001\5109338089,13 Jun 2018,"1,405.00",
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,Equipment Repairs & Maintenance,1031\5109337492,13 Jun 2018,"1,403.72",
TFL CORPORATE,LINKS SIGNS LTD,Non Permanent Signage And Way Finding,1001\5109343436,22 Jun 2018,"1,403.50",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109322671,30 May 2018,"1,403.00",
LUL NOMINEE BCV LIMITED,RENOLD GEARS,Lift Maintenance,1033\5109317756,06 Jun 2018,"1,402.00",
TUBE LINES LTD,EBM-PAPST AUTOMOTIVE & DRIVES LTD,Materials,788907,20 Jun 2018,"1,400.52",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319348,11 Jun 2018,"1,400.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319358,11 Jun 2018,"1,400.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319387,11 Jun 2018,"1,400.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319439,11 Jun 2018,"1,400.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319522,11 Jun 2018,"1,400.00",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320104,11 Jun 2018,"1,400.00",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109324375,18 Jun 2018,"1,400.00",
SURFACE TRANSPORT CORP,MATCHTECH GROUP PLC,Agency Staff,1002\5109315860,01 Jun 2018,"1,400.00",
SURFACE TRANSPORT CORP,MATCHTECH GROUP PLC,Agency Staff,1002\5109324098,18 Jun 2018,"1,400.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109332348,06 Jun 2018,"1,400.00",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109319646,11 Jun 2018,"1,400.00",
TFL CORPORATE,HELEN DICKENS,Staff Training,1001\5109333627,07 Jun 2018,"1,400.00",
TFL CORPORATE,MARTIN AUSTIN,Staff Training,1001\5109342187,20 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Publications & Periodicals,1001\5109335801,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Publications & Periodicals,1001\5109335812,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Publications & Periodicals,1001\5109335869,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Publications & Periodicals,1001\5109336093,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Marketing Strategy And Consultancy,1001\5109335805,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Production Artwork And Design For Marketing,1001\5109335809,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Production Artwork And Design For Marketing,1001\5109335817,13 Jun 2018,"1,400.00",
LONDON TRANSPORT MUSEUM,TIME OUT,Social Media And Digital Advertising Space,1011\5109290133,13 Jun 2018,"1,400.00",
LONDON TRANSPORT MUSEUM,TIME OUT,Social Media And Digital Advertising Space,1011\5109326348,18 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Management & Support Consultancy,1001\5109289054,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Planning & Development Consultancy,1001\5109335796,13 Jun 2018,"1,400.00",
TFL CORPORATE,AQUENT,Planning & Development Consultancy,1001\5109335811,13 Jun 2018,"1,400.00",
LONDON BUS SERVICES LTD,AQUENT,Planning & Development Consultancy,1006\5109336233,13 Jun 2018,"1,400.00",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,MR Construction Costs,1031\5109314541,30 May 2018,"1,400.00",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,MR Construction Costs,1031\5109327213,20 Jun 2018,"1,400.00",
LUL NOMINEE BCV LIMITED,C E F,Heating & Lighting,1033\5109333855,20 Jun 2018,"1,400.00",
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LTD,Fleet,1031\5109319016,06 Jun 2018,"1,399.75",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315671,01 Jun 2018,"1,399.44",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319451,11 Jun 2018,"1,399.44",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320066,11 Jun 2018,"1,399.44",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315753,01 Jun 2018,"1,399.42",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109336747,13 Jun 2018,"1,399.16",
LUL NOMINEE BCV LIMITED,WABTEC RAIL LIMITED,Fleet,1033\5109318307,30 May 2018,"1,398.63",
DIAL A RIDE,ALPHA WORKWEAR DIRECT LTD,Uniforms,1010\5109327742,30 May 2018,"1,397.71",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Traffic Signals,1002\5109337724,13 Jun 2018,"1,396.82",
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,Rates,1004\1901659477,14 Jun 2018,"1,396.11",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109332309,06 Jun 2018,"1,395.87",
LUL NOMINEE BCV LIMITED,DESIGNPLAN LIGHTING LTD,MR Construction Costs,1033\5109297547,01 Jun 2018,"1,395.70",
LUL NOMINEE SSL LIMITED,PLANET PLATFORMS SOUTHERN LTD,Equipment Repairs & Maintenance,1031\5109327305,30 May 2018,"1,395.00",
LUL NOMINEE BCV LIMITED,TECFORCE LTD,Fleet,1033\5109318219,30 May 2018,"1,395.00",
LUL NOMINEE BCV LIMITED,TECFORCE LTD,Fleet,1033\5109319094,30 May 2018,"1,395.00",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109324245,18 Jun 2018,"1,394.05",
TRANSPORT TRADING LTD,RULLION ENGINEERING LTD,Agency Staff,1004\5109316371,01 Jun 2018,"1,394.00",
TRANSPORT TRADING LTD,RULLION ENGINEERING LTD,Agency Staff,1004\5109320513,11 Jun 2018,"1,394.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109315786,01 Jun 2018,"1,393.28",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Signalling Systems,1031\5109320601,11 Jun 2018,"1,392.00",
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1031\5109326363,13 Jun 2018,"1,391.55",
TUBE LINES LTD,SPARKS WELDING SERVICES,Maintenance,792604,22 Jun 2018,"1,391.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319977,11 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328718,01 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109328755,01 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109332431,06 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336847,13 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109336901,13 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341662,20 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341773,20 Jun 2018,"1,390.50",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5109326047,20 Jun 2018,"1,389.29",
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5109338011,13 Jun 2018,"1,388.82",
SURFACE TRANSPORT CORP,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1002\5109319778,11 Jun 2018,"1,388.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109315846,01 Jun 2018,"1,386.00",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109319954,11 Jun 2018,"1,386.00",
SURFACE TRANSPORT CORP,INSTANT OFFICES LTD,Building Maintenance & Repairs,1002\5109343240,22 Jun 2018,"1,384.90",
TFL CORPORATE,KBH TRANSPORT MEDIA,Production Artwork And Design For Marketing,1001\5109339199,15 Jun 2018,"1,383.00",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109320057,11 Jun 2018,"1,381.76",
LONDON BUS SERVICES LTD,BT SERVICE AGILITY,Telephony Fixed,1006\1900040747,06 Jun 2018,"1,381.22",
LONDON UNDERGROUND LTD,INSTITUTION OF ENGINEERING & TECHNO,Recruitment Agency Fees,1005\5109321508,06 Jun 2018,"1,380.00",
TUBE LINES LTD,PROGRESSIVE LOGISTICS,Training,789446,20 Jun 2018,"1,380.00",
