Payment Date,Amount,Organisational Unit
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1880.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,300.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,140.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-24,417.74,Economy and Environment (obsolete)-Environmental Services
2018-05-29,100000.00,Economy and Environment (obsolete)-Regeneration
2018-05-29,16.00,Economy and Environment (obsolete)-Regeneration
2018-05-01,998.55,Children and Young People (obsolete)-Childrens Care Services
2018-05-15,1359.40,Children and Young People (obsolete)-Childrens Care Services
2018-05-11,2145.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-11,2915.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,1620.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,6390.51,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,15699.62,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,864.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4650.91,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,563.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,25406.47,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,73428.91,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,92482.26,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,45874.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,563.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,842.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2136.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,3870.30,Economy and Environment (obsolete)-Transport Services
2018-05-31,2500.00,Economy and Environment (obsolete)-Regeneration
2018-05-15,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-04,8513.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-04,6661.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-31,559.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-11,1816.45,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-01,4677.15,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,673.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,673.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2279.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,5940.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-10,4281.98,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-10,790.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-10,4269.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-10,8835.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-18,4388.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-30,5842.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-24,27288.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,5942.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-11,2000.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-09,660.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-30,418.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-30,7.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-30,37.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-18,594.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-18,360.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-31,3000.00,Economy and Environment (obsolete)-Regeneration
2018-05-23,1100.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-03,1560.70,Communities & Service Support (obsolete)-Museums & Arts
2018-05-08,1055.24,Communities & Service Support (obsolete)-Museums & Arts
2018-05-21,3037.53,Communities & Service Support (obsolete)-Museums & Arts
2018-05-01,5862.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2020.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,12443.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,4178.26,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1985.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,665.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,321.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,277.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,337.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,360.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,549.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,422.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,720.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,337.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,582.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,277.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,613.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,321.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,549.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,360.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,720.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,422.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,3780.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,2587.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,11868.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,7560.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-18,15075.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-18,1180.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-18,754.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-18,26533.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-01,800.97,
2018-05-17,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-17,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-17,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-09,96391.91,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-09,3100.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-01,2027.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,642.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2020.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,642.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,624.11,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,782.57,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,558.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,651.91,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,492.06,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,556.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,567.12,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,423.95,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,443.04,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,556.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,556.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,514.30,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-25,440.63,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-25,569.90,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-01,710.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-01,590.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-01,590.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-01,1420.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-21,1027.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,770.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-01,847.70,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-10,5895.80,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-16,3871.75,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-16,1861.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-01,1153.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,4166.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4108.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1153.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,825.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,685.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-02,1215.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-03,1500.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-03,1600.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-03,709.24,Communities & Service Support (obsolete)-Recreation & Support
2018-05-08,690.00,Economy and Environment (obsolete)-Transport Vehicle Maintenance Workshop
2018-05-08,680.68,Communities & Service Support (obsolete)-Recreation & Support
2018-05-17,780.00,Economy and Environment (obsolete)-Transport Services
2018-05-18,938.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-18,1000.00,Economy and Environment (obsolete)-Markets
2018-05-21,600.00,Economy and Environment (obsolete)-Markets
2018-05-21,600.00,Economy and Environment (obsolete)-Markets
2018-05-21,864.45,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-21,595.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-31,26845.50,Economy and Environment (obsolete)-Planning & Building Control
2018-05-31,8516.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-31,1000.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-31,1545.45,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-11,1580.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-01,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1902.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,6779.71,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,22349.17,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,685.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,685.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,27360.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1902.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8669.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,33000.00,Economy and Environment (obsolete)-Regeneration
2018-05-09,9165.50,Economy and Environment (obsolete)-Regeneration
2018-05-01,8123.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8123.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2200.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2200.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,600.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-14,12149.92,Economy and Environment (obsolete)-Regeneration
2018-05-23,1080.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,44471.00,Children and Young People (obsolete)-Education
2018-05-01,4296.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,9700.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,10639.26,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,10419.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4222.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,6424.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,990.00,
2018-05-11,1268.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,5200.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,5200.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,14179.05,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-31,10801.44,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-21,34843.00,Children and Young People (obsolete)-Education
2018-05-14,23800.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,5950.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,871.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-01,1902.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,536.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,536.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8289.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,1002.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,128182.00,Children and Young People (obsolete)-Education
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,177.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,177.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,177.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,177.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,162.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-25,1480.85,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1323.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,3463.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,9514.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,3461.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,9514.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,12885.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1987.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1840.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,289.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-04,7161.70,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-17,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,64081.00,Children and Young People (obsolete)-Education
2018-05-14,16406.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,16406.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-22,187500.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-23,1714.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,1714.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,7225.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,7225.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,16035.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,16035.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1618.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-01,1587.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,484.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-04,4083.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,10.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-09,650.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-03,500.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-14,50926.57,Economy and Environment (obsolete)-Regeneration - Capital
2018-05-21,23241.50,Economy and Environment (obsolete)-Regeneration - Capital
2018-05-29,2369.07,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8766.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,25852.13,Deputy Chief Executive (obsolete)-ICT Services
2018-05-09,250.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,200.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,100.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-03,390.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-03,1872.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-23,42193.90,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-23,2250.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-21,280.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-21,120.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-21,72.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-08,699.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,447.18,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-22,3335.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-22,1334.16,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-22,77.72,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-22,667.19,Communities & Service Support (obsolete)-Recreation & Support
2018-05-31,161.50,Deputy Chief Executive (obsolete)-ICT Services
2018-05-31,241.74,Deputy Chief Executive (obsolete)-ICT Services
2018-05-31,1823.30,Deputy Chief Executive (obsolete)-ICT Services
2018-05-31,1427.76,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-14,6321.30,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,5892.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,180.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,3785.65,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,3214.35,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,30.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,6321.45,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,6321.30,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,5892.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,3785.65,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,180.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,4635.62,Children and Young People (obsolete)-Childrens Care Services
