Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name ,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,08-Feb-2012,1202-04061,614.00,R,Kensite Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Supplies and Services,Software - Expenditure,080,22-Feb-2012,1202-04062,3295.00,R,Kenson Network Engineering Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Materials,205,28-Feb-2012,1202-04063,474.33,R,Kesteven Roofing Centre,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Materials,205,28-Feb-2012,1202-04064,512.82,R,Kesteven Roofing Centre,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Materials,205,28-Feb-2012,1202-04065,432.71,R,Kesteven Roofing Centre,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Corporate Directorate,Employees,General Training,079,29-Feb-2012,1202-04066,1625.00,R,Keyhouse Project,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,10-Feb-2012,1202-04067,671.00,R,Keyline Builders Merchants Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,10-Feb-2012,1202-04068,547.21,R,Keyline Builders Merchants Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,24-Feb-2012,1202-04069,7247.57,R,Keyring Living Support Network,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,09-Feb-2012,1202-04070,15675.34,R,Keys Childcare Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,22-Feb-2012,1202-04071,850.00,R,Keys Childcare Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,28-Feb-2012,1202-04072,1631.00,R,Kids Academy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,28-Feb-2012,1202-04073,510.00,R,Kids Academy,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,06-Feb-2012,1202-04074,19014.30,R,Kidsunlimited@Tadpoles,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,28-Feb-2012,1202-04075,1265.00,R,Kidsunlimited@Tadpoles,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,07-Feb-2012,1202-04076,3558.71,R,Kidz Klub Leeds,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,06-Feb-2012,1202-04077,63832.50,C,Kier Northern,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,28-Feb-2012,1202-04078,1001.00,R,Kindercare Day Nursery,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,28-Feb-2012,1202-04079,432.00,R,Kindercare Harrogate Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,28-Feb-2012,1202-04080,1276.00,R,Kindergarten Cookridge Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,01-Feb-2012,1202-04081,1053.40,C,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,01-Feb-2012,1202-04082,8402.33,C,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,02-Feb-2012,1202-04083,33473.71,C,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04084,421.94,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04085,836.31,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04086,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04087,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04088,810.72,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04089,663.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04090,703.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04091,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04092,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04093,1067.18,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04094,1680.05,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04095,418.71,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02-Feb-2012,1202-04096,703.40,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,03-Feb-2012,1202-04097,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,03-Feb-2012,1202-04098,1947.24,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04099,806.29,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04100,763.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04101,633.12,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04102,421.64,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04103,418.01,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04104,827.45,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04105,548.61,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04106,789.66,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04107,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04108,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04109,836.31,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04110,763.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-04111,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,10-Feb-2012,1202-04112,578.65,C,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04113,710.21,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04114,570.48,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04115,763.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04116,810.72,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04117,810.72,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04118,417.54,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04119,663.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,10-Feb-2012,1202-04120,2193.43,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,15-Feb-2012,1202-04121,557.53,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,15-Feb-2012,1202-04122,1132.91,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,15-Feb-2012,1202-04123,2027.35,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,15-Feb-2012,1202-04124,535.23,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04125,703.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04126,2052.25,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04127,786.30,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04128,580.33,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04129,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04130,764.07,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,16-Feb-2012,1202-04131,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,17-Feb-2012,1202-04132,2606.35,C,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,17-Feb-2012,1202-04133,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,17-Feb-2012,1202-04134,501.05,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-04135,571.94,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-04136,464.38,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-04137,703.40,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04138,836.31,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04139,671.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04140,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04141,1005.80,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04142,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,23-Feb-2012,1202-04143,810.72,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04144,475.92,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04145,1276.32,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04146,539.55,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04147,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,24-Feb-2012,1202-04148,421.97,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,28-Feb-2012,1202-04149,417.54,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04150,700.09,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04151,743.01,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04152,450.33,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04153,417.54,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04154,2029.00,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04155,603.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04156,703.65,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04157,763.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04158,450.33,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,29-Feb-2012,1202-04159,633.50,R,Kingfisher Upvc Windows & Doors Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-04160,18414.07,R,Kingston Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-04161,1044.20,R,Kingston Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,15-Feb-2012,1202-04162,1082.64,R,Kingston Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,15-Feb-2012,1202-04163,14064.88,R,Kingston Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Grant Related Expenditure,290,22-Feb-2012,1202-04164,500.00,R,Kippax Brass Band,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                      ,East - North East,Construction Services,Employees,General Training,079,17-Feb-2012,1202-04165,1550.00,R,Kirkdale Industrial Training Services,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,02-Feb-2012,1202-04166,1555.44,R,Kirklees Council,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,City Development,Road Casualty Reduction,Supplies and Services,District Payments,012,02-Feb-2012,1202-04167,20020.69,R,Kirklees Council,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,15-Feb-2012,1202-04168,1215.90,C,Kirklees Council,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,24-Feb-2012,1202-04169,1555.44,R,Kirklees Council,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,06-Feb-2012,1202-04170,2420.83,R,Kirklees Met West Yorks Fire And Rescue,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Hra,Premises,Maintenance Of Buildings,101,21-Feb-2012,1202-04171,3112.50,R,Kirklees Met West Yorks Fire And Rescue,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,28-Feb-2012,1202-04172,1710.00,R,Kirkstall St Stephens Pre School,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,15-Feb-2012,1202-04173,904.20,R,Kirkwood,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,15-Feb-2012,1202-04174,458.50,R,Knight Engineers Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,03-Feb-2012,1202-04175,2991.13,R,Knottingley Trucks Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,08-Feb-2012,1202-04176,597.98,R,Knottingley Trucks Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,15-Feb-2012,1202-04177,1127.80,R,Knowles Court Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-04178,3291.76,R,Knowles Court Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Maintenance Of Buildings,101,10-Feb-2012,1202-04179,473.00,R,Knowsley Building & Environmental,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Computer Software & Equipment,214,02-Feb-2012,1202-04180,432.54,R,Konica Minolta Business Solutions,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,Other Hired And Contracted Services,265,01-Feb-2012,1202-04181,21000.00,R,Kpmg,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Audit And Risk,Supplies and Services,External Audit Fees,261,09-Feb-2012,1202-04182,51500.00,R,Kpmg,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Audit And Risk,Support Services,synergy posting Stores,846,10-Feb-2012,1202-04183,57000.00,R,Kpmg,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Printing,215,17-Feb-2012,1202-04184,2763.00,R,Kudu Products Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,10-Feb-2012,1202-04185,769.50,R,L Armitage,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,17-Feb-2012,1202-04186,456.00,R,L Armitage,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,21-Feb-2012,1202-04187,456.00,R,L Armitage,
