Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07334,"1,971.60",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07335,525.76,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07336,"1,059.75",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07337,"1,495.13",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07338,805.49,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,30/09/2011,1109-07339,"3,069.02",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,30/09/2011,1109-07340,575.05,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,30/09/2011,1109-07341,673.63,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,30/09/2011,1109-07342,423.94,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07343,906.50,R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,30/09/2011,1109-07344,"2,349.67",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,30/09/2011,1109-07345,"1,774.44",R,Reed Specialist Recruitment Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,07/09/2011,1109-07346,"1,260.00",R,Reflex Print & Design Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,21/09/2011,1109-07347,"1,060.00",R,Reflex Print & Design Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,29/09/2011,1109-07348,595.00,R,Reflex Print & Design Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Other Hired And Contracted Services,265,02/09/2011,1109-07349,825.00,R,Refractiv Group Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,09/09/2011,1109-07350,450.00,R,Regam Electric Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,28/09/2011,1109-07351,"1,018.00",R,Regent Hotel,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,23/09/2011,1109-07352,550.00,R,Remploy Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,29/09/2011,1109-07353,"1,011.80",R,Remploy Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,14/09/2011,1109-07354,495.00,R,Renee P Marks Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,15/09/2011,1109-07355,"1,092.64",R,Renee P Marks Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07356,"6,515.02",R,Renew Leeds Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07357,"44,964.57",R,Renew Leeds Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,15/09/2011,1109-07358,"2,957.06",R,Renew Leeds Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Rents,141,21/09/2011,1109-07359,800.00,R,Renew Leeds Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,22/09/2011,1109-07360,"2,791.39",R,Renew Leeds Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,07/09/2011,1109-07361,"1,908.21",R,Rennicks Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,07/09/2011,1109-07362,"1,344.33",R,Rennicks Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,07/09/2011,1109-07363,"1,563.85",R,Rennicks Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,09/09/2011,1109-07364,773.87,R,Rennicks Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,09/09/2011,1109-07365,978.66,R,Rennicks Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,06/09/2011,1109-07366,"16,982.42",R,Rentokil Initial Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Bought In Professional Services,277,26/09/2011,1109-07367,"16,982.42",R,Rentokil Initial Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,22/09/2011,1109-07368,960.00,R,Resolution Law,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Sheltered,Precepts,Stationery & External Printing,210,07/09/2011,1109-07369,"4,412.00",R,Resource Print Solutions,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,02/09/2011,1109-07370,559.38,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,08/09/2011,1109-07371,875.10,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,08/09/2011,1109-07372,437.55,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,15/09/2011,1109-07373,748.22,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,15/09/2011,1109-07374,464.78,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,15/09/2011,1109-07375,650.05,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,16/09/2011,1109-07376,558.18,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,22/09/2011,1109-07377,424.96,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,30/09/2011,1109-07378,770.07,R,Rexel Uk Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,28/09/2011,1109-07379,"1,639.56",R,Richmond Fellowship/Trinity Street,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,30/09/2011,1109-07380,"8,750.00",R,Richmond Hill Elderly Action,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,30/09/2011,1109-07381,"7,601.75",R,Richmond Hill Elderly Action,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,09/09/2011,1109-07382,"23,572.63",R,Richmond House School Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Office Furniture & Equipment,201,01/09/2011,1109-07383,"-2,958.52",R,Ricoh Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Office Furniture & Equipment,201,01/09/2011,1109-07384,"6,124.03",R,Ricoh Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Office Furniture & Equipment,201,01/09/2011,1109-07385,928.01,R,Ricoh Uk Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07386,"3,293.29",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07387,"3,293.29",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07388,"3,694.30",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,13/09/2011,1109-07389,"2,026.24",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07390,"20,695.54",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07391,"3,258.72",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-07392,"3,246.51",R,Ridings Housing Association,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,14/09/2011,1109-07393,"1,240.00",R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,14/09/2011,1109-07394,950.00,R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,14/09/2011,1109-07395,680.00,R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,14/09/2011,1109-07396,477.75,R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,14/09/2011,1109-07397,477.75,R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,20/09/2011,1109-07398,"2,304.00",R,Rigby Taylor Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,01/09/2011,1109-07399,562.00,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,07/09/2011,1109-07400,802.40,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09/09/2011,1109-07401,836.40,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,09/09/2011,1109-07402,720.80,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,19/09/2011,1109-07403,"1,039.00",R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,19/09/2011,1109-07404,425.00,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,19/09/2011,1109-07405,782.00,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,19/09/2011,1109-07406,686.80,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/09/2011,1109-07407,892.12,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07408,693.60,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07409,513.00,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07410,731.85,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07411,580.00,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07412,704.80,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,30/09/2011,1109-07413,773.56,R,Rim Scaffolding,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,01/09/2011,1109-07414,568.68,R,Ripon Community Link,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,01/09/2011,1109-07415,"1,136.73",R,Ripon Community Link,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Capital,Furniture And Equipment,5,14/09/2011,1109-07416,"17,950.00",C,Ripon Farm Services Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Capital,Furniture And Equipment,5,14/09/2011,1109-07417,"17,950.00",C,Ripon Farm Services Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,28/09/2011,1109-07418,"5,505.00",R,Rivelin House,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,28/09/2011,1109-07419,"7,487.04",R,River View Nursing Home,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,28/09/2011,1109-07420,"3,500.84",R,River View Nursing Home,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,28/09/2011,1109-07421,"4,045.00",R,River View Nursing Home,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,02/09/2011,1109-07422,576.15,R,Riverside Echg,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,02/09/2011,1109-07423,"2,760.00",R,Rixonway Kitchens Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07424,"28,675.23",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07425,986.78,C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07426,"1,779.42",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07427,"6,935.57",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07428,"25,463.17",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07429,"144,175.00",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07430,"10,392.81",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07431,"55,359.30",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,22/09/2011,1109-07432,"30,430.83",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,23/09/2011,1109-07433,"5,361.32",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,30/09/2011,1109-07434,"5,214.69",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,30/09/2011,1109-07435,"535,154.40",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services,Private Finance Initiative,Capital,Furniture And Equipment,5,30/09/2011,1109-07436,"364,205.60",C,Rm Education Plc,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,14/09/2011,1109-07437,421.00,R,Rms Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,16/09/2011,1109-07438,"1,992.00",R,Rnb Direct Mail Solutions,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Payments To Voluntary Organisations,561,16/09/2011,1109-07439,-675.70,R,Rnib Services Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,16/09/2011,1109-07440,"1,722.00",R,Rnib Services Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Payments To Voluntary Organisations,561,16/09/2011,1109-07441,902.00,R,Rnib Services Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Payments To Voluntary Organisations,561,16/09/2011,1109-07442,492.00,R,Rnib Services Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,16/09/2011,1109-07443,"2,445.63",R,Rnib Services Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,02/09/2011,1109-07444,442.14,R,Robertson Crop Protection,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,28/09/2011,1109-07445,"6,673.40",R,Robina Care (The Denes),,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Capital,Construction,3,23/09/2011,1109-07446,730.00,C,Robrook Press Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Computer Software & Equipment,214,07/09/2011,1109-07447,"1,699.70",R,Rocc Computers Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,28/09/2011,1109-07448,"12,086.78",R,Roche Healthcare Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,28/09/2011,1109-07449,"1,800.00",R,Roche Healthcare Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,28/09/2011,1109-07450,"6,845.34",R,Roche Healthcare Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,28/09/2011,1109-07451,968.08,R,Rockley Dene Nursing Home,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,05/09/2011,1109-07452,570.59,R,Roger Nyantou,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,08/09/2011,1109-07453,"1,228.92",R,Rolawn Limited,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07454,"3,272.30",R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07455,972.00,R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07456,773.52,R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07457,"1,132.32",R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07458,784.00,R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07459,882.00,R,Rollinson-Safeway Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,02/09/2011,1109-07460,"1,233.00",R,Rollinson-Safeway Ltd,,,
