Supplier Name,Item Description,Category Family,Invoice GL Date,Spend
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,205809.51
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,130261.89
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-13,128779.21
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-17,125207.29
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-23,85730.50
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-13,73660.71
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-24,48260.15
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-24,35093.78
Jacobs UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-17,28428.42
First Greater Western Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-18,726163.53
First Greater Western Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-31,230000.00
First Greater Western Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-18,155919.86
First Greater Western Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-18,46769.54
First Greater Western Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-30,32500.00
V G Clements Contractors Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-13,347512.43
V G Clements Contractors Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-31,347512.43
V G Clements Contractors Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-13,178842.67
V G Clements Contractors Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-11,40137.19
Europcar Group UK Ltd,Procurement and operation of our road fleet,Road Fleet,2017-01-26,508457.37
Europcar Group UK Ltd,Procurement and operation of our road fleet,Road Fleet,2017-01-10,463324.07
Europcar Group UK Ltd,Procurement and operation of our road fleet,Road Fleet,2017-01-10,111763.51
Association of Train Operating Companies,Costs of human resource and training services to operate the railway,HR and Training,2017-01-04,486355.53
Association of Train Operating Companies,Costs of human resource and training services to operate the railway,HR and Training,2017-01-16,484127.14
Association of Train Operating Companies,Costs of recruitment services to recruit the right people into Network Rail,Recruitment Services,2017-01-04,59748.51
Association of Train Operating Companies,Costs of human resource and training services to operate the railway,HR and Training,2017-01-04,25873.28
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-30,143326.76
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-12,124550.25
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-30,114557.48
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-23,107711.76
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-13,74865.40
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-31,71005.62
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-22,53531.61
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-16,51186.40
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-19,38191.39
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-23,27397.40
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-19,25788.01
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-24,25608.20
Ground Control Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-16,25462.56
Network Rail Insurance Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-17,469485.00
Network Rail Insurance Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-17,284953.00
Network Rail Insurance Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-17,144492.00
Network Rail Insurance Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-17,112839.00
Network Rail Insurance Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-17,31383.00
Geismar UK Ltd,"Procurement of On Track Plant, spare parts and resources to maintain and improve the railway",On Track Plant,2017-01-05,342184.00
Geismar UK Ltd,"Procurement of On Track Plant, spare parts and resources to maintain and improve the railway",On Track Plant,2017-01-05,245215.00
Geismar UK Ltd,"Procurement of On Track Plant, spare parts and resources to maintain and improve the railway",On Track Plant,2017-01-05,238287.00
Geismar UK Ltd,"Procurement of On Track Plant, spare parts and resources to maintain and improve the railway",On Track Plant,2017-01-05,208390.00
Gleeds Cost Management Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-17,497164.23
Gleeds Cost Management Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-30,490656.41
Gleeds Cost Management Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-24,26400.00
Telefonica O2 UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-13,525428.56
Telefonica O2 UK Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-13,290549.16
Telefonica O2 UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-25,99868.19
Telefonica O2 UK Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-10,58130.26
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-31,294670.30
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-09,216061.80
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-31,130000.00
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-24,122229.53
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-17,119851.20
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-17,51516.62
Direct Rail Services Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-17,38016.42
Rail Delivery Group Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-30,674999.25
Rail Delivery Group Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-30,284050.50
Lundy Projects Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-20,400572.96
Lundy Projects Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,146122.50
Lundy Projects Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-20,53456.06
Lundy Projects Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-23,48228.58
Lundy Projects Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-03,34077.12
Lundy Projects Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-23,26667.75
Starc Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-27,942809.92
QTS Rail Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-19,661635.00
QTS Rail Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-20,199526.81
QTS Rail Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-19,47743.41
QTS Rail Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,28821.40
Resonate Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-20,233335.88
Resonate Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,153699.65
Resonate Group Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-04,131021.40
Resonate Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-12,118578.38
Resonate Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-24,115460.20
Resonate Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-11,38680.40
Resonate Group Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-05,38000.00
Resonate Group Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-19,35000.00
BT Fleet,Procurement and operation of our road fleet,Road Fleet,2017-01-10,928343.82
Hitachi Rail Europe Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-26,922472.83
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-31,301985.53
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,198085.67
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,99283.61
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,63654.40
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,61189.83
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-17,58842.75
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-17,53566.51
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-18,50695.20
AECOM Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,34629.25
Atos IT Services UK Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-22,581012.70
Atos IT Services UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-11,107420.71
Atos IT Services UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-11,49142.25
Atos IT Services UK Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-27,69155.00
Atos IT Services UK Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-22,26425.25
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,370338.00
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,188673.53
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,105147.77
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,86371.39
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,49160.40
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-04,41685.01
Dyer & Butler,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,37183.39
Dyer & Butler,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-29,31305.78
Willmott Dixon Interiors Ltd,The acquisition of land and property,Land & Property Acquisitions (incl. Business Consultancy),2017-01-12,902720.24
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,240876.53
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,187615.01
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-31,170914.67
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-31,98499.58
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,66943.28
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,64826.55
Opus International Consultants (UK) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,51599.25
Railcare Sweden Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-31,805622.28
Railcare Sweden Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-14,72369.60
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-31,207461.16
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-31,32940.75
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-31,25204.05
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-13,123753.96
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-13,25004.85
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-19,86597.85
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-09,65695.07
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-18,62011.96
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-17,56092.20
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-11,48758.04
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-16,42141.64
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-18,31564.93
Torrent Trackside Ltd,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-27,26644.46
Alcatel-Lucent Telecom Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-13,478750.00
Alcatel-Lucent Telecom Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-13,187742.25
Alcatel-Lucent Telecom Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-09,159960.00
Alcatel-Lucent Telecom Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-03,25988.65
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-31,262252.00
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-31,170587.00
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-26,120210.00
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-26,52141.51
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-26,44715.60
BAE Systems Applied Intelligence Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-01-26,34576.71
B & M McHugh Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-24,114060.09
B & M McHugh Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,113347.14
B & M McHugh Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,98552.24
B & M McHugh Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-09,85961.85
B & M McHugh Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,62000.00
B & M McHugh Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,60374.75
B & M McHugh Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,44248.93
UKPNS GWML ABB JV,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,822183.78
Govia Thameslink Railway Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-31,654562.86
Govia Thameslink Railway Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-13,45730.56
Govia Thameslink Railway Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-13,42769.23
Govia Thameslink Railway Ltd,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-31,42769.23
Govia Thameslink Railway Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-13,33645.60
West Coast Trains Ltd t/a Virgin Trains,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-24,642968.90
West Coast Trains Ltd t/a Virgin Trains,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-24,93359.00
West Coast Trains Ltd t/a Virgin Trains,Procurement of digital services to improve our understanding of the railway,Intelligent Infrastructure,2017-01-13,35000.00
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,174427.11
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,126589.86
JSS Rail Ltd t/a Sisk Rail,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-10,118637.12
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-10,54728.78
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,53411.18
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-18,43521.14
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,37502.41
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,35858.90
JSS Rail Ltd t/a Sisk Rail,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-23,35080.92
JSS Rail Ltd t/a Sisk Rail,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-23,32621.56
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-18,30192.65
JSS Rail Ltd t/a Sisk Rail,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,28613.47
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,384131.78
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,122690.70
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,94280.39
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,68061.07
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,41618.30
Taziker Industrial Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,35305.40
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-09,386369.00
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-09,135405.15
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-09,72133.82
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-04,57563.74
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-19,43479.13
Integrated Utility Services Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-27,36240.40
East West Rail Phase 2 Alliance,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,728573.00
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,223055.40
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-23,223055.40
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-09,123312.11
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-11,54751.52
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-11,50443.95
Keltbray Rail,Procurement of specialist services to renew and improve the railway,Track,2017-01-13,36036.32
Loram UK Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-05,365623.10
Loram UK Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-27,210690.36
Loram UK Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-24,67973.77
Loram UK Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-24,60409.04
Lowery Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-31,457497.12
Lowery Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-30,230511.05
Thales Transport & Security Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-04,445429.68
Thales Transport & Security Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-04,229855.98
ABB Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-04,576941.85
ABB Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-11,94100.00
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,77507.17
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,60910.15
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-23,51850.96
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-20,50992.10
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-20,50661.97
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-04,48572.16
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-23,44524.48
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,33262.88
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-16,32381.44
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-23,32381.44
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-26,31847.03
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,31847.03
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,28518.81
CEMEX Rail Products,Procurement of sleepers and related items to maintain and improve the railway,Sleepers and Bearers,2017-01-31,28333.76
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-05,275288.07
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-17,98593.20
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-05,97576.70
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,91032.31
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-18,46352.86
Arcadis Consulting (UK) Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-05,29295.00
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-10,60747.84
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-10,32215.04
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-10,26344.00
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-13,86368.50
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-13,86360.28
McGinley Support Services Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-31,63315.20
McGinley Support Services Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-06,62854.47
McGinley Support Services Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-19,55528.14
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-25,30003.68
McGinley Support Services Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-13,28547.50
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-18,28508.48
McGinley Support Services Ltd,Costs of specialist labour activity on the railway,Contingent Labour,2017-01-03,26415.20
McGinley Support Services Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,25324.80
McGinley Support Services Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,25324.80
UKDN Waterflow (LG) Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-12,459044.78
UKDN Waterflow (LG) Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-01-03,121542.29
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-31,79960.78
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-17,68446.52
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-31,60378.39
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-31,43817.11
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-17,41113.74
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-20,39827.06
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-11,37356.31
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-20,34452.97
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-19,33125.48
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-17,32270.80
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-11,28416.00
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-24,28045.80
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-19,26201.19
Midland Quarry Products Ltd,Procurement of ballast and aggregates to maintain and improve the railway,Ballast,2017-01-11,25975.57
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-23,103331.26
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-16,88974.08
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-16,67943.85
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-23,59185.64
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-13,40358.64
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-13,38524.16
Furrer & Frey AG,Procurement of plant and tools to maintain and improve the railway,Plant and Tools,2017-01-16,38501.51
