Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Supplier ID,Comp. reg. no,Charity Number,VCSE Grant,Payment Date,TransNo,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ENABLE ACCESS LIMITED,Redacted,10945974,N/A,Not yet available,2019-01-24,23748843,1,4275.00,Nil,Equipment,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Access Equipment,01230,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RNIB ENTERPRISES LIMITED,Redacted,00887094,N/A,Not yet available,2019-01-24,23769015,1,610.38,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Support Services,SUBCAT0408,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,RNIB ENTERPRISES LIMITED,Redacted,00887094,N/A,Not yet available,2019-03-19,23781154,1,1068.77,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Support Services,SUBCAT0408,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23780738,1,630.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23757968,1,600.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23759422,1,720.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23735479,1,960.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23749619,1,1080.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23758229,1,1180.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23777445,1,1390.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23772807,1,1548.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23762885,1,1800.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23783107,1,1800.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23780831,1,2334.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23769253,1,2490.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23780177,1,2724.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23749581,1,3000.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23773026,1,16852.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23755464,1,18510.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-01-08,23769110,1,2988.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23778770,1,4666.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,MYTEC GROUP LIMITED,Redacted,09717019,N/A,Not yet available,2019-03-19,23762738,1,7486.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RGK WHEELCHAIRS LTD,Redacted,4685517,N/A,Not yet available,2019-01-08,23738799,1,905.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RGK WHEELCHAIRS LTD,Redacted,4685517,N/A,Not yet available,2019-03-19,23738804,1,1145.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,CRESTWOOD ENVIRONMENTAL LTD,Redacted,06544898,N/A,Not yet available,2019-01-08,23756209,1,875.00,Nil,Equipment,Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,Environmental Consultants,32415,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,FRONTIER THERAPEUTICS LIMITED,Redacted,02552048,N/A,Not yet available,2019-01-08,23753285,1,1770.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,FRONTIER THERAPEUTICS LIMITED,Redacted,02552048,N/A,Not yet available,2019-01-08,23773315,1,4035.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,TENTS & EVENTS LIMITED,Redacted,03069445,N/A,Not yet available,2019-03-19,23761790,1,12196.00,Nil,Equipment,Revenue,Culture & Sport,CAT09,Public Events,SUBCAT0907,"Exhibition, Event & Trade Fair Organisers",33195,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,MEYVAERT GLASS ENGINEERING NV T/A MEYVAERT UK,Redacted,07306433,N/A,Not yet available,2019-01-08,23755468,1,6084.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Miscellaneous,SUBCAT0153,Display Fixtures & Materials,26330,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,WATTBIKE LIMITED,Redacted,05554245,N/A,Not yet available,2019-03-19,23753562,1,1966.67,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sports Equipment Mnfrs & Distributors,72800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,WATTBIKE LIMITED,Redacted,05554245,N/A,Not yet available,2019-01-08,23768856,1,3933.34,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sports Equipment Mnfrs & Distributors,72800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,JOERNS HEALTHCARE LIMITED,Redacted,05859837,N/A,Not yet available,2019-03-19,23761684,1,1920.96,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,JOERNS HEALTHCARE LIMITED,Redacted,05859837,N/A,Not yet available,2019-01-08,23780718,1,2030.64,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,JOERNS HEALTHCARE LIMITED,Redacted,05859837,N/A,Not yet available,2019-01-08,23755420,1,2527.08,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,5,Highways & Transport Services,DAVID PHILLIPS FURNITURE LTD,Redacted,03670521,N/A,Not yet available,2019-01-08,23769258,1,833.67,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Furniture,SUBCAT0133,Furniture - Retail,38790,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,NATURE CONSERVATION SERVICES,Redacted,N/A,N/A,Not yet available,2019-03-25,23769372,1,519.50,Nil,Equipment,Revenue,Culture & Sport,CAT09,Museums & Culture,SUBCAT0904,Conservation Organisations,21530,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,DSK FABRICATIONS LTD T/A DSK ENGINEERING,Redacted,07191408,N/A,Not yet available,2019-03-20,23776196,1,1200.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Metal Products - Fabricated,50730,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,P,Public Health,DERWENT HEALTHCARE LIMITED,Redacted,04770324,N/A,Not yet available,2019-03-11,23756668,1,4900.00,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sportsground & Gymnasium Equipment,72970,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,OCTANE HOLDING GROUP LTD,Redacted,08159011,N/A,Not yet available,2019-01-16,23735961,1,598.45,Nil,Equipment,Revenue,Transport,CAT10,Liquid Fuel,SUBCAT1003,Fuel Dealers,38120,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,OCTANE HOLDING GROUP LTD,Redacted,08159011,N/A,Not yet available,2019-02-07,23753047,1,3914.50,Nil,Equipment,Revenue,Transport,CAT10,Liquid Fuel,SUBCAT1003,Fuel Dealers,38120,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,CARE & INDEPENDENCE LTD,Redacted,04214056,N/A,Not yet available,2019-01-10,23737123,1,500.80,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Homecare and Other Services,SUBCAT0402,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,CARE & INDEPENDENCE LTD,Redacted,04214056,N/A,Not yet available,2019-02-14,23730002,1,709.80,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Homecare and Other Services,SUBCAT0402,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RNIB ENTERPRISES LIMITED,Redacted,00887094,N/A,Not yet available,2019-01-07,23782166,1,537.21,Nil,Equipment,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Media,01967,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RNIB ENTERPRISES LIMITED,Redacted,00887094,N/A,Not yet available,2019-02-18,23782576,1,617.68,Nil,Equipment,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Media,01967,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,RNIB ENTERPRISES LIMITED,Redacted,00887094,N/A,Not yet available,2019-02-01,23782165,1,1108.11,Nil,Equipment,Revenue,Business Services,CAT02,Advertising Services,SUBCAT0203,Advertising - Media,01967,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ARJO UK LTD,Redacted,10842512,N/A,Not yet available,2019-01-10,23730667,1,757.05,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ARJO UK LTD,Redacted,10842512,N/A,Not yet available,2019-01-24,23783331,1,1416.48,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ARJO UK LTD,Redacted,10842512,N/A,Not yet available,2019-01-24,23755661,1,3499.44,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ARJO UK LTD,Redacted,10842512,N/A,Not yet available,2019-03-04,23783361,1,4366.50,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,ARJO UK LTD,Redacted,10842512,N/A,Not yet available,2019-01-31,23737508,1,4430.71,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,DRIVE DEVILBISS SIDHIL LTD,Redacted,00495946,N/A,Not yet available,2019-01-07,23755750,1,927.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,BRITANNIA STORAGE MANAGEMENT LTD,Redacted,07814745,N/A,Not yet available,2019-02-18,23732328,2,3188.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Storage & Removals,SUBCAT0140,Storage Services,74100,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,BRITANNIA STORAGE MANAGEMENT LTD,Redacted,07814745,N/A,Not yet available,2019-02-08,23760717,2,3188.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Storage & Removals,SUBCAT0140,Storage Services,74100,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,BRITANNIA STORAGE MANAGEMENT LTD,Redacted,07814745,N/A,Not yet available,2019-01-15,23732328,1,4175.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Storage & Removals,SUBCAT0140,Storage Services,74100,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,BRITANNIA STORAGE MANAGEMENT LTD,Redacted,07814745,N/A,Not yet available,2019-01-15,23760717,1,4175.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Storage & Removals,SUBCAT0140,Storage Services,74100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,KYOCERA DOCUMENT SOLUTIONS (UK) LIMITED,Redacted,02150688,N/A,Not yet available,2019-01-16,23782285,1,2553.84,Nil,Equipment,Revenue,Culture & Sport,CAT09,Public Events,SUBCAT0907,Photographers - General,57690,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,KYOCERA DOCUMENT SOLUTIONS (UK) LIMITED,Redacted,02150688,N/A,Not yet available,2019-01-16,23733586,1,2157.94,Nil,Equipment,Revenue,Culture & Sport,CAT09,Public Events,SUBCAT0907,Photographers - General,57690,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,KYOCERA DOCUMENT SOLUTIONS (UK) LIMITED,Redacted,02150688,N/A,Not yet available,2019-01-16,23781783,1,1164.60,Nil,Equipment,Revenue,Culture & Sport,CAT09,Public Events,SUBCAT0907,Photographers - General,57690,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2019-03-18,23738544,1,1150.00,Nil,Equipment,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,FEILO SYLVANIA UK LTD,Redacted,00487252,N/A,Not yet available,2019-01-16,23773113,1,4750.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Lighting Wholesalers,48490,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,FEILO SYLVANIA UK LTD,Redacted,00487252,N/A,Not yet available,2019-02-19,23790269,1,15200.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Lighting Wholesalers,48490,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,SHIFT 8 LIMITED,Redacted,10071150,N/A,Not yet available,2019-03-18,23760644,1,1990.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,SHIFT 8 LIMITED,Redacted,10071150,N/A,Not yet available,2019-03-18,23760311,1,1194.00,Nil,Equipment,Revenue,Adult Services,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,6,Housing Services,W L JACKSON LTD,Redacted,08885657,N/A,Not yet available,2019-01-16,23789953,1,1100.00,Nil,Equipment,Revenue,Adult Services,CAT04,Retail,SUBCAT0401,Bed & Mattress Mnfrs,07280,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,YORKSHIRE YURTS LIMITED,Redacted,08856132,N/A,Not yet available,2019-02-11,23778224,1,3195.86,Nil,Equipment,Revenue,Culture & Sport,CAT09,Public Events,SUBCAT0907,"Marquees, Tents & Portable Floor Hire",50040,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,UNICORN URBAN,Redacted,NI072953,N/A,Not yet available,2019-02-11,23748760,1,1443.25,Nil,Equipment,Revenue,Environment,CAT03,Waste - Plastic Products,SUBCAT0314,Container Mnfrs,21760,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,P,Public Health,AY GROUND & PLAYING FIELD CONTRACTORS LIMITED,Redacted,04518901,N/A,Not yet available,2019-03-12,23769260,1,1855.00,Nil,Equipment,Revenue,Environment,CAT03,Parks and Public Spaces Contractors,SUBCAT0308,Landscape Contractors & Gardening Services,47060,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,CLOAK\xB4D AND DAGGER\xB4D,Redacted,N/A,N/A,Not yet available,2019-02-15,23754050,1,1555.00,Nil,Equipment,Revenue,Culture & Sport,CAT09,Museums & Culture,SUBCAT0904,"Theatrical Costumes, Equipment & Supplies",77780,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,P,Public Health,BOND BOWLS LIMITED,Redacted,06606096,N/A,Not yet available,2019-02-21,23756573,1,1479.75,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Catering,SUBCAT0148,Kitchen Ware,46430,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2019-03-06,23736455,1,536.85,Nil,Equipment,Revenue,Children and Young People,CAT05,Looked After Children - Fostering & Adoption,SUBCAT0505,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,GYMNOVA UK LTD,Redacted,02764975,N/A,Not yet available,2019-01-23,23790253,1,1950.00,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sportsground & Gymnasium Equipment,72970,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,THOMAS AUTO INJECTION LTD,Redacted,3054489,N/A,Not yet available,2019-02-01,23760703,1,1824.00,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,Diesel Fuel Injection Services,25640,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,THOMAS AUTO INJECTION LTD,Redacted,3054489,N/A,Not yet available,2019-01-16,23773285,1,2475.00,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,Diesel Fuel Injection Services,25640,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,THOMAS AUTO INJECTION LTD,Redacted,3054489,N/A,Not yet available,2019-01-08,23760701,1,4950.00,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,Diesel Fuel Injection Services,25640,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,PLAY & LEISURE LIMITED,Redacted,2664792,N/A,Not yet available,2019-03-25,23778181,1,800.08,Nil,Equipment,Revenue,Environment,CAT03,Playground Equipment,SUBCAT0312,Playground Equipment,59720,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,P,Public Health,GOLFPRO2U LIMITED,Redacted,06413059,N/A,Not yet available,2019-02-18,23771144,1,3300.01,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sports Equipment Mnfrs & Distributors,72800,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,CHUNC LTD,Redacted,6911836,N/A,Not yet available,2019-01-25,23783421,1,3907.65,Nil,Equipment,Revenue,Adults,CAT04,Specialist Medical Health Equipment and Services,SUBCAT0404,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,P,Public Health,DN PUBLICATIONS LIMITED,Redacted,06168653,N/A,Not yet available,2019-01-25,23771175,1,4987.00,Nil,Equipment,Revenue,Business Services,CAT02,Information Services,SUBCAT0214,Copyright Agents,22273,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,TAYLORED HOMES LTD,Redacted,09377037,N/A,Not yet available,2019-01-15,23781323,1,1115.67,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Miscellaneous,SUBCAT0153,Curtain & Blind Fittings,23100,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,4,Children\xB4s and Education Services,WILKES VENDING SERVICES LTD,Redacted,00707744,N/A,Not yet available,2019-02-04,23784437,1,585.00,Nil,Equipment - Leasing,Revenue,Property & Regeneration,CAT01,Catering,SUBCAT0148,Vending Machines - Sales & Service,82430,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,4,Children\xB4s and Education Services,WILKES VENDING SERVICES LTD,Redacted,00707744,N/A,Not yet available,2019-02-25,23749570,1,585.00,Nil,Equipment - Leasing,Revenue,Property & Regeneration,CAT01,Catering,SUBCAT0148,Vending Machines - Sales & Service,82430,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,GOODMAN SPARKS LTD,Redacted,01012004,N/A,Not yet available,2019-03-18,23778472,1,2292.00,Nil,Equipment - Leasing,Revenue,Adult Services,CAT04,Commercial - Repairs and Servicing,SUBCAT0406,Laundry Equipment Mnfrs & Suppliers,47268,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,4,Children\xB4s and Education Services,ASSESSMENT & QUALIFICATIONS ALLIANCE,Redacted,3644723,1073334,Not yet available,2019-01-24,23760017,1,1327.80,Nil,Exam Fees,Revenue,Business Services,CAT02,training - Exam fees,SUBCAT0226,Examination Boards,32960,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,4,Children\xB4s and Education Services,NCFE,Redacted,02896700,1034808,Not yet available,2019-02-13,23758741,1,1231.00,Nil,Exam Fees,Revenue,Business Services,CAT02,training - Exam fees,SUBCAT0226,Examination Boards,32960,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,M,Environmental and Regulatory Services,QUALSAFE LIMITED,Redacted,04001868,N/A,Not yet available,2019-02-19,23729199,1,618.00,Nil,Exam Fees,Revenue,Business Services,CAT02,Training,SUBCAT0223,First Aid Training,35890,Not yet available
