Organisation Name,Organisation Code,Effective Date,Service,Bvacopse,Bvacopse(T),Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,TT,Contract
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,General Office Expenses,Revenue,161555,1156,2022-04-04,86.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,General Office Expenses,Revenue,161555,1209,2022-04-04,197.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMktplace,General Office Expenses,Revenue,161555,1156,2022-04-04,225.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,0.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,0.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,0.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,0.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,0.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,0.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,0.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,0.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,0.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,0.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,1.30,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,1.30,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,1.30,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,1.30,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,1.30,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,1.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,1.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,1.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,1.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,1.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,1.87,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,2.08,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,2.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,2.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,2.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,2.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,2.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,34,2022-04-04,4.87,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,472,2022-04-04,5.41,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,16.22,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,21.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,33.73,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,33,2022-04-04,42.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,473,2022-04-04,56.33,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,AMZNMKTPLACE AMAZON.CO,General Office Expenses,Revenue,161555,471,2022-04-04,87.70,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,0.84,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 5885,General Office Expenses,Revenue,161555,614,2022-04-04,2.18,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,0.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,0.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,0.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,0.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,0.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,12.26,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,CATERING24,General Office Expenses,Revenue,161555,147,2022-04-04,31.86,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,7.18,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,89.70,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,89.70,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1331,2022-04-04,233.22,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,INCLUSIVE GROUP,General Office Expenses,Revenue,161555,1332,2022-04-04,233.22,Nil,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,0.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,0.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,0.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,0.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,0.70,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,8.75,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,SKILLS FOR CARE MSHIP,General Office Expenses,Revenue,161555,28,2022-04-04,22.75,Nil,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,0.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,0.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,0.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,0.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,0.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,5.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,TIMPSON LTD,General Office Expenses,Revenue,161555,164,2022-04-04,13.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,5.28,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,5.28,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,5.28,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,5.28,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,5.28,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,11.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,66.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,137.50,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,137.50,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,302,2022-04-04,137.50,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,790,2022-04-04,171.60,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,361,2022-04-04,357.50,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WWW.ADASS.ORG.UK,General Office Expenses,Revenue,161555,362,2022-04-04,357.50,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
