Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,42,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,43,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,17,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,18,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,19,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,20,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,21,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,22,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161345,23,2020-10-19,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,13,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,12,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,11,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,10,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,9,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,8,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,7,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,6,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,5,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,14,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,15,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161372,16,2020-12-15,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,15,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,12,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,13,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,14,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,49,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,50,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,66,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,67,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,68,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,25,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,26,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,27,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,28,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,29,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,73,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,74,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,75,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,78,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,79,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,80,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,81,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,82,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,86,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,102,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,103,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,99,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,100,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LAND REGISTRY,Legal Fees,Revenue,161374,101,2020-12-17,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,6,Housing Services,DUNDEE CITY COUNCIL,Legal Fees,Revenue,161347,79,2020-10-23,15.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,HM COURTS SERVICE,Legal Fees,Revenue,161369,139,2020-12-09,22.00,Nil,FINES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,Q,Investment Properties,YORKSHIRE WATER,Legal Fees,Revenue,161374,60,2020-12-17,104.40,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,Q,Investment Properties,YORKSHIRE WATER,Legal Fees,Revenue,161374,61,2020-12-17,104.40,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,Q,Investment Properties,YORKSHIRE WATER,Legal Fees,Revenue,161374,62,2020-12-17,240.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,Q,Investment Properties,YORKSHIRE WATER,Legal Fees,Revenue,161374,63,2020-12-17,240.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,YORKSHIRE WATER,Legal Fees,Revenue,161374,37,2020-12-17,557.40,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ZOOM,Licences,Revenue,161369,367,2020-12-09,5.10,Nil,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ZOOM,Licences,Revenue,161369,368,2020-12-09,5.87,Nil,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MICROSOFT STORE,Licences,Revenue,161339,430,2020-10-07,11.28,Nil,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ZOOM,Licences,Revenue,161355,186,2020-11-12,11.99,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ZOOM,Licences,Revenue,161355,220,2020-11-12,11.99,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,123 REG LTD,Licences,Revenue,161367,209,2020-12-03,24.97,Nil,COMPUTER NETWORK/INFORMATION SERVICES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DRIVER AND VEHICLE LICENSING AGENCY,Licences,Revenue,161352,60,2020-11-04,34.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MICROSOFT STORE,Licences,Revenue,161339,247,2020-10-07,81.65,Nil,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE MAKATON CHARITY,Licences,Revenue,161377,47,2020-12-22,100.00,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE MAKATON CHARITY,Licences,Revenue,161377,33,2020-12-22,120.00,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,P,Public Health,TEXTANYWHERE LTD,Licences,Revenue,161339,537,2020-10-07,130.56,Nil,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,TV LICENSING,Licences,Revenue,161378,101,2020-12-24,131.25,Nil,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,TV LICENSING,Licences,Revenue,161369,6,2020-12-09,157.50,Nil,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,PROGRAMME MAKING AND SPECIAL EVENTS,Licences,Revenue,161341,226,2020-10-13,168.00,Nil,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SENSORY DIRECT,Managed A/C (Support & Enablement),Revenue,161353,5,2020-11-06,151.09,Nil,"GAME, TOY, AND HOBBY SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TFH SPECIAL NEEDS TOYS,Managed A/C (Support & Enablement),Revenue,161353,19,2020-11-06,246.50,Nil,"GAME, TOY, AND HOBBY SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Materials,Revenue,161354,82,2020-11-11,-34.89,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,TOOLSTATION LTD,Materials,Revenue,161374,72,2020-12-17,-5.82,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Materials,Revenue,161355,250,2020-11-12,-2.36,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ONEBELOW,Materials,Revenue,161355,317,2020-11-12,1.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ONEBELOW,Materials,Revenue,161355,75,2020-11-12,1.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161340,452,2020-10-09,1.97,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,DETAILS REDACTED,Materials,Revenue,161371,166,2020-12-14,2.48,Nil,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161365,68,2020-12-01,2.51,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,N,Planning Services,HOME BARGAINS,Materials,Revenue,161366,40,2020-12-02,2.87,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161355,347,2020-11-12,3.15,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,N,Planning Services,CARD FACTORY,Materials,Revenue,161366,11,2020-12-02,3.30,Nil,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161369,186,2020-12-09,3.74,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161354,412,2020-11-11,3.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Materials,Revenue,161362,151,2020-11-25,4.12,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,T J MORRIS LTD,Materials,Revenue,161355,72,2020-11-12,4.12,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Materials,Revenue,161374,42,2020-12-17,4.29,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,WICKES,Materials,Revenue,161365,182,2020-12-01,4.67,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,N,Planning Services,B & M RETAIL LTD,Materials,Revenue,161366,47,2020-12-02,4.98,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,WOOL N STUFF,Materials,Revenue,161351,230,2020-11-03,5.00,Nil,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Materials,Revenue,161365,306,2020-12-01,5.41,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,TURNER SUPPLIES LTD,Materials,Revenue,161341,220,2020-10-13,5.80,Nil,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161365,227,2020-12-01,5.82,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ONEBELOW,Materials,Revenue,161355,76,2020-11-12,5.83,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161365,77,2020-12-01,5.93,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161355,351,2020-11-12,5.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161365,101,2020-12-01,6.01,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,N,Planning Services,SAVERS HEALTH & BEAUTY,Materials,Revenue,161366,9,2020-12-02,6.24,Nil,"DRUG STORES, PHARMACIES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,AMAZON,Materials,Revenue,161353,318,2020-11-06,6.49,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161354,337,2020-11-11,6.57,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Materials,Revenue,161369,346,2020-12-09,6.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161353,220,2020-11-06,6.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,N,Planning Services,WICKES,Materials,Revenue,161366,46,2020-12-02,7.42,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,HANSONS AUCTIONEERS,Materials,Revenue,161371,103,2020-12-14,7.70,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161345,111,2020-10-19,7.89,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,RUSSTY GOLD,Materials,Revenue,161358,385,2020-11-18,7.93,Nil,"SECOND HAND STORES, USED MERCHANDISE STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TIMPSON LTD,Materials,Revenue,161371,57,2020-12-14,8.33,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Materials,Revenue,161364,203,2020-11-27,8.65,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,BC PROFILES,Materials,Revenue,161338,478,2020-10-05,8.67,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,T J MORRIS LTD,Materials,Revenue,161355,14,2020-11-12,8.72,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Materials,Revenue,161374,143,2020-12-17,8.74,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Materials,Revenue,161365,78,2020-12-01,8.90,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,TOOLSTATION LTD,Materials,Revenue,161374,183,2020-12-17,8.90,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,4,Children's and Education Services,AMAZON,Materials,Revenue,161339,234,2020-10-07,8.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
