Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2015-05-14,1050578,72.96,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,72.96,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,77.50,THOMAS OWEN AND SONS LTD,015083,Environment & Leisure,Environmental & Regulatory Services,105,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,98.16,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,98.88,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,105.30,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,113.70,THOMAS OWEN AND SONS LTD,015083,Environment & Leisure,Cultural & Related Services,104,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,128.52,THOMAS OWEN AND SONS LTD,015083,Environment & Leisure,Cultural & Related Services,104,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,135.80,THOMAS OWEN AND SONS LTD,015083,Environment & Leisure,Environmental & Regulatory Services,105,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,136.80,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,153.00,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,171.36,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,203.00,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,465.00,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,568.50,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,736.20,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050578,1071.00,THOMAS OWEN AND SONS LTD,015083,DCE - Technical Package,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2015-05-14,1050579,17.00,LONDONDERRY GARAGE LTD,210130,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-05-14,1050579,54.92,LONDONDERRY GARAGE LTD,210130,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-05-14,1050579,58.56,LONDONDERRY GARAGE LTD,210130,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-05-14,1050579,392.88,LONDONDERRY GARAGE LTD,210130,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,15.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,10.HOUSEHOLD
2015-05-14,1050581,15.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,15.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.62,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.62,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.62,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.62,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.63,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.63,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.63,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,27.63,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,77.80,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,77.80,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,77.80,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,89.21,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,89.21,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,89.21,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,100.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,100.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,126.66,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,126.66,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,133.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,133.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,133.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,160.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,160.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,160.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-14,1050581,163.33,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
