Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,25/10/2017,GARBUTT SERVICES,4684060,793,Claro Road Depot
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,25/10/2017,GARBUTT SERVICES,4684241,"1,043.00",HIC Replaced compressor pump unit
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"3,309.67",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"5,911.36",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"5,332.97",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"13,190.64",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"1,425.08",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"2,938.95",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,25/10/2017,GVA GRIMLEY LTD,4684975,"3,652.16",Harrogate Borough Council  2010 Rating List Appeals
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,11/10/2017,HARROGATE SCAFFOLDING,4683015,378,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,25/10/2017,HAVEN BUILDING & MAINTENANCE LTD,4685023,450,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,25/10/2017,HAVEN BUILDING & MAINTENANCE LTD,4685461,450,Mercer Gallery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,09/10/2017,HAVEN BUILDING & MAINTENANCE LTD,4684406,450,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,25/10/2017,J HEWSON (BUILDERS) LTD,4685359,"2,419.21",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,18/10/2017,JACKSON LIFT SERVICES LIMITED,4684424,"1,089.00",Jubilee Car Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682739,637.5,Harrogate International Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682739,382.5,Harrogate International Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,119.66,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,119.66,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,119.66,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,119.66,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,179.49,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,59.83,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,239.32,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,JACKSON LIFT SERVICES LIMITED,4682824,179.49,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,25/10/2017,JOHNSON TECHNICAL SOLUTIONS LTD,4684567,150,Harlow Tower Royal Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,25/10/2017,JOHNSON TECHNICAL SOLUTIONS LTD,4684567,90,Harlow Tower Royal Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,25/10/2017,MARK Mc CORRIE,4684584,840,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,25/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4684146,240.74,Installation of Outside Lights at the Giraffe House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682785,718.8,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,25/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4684174,833,New Lights Access Platform
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,16/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4683630,"1,354.56",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682795,"1,722.75",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682795,-556.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682795,556.75,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,25/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4684147,"3,443.00",Fire Reforn Electrical Work
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682793,"5,586.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682796,"8,303.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,16/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4683631,"9,519.00",Carry out Electrical Condition Report and Documentation 501  1900 per circuit
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,25/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4684382,"1,881.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,04/10/2017,NEWTON ELECTRICAL CONTRACTORS UK LTD,4682794,"3,724.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,04/10/2017,NORTH YORKSHIRE MOUNTED RANGER,4683844,385,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,11/10/2017,PHS GROUP PLC,4683119,540.22,Starbeck Swimming Bath
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,09/10/2017,ROBINSONS FACILITIES SERVICES,4681475,217.7,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,09/10/2017,ROBINSONS FACILITIES SERVICES,4682825,446.94,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684538,715.68,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684528,245.1,Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,25/10/2017,ROBINSONS FACILITIES SERVICES,4684061,254.45,Knaresborough House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684532,367.85,Knaresborough Community Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684525,422.5,Service visit September 17
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684530,787.5,Sun Pavilions
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,30/10/2017,ROBINSONS FACILITIES SERVICES,4684529,938.9,Harlow Nurseries
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,30/10/2017,ROBINSONS LIGHTING & ELECTRICAL,4685799,505,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,ROBINSONS LIGHTING & ELECTRICAL,4684299,950,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,ROSSE SYSTEMS,4683528,235.05,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Refuse Collection/Removal,25/10/2017,SHREDALL LTD,4683918,251.3,Springfield House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,11/10/2017,TELEGAN PROTECTION LTD,4683601,332.46,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,11/10/2017,THE TEX SERVICES GROUP,4683557,240,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,11/10/2017,TMS LTD,4683186,"1,730.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,25/10/2017,TUNSTON CONSTRUCTION LTD,4684457,"2,950.00",The Hydro Harrogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,25/10/2017,TUNSTON CONSTRUCTION LTD,4684623,325,Shelter The Stray Harrogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,02/10/2017,TUNSTON CONSTRUCTION LTD,4683868,480,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,25/10/2017,TUNSTON CONSTRUCTION LTD,4684469,650,Osbourne Gardens Harrogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,02/10/2017,TUNSTON CONSTRUCTION LTD,4683869,"1,350.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,02/10/2017,WALTER HARTLEY LTD,4683939,850,ROYAL HALL INVESTIGATE FAULT WITH AUTO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,WALTER HARTLEY LTD,4683940,"4,866.40",WIRING AT MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,WALTER HARTLEY LTD,4683940,"-2,000.00",WIRING AT MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,WALTER HARTLEY LTD,4683940,"2,000.00",WIRING AT MERCER GALLERY
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,16/10/2017,WHARFEDALE DECORATIONS LTD,4684880,"19,396.00",Repairs and decorations at King Street Workshops Pateley
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,04/10/2017,XYLEM WATER SOLUTIONS UK LTD,4682736,"1,032.08",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,11/10/2017,YORKSHIRE WATER PLC,4684008,481.13,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684734,270.02,Water - Library Gardens PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,04/10/2017,YORKSHIRE WATER PLC,4684162,346.01,Water - Claro Road Depot (Refuse)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684738,388.06,"Water - Park Street Tennis Courts, Ripon"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684739,388.06,Water - Ripon Market Place Car Park
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684931,388.08,Water - Nidderdale Swimming Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684731,399.47,Water - Harlow Hill Nursery
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684925,436.22,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684938,456.13,Water - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,04/10/2017,YORKSHIRE WATER PLC,4684163,471.09,Water - Claro Road Depot (Workshops)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684922,659.17,Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684944,677.84,Water - Sonefall Cemetery (Office)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,04/10/2017,YORKSHIRE WATER PLC,4684153,677.87,WATER - VICTORIA MSCP INC PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684744,802.83,"Water - Valley Gardens, Paddling Pool"
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684933,942.46,Water - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,04/10/2017,YORKSHIRE WATER PLC,4684169,"1,346.34",Water - Royal Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684736,"1,453.46",Water - New Paddling Pool (Boating Pool)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684924,"1,595.12",Water - Knaresborugh Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,04/10/2017,YORKSHIRE WATER PLC,4684167,"2,283.06",Water - Ripon Leisure Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684935,"3,029.58",Water - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,30/10/2017,YORKSHIRE WATER PLC,4685665,"5,954.16",Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,30/10/2017,YORKSHIRE WATER PLC,4685667,"6,087.37",Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,18/10/2017,YORKSHIRE WATER PLC,4684923,"6,363.11",Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,30/10/2017,YORKSHIRE WATER PLC,4685663,"6,900.74",Water - HIC (inc Queens Suite)
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,10.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,10.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,14.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subscriptions,23/10/2017,RICS,4684582,465,Valuer Registration Scheme
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,09/10/2017,TEAM (ENERGY AUDITING AGENCY LTD),4683777,"2,098.76",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,30/10/2017,TEAM (ENERGY AUDITING AGENCY LTD),4684609,"2,098.76",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Other Consultants Fees,09/10/2017,DD WANSBROUGH T/A RIPON TRADING,4684348,957.6,costs
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,04/10/2017,MATCHTECH GROUP UK LTD,4683026,"1,242.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,11/10/2017,MATCHTECH GROUP UK LTD,4683199,"1,332.72",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,25/10/2017,MATCHTECH GROUP UK LTD,4684247,"1,652.40",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,18/10/2017,MATCHTECH GROUP UK LTD,4683602,"1,663.20",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,04/10/2017,MATCHTECH GROUP UK LTD,4683027,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,11/10/2017,MATCHTECH GROUP UK LTD,4683208,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,18/10/2017,MATCHTECH GROUP UK LTD,4683600,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,25/10/2017,MATCHTECH GROUP UK LTD,4684141,"1,332.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,11/10/2017,PENNINE DRAWING OFFICE SUPPLIES,4683856,233.5,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Qualification Training,30/10/2017,THE ASCOT HOUSE HOTEL,4685605,413.75,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Qualification Training,23/10/2017,THE ASCOT HOUSE HOTEL,4685295,441.67,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Non Qualification Training,18/10/2017,THE ASCOT HOUSE HOTEL,4684861,265,Meeting on 28th April
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,25/10/2017,TMP (UK) LTD,4684184,393.8,SCC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,18/10/2017,TMP (UK) LTD,4683672,462.56,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,25/10/2017,TMP (UK) LTD,4684182,651.96,SCC
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,11/10/2017,TMP (UK) LTD,4683184,683.84,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,04/10/2017,TMP (UK) LTD,4682777,"1,020.76",Planning Apps
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Microfilming,30/10/2017,TRANSMEDIA TECHNOLOGY LTD,4684614,217.45,Archive Retrieval
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,30/10/2017,WYDOS LTD,4683655,217.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,30/10/2017,WYDOS LTD,4685669,217.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Hospitality,25/10/2017,BETTYS CAFE TEAROOMS,4683684,746,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Subscriptions,02/10/2017,NORTH YORKSHIRE COUNTY COUNCIL,4683242,"20,250.00",
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,100,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Grants/Contribs to Other Bodies,02/10/2017,RENAISSANCE KNARESBOROUGH,4684120,590,Economic Development Grant 201 71 8
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,23/10/2017,CAUSE (UK) LTD,4685044,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Materials,25/10/2017,COTSWOLDS SEEDS LTD,4684590,259.4,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,25/10/2017,DOMINIQUE ISSITT,4683909,300,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,23/10/2017,DTMS LTD,4684572,"1,592.74",
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Other Recruitment,04/10/2017,G2V RECRUITMENT GROUP LTD,4683105,796.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Other Recruitment,30/10/2017,G2V RECRUITMENT GROUP LTD,4685721,"1,007.50",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Other Recruitment,18/10/2017,G2V RECRUITMENT GROUP LTD,4683689,"1,202.50",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Other Recruitment,11/10/2017,G2V RECRUITMENT GROUP LTD,4683209,"1,235.00",REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Materials,30/10/2017,J TODD & SON,4684222,70.33,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Materials,30/10/2017,J TODD & SON,4684222,174.7,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Catering - Direct Purchases,25/10/2017,JUST DELICIOUS,4684653,273,Supply buffet for 38 on the 071017
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,09/10/2017,MARSDEN AES LTD,4684364,"3,500.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Stationery/Office Consumables,25/10/2017,MOOR & VALLEY LTD,4685261,350,
