Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60040384,461,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,462,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,463,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,464,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,465,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,466,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,467,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,468,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,469,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,470,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,471,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,472,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,473,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,474,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,475,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,476,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,477,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,478,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,479,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,480,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,481,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,482,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,483,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,484,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,485,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,486,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,487,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,488,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,489,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,490,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,491,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,492,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,493,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,494,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,495,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,496,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,497,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,498,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,499,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,500,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,501,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,502,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,503,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,504,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,505,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,506,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,507,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,508,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,509,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,510,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,511,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,512,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,513,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,514,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,515,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,516,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,517,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,518,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,519,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,520,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,521,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,522,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,523,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,524,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,525,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,526,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,528,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,529,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,530,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,531,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,532,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,533,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,534,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,535,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,536,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,537,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,538,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,539,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,540,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,541,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,542,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,543,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,544,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,545,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,546,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,547,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,548,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,549,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,550,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,551,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,552,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,553,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,554,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,555,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,556,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,557,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,558,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,559,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,560,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,561,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,562,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,563,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,564,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,565,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,566,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,567,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,568,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,569,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,570,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,571,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,572,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,573,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,574,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,749,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,805,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,806,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,808,201102,HOUSING 21,40,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,362,201102,ZAYIS RAANON,1645.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,769,201102,TEAMS & BENSHAM COMMUNITY CARE,2477.77,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,54,201102,AGE CONCERN,3160.54,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,770,201102,ROWLANDS GILL & DISTRICT LIVE AT HOME SCHEME,2379.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,903,201102,BLUE SKY TRUST,327.77,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,319,201102,NORTHUMBRIA SIGHT SERVICE,14433.31,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,306,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,311,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,317,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,318,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,320,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,322,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,329,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,330,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,331,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,332,201102,GUINNESS NORTHERN COUNTIES,17.08,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,896,201102,AQUILA WAY (SP),4628.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,897,201102,AQUILA WAY (SP),12256.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,916,201102,AQUILA WAY (SP),11684.46,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,918,201102,AQUILA WAY (SP),3085.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,742,201102,NEW LEAF SUPPORTING INDEPENDENCE LTD,1579.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,892,201102,BYKER BRIDGE HOUSING ASSOC LTD,827.23,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,899,201102,BYKER BRIDGE HOUSING ASSOC LTD,2584.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,167,201102,HAVEN (TYNESIDE) LTD,5981.77,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,768,201102,THREE RIVERS CHARITABLE HOUSING ASS,14525.23,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,651,201102,TYNESIDE CYRENIANS,13930.31,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,652,201102,TYNESIDE CYRENIANS,3452.77,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,653,201102,TYNESIDE CYRENIANS,5072.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,895,201102,AQUILA WAY (SP),2087.31,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,886,201102,BYKER BRIDGE HOUSING ASSOC LTD,5645.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,764,201102,SSAFA FORCES HELP,2131.00,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,721,201102,NORCARE LTD,3177.77,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,726,201102,NORCARE LTD,2675.00,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,729,201102,NORCARE LTD,2737.00,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,730,201102,NORCARE LTD,3271.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,731,201102,NORCARE LTD,5698.46,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,727,201102,NORCARE LTD,2782.85,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,724,201102,PHOENIX HOUSE LTD,606.15,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,725,201102,NECA HOUSING LIMITED,2073.69,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,189,201102,STONHAM HOUSING ASSOC,9985.54,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,190,201102,STONHAM HOUSING ASSOC,8090.46,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,427,201102,MENTAL HEALTH CONCERN,5176.23,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,419,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,420,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,421,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,423,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,424,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,425,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,527,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,575,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,576,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,578,201102,MENTAL HEALTH MATTERS,183.72,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,732,201102,ENTERPRISE 5 HOUSING ASSOC,2065.85,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,772,201102,RICHMOND FELLOWSHIP,2988.15,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,773,201102,RETHINK,4276.38,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,723,201102,NEW LEAF SUPPORTING INDEPENDENCE LTD,465.46,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,263,201102,COQUET TRUST,2730.52,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,412,201102,MENCAP,1025.16,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,417,201102,MENCAP,1025.16,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,418,201102,MENCAP,1025.16,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,422,201102,MENCAP,1025.16,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,429,201102,MENCAP,2724.92,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,407,201102,MENCAP,689.56,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,408,201102,MENCAP,689.56,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,409,201102,MENCAP,689.56,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,428,201102,MENCAP,770.2,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,430,201102,MENCAP,1405.00,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,150,201102,STONHAM HOUSING ASSOC,6681.85,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,162,201102,STONHAM HOUSING ASSOC,5436.54,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,144,201102,INTERACTIVE DEVELOPMENT LTD,4688.38,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,371,201102,INTERACTIVE DEVELOPMENT LTD,891.4,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,276,201102,CREATIVE SUPPORT,2056.62,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,143,201102,INTERACTIVE DEVELOPMENT LTD,2724.23,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,60040384,405,201102,KEYRING - LIVING SUPPORT NETWORK,838.77,2011-05-27
Community Based Services,Employees,Agency Staff,60091092,38,201102,COMENSURA LTD,82.89,2011-05-11
Community Based Services,Employees,Agency Staff,60091093,4,201102,COMENSURA LTD,239.46,2011-05-18
Community Based Services,Employees,Agency Staff,60091093,57,201102,COMENSURA LTD,36.84,2011-05-18
Community Based Services,Employees,Agency Staff,60091094,30,201102,COMENSURA LTD,174.99,2011-05-25
Community Based Services,Employees,Agency Staff,60091094,46,201102,COMENSURA LTD,92.1,2011-05-25
Community Based Services,Third Party Payments,Third Party Payments,73111404,2,201102,COMMUNITY INTEGRATED CARE,953,2011-05-05
Community Based Services,Third Party Payments,Third Party Payments,73111527,2,201102,NORTHUMBRIA CALVERT TRUST,879,2011-05-17
Development & Enterprise,Premises,Security & Insurance,42234381,2,201102,ADT FIRE & SECURITY PLC,460.69,2011-05-03
Development & Enterprise,Premises,Miscellaneous Premises,42234390,2,201102,DTZ UK LAND ESTATES (SERVICES) LTD,2062.88,2011-05-03
Development & Enterprise,Premises,Energy,42234394,2,201102,NPOWER,31.81,2011-05-03
Development & Enterprise,Premises,Energy,42234394,3,201102,NPOWER,1030.50,2011-05-03
Development & Enterprise,Other Costs,,42234443,2,201102,1NG LTD,150000.00,2011-05-03
Development & Enterprise,Third Party Payments,Third Party Payments,42234457,25,201102,COUPELINE,13.1,2011-05-09
Development & Enterprise,Works,,42234457,27,201102,COUPELINE,376.43,2011-05-09
Development & Enterprise,Works,,42234457,28,201102,COUPELINE,3084.02,2011-05-09
Development & Enterprise,Works,,42234457,29,201102,COUPELINE,609.92,2011-05-09
Development & Enterprise,Works,,42234457,30,201102,COUPELINE,253.6,2011-05-09
Development & Enterprise,Works,,42234457,31,201102,COUPELINE,963.61,2011-05-09
Development & Enterprise,Works,,42234457,32,201102,COUPELINE,1332.17,2011-05-09
Development & Enterprise,Works,,42234457,33,201102,COUPELINE,377.4,2011-05-09
Development & Enterprise,Works,,42234457,34,201102,COUPELINE,221.02,2011-05-09
Development & Enterprise,Works,,42234457,35,201102,COUPELINE,3081.24,2011-05-09
Development & Enterprise,Works,,42234457,36,201102,COUPELINE,10.59,2011-05-09
Development & Enterprise,Works,,42234457,37,201102,COUPELINE,528.5,2011-05-09
Development & Enterprise,Works,,42234457,38,201102,COUPELINE,2216.72,2011-05-09
Development & Enterprise,Works,,42234457,39,201102,COUPELINE,311.03,2011-05-09
Development & Enterprise,Works,,42234457,40,201102,COUPELINE,179.11,2011-05-09
Development & Enterprise,Works,,42234457,41,201102,COUPELINE,168.88,2011-05-09
Development & Enterprise,Works,,42234457,43,201102,COUPELINE,2091.83,2011-05-09
Development & Enterprise,Works,,42234457,44,201102,COUPELINE,2501.31,2011-05-09
Development & Enterprise,Works,,42234457,46,201102,COUPELINE,172.03,2011-05-09
Development & Enterprise,Works,,42234457,47,201102,COUPELINE,51.33,2011-05-09
Development & Enterprise,Other Costs,,42234964,2,201102,NCJ MEDIA LTD,2227.50,2011-05-04
Development & Enterprise,Income: Customer and Client Receipts,Customer & Client Receipts,42235396,2,201102,HOLIDAY DISCOUNT CENTRE LTD,632.5,2011-05-05
Development & Enterprise,Consultants,,42235823,2,201102,CB RICHARD ELLIS LTD,1785.75,2011-05-05
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",42235835,2,201102,REDNILE PROJECTS LTD,3300.00,2011-05-05
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42235947,2,201102,CANON (UK) LTD,438.99,2011-05-05
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42235952,2,201102,CANON (UK) LTD,378.49,2011-05-05
Development & Enterprise,Premises,Energy,42236530,3,201102,NPOWER,75.4,2011-05-09
Development & Enterprise,Premises,Energy,42236530,4,201102,NPOWER,762.82,2011-05-09
Development & Enterprise,Premises,Rep & Maint,42236532,2,201102,INDIGO NORTHERN LTD,5441.07,2011-05-09
Development & Enterprise,Works,,42236552,2,201102,COMTECH TELECOMMUNICATIONS LTD,1865.38,2011-05-09
Development & Enterprise,Premises,Energy,42236633,2,201102,SCOTTISH POWER,2680.21,2011-05-09
Development & Enterprise,Premises,Security & Insurance,42236648,2,201102,QW SECURITY LTD,2771.65,2011-05-09
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42236691,2,201102,CANON (UK) LTD,598.71,2011-05-09
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42237146,18,201102,HOGG NEWS,13.48,2011-05-10
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42237146,23,201102,HOGG NEWS,174.58,2011-05-10
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",42237146,20,201102,HOGG NEWS,161.59,2011-05-10
Development & Enterprise,Supplies and Services,Advertising,42237666,2,201102,NCJ MEDIA LTD,1288.88,2011-05-11
Development & Enterprise,Works,,42237890,2,201102,TERRACE HILL GROUP PLC,100661.15,2011-05-12
Development & Enterprise,Works,,42237891,2,201102,TERRACE HILL GROUP PLC,1000.00,2011-05-12
Development & Enterprise,Works,,42237892,2,201102,TERRACE HILL GROUP PLC,235739.26,2011-05-12
Development & Enterprise,Works,,42237895,2,201102,BRETT FUELS,1555.38,2011-05-12
Development & Enterprise,Transport,Vehicles and Plant,42237908,2,201102,PORT OF TYNE AUTHORITY,4924.09,2011-05-12
Development & Enterprise,Works,,42238203,6,201102,N E D L,311.61,2011-05-12
Development & Enterprise,Supplies and Services,Comms & Computing,42238208,2,201102,VODAFONE CORPORATE LTD,9872.83,2011-05-12
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",42238832,2,201102,TRAVELEX UK LTD,540,2011-05-13
Development & Enterprise,Premises,Water,42239437,3,201102,NORTHUMBRIAN WATER,209.45,2011-05-16
Development & Enterprise,Premises,Water,42239437,4,201102,NORTHUMBRIAN WATER,1427.71,2011-05-16
Development & Enterprise,Premises,Rep & Maint,42239481,2,201102,S & B ROLLER SHUTTERS,2100.00,2011-05-17
Development & Enterprise,Premises,Rep & Maint,42239484,2,201102,REDHEAD ROOFING LLP,980,2011-05-17
Development & Enterprise,Premises,Rep & Maint,42239488,2,201102,REDHEAD ROOFING LLP,1019.00,2011-05-17
Development & Enterprise,Premises,Rep & Maint,42239492,2,201102,ACTION ENVIRO MAINTENANCE LTD,840.02,2011-05-17
Development & Enterprise,Premises,Energy,42239531,2,201102,NPOWER,884.51,2011-05-17
Development & Enterprise,Premises,Energy,42239539,2,201102,NPOWER,1191.37,2011-05-17
Development & Enterprise,Supplies and Services,Comms & Computing,42239795,13,201102,BRITISH TELECOM,15.92,2011-05-17
Development & Enterprise,Supplies and Services,Comms & Computing,42239795,14,201102,BRITISH TELECOM,63.2,2011-05-17
Development & Enterprise,Other Costs,,42240003,2,201102,HEATPAC MIDDLESBROUGH,34389.63,2011-05-18
Development & Enterprise,Other Costs,,42240005,2,201102,SIG ENERGY MANAGEMENT,2919.81,2011-05-18
Development & Enterprise,Other Costs,,42240006,2,201102,DYSON INSULATION LTD,30797.13,2011-05-18
Development & Enterprise,Other Costs,,42240010,2,201102,DYSON INSULATION LTD,433.88,2011-05-18
Development & Enterprise,Other Costs,,42240011,2,201102,DYSON INSULATION LTD,1299.00,2011-05-18
Development & Enterprise,Premises,Energy,42240279,3,201102,NPOWER,478.74,2011-05-18
Development & Enterprise,Premises,Energy,42240279,4,201102,NPOWER,47,2011-05-18
Development & Enterprise,Third Party Payments,Third Party Payments,42240503,4,201102,TWEDCO,4735.13,2011-05-19
Development & Enterprise,Third Party Payments,Third Party Payments,42240503,5,201102,TWEDCO,4914.29,2011-05-19
Development & Enterprise,Third Party Payments,Third Party Payments,42240503,6,201102,TWEDCO,2122.61,2011-05-19
