Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,500,201810,ELLIOTT HOUSE - PARAMOUNT CARE,64772.06,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,511,201810,LANCHESTER COURT,6108.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,534,201810,S E L F LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,540,201810,GAINFORD CARE HOMES,3760.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,548,201810,ASPIRE HEALTHCARE LIMITED,8174.52,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,549,201810,ASPIRE HEALTHCARE LIMITED,5459.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,561,201810,NORTHVIEW LODGE CARE HOME,1160.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,577,201810,PATHWAYS CARE GROUP - HARMONY HOUSE,2100.00,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,858,201810,ST CUTHBERTS HOUSE LTD,409,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,883,201810,ASPIRE HEALTHCARE LIMITED,1076.84,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,886,201810,ASPIRE HEALTHCARE LIMITED,341.96,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,979,201810,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),409,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,77,201810,COVENT HOUSE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,90,201810,WARDLEY GATE CARE CENTRE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,257,201810,ST CUTHBERTS HOUSE LTD,14520.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,274,201810,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,3188.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,288,201810,ASPIRE HEALTHCARE LIMITED,5748.72,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,300,201810,ASPIRE HEALTHCARE LIMITED,2509.08,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,311,201810,AKARI CARE LIMITED,1450.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,533,201810,MULROY NURSING HOME,3463.52,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,753,201810,COVENT HOUSE,556.16,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,862,201810,ST CUTHBERTS HOUSE LTD,814.6,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,885,201810,ASPIRE HEALTHCARE LIMITED,557.72,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,934,201810,WARDLEY GATE CARE CENTRE,572.4,2019-01-23,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41241502,1,201810,BLUE SKY TRUST,15000.00,2019-01-24,
"Care, Wellbeing & Learning",Transfer Payments,Transfer Payments,147043120,1,201810,GATESHEAD COUNCIL - GENERAL PURCHASING WALLET,2214.55,2019-01-25,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240857,1,201810,BS PROJECT SERVICES LTD,806.4,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240858,1,201810,BS PROJECT SERVICES LTD,625.8,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240859,1,201810,BS PROJECT SERVICES LTD,806.4,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240861,1,201810,BS PROJECT SERVICES LTD,604.8,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240867,1,201810,BS PROJECT SERVICES LTD,554.4,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41240871,1,201810,BS PROJECT SERVICES LTD,604.8,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41241158,3,201810,D H HOMECARE LTD,2083.62,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41241159,3,201810,DALE CARE LTD,1539.12,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41241162,4,201810,COMFORT CALL LTD,675.18,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41241165,3,201810,CLECE CARE SERVICES LTD,3502.95,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41241172,2,201810,KELLY PARK LIMITED,2047.32,2019-01-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41242357,1,201810,BS PROJECT SERVICES LTD,604.8,2019-01-24,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147042892,3,201810,HELPING HANDS COMMUNITY CARE,619.5,2019-01-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147042900,1,201810,CREATIVE SUPPORT,110.63,2019-01-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147043005,2,201810,INTERACTIVE DEVELOPMENT LTD,1180.00,2019-01-18,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147043009,3,201810,LIVABILITY,526.58,2019-01-18,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147043066,6,201810,MENCAP,3000.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147043067,2,201810,INTERACTIVE DEVELOPMENT LTD,1180.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147043095,1,201810,CREATIVE SUPPORT,147.5,2019-01-24,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029754,4,201810,REDACTED - Personal Information,300,2019-01-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029754,5,201810,REDACTED - Personal Information,1729.00,2019-01-02,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029764,1,201810,MARSHALL TAXIS,1035.00,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029789,4,201810,REDACTED - Personal Information,1500.00,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029789,5,201810,REDACTED - Personal Information,825,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029790,18,201810,L&B TRAVEL LTD,1410.00,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029792,2,201810,GO CARS,835,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029794,6,201810,REDACTED - Personal Information,1200.00,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029794,7,201810,REDACTED - Personal Information,500,2019-01-07,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029818,1,201810,DEAN TAXIS LTD,855,2019-01-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029818,8,201810,DEAN TAXIS LTD,1065.00,2019-01-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029819,2,201810,BURNOPFIELD TAXIS,1090.00,2019-01-08,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,5,201810,CENTRAL TAXIS GATESHEAD LIMITED,900,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,7,201810,CENTRAL TAXIS GATESHEAD LIMITED,64,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,8,201810,CENTRAL TAXIS GATESHEAD LIMITED,140,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,11,201810,CENTRAL TAXIS GATESHEAD LIMITED,2052.00,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,13,201810,CENTRAL TAXIS GATESHEAD LIMITED,60,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,20,201810,CENTRAL TAXIS GATESHEAD LIMITED,182.01,2019-01-18,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,148029924,34,201810,CENTRAL TAXIS GATESHEAD LIMITED,220,2019-01-18,
Communities & Environment,Premises,Water,41241201,4,201810,NORTHUMBRIAN WATER,178.82,2019-01-16,
Communities & Environment,Supplies and Services,Comms & Computing,148030057,14,201810,VODAFONE CORPORATE LTD,62.25,2019-01-29,
Communities & Environment,Supplies and Services,Other Running Costs,148029922,1,201810,MARSH LTD,18700.52,2019-01-17,
Communities & Environment,Third Party Payments,Third Party Payments,147042896,1,201810,FOUNDATIONS FURNITURE & GARDENING PROJECT,9256.00,2019-01-15,
Communities & Environment,Supplies and Services,Comms & Computing,44025217,0,201810,ALTIA SOLUTIONS LTD,640,2019-01-29,
Communities & Environment,Supplies and Services,Comms & Computing,44023890,0,201810,MILLGATE COMPUTER SYSTEMS LIMITED,575.31,2019-01-17,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41242906,1,201810,G2V RECRUITMENT GROUP LTD,495.5,2019-01-29,
Communities & Environment,Supplies and Services,Other Running Costs,44022829,0,201810,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,2749.56,2019-01-09,
Communities & Environment,Supplies and Services,Other Running Costs,44022470,0,201810,GRADKO INTERNATIONAL LTD,1284.00,2019-01-04,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44025003,0,201810,REACH PUBLISHING SERVICES LTD,572.2,2019-01-28,
Communities & Environment,Supplies and Services,Advertising,44022356,0,201810,REACH PUBLISHING SERVICES LTD,1087.18,2019-01-04,
Communities & Environment,Supplies and Services,Advertising,44024177,0,201810,REACH PUBLISHING SERVICES LTD,1201.62,2019-01-23,
Communities & Environment,Employees,Indirect Employee Expenses,41240992,1,201810,UMBRELLIUM LIMITED,2000.00,2019-01-11,
Communities & Environment,Employees,Indirect Employee Expenses,41240993,1,201810,UMBRELLIUM LIMITED,648.78,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,44024923,0,201810,INSIGHT DIRECT UK LTD,672.96,2019-01-28,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41241711,1,201810,BLACKETT-ORD CONSERVATION LTD,1500.00,2019-01-11,
Communities & Environment,Third Party Payments,Third Party Payments,300000872,2,201810,NEWCASTLE CITY COUNCIL,3137.25,2019-01-28,
Communities & Environment,Third Party Payments,Third Party Payments,41240448,1,201810,DURHAM WILDLIFE TRUST,1200.00,2019-01-11,
Communities & Environment,Third Party Payments,Third Party Payments,41240452,1,201810,DURHAM WILDLIFE TRUST,20000.00,2019-01-11,
Communities & Environment,Employees,Indirect Employee Expenses,44025496,0,201810,ROYAL TOWN PLANNING INSTITUTE,850,2019-01-29,
Communities & Environment,Transport,Public Transport and Taxi Fares,148029920,6,201810,CLICK TRAVEL LTD,31.7,2019-01-17,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44022696,0,201810,HOMETRACK DATA SYSTEMS,9700.00,2019-01-08,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41240172,1,201810,DTA CONSULTING ENGINEERS LLP,1284.16,2019-01-09,
Corporate Services & Governance,Premises,Miscellaneous Premises,41241239,1,201810,CBRE LTD,1576.84,2019-01-08,
Corporate Services & Governance,Income: Customer and Client Receipts,Customer & Client Receipts,41241653,1,201810,CBRE LTD,2973.07,2019-01-14,
Corporate Services & Governance,Premises,Energy,41242590,1,201810,BRITISH GAS PLC,479.65,2019-01-30,
Corporate Services & Governance,Premises,Energy,41241967,1,201810,NPOWER LTD,419.66,2019-01-16,
Corporate Services & Governance,Premises,Water,41242818,1,201810,NWG BUSINESS T/A WAVE,6007.21,2019-01-30,
Corporate Services & Governance,Premises,Miscellaneous Premises,41241892,1,201810,PROTECTOR GROUP,3624.21,2019-01-16,
Corporate Services & Governance,Premises,Miscellaneous Premises,41241893,1,201810,PROTECTOR GROUP,3624.21,2019-01-16,
Corporate Services & Governance,Premises,Miscellaneous Premises,148029882,1,201810,PROTECTOR GROUP,6644.39,2019-01-15,
Corporate Services & Governance,Premises,Rep & Maint,41241642,1,201810,CHARNLEYS,529,2019-01-14,
Corporate Services & Governance,Income: Customer and Client Receipts,Customer & Client Receipts,41241651,1,201810,NETWORK RAIL,2826.98,2019-01-14,
Corporate Services & Governance,Supplies and Services,Advertising,44024314,0,201810,REACH PUBLISHING SERVICES LTD,686.64,2019-01-30,
Corporate Services & Governance,Supplies and Services,Other Running Costs,41242726,1,201810,REDACTED - Personal Information,2075.00,2019-01-30,
Corporate Services & Governance,Premises,Energy,41243078,1,201810,HAVEN POWER LIMITED,486.09,2019-01-30,
Corporate Services & Governance,Premises,Ground Maint,44022693,0,201810,ORBIS PROTECT LTD,843.75,2019-01-08,
Corporate Services & Governance,Premises,Energy,41242562,1,201810,GATESHEAD ENERGY COMPANY LTD,474.28,2019-01-24,
Corporate Services & Governance,Premises,Security & Insurance,41241280,1,201810,ORBIS PROTECT LTD,565.71,2019-01-08,
Corporate Services & Governance,Premises,Security & Insurance,41241306,1,201810,ORBIS PROTECT LTD,686.22,2019-01-08,
Corporate Services & Governance,Premises,Security & Insurance,41241310,1,201810,ORBIS PROTECT LTD,942.86,2019-01-08,
Corporate Services & Governance,Income: Customer and Client Receipts,Customer & Client Receipts,41241649,1,201810,HERTFORDSHIRE HOUSE COMM. ASSOC,2000.00,2019-01-14,
Communities & Environment,Employees,Agency Staff,60091301,3,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,867.43,2019-01-10,
Communities & Environment,Employees,Agency Staff,60091302,54,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,867.43,2019-01-15,
Communities & Environment,Employees,Agency Staff,60091303,8,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,867.43,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091305,12,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,520.23,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091306,65,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,867.06,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091301,7,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,1011.28,2019-01-10,
Communities & Environment,Employees,Agency Staff,60091302,4,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,1011.28,2019-01-15,
Communities & Environment,Employees,Agency Staff,60091303,29,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,1011.28,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091306,49,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,956.61,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091301,0,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,813.41,2019-01-10,
Communities & Environment,Employees,Agency Staff,60091302,19,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,940.5,2019-01-15,
Communities & Environment,Employees,Agency Staff,60091303,3,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,940.5,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091306,1,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,939.02,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091306,14,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,940.5,2019-01-29,
Communities & Environment,Employees,Agency Staff,60091306,87,201810,GEOMETRIC RESULTS INTERNATIONAL LTD,939.39,2019-01-29,
Communities & Environment,Premises,Water,148030076,1,201810,NWG BUSINESS T/A WAVE,43185.46,2019-01-30,
Communities & Environment,Premises,Energy,41242541,1,201810,GATESHEAD ENERGY COMPANY LTD,2587.46,2019-01-29,
Communities & Environment,Premises,Energy,41242551,1,201810,GATESHEAD ENERGY COMPANY LTD,1650.92,2019-01-29,
Communities & Environment,Premises,Energy,41242558,1,201810,GATESHEAD ENERGY COMPANY LTD,2147.51,2019-01-29,
Communities & Environment,Premises,Energy,41242545,1,201810,GATESHEAD ENERGY COMPANY LTD,7597.85,2019-01-29,
Communities & Environment,Premises,Energy,41242546,1,201810,GATESHEAD ENERGY COMPANY LTD,12603.36,2019-01-29,
Communities & Environment,Premises,Energy,41242548,1,201810,GATESHEAD ENERGY COMPANY LTD,10064.34,2019-01-29,
Communities & Environment,Premises,Energy,41242550,1,201810,GATESHEAD ENERGY COMPANY LTD,7850.68,2019-01-29,
Communities & Environment,Premises,Energy,41242554,1,201810,GATESHEAD ENERGY COMPANY LTD,9760.46,2019-01-29,
Communities & Environment,Premises,Energy,41242559,1,201810,GATESHEAD ENERGY COMPANY LTD,10893.58,2019-01-29,
Corporate Services & Governance,Supplies and Services,Other Running Costs,41241247,1,201810,FIREPOINT SERVICES LIMITED,7450.00,2019-01-08,
Communities & Environment,Third Party Payments,Third Party Payments,41240750,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,4674.01,2019-01-08,
Communities & Environment,Third Party Payments,Third Party Payments,41240752,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,3179.85,2019-01-08,
Communities & Environment,Third Party Payments,Third Party Payments,41242013,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,825.6,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,41242926,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,2946.15,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,41240748,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,3694.14,2019-01-07,
Communities & Environment,Third Party Payments,Third Party Payments,41240751,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,1492.26,2019-01-08,
Communities & Environment,Third Party Payments,Third Party Payments,41242015,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,5484.79,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,41242018,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,4861.92,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,41242848,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,19439.99,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,41242925,1,201810,BLOOM PROCUREMENT SERVICES LIMITED,4219.83,2019-01-30,
Communities & Environment,Third Party Payments,Third Party Payments,300000872,1,201810,NEWCASTLE CITY COUNCIL,1050.00,2019-01-28,
Communities & Environment,Third Party Payments,Third Party Payments,300000872,4,201810,NEWCASTLE CITY COUNCIL,1050.00,2019-01-28,
Communities & Environment,Third Party Payments,Third Party Payments,300000872,3,201810,NEWCASTLE CITY COUNCIL,525,2019-01-28,
Communities & Environment,Supplies and Services,Comms & Computing,44024083,0,201810,INNOVYZE LIMITED,998,2019-01-23,
Communities & Environment,Supplies and Services,Comms & Computing,44024257,0,201810,INNOVYZE LIMITED,2865.00,2019-01-23,
Communities & Environment,Supplies and Services,Comms & Computing,44024941,0,201810,INNOVYZE LIMITED,3290.00,2019-01-28,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44023436,0,201810,AECOM,5952.00,2019-01-17,
Communities & Environment,Supplies and Services,Other Running Costs,44021418,0,201810,GRADKO INTERNATIONAL LTD,1614.00,2019-01-25,
Communities & Environment,Premises,Energy,41241246,1,201810,NPOWER,889.26,2019-01-11,
Communities & Environment,Premises,Energy,41241267,1,201810,NPOWER,1552.33,2019-01-11,
Communities & Environment,Premises,Energy,41241268,1,201810,NPOWER,735.51,2019-01-11,
Communities & Environment,Premises,Energy,41241248,3,201810,NPOWER,148.5,2019-01-18,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",148029837,1,201810,SUNDERLAND CITY COUNCIL,1670.00,2019-01-10,
Communities & Environment,Supplies and Services,Comms & Computing,41241751,1,201810,CONDUENT PARKING ENFORCEMENT SOLUTIONS LTD,21544.00,2019-01-17,
Communities & Environment,Supplies and Services,Comms & Computing,44022839,0,201810,CONDUENT PARKING ENFORCEMENT SOLUTIONS LTD,21300.00,2019-01-10,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44023280,0,201810,AQUILA TRAINING,2015.50,2019-01-24,
Communities & Environment,Third Party Payments,Third Party Payments,44022618,0,201810,CONDUENT PARKING ENFORCEMENT SOLUTIONS LTD,7175.00,2019-01-17,
Communities & Environment,Third Party Payments,Third Party Payments,147043004,1,201810,DINOSAURIA LIMITED,7501.48,2019-01-17,
Communities & Environment,Third Party Payments,Third Party Payments,41240925,1,201810,NORTHGATE PUBLIC SERVICES (UK) LTD,1704.35,2019-01-07,
Communities & Environment,Third Party Payments,Third Party Payments,41241582,1,201810,LEGION SECURITY PLC,527.56,2019-01-17,
Communities & Environment,Third Party Payments,Third Party Payments,41242188,1,201810,LEGION SECURITY PLC,2374.20,2019-01-25,
Communities & Environment,Third Party Payments,Third Party Payments,41242189,1,201810,LEGION SECURITY PLC,4052.48,2019-01-25,
Communities & Environment,Third Party Payments,Third Party Payments,44021861,0,201810,BLOOM PROCUREMENT SERVICES LIMITED,3793.32,2019-01-07,
Communities & Environment,Premises,Energy,41241248,2,201810,NPOWER,392.76,2019-01-18,
Communities & Environment,Employees,Indirect Employee Expenses,44025501,0,201810,SNOWDONIA NATIONAL PARK AUTHORITY,695,2019-01-30,
Communities & Environment,Supplies and Services,Advertising,44022683,0,201810,REACH PUBLISHING SERVICES LTD,629.42,2019-01-08,
Communities & Environment,Supplies and Services,Advertising,44025343,0,201810,REACH PUBLISHING SERVICES LTD,572.2,2019-01-29,
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",147042924,1,201810,INNOVATE NE LIMITED,5000.00,2019-01-10,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44022387,1,201810,ALCIUM SOFTWARE LIMITED,995,2019-01-02,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",44025321,0,201810,CENTRE FOR LOCAL ECONOMIC STRATEGIES,4092.00,2019-01-29,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",41241245,1,201810,HANLON COMPUTER SYSTEMS LTD,1825.00,2019-01-09,
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",147042916,1,201810,REDACTED - Personal Information,500,2019-01-14,
Communities & Environment,Premises,Rep & Maint,41241174,1,201810,KEELMAN HOMES LTD,7873.10,2019-01-09,
Communities & Environment,Premises,Rent,41241693,1,201810,SOUTH TYNESIDE MBC,700,2019-01-15,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,6,201810,ASPIRE TECHNOLOGY SOLUTIONS,375,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,44025670,0,201810,ASPIRE TECHNOLOGY SOLUTIONS,4500.00,2019-01-31,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,3,201810,ASPIRE TECHNOLOGY SOLUTIONS,619.96,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,148030088,1,201810,ASPIRE TECHNOLOGY SOLUTIONS,3000.00,2019-01-31,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44022409,0,201810,CHROMAZONE,922.5,2019-01-04,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44023674,1,201810,JASPERS CORPORATE CATERING SERVICES LTD,790.2,2019-01-15,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44025085,0,201810,ALBANY OFFICE EQUIP(W/SALE)LTD,2270.00,2019-01-28,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,2,201810,ASPIRE TECHNOLOGY SOLUTIONS,899.04,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,44023565,0,201810,TALK TALK ENTERPRISE,1765.01,2019-01-15,
Communities & Environment,Supplies and Services,Comms & Computing,44024506,0,201810,TALK TALK ENTERPRISE,1666.80,2019-01-23,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44021157,0,201810,CHROMAZONE,565,2019-01-04,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44022812,0,201810,ALBANY OFFICE EQUIP(W/SALE)LTD,2832.00,2019-01-09,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44023615,0,201810,CHROMAZONE,417.5,2019-01-16,
Communities & Environment,Supplies and Services,Catering & Provisions,44022074,0,201810,ALBANY OFFICE EQUIP(W/SALE)LTD,1624.00,2019-01-09,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,1,201810,ASPIRE TECHNOLOGY SOLUTIONS,3011.12,2019-01-11,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44017818,0,201810,ALBANY OFFICE EQUIP(W/SALE)LTD,5355.00,2019-01-09,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,5,201810,ASPIRE TECHNOLOGY SOLUTIONS,1765.92,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,44023858,0,201810,ASPIRE TECHNOLOGY SOLUTIONS,480,2019-01-17,
Communities & Environment,Premises,Ground Maint,44024085,0,201810,DTZ DTL LTD,3367.97,2019-01-22,
Communities & Environment,Supplies and Services,Comms & Computing,41241706,4,201810,ASPIRE TECHNOLOGY SOLUTIONS,1801.31,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,44025668,0,201810,ASPIRE TECHNOLOGY SOLUTIONS,5550.00,2019-01-31,
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",44023216,0,201810,NEWCASTLE CITY COUNCIL,45000.00,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,148029838,9,201810,ROYAL MAIL,123.17,2019-01-10,
Communities & Environment,Supplies and Services,Comms & Computing,148029849,9,201810,ROYAL MAIL,115.04,2019-01-11,
Communities & Environment,Supplies and Services,Comms & Computing,148029996,9,201810,ROYAL MAIL,42.44,2019-01-23,
Communities & Environment,Supplies and Services,Comms & Computing,148030048,9,201810,ROYAL MAIL,77.71,2019-01-28,
Communities & Environment,Transport,Public Transport and Taxi Fares,44025251,0,201810,NETWORK TICKETING LTD,587.25,2019-01-28,
Communities & Environment,Supplies and Services,Other Running Costs,147043103,1,201810,KIER CONSTRUCTION LTD,341462.43,2019-01-28,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",60176211,0,201810,BUNZL CLEANING & HYGIENE SUPPLIES,1146.62,2019-01-10,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",60176215,0,201810,BUNZL CLEANING & HYGIENE SUPPLIES,487.32,2019-01-10,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",60176217,0,201810,BUNZL CLEANING & HYGIENE SUPPLIES,602.9,2019-01-10,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",60176220,1,201810,BUNZL CLEANING & HYGIENE SUPPLIES,473.3,2019-01-10,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44021140,1,201810,BUNZL CLEANING & HYGIENE SUPPLIES,1908.18,2019-01-08,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44022504,0,201810,GT CLEANING MACHINES,3000.00,2019-01-08,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44023704,0,201810,QUALTEX UK (NORTH EAST) LTD,4170.00,2019-01-16,
