Strategic Group,Spend Level,Spend Level2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020137,429,201012,GAINFORD CARE HOMES LTD,7103.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,430,201012,GAINFORD CARE HOMES LTD,5332.62,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,431,201012,GAINFORD CARE HOMES LTD,25964.56,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,456,201012,SOUTHERNCROSS HEALTHCARE,3226.86,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,460,201012,SOUTHERNCROSS HEALTHCARE,13198.51,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,462,201012,SOUTHERNCROSS HEALTHCARE,27919.71,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,463,201012,SOUTHERNCROSS HEALTHCARE,9989.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,464,201012,SOUTHERNCROSS HEALTHCARE,1824.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,487,201012,SOUTHERNCROSS HEALTHCARE,21562.91,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1211,201012,EUROPEAN CARE (UK) LTD-D/COTE,6130.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1212,201012,EUROPEAN CARE (UK) LTD-D/COTE,12850.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1213,201012,EUROPEAN CARE (UK) LTD-D/COTE,1792.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,504,201012,AGUDAS ISRAEL HOUSING ASSOC,2697.44,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,530,201012,SOUTHERN CROSS HEALTHCARE,2158.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,534,201012,FELL HOUSE,2149.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,552,201012,HUNTER HALL NURSING HOME,1667.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,580,201012,TAMARIS HEALTHCARE LTD BRAMPTON COURT,1816.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,613,201012,CARE UK MENTAL HEALTH PARTNERSHIP LTD,2312.72,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,656,201012,LEAZES HALL,2158.80,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,715,201012,FOUR SEASONS HEALTHCARE LTD,535.68,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,719,201012,FOUR SEASONS HEALTHCARE LTD,800.24,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,724,201012,GAINFORD CARE HOMES LTD,1936.64,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,727,201012,WESTMINSTER HEALTH CARE LTD,1783.88,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,742,201012,AGUDAS ISRAEL HOUSING ASSOC,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,752,201012,GAINFORD CARE HOMES LTD,465.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,803,201012,GAINFORD CARE HOMES LTD,593.64,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,805,201012,GAINFORD CARE HOMES LTD,6603.48,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,808,201012,GAINFORD CARE HOMES LTD,427.12,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,811,201012,GAINFORD CARE HOMES LTD,189.09,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,815,201012,SOUTHERNCROSS HEALTHCARE,454.59,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,817,201012,SOUTHERNCROSS HEALTHCARE,1459.88,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,818,201012,SOUTHERNCROSS HEALTHCARE,2065.84,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,820,201012,SOUTHERNCROSS HEALTHCARE,3785.25,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,832,201012,GAINFORD CARE HOMES LTD,309.98,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,886,201012,SOUTHERNCROSS HEALTHCARE,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,902,201012,TAMARIS HEALTHCARE LTD BRAMPTON COURT,528.76,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,904,201012,HUNTER HALL NURSING HOME,463.88,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1056,201012,EUROPEAN CARE (UK) LTD-D/COTE,2080.10,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1060,201012,EUROPEAN CARE (UK) LTD-D/COTE,586.80,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1061,201012,EUROPEAN CARE (UK) LTD-D/COTE,1102.66,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1185,201012,FOUR SEASONS HEALTH CARE LTD,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1187,201012,FOUR SEASONS HEALTH CARE LTD,284.95,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1188,201012,FOUR SEASONS HEALTH CARE LTD,2150.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,5,201012,EUROPEAN CARE (UK) LTD-D/COTE,5118.01,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,9,201012,EUROPEAN CARE (UK) LTD-D/COTE,7685.64,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,25,201012,WHICKHAM VILLA,1033.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,27,201012,WHICKHAM VILLA,5917.49,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,38,201012,WHICKHAM VILLA,1304.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,39,201012,WHICKHAM VILLA,1468.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,56,201012,GAINFORD CARE HOMES LTD,217.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,57,201012,GAINFORD CARE HOMES LTD,217.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,136,201012,CRAIGIELEA NURSING HOME,170.81,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,143,201012,CRAIGIELEA NURSING HOME,698.79,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,155,201012,FOUR SEASONS HEALTH CARE LTD,2501.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,164,201012,FOUR SEASONS HEALTH CARE LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,169,201012,FOUR SEASONS HEALTH CARE LTD,2655.38,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,174,201012,FOUR SEASONS HEALTH CARE LTD,31.06,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,175,201012,FOUR SEASONS HEALTH CARE LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,176,201012,FOUR SEASONS HEALTH CARE LTD,1137.36,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,187,201012,CRAIGIELEA NURSING HOME,598.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,230,201012,CRAIGIELEA NURSING HOME,4240.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,231,201012,CRAIGIELEA NURSING HOME,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,232,201012,CRAIGIELEA NURSING HOME,9634.38,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,233,201012,CRAIGIELEA NURSING HOME,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,243,201012,FOUR SEASONS HEALTH CARE LTD,403.75,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,298,201012,GAINFORD CARE HOMES LTD,139.75,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,299,201012,FOUR SEASONS HEALTHCARE LTD,2337.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,301,201012,FOUR SEASONS HEALTHCARE LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,302,201012,TYNEVIEW NURSING HOME,2608.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,303,201012,FOUR SEASONS HEALTHCARE LTD,5046.79,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,305,201012,FOUR SEASONS HEALTHCARE LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,322,201012,TYNEVIEW NURSING HOME,1304.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,323,201012,TYNEVIEW NURSING HOME,3859.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,335,201012,GAINFORD CARE HOMES LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,339,201012,GAINFORD CARE HOMES LTD,2778.69,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,344,201012,WESTMINSTER HEALTH CARE LTD,217.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,356,201012,GAINFORD CARE HOMES LTD,869.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,374,201012,WESTMINSTER HEALTH CARE LTD,4240.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,378,201012,WESTMINSTER HEALTH CARE LTD,869.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,379,201012,WESTMINSTER HEALTH CARE LTD,5916.39,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,380,201012,WESTMINSTER HEALTH CARE LTD,1468.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,404,201012,FOUR SEASONS HEALTHCARE LTD,4567.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,406,201012,SOUTHERNCROSS HEALTHCARE,369.58,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,409,201012,SOUTHERNCROSS HEALTHCARE,869.60,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,410,201012,SOUTHERNCROSS HEALTHCARE,2733.03,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,411,201012,SOUTHERNCROSS HEALTHCARE,2957.37,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,413,201012,FOUR SEASONS HEALTHCARE LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,421,201012,GAINFORD CARE HOMES LTD,7037.55,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,425,201012,GAINFORD CARE HOMES LTD,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,426,201012,GAINFORD CARE HOMES LTD,2534.27,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,427,201012,GAINFORD CARE HOMES LTD,4296.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,445,201012,SOUTHERNCROSS HEALTHCARE,598.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,446,201012,SOUTHERNCROSS HEALTHCARE,2508.42,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,447,201012,SOUTHERNCROSS HEALTHCARE,1304.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,448,201012,SOUTHERNCROSS HEALTHCARE,598.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,449,201012,SOUTHERNCROSS HEALTHCARE,4838.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,454,201012,SOUTHERNCROSS HEALTHCARE,155.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,457,201012,SOUTHERNCROSS HEALTHCARE,9478.28,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,458,201012,SOUTHERNCROSS HEALTHCARE,543.50,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,466,201012,SOUTHERNCROSS HEALTHCARE,2396.16,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,467,201012,SOUTHERNCROSS HEALTHCARE,3628.68,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,468,201012,FOUR SEASONS HEALTHCARE LTD,155.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,470,201012,SOUTHERNCROSS HEALTHCARE,6433.88,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,471,201012,TYNEVIEW NURSING HOME,124.23,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,486,201012,SOUTHERNCROSS HEALTHCARE,2066.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,498,201012,SOUTHERNCROSS HEALTHCARE,1468.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,500,201012,SOUTHERNCROSS HEALTHCARE,1033.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1206,201012,EUROPEAN CARE (UK) LTD-D/COTE,1739.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1207,201012,EUROPEAN CARE (UK) LTD-D/COTE,1468.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1208,201012,EUROPEAN CARE (UK) LTD-D/COTE,2066.40,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,1210,201012,EUROPEAN CARE (UK) LTD-D/COTE,1033.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,684,201012,WINDSOR NURSING HOME,201.87,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,705,201012,EUROPEAN CARE ENGLAND LTD T/A PICKERING LODGE,434.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,478,201012,TYNEVIEW NURSING HOME,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,661,201012,ST ELIZABETHS CENTRE,1918.00,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1128,201012,ST ELIZABETHS CENTRE,441.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,13,201012,EUROPEAN CARE (UK) LTD-D/COTE,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,116,201012,WHICKHAM VILLA,1474.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,173,201012,FOUR SEASONS HEALTH CARE LTD,1474.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,178,201012,FOUR SEASONS HEALTH CARE LTD,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,266,201012,CRAIGIELEA NURSING HOME,1689.43,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,297,201012,FOUR SEASONS HEALTHCARE LTD,1883.43,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,386,201012,WESTMINSTER HEALTH CARE LTD,4708.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,387,201012,WESTMINSTER HEALTH CARE LTD,1648.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,412,201012,SOUTHERNCROSS HEALTHCARE,3612.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,438,201012,SOUTHERNCROSS HEALTHCARE,563.14,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,461,201012,FOUR SEASONS HEALTHCARE LTD,588.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,465,201012,SOUTHERNCROSS HEALTHCARE,614.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,480,201012,TYNEVIEW NURSING HOME,538.02,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,535,201012,FELL HOUSE,296.43,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,721,201012,FOUR SEASONS HEALTHCARE LTD,653.71,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,732,201012,WESTMINSTER HEALTH CARE LTD,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,738,201012,WESTMINSTER HEALTH CARE LTD,973.60,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,797,201012,WHICKHAM VILLA,292.08,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,802,201012,FOUR SEASONS HEALTHCARE LTD,121.70,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,807,201012,TYNEVIEW NURSING HOME,97.36,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,890,201012,SOUTHERNCROSS HEALTHCARE,1098.76,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,913,201012,SOUTHERNCROSS HEALTHCARE,109.53,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1044,201012,FELL HOUSE,60.85,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1063,201012,EUROPEAN CARE (UK) LTD-D/COTE,915.76,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1172,201012,CRAIGIELEA NURSING HOME,328.59,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1191,201012,FOUR SEASONS HEALTH CARE LTD,791.05,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1194,201012,FOUR SEASONS HEALTH CARE LTD,535.48,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,3,201012,EUROPEAN CARE (UK) LTD-D/COTE,896.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,12,201012,EUROPEAN CARE (UK) LTD-D/COTE,408.96,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,439,201012,GAINFORD CARE HOMES LTD,1824.00,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1059,201012,EUROPEAN CARE (UK) LTD-D/COTE,93.86,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,4,201012,COMMUNITY INTEGRATED CARE,5623.56,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,18,201012,CLIFFORD HOUSE HOMES LTD,3043.72,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,49,201012,COMMUNITY INTEGRATED CARE,9675.44,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,110,201012,COMMUNITY INTEGRATED CARE,12781.92,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,216,201012,ASHDOWN CARE HOMES LTD,14682.24,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,246,201012,COMMUNITY INTEGRATED CARE,6317.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,247,201012,COMMUNITY INTEGRATED CARE,960.00,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,754,201012,COMMUNITY INTEGRATED CARE,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,775,201012,ASHDOWN CARE HOMES LTD,1323.60,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,834,201012,COMMUNITY INTEGRATED CARE,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,837,201012,COMMUNITY INTEGRATED CARE,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,842,201012,COMMUNITY INTEGRATED CARE,441.20,2011-03-30
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020137,1176,201012,CLIFFORD HOUSE HOMES LTD,441.20,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,11,201012,EUROPEAN CARE (UK) LTD-D/COTE,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,32,201012,ROSEWOOD CARE LLP,1648.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,33,201012,ROSEWOOD CARE LLP,3296.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,34,201012,ROSEWOOD CARE LLP,1824.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,36,201012,ROSEWOOD CARE LLP,9911.54,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,43,201012,ROSEWOOD CARE LLP,1648.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,45,201012,ROSEWOOD CARE LLP,3296.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,55,201012,WELLBURN CARE HOMES LTD,3504.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,59,201012,WELLBURN CARE HOMES LTD,3504.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,77,201012,VALLEY VIEW RESIDENTIAL HOME,122.86,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,78,201012,VALLEY VIEW RESIDENTIAL HOME,8538.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,84,201012,WHICKHAM VILLA,2334.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,86,201012,WELLBURN CARE HOMES LTD,1752.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,90,201012,ASPIRE HEALTHCARE LIMITED,1412.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,95,201012,WELLBURN CARE HOMES LTD,5256.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,96,201012,WELLBURN CARE HOMES LTD,3504.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,100,201012,WELLBURN CARE HOMES LTD,312.86,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,101,201012,ASPIRE HEALTHCARE LIMITED,2320.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,106,201012,EUROPEAN CARE (UK) LTD-D/COTE,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,108,201012,WELLBURN CARE HOMES LTD,1752.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,111,201012,COMMUNITY INTEGRATED CARE,1591.08,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,112,201012,ASPIRE HEALTHCARE LIMITED,7954.24,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,117,201012,WHICKHAM VILLA,2154.80,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,122,201012,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),6880.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,123,201012,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,124,201012,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,157,201012,APPLETREE GRANGE,8600.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,158,201012,APPLETREE GRANGE,8292.86,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,184,201012,FOUR SEASONS HEALTH CARE LTD,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,185,201012,APPLETREE GRANGE,3255.71,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,198,201012,CRAIGIELEA NURSING HOME,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,204,201012,WHICKHAM VILLA,860.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,211,201012,WHICKHAM VILLA,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,217,201012,CRAIGIELEA NURSING HOME,12838.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,218,201012,CRAIGIELEA NURSING HOME,3440.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,221,201012,CRAIGIELEA NURSING HOME,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,222,201012,FELLINGATE CARE CENTRE LTD,647.43,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,223,201012,FELLINGATE CARE CENTRE LTD,9417.14,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,228,201012,FELLINGATE CARE CENTRE LTD,3296.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,238,201012,REDACTED - Personal Information,307.15,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,239,201012,SOUTHERN CROSS HEALTHCARE,5088.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,240,201012,REDACTED - Personal Information,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,241,201012,SOUTHERN CROSS HEALTHCARE,8760.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,250,201012,FELLINGATE CARE CENTRE LTD,9240.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,252,201012,CRAIGIELEA NURSING HOME,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,254,201012,FELLINGATE CARE CENTRE LTD,1471.43,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,255,201012,CRAIGIELEA NURSING HOME,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,268,201012,WELLBURN CARE HOMES LTD,1752.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,269,201012,VALLEY VIEW RESIDENTIAL HOME,1720.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,270,201012,REDACTED - Personal Information,1474.29,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,273,201012,SOUTHERN CROSS HEALTHCARE,1752.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,274,201012,SOUTHERN CROSS HEALTHCARE,10512.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,275,201012,SOUTHERN CROSS HEALTHCARE,17269.71,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,276,201012,SOUTHERN CROSS HEALTHCARE,5148.57,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,277,201012,SOUTHERN CROSS HEALTHCARE,1696.00,2011-03-30
Community Based Services,Third Party Payments,Third Party Payments,60020137,279,201012,SOUTHERN CROSS HEALTHCARE,3392.00,2011-03-30
