Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10024544,NEXTGENACCESS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031468,2500.00,2015-10-02,Development & Environment,Capital,
10024432,SMARTINFO LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031470,2490.00,2015-10-02,Development & Environment,Capital,
10024432,SMARTINFO LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031471,2490.00,2015-10-02,Development & Environment,Capital,
10024432,SMARTINFO LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031928,2490.00,2015-10-13,Development & Environment,Capital,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562910,2459.67,2015-10-08,External Affairs,Corporate and democratic core,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031506,2457.92,2015-10-02,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108546243,2432.10,2015-10-07,Housing & Land,Housing & Land Services,
10017232,NORLAND MANAGED SERVICES LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108547626,2428.95,2015-09-22,Resources,Support Costs,
10019713,BLOSSOMS HEALTHCARE LLP,504400,STAFF MEDICAL INSURANCE & TREATMENT,5108544534,2420.00,2015-10-12,Resources,Support Costs,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031478,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031505,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031508,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031510,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031453,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031454,2407.92,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031734,2407.92,2015-10-07,Development & Environment,Capital,
10016694,BOW TIE,536000,MANAGE IT SERVICES,5108551278,2400.00,2015-09-22,Resources,Support Costs,
10018532,CRISTIE DATA LIMITED,536300,COMPUTER HARDWARE,5108563247,2384.18,2015-10-13,Resources,Support Costs,
10003560,EVERSHEDS,542300,LEGAL FEES,5108556437,2356.00,2015-09-25,Housing & Land,Housing & Land Services,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544781,2310.00,2015-10-12,Resources,Support Costs,
10024693,BANG BOOM CREATIVE LTD,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108556493,2300.00,2015-09-28,Communities and Intelligence,Childrens and education services,
10024162,LUISA SIEIRO DESIGN,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108553631,2237.00,2015-09-23,Communities and Intelligence,Public Health,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108568303,2214.80,2015-10-08,Communities and Intelligence,Childrens and education services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108558718,2189.24,2015-10-14,External Affairs,Support Costs,
10025424,PRIORITY ESTATES PROJECT LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108550326,2159.37,2015-10-06,Housing,Housing services,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108569506,2128.25,2015-10-08,Resources,Support Costs,
10020189,URBAN BEINGS LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108552643,2100.00,2015-09-23,Development & Environment,Development Control,
12000117,TNS UK LTD,542355,OTHER PROFESSIONAL FEES,5108558692,2067.00,2015-10-15,"Development, Enterprise & Environment",Economic Development,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108556571,2060.34,2015-10-14,Resources,Support Costs,
10013303,MUSEUM OF LONDON (TRADING) LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108568673,2041.00,2015-10-07,Communities and Intelligence,Community Development,
13002562,C-ELECT ASSOCIATES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108552835,2029.97,2015-10-02,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108524069,2026.75,2015-10-02,Housing & Land,Housing & Land Services,
10024752,PRALINE,542355,OTHER PROFESSIONAL FEES,5108564982,2000.00,2015-10-05,Communities and Intelligence,Cultural & related services,
16001151,K&S ACCORDION BAND,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108562559,2000.00,2015-10-12,External Affairs,Cultural & related services,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108565576,1960.16,2015-10-06,Private Office,Economic Development,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108565589,1960.16,2015-10-06,Private Office,Economic Development,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108565591,1960.16,2015-10-06,Private Office,Economic Development,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108565592,1960.16,2015-10-06,Private Office,Economic Development,
13002920,TWISTEDPAIR LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029804,1950.00,2015-10-12,Development & Environment,Capital,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108564632,1940.57,2015-10-05,Resources,Support Costs,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031479,1900.00,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031504,1900.00,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031507,1900.00,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031452,1900.00,2015-10-02,Development & Environment,Capital,
10024945,TALKTALK GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031733,1900.00,2015-10-07,Development & Environment,Capital,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108569729,1890.36,2015-10-08,Resources,Support Costs,
10002789,GVA GRIMLEY LTD,510400,COMMERCIAL PROPERTY RENT,5108574853,1890.00,2015-10-14,Housing & Land,Housing & Land Services,
10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5108563490,1887.50,2015-10-01,Resources,Support Costs,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108565594,1840.26,2015-10-06,Private Office,Economic Development,
10020189,URBAN BEINGS LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108563528,1840.00,2015-10-01,Development & Environment,Development Control,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031560,1839.00,2015-10-07,Development & Environment,Capital,
10018120,THE CLORE LEADERSHIP PROGRAMME,504200,STAFF TRAINING,5108558990,1800.00,2015-09-30,Communities and Intelligence,Cultural & related services,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031477,1800.00,2015-10-02,Development & Environment,Capital,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031741,1800.00,2015-10-07,Development & Environment,Capital,
10025158,EASYNET GLOBAL SERVICES LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031593,1800.00,2015-10-07,Development & Environment,Capital,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108556434,1763.50,2015-09-23,Housing,Housing services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562656,1750.00,2015-10-01,External Affairs,Corporate and democratic core,
12000117,TNS UK LTD,542355,OTHER PROFESSIONAL FEES,5108546822,1728.00,2015-10-02,"Development, Enterprise & Environment",Economic Development,
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5108550803,1725.66,2015-09-24,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031559,1717.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031568,1706.00,2015-10-07,Development & Environment,Capital,
10003560,EVERSHEDS,542300,LEGAL FEES,5108557716,1674.00,2015-09-24,Housing & Land,Housing & Land Services,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108541648,1656.45,2015-09-23,Resources,Support Costs,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108546525,1656.45,2015-09-30,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031671,1651.51,2015-10-07,Development & Environment,Capital,
10004184,PINSENT MASONS,542300,LEGAL FEES,5108557719,1642.00,2015-10-05,Housing,Capital,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562619,1624.85,2015-10-01,External Affairs,Corporate and democratic core,
10003560,EVERSHEDS,542300,LEGAL FEES,5108557715,1620.00,2015-09-24,Housing & Land,Housing & Land Services,
10025424,PRIORITY ESTATES PROJECT LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108550326,1612.53,2015-10-06,Housing,Housing services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031704,1605.00,2015-10-07,Development & Environment,Capital,
10002966,ARCO,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108564927,1596.80,2015-10-06,Communities and Intelligence,Community Development,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031483,1570.00,2015-10-02,Development & Environment,Capital,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031465,1570.00,2015-10-02,Development & Environment,Capital,
10002966,ARCO,532000,UNIFORMS,5108569964,1568.45,2015-10-15,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031580,1558.00,2015-10-07,Development & Environment,Capital,
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5108550782,1545.29,2015-09-24,Resources,Support Costs,
10015889,REWARD GATEWAY (UK) LTD,504500,STAFF WELFARE BENEFITS,5108500300,1512.00,2015-10-01,Resources,Support Costs,
10006036,LONDON BOROUGH OF HACKNEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108551796,1500.00,2015-10-01,Development & Environment,Economic Development,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108552210,1500.00,2015-09-23,Communities and Intelligence,Cultural & related services,
10025158,EASYNET GLOBAL SERVICES LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031739,1500.00,2015-10-07,Development & Environment,Capital,
10024533,MARTIN ARNOLD ASSOCIATES LLP,510642,HEALTH & SAFETY SYSTEMS & ASSURANCE,5108569388,1500.00,2015-10-09,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108506387,1483.05,2015-09-23,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524207,1483.05,2015-09-23,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557940,1483.05,2015-10-14,Resources,Support Costs,
10017884,I4C PUBLICITY LIMITED,532000,UNIFORMS,5108541405,1457.00,2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108558771,1446.24,2015-10-14,"Development, Enterprise & Environment",Highways and transport services,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031826,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031827,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031828,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031829,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031830,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031831,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031832,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031833,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031834,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031835,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031836,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031837,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031838,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031839,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031840,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031841,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031842,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031843,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031844,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031845,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031846,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031847,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031848,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031849,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031850,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031851,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031852,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031853,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031854,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031855,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031856,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031857,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031858,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031859,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031860,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031861,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031862,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031863,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031864,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031865,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031866,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031867,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031868,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031869,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031870,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031871,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031872,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031873,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031874,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031875,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031876,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031877,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031878,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031879,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031880,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031881,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031882,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031883,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031884,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031885,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031886,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031887,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031888,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031889,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031890,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031891,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031892,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031893,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031894,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031895,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031896,1426.00,2015-10-13,Development & Environment,Capital,
10026279,HASTINGWOOD SECURITIES LTD.,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031897,1426.00,2015-10-13,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031555,1420.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031582,1402.00,2015-10-07,Development & Environment,Capital,
10000772,DENTONS UKMEA LLP,542300,LEGAL FEES,5108568243,1400.38,2015-10-08,Housing & Land,Housing & Land Services,
13000121,THAMES WATER UTILITIES LTD,510300,WATER,1900031138,1397.50,2015-09-23,Resources,Support Costs,
10024176,CHRIST THE KING SIXTH FORM COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108571698,1370.00,2015-10-13,Communities and Intelligence,Childrens and education services,
10002699,UNIVERSITY OF WEST LONDON,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108540034,1367.20,2015-09-29,"Development, Enterprise & Environment",Economic Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546282,1332.00,2015-09-30,Development & Environment,Development Control,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546314,1332.00,2015-09-30,Development & Environment,Development Control,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546319,1332.00,2015-09-30,Development & Environment,Development Control,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544888,1322.10,2015-09-29,"Development, Enterprise & Environment",Highways and transport services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108538952,1320.15,2015-09-23,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546310,1320.15,2015-09-30,Resources,Support Costs,
10023435,HERIOT WATT UNIVERSITY,504200,STAFF TRAINING,5108551929,1305.00,2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539140,1303.10,2015-09-23,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108540785,1303.10,2015-09-22,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541088,1303.10,2015-09-22,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108550417,1303.10,2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108559613,1303.10,2015-10-14,Resources,Support Costs,
NC,STERLING INTERNATIONAL,542410,BROKERS FEES,CHAPS369,1287.67,2015-10-07,RESOURCES,Financing and investment income and expenditure,
10004598,PORT OF LONDON AUTHORITY,510642,HEALTH & SAFETY SYSTEMS & ASSURANCE,5108540011,1280.00,2015-09-23,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031409,1275.00,2015-10-02,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108551781,1260.00,2015-10-07,Development & Environment,Development Control,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557866,1254.30,2015-10-14,"Development, Enterprise & Environment",Highways and transport services,
10026111,MC CONSULTANCY,542051,CONSULTANCY-COMMISSIONED REPORT,5108564768,1250.00,2015-10-13,"Development, Enterprise & Environment",Economic Development,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108551728,1250.00,2015-09-23,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031583,1237.00,2015-10-07,Development & Environment,Capital,
