,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PEARSON PUBLISHING,1100619,2021-02-03,538.08,English,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PERCY HEDLEY FOUNDATION,55465204,2021-01-04,6686.14,Independent Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PERCY HEDLEY FOUNDATION,55465205,2021-01-04,6777.05,Independent Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,POLAM HALL SCHOOL,11137637,2021-02-15,18154.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PROTOCOL EDUCATION LTD,55467202,2021-02-03,725.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PROTOCOL EDUCATION LTD,55465657,2021-01-13,725.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PROTOCOL EDUCATION LTD,55466295,2021-01-20,580.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,PROTOCOL EDUCATION LTD,55466608,2021-01-27,725.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,QUEEN ELIZABETH 6TH FORM COLLEGE,11137272,2021-02-03,4928.62,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R STEIN,55466943,2021-01-30,755.60,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R STEIN,55466281,2021-01-23,965.58,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R STEIN,55466279,2021-01-23,1142.40,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R STEIN,55466283,2021-01-23,1280.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R82 UK LTD,55466451,2021-01-21,2738.00,Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,R82 UK LTD,55465742,2020-01-18,2927.00,Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RENAISSANCE LEARNING UK,1100554,2021-02-12,6126.32,Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RIGHT TRAX LTD,1100556,2021-02-12,550.00,Visits,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RIGHT TRAX LTD,1100533,2021-02-09,990.00,Visits,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RUSKIN MILL,55466863,2021-01-07,16176.83,Independent Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RUSKIN MILL,55465365,2021-01-07,21356.30,Independent Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,RUSSELL TELECOM LTD,1100446,2021-01-04,540.00,Maintenance Agreements - Admin,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55467145,2021-01-16,1400.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465768,2021-01-16,756.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465769,2021-01-16,1380.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465768,2021-01-16,504.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465767,2021-01-16,860.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465772,2021-01-16,1426.14,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465774,2021-01-16,1344.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465771,2021-01-16,1540.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465773,2021-01-16,633.08,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465776,2021-01-16,563.20,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465777,2021-01-16,896.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465778,2021-01-16,2783.88,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465533,2020-12-16,546.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465529,2020-12-16,828.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465536,2020-12-16,1075.20,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465537,2020-12-16,1040.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,S & R CARS LTD,55465538,2020-12-16,569.60,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,SCHOOLCOMMS,1100526,2021-01-21,1000.00,Telephone Costs,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,SKERNE PARK ACADEMY,11137625,2021-02-15,17923.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,SMIRTHWAITE LTD,55466133,2020-10-30,735.00,Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,SPARK OF GENIUS (NORTH EAST LLP),55466504,2021-01-25,2051.00,Independent Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST AIDANS CHURCH OF ENGLAND ACADEMY,11137638,2021-02-15,5718.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST AUGUSTINES RC PRIMARY SCHOOL,11137639,2021-02-15,628.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST BEDES RC PRIMARY SCHOOL,11137627,2021-02-15,5359.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST GEORGES CHURCH OF ENGLAND ACADEMY,11137628,2021-02-15,19974.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST JOHN'S CHURCH OF ENGLAND ACADEMY,11137629,2021-02-15,4372.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST MARY'S CHURCH OF ENGLAND AIDED PRIMARY SCHOOL,55465650,2021-01-13,3001.30,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,ST TERESA'S RC PRIMARY SCHOOL,11137630,2021-02-15,13538.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,STOCKTON ON TEES BOROUGH COUNCIL,55466739,2021-01-26,1161.60,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,STOCKTON ON TEES BOROUGH COUNCIL,55466115,2020-04-24,690.19,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,STOCKTON RIVERSIDE COLLEGE,11137277,2021-02-03,3251.29,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1100637,2021-02-09,565.55,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1100633,2021-02-17,565.55,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1100514,2021-01-27,525.96,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TEEM RECRUITMENT LIMITED,1100623,2021-12-07,540.00,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TEEM RECRUITMENT LIMITED,1100624,2021-12-15,675.00,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE ALLOTMENT,1100387,2021-02-01,1800.00,Visits,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137751,2021-02-17,2397.44,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137753,2021-02-17,8461.54,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137755,2021-02-17,21153.85,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137757,2021-02-17,8461.54,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137748,2021-02-17,5205.13,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137749,2021-02-17,16923.08,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137750,2021-02-17,185474.36,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137752,2021-02-17,93333.33,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137754,2021-02-17,144474.80,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137756,2021-02-17,33846.15,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137758,2021-02-17,22564.10,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55466756,2021-02-11,14345.65,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55466756,2021-02-11,11640.25,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55466756,2021-02-11,3000.00,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55466756,2021-02-11,5476.57,Vandalism - Repairs & Cleaning,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137633,2021-02-15,17714.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11137626,2021-02-15,6064.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,11137612,2021-02-15,11564.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,55465641,2021-01-13,1102.00,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,55465642,2021-01-13,836.00,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE KING'S ACADEMY,55466926,2021-01-29,3758.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE KING'S ACADEMY,55466928,2021-01-29,3758.00,External Placements,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11137624,2021-02-15,29949.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THINKALINK DIGITAL LTD,1100511,2020-12-14,1100.00,Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THOMAS BARRETT,55467055,2021-01-29,1672.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,THORNBECK COLLEGE- NORTH EAST AUTISM,11137273,2021-02-03,72860.00,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11137691,2021-02-17,554.40,Grants,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TOMLINSON-LONGSTAFF LTD,1100524,2021-01-22,637.31,Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,TURNER & PRICE LTD,1100405,2021-02-01,692.14,Food,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55466827,2020-12-22,809.90,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467185,2021-02-02,960.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467186,2021-02-02,1322.80,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467187,2021-02-02,1439.60,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467197,2021-02-02,1980.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467199,2021-02-02,1121.40,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467201,2021-02-02,2280.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467188,2021-02-02,1800.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467189,2021-02-02,800.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467204,2021-02-02,1440.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467211,2021-02-02,1201.52,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467212,2021-02-02,1600.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467190,2021-02-02,1600.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467210,2021-02-02,604.19,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467193,2021-02-02,1117.20,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55464455,2020-12-23,935.74,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55464480,2020-12-23,851.08,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55466053,2020-12-01,541.62,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55467213,2021-02-02,2400.00,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,UTAX UK LTD,1100456,2021-01-29,1329.03,Photocopy Charges,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,WEST PARK ACADEMY,11137631,2021-02-15,17923.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,WONDE LTD,1100498,2021-02-05,2100.00,Catering Provisions,SUPPLIES & SERVICES,CATERING,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,WONDE LTD,1100424,2021-01-03,2720.00,Catering Payments,SUPPLIES & SERVICES,CATERING,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,WYVERN ACADEMY,11137636,2021-02-15,25628.00,Other Sen Funding,NON-BUDGETED,NON BUDGETED,
INSERTED DETAIL,,Children and Adults Services,EDUCATION,WYVERN ACADEMY,55467344,2021-02-04,703.00,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,YORKSHIRE PURCHASING ORGANISATION,1100589,2020-01-20,717.00,Year 5,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,YORKSHIRE PURCHASING ORGANISATION,1100595,2021-02-05,675.31,Key Stage 2 - Lower,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,EDUCATION,YORKSHIRE PURCHASING ORGANISATION,1100617,2021-02-03,592.80,Key Stage 2 - Upper,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS",
INSERTED DETAIL,,Children and Adults Services,Public Health,DE-POEL,11137955,2021-02-22,703.86,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,DE-POEL,11137255,2021-01-31,655.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,DE-POEL,11137954,2021-02-14,640.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,DE-POEL,11137452,2021-02-07,671.16,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,55465233,2021-01-06,181739.58,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES,
INSERTED DETAIL,,Children and Adults Services,Public Health,NHS PENSIONS,55462053,2020-11-25,2060.06,Superann `Ers,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,NHS PENSIONS,55464017,2020-11-25,2060.06,Superann `Ers,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,NORTH YORKSHIRE COUNTY COUNCIL,55465846,2020-11-30,1250.00,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs,
INSERTED DETAIL,,Children and Adults Services,Public Health,PURPLE SQUIRCLE LIMITED,55465898,2021-01-04,10500.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES,
INSERTED DETAIL,,Children and Adults Services,Public Health,WE ARE WITH YOU,55466829,2021-01-29,100781.25,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES,
INSERTED DETAIL,,Children and Adults Services,Public Health,YORKSHIRE PURCHASING ORGANISATION,55457699,2020-10-07,32168.20,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES",
INSERTED DETAIL,,Children and Adults Services,Public Health,YORKSHIRE PURCHASING ORGANISATION,55457699,2020-10-07,14651.00,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES",
INSERTED DETAIL,,Children and Adults Services,Public Health,YORKSHIRE PURCHASING ORGANISATION,55463405,2020-09-30,18868.92,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES",
INSERTED DETAIL,,Children and Adults Services,Public Health,YORKSHIRE PURCHASING ORGANISATION,55463405,2020-09-30,14927.50,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES",
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,ALIGN PROPERTY PARTNERS,55467424,2021-02-04,7105.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,DE-POEL,11137955,2021-02-22,1055.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,DE-POEL,11137255,2021-01-31,1055.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,DE-POEL,11137452,2021-02-07,1055.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,DE-POEL,11137954,2021-02-14,1055.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,EDF ENERGY CUSTOMERS LTD,57533142,2021-01-05,3064.90,Electricity,PREMISES,ENERGY COSTS,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,HUSH DIGITAL,55466631,2020-12-08,560.00,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,KARSIM LTD T/A BUSINESS DOCTORS TEESSIDE,55466543,2021-01-25,500.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,LOCUS CONSULTING LTD,55465555,2021-01-12,3600.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Asset Management & Investment,STEEL RIVER CONSULTANTS,55465535,2021-01-18,700.00,Consultancy Fees,SUPPLIES & SERVICES,SERVICES,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Building Services,A S CROCKER (PLASTERERS) LIMITED,55466918,2021-01-29,6483.75,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
INSERTED DETAIL,,Economic Growth & Neighbourhood Services,Building Services,ATLAS WASHROOM SYSTEMS,55467008,2021-01-28,2515.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS,
