Date,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-02,People,Adults Social Care,DARLINGTON ASSOCIATION ON DISABILITY LTD,3069873,4166.25,Services For Carers
2016-02,People,Adults Social Care,DARLINGTON ASSOCIATION ON DISABILITY LTD,3071164,4166.25,Services For Carers
2016-02,People,Adults Social Care,DARLINGTON ASSOCIATION ON DISABILITY LTD,3069521,3165.75,Advocacy
2016-02,People,Adults Social Care,DE-POEL,0,643.31,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,867.07,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,853.09,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,895.04,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1067.82,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.55,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1179.56,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,866.7,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1179.57,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1115.8,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,929.7,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1068.93,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1179.56,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1068.93,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,866.7,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,548.91,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,693.36,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,895.04,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1142.19,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,615.34,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,555.66,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,937,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,DE-POEL,0,1034.89,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,GREEN LINK (NORTH EAST),3073892,840,External Courier Service
2016-02,People,Adults Social Care,JEWSON LTD,3077653,630.2,Client Home Adaptations - Private Housing
2016-02,People,Adults Social Care,JUST CHECKING,3077160,11634,Ict Software Purchase
2016-02,People,Adults Social Care,MENCAP,3078212,6027.75,Rent Of Facilities
2016-02,People,Adults Social Care,NORTH REGIONAL ASSOC FOR SENSORY SUPPORT,3078158,525,Advocacy
2016-02,People,Adults Social Care,NORTH YORKSHIRE MOBILITY & SAFETY,3077657,776.5,Client Home Adaptations - Private Housing
2016-02,People,Adults Social Care,PHOENIX SOFTWARE LTD,3077531,2499,Ict Software Purchase
2016-02,People,Adults Social Care,POSITIVE LIFE CHOICES LTD,0,1250,Home Care - Private Contractor
2016-02,People,Adults Social Care,PRISM MEDICAL UK,3066366,1267.1,Occupational Therapy Equipment
2016-02,People,Adults Social Care,SANCTUARY PERSONNEL LTD,3078202,700,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,SANCTUARY PERSONNEL LTD,3078201,840,Agency Staff Costs - Non Teaching
2016-02,People,Adults Social Care,SHAUN QUINN,3073582,1251.6,Professional Fees & Consultancy
2016-02,People,Adults Social Care,STEEL UNIQUE FABRICATIONS,3076617,890.97,Client Home Adaptations - Private Housing
2016-02,People,Adults Social Care,STEEL UNIQUE FABRICATIONS,3075700,650.94,Client Home Adaptations - Private Housing
2016-02,People,Adults Social Care,THYSSENKRUPP ENCASA LIMITED,3074772,2490,Private Contractors
2016-02,People,Adults Social Care,TYNETEC LTD,3076469,2214.6,Equipment
2016-02,People,Childrens Social Care,1AB TAXIS LTD,3072965,828,Contract Hire
2016-02,People,Childrens Social Care,1AB TAXIS LTD,3072964,1404.8,Contract Hire
2016-02,People,Childrens Social Care,ACORN CARE (UK) LIMITED,3065184,12117.86,External Placements
2016-02,People,Childrens Social Care,ACORN CARE NE - FOSTERING,3077709,2000,External Placements
2016-02,People,Childrens Social Care,ACORN CARE NE - FOSTERING,3077709,3563,External Placements
2016-02,People,Childrens Social Care,ARTEMIS SUPPORT LTD,3065187,11200,External Placements
2016-02,People,Childrens Social Care,ARTEMIS SUPPORT LTD,3065187,9200,External Placements
2016-02,People,Childrens Social Care,BABCOCK 4S LTD,3075638,4440,Employee Training Course Costs
2016-02,People,Childrens Social Care,BARNARDO'S,3064830,4140.36,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3064829,3053.5,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3064834,4015.12,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3064831,3893.6,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3078502,14333,Adoption Allowance
2016-02,People,Childrens Social Care,BARNARDO'S,3064833,2870.29,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3064830,4140.36,External Placements
2016-02,People,Childrens Social Care,BARNARDO'S,3064835,3454.02,External Placements
2016-02,People,Childrens Social Care,BETA NORTH LIMITED,3075232,2772,External Placements
2016-02,People,Childrens Social Care,BETA NORTH LIMITED,3065077,3400,External Placements
2016-02,People,Childrens Social Care,BETA NORTH LIMITED,3075233,3850,External Placements
2016-02,People,Childrens Social Care,BETA NORTH LIMITED,3075232,3465,External Placements
2016-02,People,Childrens Social Care,BROUGH HOUSE,0,975,Independent Living
2016-02,People,Childrens Social Care,CHILDREN`S SERVICES LEADERSHIP LTD,3078246,5000,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,CHILDREN`S SERVICES LEADERSHIP LTD,3078428,5000,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,COMPASS ROYSTON TRAVEL LTD,3073230,608,Contract Hire
2016-02,People,Childrens Social Care,COMPASS ROYSTON TRAVEL LTD,3073080,1994.4,Contract Hire
2016-02,People,Childrens Social Care,COMPASS ROYSTON TRAVEL LTD,3073043,2850,Contract Hire
2016-02,People,Childrens Social Care,COMPASS ROYSTON TRAVEL LTD,3073044,2470,Contract Hire
2016-02,People,Childrens Social Care,CORONA ENERGY LTD,0,1692.92,Gas
2016-02,People,Childrens Social Care,C-TECH SOLUTIONS LTD,3074912,756.85,Ict Hardware Support & Maintenance
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3072977,2002,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3072978,2242,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3072979,2194,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3072976,2092,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3072975,2121.1,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON & DISTRICT YTH COMM ASS,3074832,2005.6,Contract Hire
2016-02,People,Childrens Social Care,DARLINGTON SCHOOL OF MATHEMATICS & SCIENCE,3075272,1410,Materials
2016-02,People,Childrens Social Care,DARLINGTON SCHOOL OF MATHEMATICS & SCIENCE,3076089,1000,Materials
2016-02,People,Childrens Social Care,DARLINGTON SCHOOL OF MATHEMATICS & SCIENCE,3077713,1500,Materials
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3070904,2400,Contract Hire
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3078465,2300,Contract Hire
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3078465,1000,Contract Hire
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3078465,2150,Contract Hire
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3078465,1800,Contract Hire
2016-02,People,Childrens Social Care,DENE VALLEY COMMUNITY TRANSPORT,3078465,1950,Contract Hire
2016-02,People,Childrens Social Care,DE-POEL,0,1216.93,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1184,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,679.14,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1179.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1195.5,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1162.13,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1589.15,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1321.71,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1663.52,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1221.37,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1237.88,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,991.68,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1301.65,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1313.25,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1179.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2359.95,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2863.2,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1069.16,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,752.76,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,752.76,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,724.88,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2359.95,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1188.66,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1221.37,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,940.47,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,666.54,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1589.15,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1663.52,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1216.93,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,899.7,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1314.24,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1314.24,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1314.24,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,816.96,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1314.24,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,694.58,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1072.26,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1589.15,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1663.52,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1221.37,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,606.48,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2290.54,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2290.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2290.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,2290.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,899.7,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1179.56,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1415.97,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1415.97,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1332.74,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1332.74,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1216.93,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,600.14,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1162.13,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1134.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1221.37,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1589.14,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1348.8,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1146.63,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1216.9,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,1184,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DE-POEL,0,694.58,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,DFW ADOPTION,0,4439.5,Adoption Allowance
2016-02,People,Childrens Social Care,DFW ADOPTION,0,946.95,Adoption Allowance
2016-02,People,Childrens Social Care,DR ANDREW LOCKETT,0,830,Professional Fees & Consultancy
2016-02,People,Childrens Social Care,ENTERPRISE RENT-A-CAR,0,560,Vehicle Hire
2016-02,People,Childrens Social Care,ENTERPRISE RENT-A-CAR,0,640.61,Carers Vouchers
2016-02,People,Childrens Social Care,EVERYDAY LANGUAGE SOLUTIONS,3072696,670.32,Interpretation & Translation Fees
2016-02,People,Childrens Social Care,FAIRFIELD HOUSE,3072981,11005,External Placements
2016-02,People,Childrens Social Care,FAIRFIELD HOUSE,3072981,11005,External Placements
2016-02,People,Childrens Social Care,FIONA NOONE,3075699,2037.86,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064844,3239.88,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3073650,3441,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064840,3774.87,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064841,3774.87,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064839,3774.87,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064843,3463.32,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064843,6814.92,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064839,3774.87,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3064841,3774.87,External Placements
2016-02,People,Childrens Social Care,FOSTER CARE ASSOCIATES LTD,3074405,3306,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065190,780,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTER CARES LTD,3065189,816.75,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076656,2339.82,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076659,3024.41,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076657,3231.18,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076658,3071.17,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3070855,3542.68,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067891,3100,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067892,2945,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076659,3232.99,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3076657,3454.02,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3070855,3314.12,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067892,2755,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3067891,2900,External Placements
2016-02,People,Childrens Social Care,FOSTERING OUTCOMES LIMITED,3064848,3125.42,External Placements
2016-02,People,Childrens Social Care,GARNETTS LTD,3073056,3040,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073052,2964,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073051,3020,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073050,2622,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073049,3097,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073053,2622,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073055,2964,Contract Hire
2016-02,People,Childrens Social Care,GARNETTS LTD,3073054,3040,Contract Hire
2016-02,People,Childrens Social Care,GRIERSONS COACHES,3073058,1960,Contract Hire
2016-02,People,Childrens Social Care,GRIERSONS COACHES,3073057,1976,Contract Hire
2016-02,People,Childrens Social Care,HARTLEPOOL BOROUGH COUNCIL,3077737,1000,Course Purchase
2016-02,People,Childrens Social Care,HIGHFIELD (NORTH EAST) LIMITED,3065314,11082.14,External Placements
2016-02,People,Childrens Social Care,HIGHFIELD (NORTH EAST) LIMITED,3065314,11846.42,External Placements
2016-02,People,Childrens Social Care,HOLME FARM RESIDENTIAL VILLAGE LTD,3072983,16571.43,External Placements
2016-02,People,Childrens Social Care,HOLME FARM RESIDENTIAL VILLAGE LTD,3072983,12214.28,External Placements
2016-02,People,Childrens Social Care,HUMMERSKNOTT ACTIVE LTD,0,557.5,Security Services
2016-02,People,Childrens Social Care,INCOM TELECOMMUNICATIONS,3077787,1600,Ict Hardware Purchase
2016-02,People,Childrens Social Care,J & C COACHES LTD,3073059,2840.5,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3072984,1993.2,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3072985,1993.2,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3072986,1993.2,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3072987,2000,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3073061,2327.5,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3073060,2460.5,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3073062,2590,Contract Hire
2016-02,People,Childrens Social Care,J & C COACHES LTD,3073063,2491.28,Contract Hire
2016-02,People,Childrens Social Care,JENNY NICHOLS,3074748,2269.75,Consultancy Fees
2016-02,People,Childrens Social Care,KALEIDOSCOPE,3075602,10517.85,External Placements
2016-02,People,Childrens Social Care,M2 EDUCATION,0,1259.48,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,M2 EDUCATION,0,581.76,Agency Staff Costs - Non Teaching
2016-02,People,Childrens Social Care,NORTHUMBERLAND COUNTY COUNCIL,3074329,24384.29,External Placements
2016-02,People,Childrens Social Care,NPOWER NORTHERN FINANCE,0,1130.27,Electricity
2016-02,People,Childrens Social Care,NPOWER NORTHERN FINANCE,0,3567.94,Electricity
2016-02,People,Childrens Social Care,OVERLANDER MINI COACHES,3073065,2375,Contract Hire
2016-02,People,Childrens Social Care,OVERLANDER MINI COACHES,3073064,2480,Contract Hire
2016-02,People,Childrens Social Care,PEARTREE PROJECTS LTD,3065198,14048.4,External Placements
2016-02,People,Childrens Social Care,PEARTREE PROJECTS LTD,3065199,13142.05,External Placements
2016-02,People,Childrens Social Care,PEARTREE PROJECTS LTD,3065198,13142.05,External Placements
2016-02,People,Childrens Social Care,PEARTREE PROJECTS LTD,3068285,13142.05,Independent Placements
2016-02,People,Childrens Social Care,PEBBLES CARE,3076661,13257.14,External Placements
2016-02,People,Childrens Social Care,PEBBLES CARE,3065200,13795,External Placements
2016-02,People,Childrens Social Care,PKR ASSOCIATES,0,1916.67,Professional Fees
2016-02,People,Childrens Social Care,PONTVILLE SCHOOL,0,54723,Independent Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065085,2608.65,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065086,2503.8,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065083,2583.9,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065087,2440.35,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065088,2676.47,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065082,3148.79,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065427,2762.1,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065086,2676.47,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065083,2762.1,External Placements
2016-02,People,Childrens Social Care,REACH OUT CARE LIMITED NO 2 A/C,3065087,2608.65,External Placements
2016-02,People,Childrens Social Care,REDCAR & CLEVELAND BOROUGH COUNCIL,3077722,18000,Adoption Allowance
2016-02,People,Childrens Social Care,REDCAR & CLEVELAND BOROUGH COUNCIL,3077834,2000,"Recruitment, Retention & Training"
2016-02,People,Childrens Social Care,REGUS MANAGEMENT,0,2318,Rent Of Facilities
2016-02,People,Childrens Social Care,REGUS MANAGEMENT,0,859,Rent Of Facilities
2016-02,People,Childrens Social Care,REGUS MANAGEMENT,0,1214.87,Rent Of Facilities
2016-02,People,Childrens Social Care,REGUS MANAGEMENT,0,1099.95,Rent Of Facilities
2016-02,People,Childrens Social Care,S & R CARS LTD,3072970,1552,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3072971,1480,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073305,1320,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3072969,1920,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073304,1344,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073227,896,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073042,1401.6,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3072972,900,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3072968,1680,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073006,672,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073306,1000,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073307,1400,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073228,720,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3072967,1380.6,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073510,2124,Contract Hire
2016-02,People,Childrens Social Care,S & R CARS LTD,3073402,1848,Contract Hire
2016-02,People,Childrens Social Care,SAFE HAVEN CHILDRENS RESIDENTIAL CARE,3078511,4342.85,External Placements
2016-02,People,Childrens Social Care,ST CUTHBERTS CARE,3068230,1771.43,External Placements
2016-02,People,Childrens Social Care,SUE OVERTON APPLIED PRACTICE,3077733,4400,Professional Fees & Consultancy
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
