Body Name,Portfolio,Organisation Code,Org Code Description,Object Code,Object Code Description,GL Date,Invoice No,Value,Supplier,Category,Category Description,Supplier No
SHEFFIELD CITY COUNCIL,COMMUNITIES,49682,NON CONTRACT TREATMENT COSTS,8060,MATERIALS AND SUPPLIES GENERAL,2015-08-14,85378,4120.64,EXCHANGE SUPPLIES LTD,,PUBLISHERS,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-08-14,855-37558,1424.64,GALT SIGNS LTD T/A FASTSIGNS,,SIGNS & NAMEPLATES,
SHEFFIELD CITY COUNCIL,RESOURCES,15139,TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2015-08-14,4808490,20551.39,CARLTON FUELS,,FUEL DEALERS,
SHEFFIELD CITY COUNCIL,PLACE,25001,GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2015-08-14,356044,302.25,ARGO FEEDS LTD,,PET FOODS & ANIMAL FEEDS,
SHEFFIELD CITY COUNCIL,PLACE,28101,MARKETING SHEFFIELD,8270,SUBSCRIPTIONS,2015-08-14,38/15,800.00,RJS ASSOCIATES LTD,,ENGINEERS - CONSULTING,
SHEFFIELD CITY COUNCIL,RESOURCES,15139,TRANSPORT FLEET MANAGEMENT,7060,EXTERNAL VEHICLE HIRE,2015-08-14,IW02470737,1124.47,NORTHGATE VEHICLE HIRE LTD,,VAN & TRUCK HIRE,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-08-14,6809,1492.00,FORENSIC TESTING SERVICE LTD,,MEDICAL & DENTAL LABORATORIES,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-08-14,937116,600.00,LOUISE STANBURY,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,39282,CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-08-14,938409,1650.00,REDACTED PERSONAL DATA,,BARRISTERS,
SHEFFIELD CITY COUNCIL,RESOURCES,15206,PFI 3,6190,WATER SERVICES,2015-08-14,4690061830,1988.88,SEVERN TRENT WATER LTD,,WATER COMPANIES,
SHEFFIELD CITY COUNCIL,PLACE,22189,INTELLIGENT TRANSPORT SYSTEMS,6390,NETWORK COMMUNICATIONS,2015-08-14,BR000744039,24389.98,TIMICO LIMITED,,INTERNET SERVICE PROVIDERS,
SHEFFIELD CITY COUNCIL,RESOURCES,15133,STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-08-14,14413043,2132.37,LOOKERS FORD,,CAR DEALERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242099 160815,811.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242100 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242101 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242102 160815,550.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242103 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242104 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242105 160815,797.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242106 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242106 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242107 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242108 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242109 160815,261.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242110 160815,550.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242111 160815,275.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242112 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242113 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242114 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242115 160815,261.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242116 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242117 160815,261.00,REDACTED PERSONAL DATA,,HOME CARE SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-08-14,J1242118 160815,261.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-08-14,95172RJA.,6580.00,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,410,890.00,ABBEYCARE & NURSING HOME LTD,,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,94737NB,607.04,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172,876.40,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172AS,669.76,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172BN,1381.24,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172CD,1265.32,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172CG,1079.12,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172EC,4855.76,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172EH,920.92,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2015-08-14,95172HB,837.20,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172HY,628.32,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172JR,784.00,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172JW,1449.56,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172KA,4720.24,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172LD,613.48,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172MW,837.20,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172NB,607.04,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172NY,1632.68,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172PT,2773.96,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172PTW,1519.84,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-08-14,95172RJW,837.20,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172TA,1255.80,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172TC,251.16,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172TG,3516.24,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172VM,2223.76,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172VW,2093.00,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,95172WH,2227.68,COMMUNITY HEALTH SHEFFIELD,,HOSPITALS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-08-14,SI05/0011901,1987.44,NEW ERA HOUSING AUTHORITY,,"HOUSING ASSOCIATIONS, SOCIETIE",
SHEFFIELD CITY COUNCIL,COMMUNITIES,44001,PURCHASING,9190,CITYWIDE SPOT,2015-08-14,WB/001/PW,1145.60,SUPPORT CARE HOUSING LTD,,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2015-08-14,2200016991,3144.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2015-08-14,3107,595.00,EARL MARSHALL GUEST HOUSE LTD,,GUEST HOUSES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1214873 160815,19615.40,ROUNDABOUT LTD (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1214887 160815,24170.06,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1214901 160815,54288.00,TARGET HOUSING LTD,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1214902 160815,37307.68,DEPAUL UK,,"HOUSING ASSOCIATIONS, SOCIETIE",
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1214903 160815,12293.00,CREATIVE SUPPORT LIMITED,,SOCIAL SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245312 130915,15711.04,SCC COMMUNITY CARE (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245313 130915,19066.26,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245314 130915,11538.48,ACTION HOUSING ASSOCIATION LIMITED (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245315 130915,29457.32,AGE CONCERN (SHEFFIELD) LTD (SP),,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245316 130915,24167.36,CHERRYTREE SUPPORT SERVICES LTD (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245317 130915,20275.20,GUINNESS PARTNERSHIP LTD (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245318 130915,14553.24,NOMAD OPENING DOORS,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245319 130915,4556.20,PLACES FOR PEOPLE INDIVIDUAL SUPPORT(SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245320 130915,10173.20,PLACES FOR PEOPLE INDIVIDUAL SUPPORT(SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245321 130915,21896.00,ROUNDABOUT LTD (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245323 130915,25051.40,THE SALVATION ARMY (SP),,"HOUSING ASSOCIATIONS, SOCIETIE",
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245324 130915,14248.00,SCC COMMUNITIES (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245325 130915,3536.00,SCC COMMUNITIES (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245326 130915,4230.76,SCC COMMUNITIES (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245327 130915,42224.58,SCC COMMUNITY CARE (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245328 130915,26923.08,SHEFFIELD AREA REFUGE AND SUPPORT,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245329 130915,13037.92,SHEFFIELD YWCA (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245330 130915,19364.80,SHELTER (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245331 130915,28697.52,SHELTER (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245332 130915,34653.84,SHELTER (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245333 130915,13255.92,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245335 130915,31079.12,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245336 130915,6730.24,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245337 130915,9817.08,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245338 130915,36837.20,SOUTH YORKSHIRE HOUSING ASSC (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245339 130915,24595.92,ST ANNE'S COMMUNITY SERVICES,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245340 130915,4800.00,ST ANNE'S COMMUNITY SERVICES,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245341 130915,13937.50,TURNING POINT SERVICES LTD,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245342 130915,5496.00,YORKSHIRE HOUSING LTD,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245343 130915,4615.40,YORKSHIRE HOUSING LTD,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245344 130915,12376.00,YOUNG WOMENS HOUSING PROJECT,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245345 130915,346.12,STOTHARD ROAD SCHEME LTD (SP),,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245346 130915,14463.24,DISC,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49088,HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-08-14,J1245347 130915,26807.68,DISC,,HOME SUPPORT SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9270,CARELEAVERS INDEPENDENT LIVING,2015-08-14,2096,1250.38,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,PLACE,94007,SPITAL HILL ELLESMERE GREEN,1161,NC&A MAIN CONTRACT,2015-08-17,1313,4313.28,HILLSBOROUGH FENCING CO LTD,,FENCING CONTRACTORS,
SHEFFIELD CITY COUNCIL,CYPF,39031,INTER AGENCY FEES,9120,OTHER AGENCIES,2015-08-17,10337,9000.00,PARENTS & CHILDREN TOGETHER,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124044,5626.00,CLARK & PARTNERS LTD,,DISABILITY EQUIPMENT - MNFRS &,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124045,3890.31,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124046,6122.00,WESTWOOD JOINERY & CONSTRUCTION LTD,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124047,4655.00,ABBEYDALE SHOWERS,,ELECTRICIANS & ELECTRICAL CONT,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124052,4513.00,STANNAH LIFT SERVICES LTD.,,STAIRLIFTS - MNFRS & INSTALLER,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49851,LEARNING & YOUNG PEOPLE,8060,MATERIALS AND SUPPLIES GENERAL,2015-08-17,ERS INVOICE124053,900.00,ANDY MESSER STORYTELLER,,EDUCATIONAL SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,9120,OTHER AGENCIES,2015-08-17,ERS INVOICE124054,3416.42,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124055,9968.00,TERRY GROUP LTD.,,LIFT MNFRS,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124056,3723.75,WESTWOOD JOINERY & CONSTRUCTION LTD,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-08-17,ERS INVOICE124058,10482.00,TERRY GROUP LTD.,,LIFT MNFRS,
SHEFFIELD CITY COUNCIL,RESOURCES,19347,CLAIMS,8740,EMPLOYERS LIABILITY,2015-08-17,ERS INVOICE124059,585.00,DEPARTMENT FOR WORK & PENSIONS,,CENTRAL GOVERNMENT,
