Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2016-08-25,4069058,T01238,6745.76,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2016-08-25,4069059,T01240,402.80,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2016-08-25,4069059,T01240,1611.12,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2016-08-25,4069060,T01242,2013.92,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2016-08-25,4069061,T01244,1749.72,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2016-08-25,4069062,T01245,320.00,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2016-08-25,4069062,T01245,2300.00,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9230,CCSP TRANSPORT,2016-08-25,4069064,37680,300.00,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2016-08-25,4069065,37688,879.16,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2016-08-25,4069066,T01241,1131.80,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2016-08-25,4069066,T01241,993.34,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2016-08-25,4069067,T01243,975.72,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39428,INDEPENDENT RES BLOCK PLACEMEN,9270,SECURE PLACEMENTS - WELFARE,2016-08-25,4069045,700983380,4275.00,DURHAM COUNTY COUNCIL,316046,,LOCAL GOVERNMENT
SHEFFIELD CITY COUNCIL,CYPF,39077,NORTH SA - LAC,9440,LOOKED AFTER CHILDREN,2016-08-25,4069047,9442,529.68,EARLY STEPS NSRY & CHILDRENS CENTRE,311860,,NURSERY SCHOOLS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2016-08-25,4069042,J1610161 110916,5524.24,SEVERN OAKS CARE HOME (C/O CINTRE COMMUN,368306,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,47028,PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2016-08-25,4069043,J1610199 110916,3636.72,DISABILITY ACTION YORKSHIRE,463335,,DISABILITY & SPECIAL NEEDS - S
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2016-08-25,4069044,J1623343 110916,36600.00,THE HESLEY GROUP,327405,,SCHOOLS - SPECIAL
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069071,851,260.00,ROUNDABOUT LTD,316572,,HOSTELS
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069074,C0229494360,3674.86,REED MANAGED SERVICE PLC,509057,,PROPERTY & ESTATE MANAGEMENT
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069075,C0229944134,1462.30,REED MANAGED SERVICE PLC,509057,,PROPERTY & ESTATE MANAGEMENT
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069077,11892,852.78,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069079,PTC/328527,950.66,REDACTED PERSONAL DATA,636651,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9270,CARELEAVERS INDEPENDENT LIVING,2016-08-25,4069091,19222,882.00,FOSTERING OPTIONS LIMITED,633045,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39212,CARELEAVER SUPPORT,9440,CARELEAVERS,2016-08-25,4069098,PTC328528X,282.87,REDACTED PERSONAL DATA,624642,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,32022,FOUNDATION STAGE,8440,FEE EXPENSES,2016-08-26,4069826,ERS INVOICE142626,1500.00,PORTER CROFT CE PRIMARY ACADEMY,597668,,SCHOOLS - LOCAL AUTHORITY
SHEFFIELD CITY COUNCIL,CYPF,32022,FOUNDATION STAGE,8440,FEE EXPENSES,2016-08-26,4069827,ERS INVOICE142627,1000.00,HATFIELD ACADEMY,467069,,SCHOOLS - LOCAL AUTHORITY
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2016-08-26,4069829,ERS INVOICE142629,5350.00,ECO FRAMES & ENERGY SAVING SOLUTIONS LTD,543624,,DOUBLE GLAZING INSTALLERS
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2016-08-26,4069830,ERS INVOICE142630,5759.36,REDACTED PERSONAL DATA,597926,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2016-08-26,4069831,ERS INVOICE142631,400.00,NU ARCHITECTS LTD,636661,,ARCHITECTS
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2016-08-26,4069834,ERS INVOICE142634,552.12,REDACTED PERSONAL DATA,400934,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,PLACE,97333,MINOR WORK GRANTS,1165,NC&A OTHER,2016-08-26,4069835,ERS INVOICE142635,1500.00,S & J MAINTENANCE,503616,,BUILDING SERVICES
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2016-08-26,4069836,ERS INVOICE142636,1350.00,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2016-08-26,4069837,ERS INVOICE142637,2257.50,ELITE WETROOMS,627958,,PLUMBERS
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2016-08-26,4069838,ERS INVOICE142638,2119.41,PRISM MEDICAL UK WESTHOLME DIVISION,209483,,DISABILITY EQUIPMENT - MNFRS &
SHEFFIELD CITY COUNCIL,COMMUNITIES,49350,AREA CENTAL,8560,HOUSING AREA CONSULT ALLOWANCE,2016-08-26,4069926,ERS INVOICE142639,906.00,ARBOURTHORNE TARA,505674,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,CYPF,39446,TEACHING PARTNERSHIPS,8440,FEE EXPENSES,2016-08-26,4057186,114119958,12004.52,ROTHERHAM MBC,296984,,LOCAL GOVERNMENT
SHEFFIELD CITY COUNCIL,PLACE,97127,OBSOLETE HEATING,1157,DWELLINGS MAIN CONTRACT,2016-08-26,4058907,SH04366D/10316/26,215900.74,DENTON & NICKELS LTD,596087,,CENTRAL HEATING - INSTALLATION
SHEFFIELD CITY COUNCIL,PLACE,97147,ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2016-08-26,4058943,DR7086,650.00,TERRY GROUP LTD,208934,,LIFT MNFRS
SHEFFIELD CITY COUNCIL,RESOURCES,15227,ASSET DATA RECORDS,8550,OTHER SERVICES,2016-08-26,4061895,6288,4456.00,THE TECHNOLOGY FORGE LTD,371682,,COMPUTER SYSTEMS & SOFTWARE (D
SHEFFIELD CITY COUNCIL,PLACE,97551,COUNCIL HSG ACQUISITIONS PROG,1194,OTHER FEES,2016-08-26,4063553,65486988000000X,599.20,YORKSHIRE WATER,362345,,WATER COMPANIES
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2016-08-26,4063600,2564,899.00,JOHN BAXTERS & SONS LTD,576003,,PRINTERS
SHEFFIELD CITY COUNCIL,RESOURCES,18032,MOORFOOT LEARNING CENTRE,8040,LEARNING RESOURCES,2016-08-26,4063866,993,400.02,MEDICAL TRAINING EQUIPMENT,636369,,MEDICAL EQUIPMENT MAINTENANCE
SHEFFIELD CITY COUNCIL,CYPF,38202,OUT OF CITY GUM,9030,HEALTH,2016-08-26,4063932,6017551,4862.55,THE ROTHERHAM FOUNDATION TRUST HOSPITAL,585508,,PUBLIC HEALTH SUPPLIERS
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2016-08-26,4063937,156915,379.00,WIDE WAVE GROUP,511738,,PROMOTIONAL ITEMS
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2016-08-26,4063938,156916,569.00,WIDE WAVE GROUP,511738,,PROMOTIONAL ITEMS
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2016-08-26,4065024,223417,306.00,B AND B PRESS (PARKGATE) LTD,203168,,PRINTERS
SHEFFIELD CITY COUNCIL,CYPF,38202,OUT OF CITY GUM,9030,HEALTH,2016-08-26,4065166,8500027490,632.00,CAMBRIDGESHIRE COMMUNITY SERVICES,595025,,PUBLIC HEALTH SUPPLIERS
SHEFFIELD CITY COUNCIL,PLACE,22140,CAR PARKING MANAGEMENT,8390,STATIONERY,2016-08-26,4066026,226787,1155.00,NAGELS UK LIMITED,413367,,PRINTERS
SHEFFIELD CITY COUNCIL,PLACE,25062,CLOSED LANDFILL & LEACHATE,8440,FEE EXPENSES,2016-08-26,4067427,MI73576,2966.52,FCC RECYCLING (UK) LIMITED,617238,,WASTE DISPOSAL SERVICES
SHEFFIELD CITY COUNCIL,CYPF,31073,CYP FACILITIES MGMT,8440,FEE EXPENSES,2016-08-26,4067438,RINV/00001598,3510.00,SHEFFIELD LEP LIMITED,471227,,LEASING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,31073,CYP FACILITIES MGMT,8440,FEE EXPENSES,2016-08-26,4067440,RINV/00001597,3170.92,SHEFFIELD LEP LIMITED,471227,,LEASING SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49535,ACCESS TEAM,5750,TRAINING EXPENDITURE,2016-08-26,4067592,233583,750.00,SHELTER,453461,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,PLACE,22253,BUILDING STANDARD PSU+CON DEMO,8440,FEE EXPENSES,2016-08-26,4067874,53789,900.00,MHH CONTRACTING LTD,205329,,EXCAVATION & GROUNDWORK CONTRA
SHEFFIELD CITY COUNCIL,COMMUNITIES,49354,AREA SOUTH EAST,8010,EQUIPMENT PURCHASE AND REPAIR,2016-08-26,4068073,00258/2016,430.00,VIPAUK LTD,563900,,CCTV & VIDEO EQUIPMENT
SHEFFIELD CITY COUNCIL,PLACE,22140,CAR PARKING MANAGEMENT,8110,"CLOTHING, UNIFORM AND LAUNDRY",2016-08-26,4068460,I16-006569,393.50,MUDFORDS (SHEFFIELD) LTD,206984,,TEXTILE MANUFACTURING
SHEFFIELD CITY COUNCIL,COMMUNITIES,42076,TUPE COSTS,9190,EX POOL CLIENTS,2016-08-26,4068475,619727L2VH2,57270.00,COMMUNITY INTEGRATED CARE,620703,,SOCIAL SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42075,VOIDS & VACANCY COSTS,9190,EX POOL CLIENTS,2016-08-26,4068476,619727L1VH1,10362.50,COMMUNITY INTEGRATED CARE,620703,,SOCIAL SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,49355,AREA SOUTH WEST,8010,ESTATES EQUIP PURCHASE & REPAI,2016-08-26,4068521,927989194,600.00,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
SHEFFIELD CITY COUNCIL,PLACE,21313,CCTV,6020,REPAIRS AND MTCE - PROGRAMMED,2016-08-26,4068576,I0105349,1496.63,TOTAL INTEGRATED SOLUTIONS LTD,208799,,SECURITY EQUIPMENT
SHEFFIELD CITY COUNCIL,PLACE,21313,CCTV,6020,REPAIRS AND MTCE - PROGRAMMED,2016-08-26,4068578,I0105201,280.00,TOTAL INTEGRATED SOLUTIONS LTD,208799,,SECURITY EQUIPMENT
SHEFFIELD CITY COUNCIL,PLACE,21313,CCTV,6020,REPAIRS AND MTCE - PROGRAMMED,2016-08-26,4068580,I0105253,313.80,TOTAL INTEGRATED SOLUTIONS LTD,208799,,SECURITY EQUIPMENT
SHEFFIELD CITY COUNCIL,CYPF,32190,C & F CITYWIDE CONTRACTS,8440,FEE EXPENSES,2016-08-26,4068909,4000467814,4009.84,SHEFFIELD TEACHING HOSPITALS,460620,,HOSPITALS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49025,SANCTUARY SCHEME,8010,EQUIPMENT PURCHASE AND REPAIR,2016-08-26,4068951,SI16006511,590.00,SOLON SECURITY LTD,348077,,SECURITY EQUIPMENT
SHEFFIELD CITY COUNCIL,COMMUNITIES,49153,OTHER REPAIRS & FEES,6030,BURGLAR ALARM REPAIRS,2016-08-26,4068965,VSL999,2525.50,VIGIL SECURITY SYSTEMS LTD,440317,,BURGLAR & INTRUDER ALARM SYSTE
SHEFFIELD CITY COUNCIL,CYPF,39446,TEACHING PARTNERSHIPS,8440,FEE EXPENSES,2016-08-26,4068970,1182,810.98,CONSILIENT CONSULTING LTD,446779,,BUSINESS & MANAGEMENT CONSULTA
SHEFFIELD CITY COUNCIL,PLACE,21314,CCRAC RADIOS,8010,EQUIPMENT PURCHASE AND REPAIR,2016-08-26,4069190,INV-0933,900.00,LITTORALIS LTD,581186,,COMPUTER SYSTEMS & SOFTWARE (S
SHEFFIELD CITY COUNCIL,PLACE,25095,PARKS OPERATIONS WEST,8550,OTHER SERVICES,2016-08-26,4069324,151787,365.58,H HARROLD & SONS LTD,205285,,LOCK SMITHS
SHEFFIELD CITY COUNCIL,PLACE,25094,PARKS OPS SOUTH & SOUTH EAST,8060,MATERIALS AND SUPPLIES GENERAL,2016-08-26,4069394,121389/R,333.02,WYBONE LTD,209618,,"GLASS FIBRE MOULDING, MATERIAL"
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069395,173/16,2500.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069396,164/16,2500.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069398,161/16,2125.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069399,163/16,2500.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,8550,OTHER SERVICES,2016-08-26,4069400,169/16,2400.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,PLACE,93111,NORTH SHEFFIELD BBA GROUP A,1175,INFR SUB CONTRACTORS,2016-08-26,4069414,50126257,2708.52,VIRGIN MEDIA,401266,,TELECOMMUNICATION SERVICES
SHEFFIELD CITY COUNCIL,PLACE,21309,BARKERS POOL,6030,REPAIRS AND MTCE - RESPONSIVE,2016-08-26,4069415,3155,671.50,KINLOCH PAVING,475001,,PAVING & DRIVEWAY CONTRACTORS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069437,160553,300.00,CATCHPOINT CONSULTANCY CIC,599357,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069438,174/16,2500.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069439,192/16,2750.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069440,179/16,3000.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069441,200/16,2800.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069459,194/16,3000.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8550,OTHER SERVICES,2016-08-26,4069475,191/16,2000.00,CHRYSALIS ASSOCIATES LTD,520856,,PSYCHOLOGISTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46060,ASC PROGRAMME FUNDING,9160,PARTNERSHIP CONTRACTS,2016-08-26,4069476,16/49,3374.00,ROSHNI ASIAN WOMENS RESOURCE CENTRE,305514,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,49802,BUSINESS SUPPORT,8390,STATIONERY,2016-08-26,4069516,46559,2590.00,MHG SUPPLIES,474437,,STATIONERY SUPPLIERS
SHEFFIELD CITY COUNCIL,COMMUNITIES,49355,AREA SOUTH WEST,6060,DECANTING/REMOVAL COSTS,2016-08-26,4069522,923526,429.06,PICKFORDS,573763,,REMOVALS - OVERSEAS
SHEFFIELD CITY COUNCIL,PLACE,94020,BROOKHILL AREA IMPROVEMENTS,1161,NC&A MAIN CONTRACT,2016-08-26,4069772,5137114/7,364475.69,NORTH MIDLAND CONSTRUCTION PLC,315929,,BUILDERS
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,17003,ELECTORAL REGISTRATION,8570,POSTAGE & DELIVERY,2016-08-26,4069738,9052786423,12609.60,ROYAL MAIL GROUP LTD,295326,,DELIVERY SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2016-08-26,4069584,J1622358 210816,342.88,REDACTED PERSONAL DATA,634372,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9180,RESPITE,2016-08-26,4069594,J1623335 210816,428.60,REDACTED PERSONAL DATA,369406,,HOME CARE SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069650,J1624800,400.00,REDACTED PERSONAL DATA,400267,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069651,J1624800,607.74,REDACTED PERSONAL DATA,412791,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2016-08-26,4069652,J1624800,11995.20,REDACTED PERSONAL DATA,415874,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069653,J1624800,325.23,REDACTED PERSONAL DATA,505372,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069654,J1624800,1346.64,REDACTED PERSONAL DATA,533380,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069655,J1624800,381.29,REDACTED PERSONAL DATA,535737,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2016-08-26,4069657,J1624800,4489.36,PEOPLEPLUS GROUP LIMITED,547567,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069657,J1624800,2755.40,PEOPLEPLUS GROUP LIMITED,547567,,TRAINING SERVICES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069658,J1624800,402.87,REDACTED PERSONAL DATA,548392,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2016-08-26,4069659,J1624800,1521.62,REDACTED PERSONAL DATA,555024,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069660,J1624800,566.75,REDACTED PERSONAL DATA,556296,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069661,J1624800,2450.07,REDACTED PERSONAL DATA,556454,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069662,J1624800,5691.43,REDACTED PERSONAL DATA,556893,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,4260,DIRECT PAYMENTS,2016-08-26,4069663,J1624800,680.64,REDACTED PERSONAL DATA,557844,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069665,J1624800,355.71,REDACTED PERSONAL DATA,561085,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069666,J1624800,354.12,REDACTED PERSONAL DATA,563282,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069667,J1624800,1378.77,REDACTED PERSONAL DATA,571404,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069668,J1624800,3136.00,REDACTED PERSONAL DATA,574253,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,4260,DIRECT PAYMENTS,2016-08-26,4069671,J1624800,1535.82,PARKSIDE PAYROLL LIMITED,616773,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2016-08-26,4069676,J1624800,10240.00,REDACTED PERSONAL DATA,627212,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069678,J1624800,705.00,REDACTED PERSONAL DATA,637681,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,CYPF,39148,DIRECT PAYMENTS,9190,DIRECT PAYMENTS,2016-08-26,4069679,J1624800,979.34,REDACTED PERSONAL DATA,637684,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2016-08-26,4069680,J1624800,1431.86,REDACTED PERSONAL DATA,637685,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2016-08-26,4069681,J1624800,2392.50,REDACTED PERSONAL DATA,637696,Social Community Care,CAREFIRST DIRECT PAYMENTS
