Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-16,1600668442,1645.00,0.00,1645.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-16,601322793,732.72,0.00,732.72,The Dollhouse,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322830,1559.36,0.00,1559.36,The Manse Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322670,9966.42,0.00,9966.42,The Manse Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322673,9676.88,0.00,9676.88,The New Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322832,1672.09,0.00,1672.09,The Stables Day Nursery Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322671,8760.96,0.00,8760.96,The Stables Day Nursery Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322672,4853.57,0.00,4853.57,The Stables Day Nursery Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322835,6162.30,0.00,6162.30,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322674,8326.80,0.00,8326.80,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322834,2925.84,0.00,2925.84,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322675,6088.22,0.00,6088.22,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322732,1164.83,0.00,1164.83,Treasures Child Care Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322549,1772.55,0.00,1772.55,Treasures Child Care Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322638,1172.93,0.00,1172.93,Tulip Day Care Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322833,7127.98,0.00,7127.98,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322677,10515.86,0.00,10515.86,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322728,2198.14,0.00,2198.14,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322546,2987.38,0.00,2987.38,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322837,864.23,0.00,864.23,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322680,2439.94,0.00,2439.94,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322679,7176.43,0.00,7176.43,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322839,2829.40,0.00,2829.40,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322681,4784.80,0.00,4784.80,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322840,2198.14,0.00,2198.14,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322682,4633.20,0.00,4633.20,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322841,3099.94,0.00,3099.94,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322683,3479.85,0.00,3479.85,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322836,1694.63,0.00,1694.63,Zisse Kinder Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-17,6003291684,588.00,98.00,490.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-06-17,601322895,18000.00,0.00,18000.00,Ac M S Quays Hot,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322909,8000.00,0.00,8000.00,Albert View Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322882,4120.00,0.00,4120.00,Bestway Mini Buses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,6003291683,563.49,20.37,543.12,Brake Bros Ltd,Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2021-06-17,6003291631,955.21,67.93,887.28,Brake Bros Ltd,Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2021-06-17,601322868,770.00,0.00,770.00,Callands Primary School,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-17,601322905,2667.00,0.00,2667.00,Carpet Connection (Worsley) Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322903,2667.00,0.00,2667.00,Clarke Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,1600667450,1847.40,307.90,1539.50,Click Fire & Security Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-06-17,1600668489,14779.80,0.00,14779.80,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,1600668491,15835.80,0.00,15835.80,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,1600668492,16099.73,0.00,16099.73,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,1600668490,16363.35,0.00,16363.35,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,1600668493,18475.10,0.00,18475.10,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,1600668494,7381.50,0.00,7381.50,"Crossroads Care Cheshire, Mancheste",People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-17,6003291630,4793.60,0.00,4793.60,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-17,6003291566,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-17,1600667434,877.20,146.20,731.00,Electrosafe Ltd (T/A Veriserv),Place Directorate,UV Prog Rep,
Salford City Council,2021-06-17,601322875,2000.00,0.00,2000.00,Home Office,Place Directorate,Other Prof Fees,
Salford City Council,2021-06-17,6003291601,1422.05,0.00,1422.05,Hotel On Booking.Com,People (Childrens) Service Group,Staff Travel,
Salford City Council,2021-06-17,1600667679,889.20,148.20,741.00,Ijm Electrical Contractors Ltd,People (Childrens) Service Group,UV Day to Day,
Salford City Council,2021-06-17,6003291686,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-06-17,1600667424,795.05,132.51,662.54,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2021-06-17,601322911,8000.00,0.00,8000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322913,8000.00,0.00,8000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322897,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322899,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322900,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322901,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322896,18000.00,0.00,18000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322898,12000.00,0.00,12000.00,K D Sports Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322910,2667.00,0.00,2667.00,Kinder Korn,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,1600668452,2333.90,388.98,1944.92,Manchester Ship Canal Company,Place Directorate,Principal Road Maint,
Salford City Council,2021-06-17,1600668450,2627.88,437.98,2189.90,Manchester Ship Canal Company,Place Directorate,Principal Road Maint,
Salford City Council,2021-06-17,601322912,2667.00,0.00,2667.00,Motion Salvage Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,1600668068,2034.54,339.09,1695.45,Novus Property Solutions,People (Childrens) Service Group,UV Prog Rep,
Salford City Council,2021-06-17,601322908,2667.00,0.00,2667.00,Paul Anthony Furnishings Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322902,12000.00,0.00,12000.00,Polenta Ltd T/A Siena Restaurant,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,6003291002,570.34,0.00,570.34,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-06-17,6003291246,601.16,0.00,601.16,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-06-17,6003291356,724.74,0.00,724.74,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-06-17,6003291335,964.50,0.00,964.50,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2021-06-17,601322881,991.61,0.00,991.61,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,6003291265,995.00,0.00,995.00,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2021-06-17,6003291296,1098.00,0.00,1098.00,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2021-06-17,6003291114,1242.82,0.00,1242.82,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-06-17,601322859,1310.62,0.00,1310.62,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322858,1371.99,0.00,1371.99,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322861,1482.00,0.00,1482.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322863,1500.24,0.00,1500.24,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322864,1520.00,0.00,1520.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322865,1520.00,0.00,1520.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322862,1799.11,0.00,1799.11,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322904,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322916,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322867,3564.00,0.00,3564.00,Redacted Data,Service Reform (Corp Bus & Transform),Money in Possession,
Salford City Council,2021-06-17,601322906,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322907,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322914,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,601322915,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-17,1600664518,23415.60,0.00,23415.60,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-06-17,1600664516,35377.00,0.00,35377.00,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-06-17,601322878,1518.00,253.00,1265.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322873,1559.40,259.90,1299.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322877,1752.00,292.00,1460.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322876,2058.24,343.04,1715.20,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322879,3033.60,505.60,2528.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,601322872,3977.75,662.96,3314.79,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-17,1600667209,576.00,96.00,480.00,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2021-06-17,1600667240,569.86,94.98,474.88,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-06-17,1600667242,2246.92,374.49,1872.43,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-06-17,6003291505,900.00,0.00,900.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-06-17,6003291656,775.20,0.00,775.20,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-17,2205769725,958174.86,0.00,958174.86,Aspire,People (Adults) - CHSC,Aspire Management
Salford City Council,2021-06-18,1600668567,989.66,0.00,989.66,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668568,989.66,0.00,989.66,Access To Music Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322996,1980.00,0.00,1980.00,Ag Architectural Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,1600668289,98085.52,16347.58,81737.94,Argyle Nw Construction Ltd,Place Directorate,Materials,
Salford City Council,2021-06-18,1600668562,16375.67,0.00,16375.67,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668560,20345.00,0.00,20345.00,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,601322966,2964.00,494.00,2470.00,Buzz2Go Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322998,7072.31,0.00,7072.31,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322990,14467.38,0.00,14467.38,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,1600668572,18000.00,0.00,18000.00,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668555,860.40,143.40,717.00,Central Power Services Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-06-18,1600666209,804.35,38.30,766.05,Certas Energy Uk Ltd / Emo Oil Ltd,Place Directorate,Fuel Oil,
Salford City Council,2021-06-18,1600668559,16363.66,0.00,16363.66,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668547,795.00,0.00,795.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668549,1272.00,0.00,1272.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668548,2067.00,0.00,2067.00,Cygnet (Nw) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322999,7755.02,0.00,7755.02,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322992,9843.33,0.00,9843.33,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601323001,8000.00,0.00,8000.00,Dlp Services Northern Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,1600668371,30164.16,5027.36,25136.80,Exclusec Group Ltd,Place Directorate,Contractors,
Salford City Council,2021-06-18,601322890,1310.40,218.40,1092.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322888,1708.10,0.00,1708.10,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322887,1979.61,0.00,1979.61,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322886,2032.81,0.00,2032.81,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322889,2235.99,372.66,1863.33,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668582,1280.00,0.00,1280.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668578,1424.00,0.00,1424.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668587,2220.00,0.00,2220.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668576,9904.00,0.00,9904.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,601323007,930.00,0.00,930.00,For Housing,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668531,22152.00,3692.00,18460.00,Gunn Jcb Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-18,601322943,600.00,0.00,600.00,Imperial Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322944,1200.00,0.00,1200.00,Imperial Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601323002,6000.00,0.00,6000.00,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322988,6835.16,0.00,6835.16,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322994,7549.36,0.00,7549.36,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322997,10520.00,0.00,10520.00,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,1600668570,2280.00,380.00,1900.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668571,4332.00,722.00,3610.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668569,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,601322933,648.00,108.00,540.00,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322934,1010.88,168.48,842.40,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322935,1559.52,259.92,1299.60,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322931,1572.29,262.05,1310.24,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322932,1858.20,309.70,1548.50,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322925,1121.00,0.00,1121.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322918,1330.00,0.00,1330.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322919,1330.00,0.00,1330.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322922,1330.00,0.00,1330.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322920,1501.00,0.00,1501.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322924,1501.00,0.00,1501.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322921,1678.00,0.00,1678.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322923,1691.00,0.00,1691.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322917,2012.10,0.00,2012.10,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322894,3226.20,0.00,3226.20,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322987,8225.85,0.00,8225.85,Linkfield Accident Management Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-18,601322892,2926.00,0.00,2926.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668213,110689.20,18448.20,92241.00,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-18,1600668546,3000.00,0.00,3000.00,Odd Arts,Place Directorate,Consultants,
Salford City Council,2021-06-18,601322965,1428.60,0.00,1428.60,Pal Cars & Bradhsawgate Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322964,4403.37,0.00,4403.37,Pal Cars & Bradhsawgate Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322927,580.00,0.00,580.00,R Hughes Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322928,1044.00,0.00,1044.00,R Hughes Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322972,725.00,0.00,725.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322942,860.00,0.00,860.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322891,912.00,0.00,912.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322974,1377.50,0.00,1377.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322967,2208.75,0.00,2208.75,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322926,2767.80,0.00,2767.80,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322969,4146.18,0.00,4146.18,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322929,5071.48,0.00,5071.48,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668343,11997.60,1999.60,9998.00,Roche Audio Visual,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2021-06-18,1600668376,23376.48,3896.08,19480.40,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2021-06-18,601322936,2033.00,0.00,2033.00,Safehands Property Services,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-06-18,601322968,4530.00,0.00,4530.00,Salford City Academy,People (Adults) - CHSC,Food and refreshment,
Salford City Council,2021-06-18,1600668337,35583.33,0.00,35583.33,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668338,439206.00,0.00,439206.00,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies,
Salford City Council,2021-06-18,601322970,836.00,0.00,836.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668563,695.50,0.00,695.50,Seashell Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-18,1600668513,3685.20,614.20,3071.00,Soft Surfaces Limited,Service Reform (Corp Bus & Transform),Pay to Ctrs-Landscap,
Salford City Council,2021-06-18,1600668511,3056.16,509.36,2546.80,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-06-18,1600668518,18298.55,3049.76,15248.79,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-06-18,1600668512,24380.98,4063.50,20317.48,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-06-18,1600668509,15729.00,2621.50,13107.50,Sutcliffe Projects Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-18,601323003,5963.49,0.00,5963.49,T F Jones Property Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-06-18,601322939,1900.00,0.00,1900.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322945,1197.00,199.50,997.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322952,1285.92,214.32,1071.60,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322947,1338.36,223.06,1115.30,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322950,1456.92,242.82,1214.10,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322951,1479.49,246.58,1232.91,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322948,1505.94,250.99,1254.95,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322946,1558.44,259.74,1298.70,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322949,1596.00,266.00,1330.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,601322971,728.52,121.42,607.10,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2021-06-18,1600668556,1524.00,254.00,1270.00,Treework Arboricultural Services,Place Directorate,Contractors,
Salford City Council,2021-06-18,601322144,60000.00,0.00,60000.00,Unlimited Potential,Public Health,Payts to Agencies,
Salford City Council,2021-06-18,601322953,1430.00,0.00,1430.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-18,1600668111,30000.00,0.00,30000.00,Youth Focus North West Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-06-21,6003292968,13908.44,0.00,13908.44,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-21,6003292953,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-21,1600668592,8563.20,1427.20,7136.00,Exclusec Group Ltd,People (Childrens) Service Group,UV Vandalism,
Salford City Council,2021-06-21,601323164,20325.50,3387.58,16937.92,Executive Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323032,1728.24,288.04,1440.20,Fab Travel Ltd,People (Childrens) Service Group,Food and refreshment,
Salford City Council,2021-06-21,601323031,1775.66,295.94,1479.72,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-21,601323025,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323030,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323026,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-21,601323028,672.07,112.01,560.06,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
