Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-02-16,601305484,764.15,0,764.15,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305622,11163.9,0,11163.9,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305510,542.3,0,542.3,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305623,18683.5,0,18683.5,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305485,921.91,0,921.91,Boothstown Playgroup,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305624,2660.12,0,2660.12,Boothstown Playgroup,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305625,8644.48,0,8644.48,Branwood Preparatory School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305626,7885.73,0,7885.73,Bridgewater School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305608,21109,0,21109,Broadoak Cp School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305607,16702.4,0,16702.4,Broughton Jewish C F Academy,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305632,2049.3,0,2049.3,Broughton Jewish Cassel Fox,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305488,542.3,0,542.3,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305629,1395.9,0,1395.9,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305582,542.3,0,542.3,Butterflies Childcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305761,1650,0,1650,Care Chiefs,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,601305631,12374.67,0,12374.67,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305490,15840.09,0,15840.09,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305492,1084.6,0,1084.6,Chana Goldman T/A Goldcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305514,542.3,0,542.3,Cherry Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305497,1898.05,0,1898.05,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305638,5691.4,0,5691.4,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305639,10626,0,10626,Clarendon Cottage School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661754,598.38,99.73,498.65,Click Fire & Security Ltd,People (Childrens) Service Group,UV Day to Day,
Salford City Council,2021-02-16,1600661756,591.33,98.55,492.78,Click Fire & Security Ltd,Place Directorate,UV Light/Fire,
Salford City Council,2021-02-16,601305569,12965.9,0,12965.9,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305715,16869.6,0,16869.6,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305590,1355.75,0,1355.75,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305735,6098.4,0,6098.4,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305506,813.45,0,813.45,Daisys Daycare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305609,6326.1,0,6326.1,Dukesgate Academy,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305508,2982.65,0,2982.65,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305648,3748.8,0,3748.8,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661807,2364.95,394.16,1970.79,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works,
Salford City Council,2021-02-16,601305649,2867.15,0,2867.15,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305509,2982.65,0,2982.65,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661798,727,0,727,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661794,1090.5,0,1090.5,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661797,1526.7,0,1526.7,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661788,1962.9,0,1962.9,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661790,2181,0,2181,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661791,2181,0,2181,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661799,2181,0,2181,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661800,2181,0,2181,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661795,2275.87,0,2275.87,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,1600661793,2399.1,0,2399.1,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,601305512,3524.95,0,3524.95,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305651,8297.85,0,8297.85,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305511,2070.6,0,2070.6,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305650,19917.2,0,19917.2,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305541,4560.25,0,4560.25,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305688,7710.6,0,7710.6,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305562,1084.6,0,1084.6,Fun 2B2,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305438,535.92,89.32,446.6,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305452,589.5,98.25,491.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305435,669.94,111.66,558.28,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305450,716.22,119.37,596.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305434,874.45,145.75,728.7,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305456,895.96,149.33,746.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305447,1345.59,224.26,1121.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-16,601305424,1825.21,0,1825.21,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-16,1600661785,2589,431.5,2157.5,Glowarm Dsp Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-02-16,1600661313,14550,0,14550,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-16,1600661293,11232,1872,9360,Greater Manchester Treestation Ltd,Place Directorate,Contractors,
Salford City Council,2021-02-16,601305513,542.3,0,542.3,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305654,9445.59,0,9445.59,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661771,726.67,121.11,605.56,Hako Machines Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS),
Salford City Council,2021-02-16,601305515,5053.25,0,5053.25,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305655,6175.4,0,6175.4,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305494,2440.35,0,2440.35,Hello Kiddies Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661750,591.76,98.63,493.13,Idox Software Ltd,Place Directorate,Computer Maintenance,
Salford City Council,2021-02-16,601304437,8732.16,1455.36,7276.8,Initial Medical Supplies Ltd,Public Health,Refuse Disposal,
Salford City Council,2021-02-16,601305772,2756,0,2756,Inspiring Communities Together,Outside Hierarchy,Other Prof Fees,
Salford City Council,2021-02-16,601305773,2756.25,0,2756.25,Inspiring Communities Together,Outside Hierarchy,Other Prof Fees,
Salford City Council,2021-02-16,601305774,2756.25,0,2756.25,Inspiring Communities Together,Outside Hierarchy,Other Prof Fees,
Salford City Council,2021-02-16,601305775,2756.25,0,2756.25,Inspiring Communities Together,Outside Hierarchy,Other Prof Fees,
Salford City Council,2021-02-16,601305750,1543.85,0,1543.85,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305604,2686.85,0,2686.85,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305666,1764.4,0,1764.4,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305523,2982.65,0,2982.65,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661801,2548.8,424.8,2124,Keep Britain Tidy,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-16,601305673,15541.9,0,15541.9,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305527,3253.8,0,3253.8,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305674,5154.6,0,5154.6,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305758,990,0,990,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-16,601305529,1898.05,0,1898.05,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305530,6300.54,0,6300.54,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305531,12374.3,0,12374.3,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305677,12391.06,0,12391.06,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305532,14454.76,0,14454.76,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305679,18579.28,0,18579.28,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305678,18978.3,0,18978.3,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305534,2982.65,0,2982.65,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305681,3791.4,0,3791.4,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305538,2169.2,0,2169.2,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305685,7910.1,0,7910.1,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305539,2169.2,0,2169.2,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305686,5544,0,5544,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305535,1898.05,0,1898.05,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305682,3696,0,3696,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305536,1626.9,0,1626.9,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305683,4451.7,0,4451.7,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305537,3524.95,0,3524.95,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305684,13120.8,0,13120.8,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305627,661.65,0,661.65,Kinderland,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305486,798.66,0,798.66,Kinderland,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305542,9455.74,0,9455.74,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305689,16401,0,16401,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305585,1898.05,0,1898.05,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305731,6267.39,0,6267.39,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305487,2538.95,0,2538.95,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305695,3264.14,0,3264.14,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305546,1898.05,0,1898.05,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305694,4010,0,4010,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305547,4239.8,0,4239.8,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305693,3748.8,0,3748.8,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305545,5299.75,0,5299.75,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305548,542.3,0,542.3,Little Footprints Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305549,2169.2,0,2169.2,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305696,8517.2,0,8517.2,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305550,542.3,0,542.3,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305697,1323.3,0,1323.3,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305551,3524.95,0,3524.95,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305698,4190.45,0,4190.45,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305699,2577.3,0,2577.3,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305552,2711.5,0,2711.5,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305553,3253.8,0,3253.8,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305700,3995.9,0,3995.9,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305554,1084.6,0,1084.6,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305702,1738,0,1738,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305557,517.65,0,517.65,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305556,2391.05,0,2391.05,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305703,16702.4,0,16702.4,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305560,1873.4,0,1873.4,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305707,4190.45,0,4190.45,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305561,6487.88,0,6487.88,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305710,1764.4,0,1764.4,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305566,1898.05,0,1898.05,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305709,3087.7,0,3087.7,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305565,4042.6,0,4042.6,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305567,1355.75,0,1355.75,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305711,14576.8,0,14576.8,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305476,2392.01,0,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2021-02-16,601305477,2392.01,0,2392.01,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2021-02-16,601305533,2514.3,0,2514.3,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305680,9702,0,9702,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661792,9600,1600,8000,Ortoo Technologies Ltd,People (Childrens) Service Group,Subscriptions,
Salford City Council,2021-02-16,601305575,2169.2,0,2169.2,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305717,2795.65,0,2795.65,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305765,1915,0,1915,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2021-02-16,601305572,1345.89,0,1345.89,Peek A Blue,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305719,6514.2,0,6514.2,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305573,9263.47,0,9263.47,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305576,2440.35,0,2440.35,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305722,4852.1,0,4852.1,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305460,1190,0,1190,Redacted Data,People (Childrens) Service Group,Consultants,
Salford City Council,2021-02-16,6003197851,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197915,542.08,0,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197892,544.8,0,544.8,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003198047,567.48,0,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197937,567.68,0,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197866,588.24,0,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003198014,624,0,624,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003198044,633,0,633,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197845,638.64,0,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197884,660,0,660,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197859,724,0,724,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197840,868,0,868,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003198050,993.44,0,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197827,1379,0,1379,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197911,1423.12,0,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197956,1456.72,0,1456.72,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197895,2047.24,0,2047.24,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197836,2160,0,2160,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003198010,2166.08,0,2166.08,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,6003197928,2208,0,2208,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-02-16,601305503,542.3,0,542.3,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305543,542.3,0,542.3,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305568,542.3,0,542.3,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305579,542.3,0,542.3,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305618,645.15,0,645.15,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305640,645.15,0,645.15,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305667,661.65,0,661.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305724,709.69,0,709.69,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305652,855.8,0,855.8,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305664,882.2,0,882.2,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305516,1084.6,0,1084.6,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305525,1898.05,0,1898.05,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305714,3514.5,0,3514.5,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305472,1112,0,1112,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-16,1600661804,4500,750,3750,Rene Barrett Ltd,Service Reform (Corp Bus & Transform),Training of Others,
Salford City Council,2021-02-16,1600661782,7341.6,1223.6,6118,Roche Audio Visual,People (Childrens) Service Group,Cmputer Eqt purchase,
Salford City Council,2021-02-16,1600661783,7706.4,1284.4,6422,Roche Audio Visual,People (Childrens) Service Group,Cmputer Eqt purchase,
Salford City Council,2021-02-16,601305578,1626.9,0,1626.9,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305723,3969.9,0,3969.9,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661803,1065,0,1065,Royal Institute Of Chartered,Place Directorate,Subscriptions,
Salford City Council,2021-02-16,601305461,1085.65,0,1085.65,Royal Mail Group Ltd,People (Childrens) Service Group,Postage,
Salford City Council,2021-02-16,1600661805,5586.7,931.12,4655.58,Schofield & Sons,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-02-16,601305728,1102.75,0,1102.75,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305581,2440.35,0,2440.35,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305526,1626.9,0,1626.9,Smiles Daycare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305528,1355.75,0,1355.75,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305675,3748.8,0,3748.8,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305676,11319,0,11319,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305580,813.45,0,813.45,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305727,1309.86,0,1309.86,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305611,5623.2,0,5623.2,St Augustine'S C Of E Primary Schoo,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305583,1355.75,0,1355.75,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305729,2189,0,2189,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305612,6326.1,0,6326.1,St Pauls Ce Primary School (Cross L,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305730,661.65,0,661.65,St Pauls Peel Playgroup Fund,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,601305584,813.45,0,813.45,St Pauls Peel Playgroup Fund,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-02-16,1600661775,519.23,24.73,494.5,Standard Fuel Oils Ltd,Place Directorate,Materials,
Salford City Council,2021-02-16,1600661802,3240,540,2700,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
