Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-03-16,601345281,22099.00,0.00,22099.00,Broadoak Cp School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,6003452169,51880.41,0.00,51880.41,Broughton House For X Service,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2022-03-16,601345280,13776.00,0.00,13776.00,Broughton Jewish C F Academy,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345305,3249.40,0.00,3249.40,Broughton Jewish Cassel Fox,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600684736,2925.00,0.00,2925.00,Browns Ctp Ltd,Service Reform (Corp Bus & Transform),Print & Photocopying,
Salford City Council,2022-03-16,601345587,1000.00,0.00,1000.00,Business Advisory And Solutions Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,1600684756,3780.00,630.00,3150.00,Buymemedia,People (Adults) - CHSC,Marketing/Publicity,
Salford City Council,2022-03-16,601345303,10280.55,0.00,10280.55,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345460,9669.30,0.00,9669.30,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345267,1368.00,228.00,1140.00,Carrington Riding Centre,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2022-03-16,601345478,826.65,0.00,826.65,Cherry Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345311,7283.25,0.00,7283.25,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345465,1928.85,0.00,1928.85,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345312,16014.90,0.00,16014.90,Clarendon Cottage School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600684694,620.40,103.40,517.00,Click Fire & Security Ltd - 24 Acc,Place Directorate,UV Day to Day,
Salford City Council,2022-03-16,1600684695,1184.40,197.40,987.00,Click Fire & Security Ltd - 24 Acc,Place Directorate,UV Day to Day,
Salford City Council,2022-03-16,1600684704,683.84,113.97,569.87,Click Fire & Security Ltd - 24 Acc,Place Directorate,UV Day to Day,
Salford City Council,2022-03-16,1600684717,705.52,117.58,587.94,Click Fire & Security Ltd - 24 Acc,Place Directorate,UV Day to Day,
Salford City Council,2022-03-16,601345385,11750.40,0.00,11750.40,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345530,9243.45,0.00,9243.45,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345593,2500.00,0.00,2500.00,Console Trading Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345412,5663.24,0.00,5663.24,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345547,551.10,0.00,551.10,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345262,6887.20,1147.86,5739.34,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire,
Salford City Council,2022-03-16,601345598,1000.00,0.00,1000.00,Drive The Revolution Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345282,5443.20,0.00,5443.20,Dukesgate Academy,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600684742,4437.60,739.60,3698.00,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-16,1600684744,29749.19,4958.20,24790.99,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-16,1600684747,63217.52,10536.25,52681.27,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-16,1600684759,1106.77,184.46,922.31,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-16,601345589,2667.00,0.00,2667.00,Eco Fresh Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345318,6486.48,0.00,6486.48,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345470,2029.05,0.00,2029.05,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345319,6888.20,0.00,6888.20,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345471,2630.25,0.00,2630.25,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345632,1000.00,0.00,1000.00,Fieldhead Media Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345638,1000.00,0.00,1000.00,Fire Risk Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345646,4000.00,0.00,4000.00,Fivefourstudios Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345321,12355.20,0.00,12355.20,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345473,2354.70,0.00,2354.70,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345320,14857.22,0.00,14857.22,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345474,1603.20,0.00,1603.20,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345359,10929.60,0.00,10929.60,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345507,4258.50,0.00,4258.50,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345525,826.65,0.00,826.65,Fun 2B2,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345324,8669.10,0.00,8669.10,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345327,5680.80,0.00,5680.80,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345479,6342.66,0.00,6342.66,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345607,4000.00,0.00,4000.00,Hawthorn Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345464,2775.28,0.00,2775.28,Hello Kiddies Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345599,1000.00,0.00,1000.00,Image Salford Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345428,2543.75,0.00,2543.75,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345562,2129.25,0.00,2129.25,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345591,2500.00,0.00,2500.00,Invasion Camp Group Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345631,4000.00,0.00,4000.00,Invasion Camp Group Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345644,2667.00,0.00,2667.00,Iolair Aviation Services Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345635,2667.00,0.00,2667.00,Ivy Deli Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,1600684712,720.00,120.00,600.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2022-03-16,601345335,4029.30,0.00,4029.30,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345486,2454.90,0.00,2454.90,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345594,4000.00,0.00,4000.00,Joseph Holt Imited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345585,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345600,2667.00,0.00,2667.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345601,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345602,2667.00,0.00,2667.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345603,6000.00,0.00,6000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345605,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345609,2667.00,0.00,2667.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345610,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345611,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345612,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345617,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345624,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345625,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345626,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345627,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345648,2667.00,0.00,2667.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345649,4000.00,0.00,4000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345639,4000.00,0.00,4000.00,Jseph Holt Limted,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,6003452167,80259.29,0.00,80259.29,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2022-03-16,601345344,19109.20,0.00,19109.20,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345345,2862.60,0.00,2862.60,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345492,3256.50,0.00,3256.50,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345348,10042.49,0.00,10042.49,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345349,19936.80,0.00,19936.80,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345350,22014.72,0.00,22014.72,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345351,14667.49,0.00,14667.49,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345494,2269.53,0.00,2269.53,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345495,5135.25,0.00,5135.25,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345496,14033.01,0.00,14033.01,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345497,11302.56,0.00,11302.56,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345353,4039.20,0.00,4039.20,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345499,4534.05,0.00,4534.05,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345357,5984.55,0.00,5984.55,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345503,3582.15,0.00,3582.15,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345358,8551.95,0.00,8551.95,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345504,2755.50,0.00,2755.50,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345354,4853.00,0.00,4853.00,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345500,3081.15,0.00,3081.15,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345355,3326.40,0.00,3326.40,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345501,2479.95,0.00,2479.95,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345356,10335.60,0.00,10335.60,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345502,3563.78,0.00,3563.78,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600684758,556.74,92.79,463.95,Killgerm Chemicals,Place Directorate,Chemicals,
Salford City Council,2022-03-16,601345457,1377.75,0.00,1377.75,Kinderland,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345360,13443.30,0.00,13443.30,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345508,12925.80,0.00,12925.80,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345408,5237.70,0.00,5237.70,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345543,1102.20,0.00,1102.20,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345301,882.20,0.00,882.20,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345458,3306.60,0.00,3306.60,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345366,1343.10,0.00,1343.10,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345513,4483.95,0.00,4483.95,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345365,6715.50,0.00,6715.50,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345512,4108.20,0.00,4108.20,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345364,4838.40,0.00,4838.40,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345511,4333.65,0.00,4333.65,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345367,8371.99,0.00,8371.99,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345514,2204.40,0.00,2204.40,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345368,671.55,0.00,671.55,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345515,1102.20,0.00,1102.20,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345369,3174.60,0.00,3174.60,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345516,4609.20,0.00,4609.20,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345370,4444.00,0.00,4444.00,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345517,1903.80,0.00,1903.80,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345371,2620.20,0.00,2620.20,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345519,826.65,0.00,826.65,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345372,2527.20,0.00,2527.20,Makehay Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345520,1282.56,0.00,1282.56,Makehay Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345604,1000.00,0.00,1000.00,Manchester Independent Mortgages,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345374,17572.50,0.00,17572.50,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345521,2384.76,0.00,2384.76,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345522,551.10,0.00,551.10,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345274,1226.99,0.00,1226.99,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental,
Salford City Council,2022-03-16,601345261,985.00,0.00,985.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-16,601345376,661.65,0.00,661.65,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345523,1377.75,0.00,1377.75,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345613,1000.00,0.00,1000.00,Merline Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,1600682572,884.70,147.45,737.25,Metric Group Limited,Place Directorate,Prog Maint & Works,
Salford City Council,2022-03-16,601345377,6227.10,0.00,6227.10,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345524,10686.33,0.00,10686.33,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345379,4074.07,0.00,4074.07,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345380,1119.25,0.00,1119.25,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345526,2104.20,0.00,2104.20,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345527,3857.70,0.00,3857.70,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345381,17338.20,0.00,17338.20,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345528,1010.35,0.00,1010.35,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345619,1000.00,0.00,1000.00,Moorten Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345590,2667.00,0.00,2667.00,New World Trading Co,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345144,73019.81,12169.97,60849.84,Nsl Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-16,601345352,6879.90,0.00,6879.90,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345498,3607.20,0.00,3607.20,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345629,2667.00,0.00,2667.00,Offline Solutions Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345608,1000.00,0.00,1000.00,Ometry Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345387,882.20,0.00,882.20,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345394,895.40,0.00,895.40,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345531,2204.40,0.00,2204.40,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345388,4190.45,0.00,4190.45,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600684671,773.28,128.88,644.40,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials,
Salford City Council,2022-03-16,601345634,2667.00,0.00,2667.00,Patricroft Community Group Cic,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345533,1102.20,0.00,1102.20,Peek A Blue,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345236,2026.12,0.00,2026.12,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2022-03-16,601345647,1000.00,0.00,1000.00,Pleton Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345630,2667.00,0.00,2667.00,Pm Consultants (Real Estate 2) Limi,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345650,2667.00,0.00,2667.00,Pmc (Real Estate  R2R) Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345391,8200.50,0.00,8200.50,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345534,9368.70,0.00,9368.70,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345606,4000.00,0.00,4000.00,Priory Inns Nw Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345592,1000.00,0.00,1000.00,Pureko Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345395,3805.45,0.00,3805.45,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345536,3782.55,0.00,3782.55,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345588,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345595,1000.00,0.00,1000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345596,1000.00,0.00,1000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345616,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345620,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345642,1000.00,0.00,1000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-16,601345309,895.40,0.00,895.40,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345310,805.20,0.00,805.20,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345313,1764.40,0.00,1764.40,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345317,1004.41,0.00,1004.41,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345322,635.25,0.00,635.25,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345336,671.55,0.00,671.55,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345339,1343.10,0.00,1343.10,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345340,677.60,0.00,677.60,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345375,783.47,0.00,783.47,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345384,2851.20,0.00,2851.20,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345386,895.40,0.00,895.40,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345390,1270.50,0.00,1270.50,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345392,1119.25,0.00,1119.25,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345420,18779.50,0.00,18779.50,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345467,551.10,0.00,551.10,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345469,551.10,0.00,551.10,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345477,551.10,0.00,551.10,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345480,1102.20,0.00,1102.20,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345488,651.30,0.00,651.30,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345509,826.65,0.00,826.65,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345539,826.65,0.00,826.65,Redaction,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345397,5331.70,0.00,5331.70,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,601345538,4458.90,0.00,4458.90,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2022-03-16,1600683452,1698.60,283.10,1415.50,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-16,1600684662,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-16,1600684663,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-16,1600684664,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-16,601345621,3000.00,0.00,3000.00,Salford Sea Cadets,Service Reform (Corp Bus & Transform),Grants,
