Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-17,601320109,11666.00,0.00,11666.00,For Housing,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,1600666723,1500.00,250.00,1250.00,Gl Education Group,People (Childrens) Service Group,Computer Software
Salford City Council,2021-05-17,601320152,18712.12,3118.69,15593.43,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320161,11444.50,0.00,11444.50,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320160,26642.05,0.00,26642.05,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320081,2450.00,0.00,2450.00,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2021-05-17,1600666728,570.53,95.09,475.44,Instarmac,Place Directorate,Materials
Salford City Council,2021-05-17,601320095,673.92,0.00,673.92,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666722,3000.00,500.00,2500.00,Lemon Zest Creative Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-17,601320101,649.00,0.00,649.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320098,700.00,0.00,700.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320100,869.00,0.00,869.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320104,1050.00,0.00,1050.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320106,1050.00,0.00,1050.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320102,1106.00,0.00,1106.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320105,1197.00,0.00,1197.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320103,1246.00,0.00,1246.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666727,3223.26,537.21,2686.05,Magnatech Led (Uk) Ltd,Place Directorate,Materials
Salford City Council,2021-05-17,1600666708,1273.90,212.32,1061.58,Manchester Ship Canal Company,Place Directorate,Principal Road Maint
Salford City Council,2021-05-17,1600666710,2279.95,379.99,1899.96,Manchester Ship Canal Company,Place Directorate,Principal Road Maint
Salford City Council,2021-05-17,1600666706,16063.44,2677.24,13386.20,Manchester Ship Canal Company,Place Directorate,Principal Road Maint
Salford City Council,2021-05-17,1600666709,23001.05,3833.51,19167.54,Manchester Ship Canal Company,Place Directorate,Principal Road Maint
Salford City Council,2021-05-17,1600666707,33709.24,5618.21,28091.03,Manchester Ship Canal Company,Place Directorate,Principal Road Maint
Salford City Council,2021-05-17,601320096,1540.00,0.00,1540.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320123,552.00,0.00,552.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320124,4873.44,812.24,4061.20,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320129,10373.00,0.00,10373.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666732,528.00,88.00,440.00,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2021-05-17,1600666715,1452.00,242.00,1210.00,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2021-05-17,1600666699,2124.00,0.00,2124.00,Paul Clark Consultants,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320166,2021.67,0.00,2021.67,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-17,601320280,931.34,0.00,931.34,Principia Law Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-05-17,601320086,521.90,0.00,521.90,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320122,689.98,0.00,689.98,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320118,722.21,0.00,722.21,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320121,780.00,0.00,780.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320119,789.50,0.00,789.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320083,800.00,0.00,800.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320120,946.90,0.00,946.90,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320084,2292.86,0.00,2292.86,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320097,3141.80,0.00,3141.80,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320165,5355.42,0.00,5355.42,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320130,5520.00,0.00,5520.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320158,6027.15,0.00,6027.15,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320159,11863.12,0.00,11863.12,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320163,34719.71,0.00,34719.71,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666713,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2021-05-17,1600666712,149536.42,0.00,149536.42,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2021-05-17,1600666328,186572.92,0.00,186572.92,Salford City College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320286,750.00,0.00,750.00,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320287,750.00,0.00,750.00,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320288,750.00,0.00,750.00,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320289,750.00,0.00,750.00,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320290,750.00,0.00,750.00,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,1600666362,646005.77,107667.63,538338.14,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-17,1600666524,275037.68,45839.61,229198.07,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2021-05-17,601320154,8760.00,0.00,8760.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320153,11680.00,0.00,11680.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320155,13978.00,0.00,13978.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666744,1400.00,0.00,1400.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2021-05-17,601320131,10293.27,0.00,10293.27,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666736,2563.65,0.00,2563.65,T/A Brandon Hire Station,Place Directorate,Equipment Purchase
Salford City Council,2021-05-17,601320087,1000.00,0.00,1000.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320125,8764.84,0.00,8764.84,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320127,9390.90,0.00,9390.90,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320126,12423.20,0.00,12423.20,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320128,14399.38,0.00,14399.38,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320094,865.80,144.30,721.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,601320082,1341.77,223.63,1118.14,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-05-17,601320246,3144.00,0.00,3144.00,The Court Service,Place Directorate,Debt Collection
Salford City Council,2021-05-17,601320291,548.00,0.00,548.00,The Royal Horticultural Society,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-17,601320156,9212.30,0.00,9212.30,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666731,3729.60,621.60,3108.00,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2021-05-17,1600664964,577.94,96.32,481.62,Viridor Waste Management Ltd,Place Directorate,Contractors
Salford City Council,2021-05-17,601320107,910.00,0.00,910.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-17,1600666714,12500.00,0.00,12500.00,You Can Community Club Hq,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666765,1944.38,324.06,1620.32,Access North Ltd,Place Directorate,Other Prof Fees
Salford City Council,2021-05-18,1600666753,612.00,102.00,510.00,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-18,1600666754,684.43,114.07,570.36,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-18,1600666755,755.38,125.90,629.48,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-18,1600666778,2160.00,360.00,1800.00,Armor Cleaning Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-18,1600666809,1712.00,0.00,1712.00,Arriva North West Plc,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2021-05-18,1600666869,1916.67,0.00,1916.67,Benchill Primary School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2021-05-18,1600666911,13026.00,0.00,13026.00,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666912,16375.67,0.00,16375.67,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666913,17915.63,0.00,17915.63,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666910,20345.00,0.00,20345.00,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666914,25081.88,0.00,25081.88,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666787,39982.50,0.00,39982.50,Bolton College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,6003269793,996.69,65.57,931.12,Brake Bros Ltd,Service Reform (Corp Bus & Transform),Food and refreshments
Salford City Council,2021-05-18,1600666811,1106.50,184.42,922.08,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-18,1600666819,2300.40,383.40,1917.00,Broxap Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-05-18,1600666767,1437.00,239.50,1197.50,Carbon Creative Ltd,People (Childrens) Service Group,Marketing/Publicity
Salford City Council,2021-05-18,1600666768,1706.40,284.40,1422.00,Carbon Creative Ltd,Place Directorate,Marketing/Publicity
Salford City Council,2021-05-18,601320316,720.00,120.00,600.00,Carrington Riding Centre,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,601320317,813.60,135.60,678.00,Carrington Riding Centre,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666793,1080.00,180.00,900.00,Causeway Technologies Ltd,Place Directorate,Computer Software
Salford City Council,2021-05-18,1600666834,2543.36,423.89,2119.47,Cdw Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2021-05-18,1600666861,1428.17,238.03,1190.14,Civica Uk Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2021-05-18,601320301,48105.00,0.00,48105.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-18,1600666791,2280.00,0.00,2280.00,Csin Cic,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,1600666915,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-18,1600666839,6000.00,1000.00,5000.00,Dods Parliamentary Communications,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,2021-05-18,1600666816,7296.00,1216.00,6080.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-18,1600666829,11550.00,1925.00,9625.00,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2021-05-18,1600666851,738.36,123.06,615.30,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-05-18,601320297,3476.49,141.88,3334.61,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-18,601320318,680.00,0.00,680.00,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666758,816.00,136.00,680.00,M & A Brown (Engravers) Ltd,Place Directorate,Materials
Salford City Council,2021-05-18,1600666794,3000.00,0.00,3000.00,Manchester Urban Diggers Cic,People (Adults) - CHSC,Grants
Salford City Council,2021-05-18,1600666807,2310.00,0.00,2310.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,1600666801,3850.00,0.00,3850.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,1600666846,890.00,115.00,775.00,Morgan Training Services Ltd,Place Directorate,Training expenses
Salford City Council,2021-05-18,601320320,567.00,94.50,472.50,Next Level Learning Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666889,780.00,130.00,650.00,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-18,1600666812,10675.86,1779.31,8896.55,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-18,601320307,1445.00,0.00,1445.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2021-05-18,601320348,6000.00,1000.00,5000.00,Praesta Partners Llp,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-18,1600666795,1057.25,176.21,881.04,Protec Fire Detection Plc.,Place Directorate,UV Light/Fire
Salford City Council,2021-05-18,1600666891,6250.00,0.00,6250.00,Pure Insight 1628,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,6003269711,1111.11,0.00,1111.11,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2021-05-18,1600666770,1000.00,0.00,1000.00,Redacted Data,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-18,601320325,1005.14,0.00,1005.14,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental
Salford City Council,2021-05-18,601320330,1411.00,0.00,1411.00,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental
Salford City Council,2021-05-18,601320331,1485.87,0.00,1485.87,Redacted Data,Service Reform (Corp Bus & Transform),Tenants Rental
Salford City Council,2021-05-18,601320334,89758.34,14959.86,74798.48,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-05-18,1600666775,6146.88,1024.48,5122.40,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Equipment Hire
Salford City Council,2021-05-18,1600666853,596.48,99.41,497.07,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-18,1600666815,35583.33,0.00,35583.33,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666814,439206.00,0.00,439206.00,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies
Salford City Council,2021-05-18,1600666761,704.90,117.48,587.42,Schofield & Sons,Service Reform (Corp Bus & Transform),UV Prog Rep
Salford City Council,2021-05-18,1600666885,6865.22,1144.20,5721.02,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-18,1600666838,2592.00,432.00,2160.00,Spunhill Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2021-05-18,1600666796,3000.00,500.00,2500.00,Stonewall Equality Ltd,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,2021-05-18,6003269742,980.00,0.00,980.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,2021-05-18,1600666779,1176.96,196.16,980.80,Swift (Nw) Ltd T/A Swift Loos,Place Directorate,Equipment Purchase
Salford City Council,2021-05-18,601320294,1000.00,0.00,1000.00,T/A Training & Consultants,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-18,1600666805,728.50,0.00,728.50,The Citywall Project Community,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,1600666909,1827.42,304.57,1522.85,Thorns Group,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2021-05-18,1600666764,550.80,91.80,459.00,Till & Whitehead Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-05-18,1600666849,810.00,135.00,675.00,University Of Salford,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-18,601320322,546.00,91.00,455.00,Vision For Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-18,1600666800,571.63,95.27,476.36,Wesley Music,Place Directorate,Equipment Repair
Salford City Council,2021-05-18,1600666835,1807.10,301.18,1505.92,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-18,1600666813,2557.69,426.28,2131.41,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-18,1600666836,3133.24,522.21,2611.03,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-18,1600666873,4707.04,0.00,4707.04,Wigan Council,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-18,1600666899,590.00,0.00,590.00,Zig Zag Ventures,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-05-19,601320419,1709.66,0.00,1709.66,Aim Habonim-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320555,2525.25,0.00,2525.25,Aim Habonim-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320420,651.30,0.00,651.30,Ateres Elisheva Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320558,6776.90,0.00,6776.90,Ateres Elisheva Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320421,1465.42,0.00,1465.42,Auntie Stephs Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320559,7561.04,0.00,7561.04,Auntie Stephs Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320547,5054.40,0.00,5054.40,Barton Moss Primary School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320422,732.71,0.00,732.71,Beis Malka Beiz Girls-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320561,13392.60,0.00,13392.60,Beis Malka Beiz Girls-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320423,732.71,0.00,732.71,Beis Rochel Manchester Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320562,11423.10,0.00,11423.10,Beis Rochel Manchester Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320444,732.71,0.00,732.71,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320591,5019.30,0.00,5019.30,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320563,4135.95,0.00,4135.95,Belz Cheider Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320565,2777.77,0.00,2777.77,Big Steps Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320424,3419.32,0.00,3419.32,Big Steps Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320566,11423.10,0.00,11423.10,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320450,732.71,0.00,732.71,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320567,15248.02,0.00,15248.02,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320568,3616.11,0.00,3616.11,Boothstown Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666774,626.09,95.44,530.65,Bradshaw International,Service Reform (Corp Bus & Transform),Removal Expenses
Salford City Council,2021-05-19,1600666773,5435.09,828.52,4606.57,Bradshaw International,Service Reform (Corp Bus & Transform),Removal Expenses
Salford City Council,2021-05-19,601320569,5538.75,0.00,5538.75,Branwood Preparatory School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320570,6381.72,0.00,6381.72,Bridgewater School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320549,19387.88,0.00,19387.88,Broadoak Cp School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320548,15561.00,0.00,15561.00,Broughton Jewish C F Academy,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320576,2674.42,0.00,2674.42,Broughton Jewish Cassel Fox,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320430,732.71,0.00,732.71,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320573,2246.40,0.00,2246.40,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320524,710.17,0.00,710.17,Butterflies Childcare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666962,4115.22,0.00,4115.22,C P A G,People (Adults) - CHSC,Books & Periodicals
Salford City Council,2021-05-19,601320432,14043.66,0.00,14043.66,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320575,15616.80,0.00,15616.80,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320434,732.71,0.00,732.71,Chana Goldman T/A Goldcare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666967,4410.00,735.00,3675.00,Cipfa Business Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-19,601320438,1465.42,0.00,1465.42,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320582,6893.25,0.00,6893.25,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320583,7954.70,0.00,7954.70,Clarendon Cottage School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320390,937.50,0.00,937.50,Clk Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-19,601320510,5861.70,0.00,5861.70,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320670,10740.60,0.00,10740.60,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320532,976.95,0.00,976.95,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320696,7364.96,0.00,7364.96,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320593,793.65,0.00,793.65,Daisys Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320586,793.65,0.00,793.65,Debs Playpen,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666949,5796.00,966.00,4830.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-19,601320550,5686.20,0.00,5686.20,Dukesgate Academy,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666958,5352.00,892.00,4460.00,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2021-05-19,1600666935,5589.60,931.60,4658.00,Electrosafe Ltd (T/A Veriserv),Place Directorate,UV Prog Rep
Salford City Council,2021-05-19,601320448,3175.09,0.00,3175.09,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320594,4391.89,0.00,4391.89,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320449,2198.14,0.00,2198.14,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320595,4726.80,0.00,4726.80,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320451,2198.14,0.00,2198.14,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320597,11161.80,0.00,11161.80,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320452,1221.19,0.00,1221.19,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320596,15155.07,0.00,15155.07,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320481,3907.80,0.00,3907.80,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320638,9266.40,0.00,9266.40,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666972,1540.00,0.00,1540.00,For Housing,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2021-05-19,601320503,1221.19,0.00,1221.19,Fun 2B2,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320382,526.54,87.76,438.78,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-19,601320453,732.71,0.00,732.71,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320600,9345.37,0.00,9345.37,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320455,5128.99,0.00,5128.99,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,601320601,7539.67,0.00,7539.67,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2021-05-19,1600666969,3700.00,0.00,3700.00,Haymarket Media Group,Place Directorate,IT  Licence Fee
