Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-12-15,601337246,32000.00,0.00,32000.00,Tuc Centre For The Unemployed,People (Adults) - CHSC,Grants,
Salford City Council,2021-12-15,601337170,4273.50,0.00,4273.50,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337049,8341.65,0.00,8341.65,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601336960,1653.30,0.00,1653.30,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337085,2025.83,0.00,2025.83,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337281,2500.00,0.00,2500.00,V360 Holdings Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-12-15,1600679204,731.14,121.86,609.28,Vip Systems Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2021-12-15,601337243,-515.18,0.00,-515.18,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-15,601337237,563.20,93.87,469.33,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-15,601337239,772.40,105.08,667.32,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-15,601337241,824.59,113.78,710.81,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-15,601337242,965.26,139.10,826.16,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-15,601337277,2500.00,0.00,2500.00,Visibull Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-12-15,1600679205,1849.17,0.00,1849.17,Warrington & Vale Royal College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-15,601337053,1409.06,0.00,1409.06,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337173,1817.68,0.00,1817.68,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337153,505.31,0.00,505.31,Water Liliy Childminders,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337174,1522.80,0.00,1522.80,Welcome Nurseries @ Little Hulton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337055,3550.84,0.00,3550.84,Welcome Nurseries @ Little Hulton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337175,1787.75,0.00,1787.75,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337056,3483.20,0.00,3483.20,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337057,1446.64,0.00,1446.64,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337176,2041.20,0.00,2041.20,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337177,741.40,0.00,741.40,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337058,3212.66,0.00,3212.66,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,601337052,1183.61,0.00,1183.61,Zisse Kinder Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-15,6003400164,660.00,0.00,660.00,Ztl*Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-12-15,6003400162,960.00,0.00,960.00,Ztl*Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-12-16,6003402268,1392.52,61.55,1330.97,Aim Rx Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600679279,1589.10,264.85,1324.25,Allied Publicity Services (M/Cr) Lt,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-12-16,1600679273,945.54,157.59,787.95,Andrew Jenner Ltd. T/As Rcd Leaflet,Place Directorate,Marketing/Publicity,
Salford City Council,2021-12-16,601337296,1526.71,254.45,1272.26,Berendsen Uk Ltd,Place Directorate,Laundry,
Salford City Council,2021-12-16,6003402319,610.28,13.59,596.69,Boots Store 1178,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600677695,600.00,0.00,600.00,Busy Bushcraft Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-16,1600679277,654.86,0.00,654.86,Cheetwood Primary School,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2021-12-16,6003402257,520.00,0.00,520.00,Cherry Medical Practice,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402258,1010.00,0.00,1010.00,Clarendon Medical Practice,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600679271,1080.00,180.00,900.00,Concerto Support Services Ltd,Place Directorate,Computer Software,
Salford City Council,2021-12-16,1600678937,6787.80,1131.30,5656.50,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-16,1600679223,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2021-12-16,1600679264,804.90,134.15,670.75,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Contract Hire,
Salford City Council,2021-12-16,1600679266,4569.22,761.54,3807.68,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-16,1600679267,4756.99,792.83,3964.16,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-16,1600679268,5742.29,957.05,4785.24,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-16,1600679265,6799.88,1133.31,5666.57,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-16,1600679269,7665.84,1277.64,6388.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-16,1600679241,680.00,0.00,680.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679243,880.00,0.00,880.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679240,1280.00,0.00,1280.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679242,1312.00,0.00,1312.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679237,1856.00,0.00,1856.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679236,2000.00,0.00,2000.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679239,2400.00,0.00,2400.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679238,9732.00,0.00,9732.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679262,908.48,151.41,757.07,Firemark Ltd,Place Directorate,Fire Equipment,
Salford City Council,2021-12-16,1600679234,720.00,120.00,600.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679233,870.00,145.00,725.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679249,1062.00,177.00,885.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679251,2066.40,344.40,1722.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679246,3006.00,501.00,2505.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679247,3198.00,533.00,2665.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679248,4086.00,681.00,3405.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679250,4272.34,712.06,3560.28,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,1600679235,4470.00,745.00,3725.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-16,6003402281,7278.11,324.20,6953.91,Georgemead Ltd T/A Cohens Chemist,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402262,656.32,29.11,627.21,Higher Broughton Salford Pharmacy,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600679217,1037.64,172.94,864.70,Hsl Compliance,Place Directorate,UV Tank Clean,
Salford City Council,2021-12-16,1600679244,3216.00,536.00,2680.00,Ingenitech Ltd,Place Directorate,BuildingSecurity/Eqt,
Salford City Council,2021-12-16,1600679259,2280.00,380.00,1900.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679260,2280.00,380.00,1900.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679257,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,1600679258,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,6003402263,709.71,31.30,678.41,K'S Chemist,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,601337305,6134.15,1022.36,5111.79,Language Empire Ltd,Service Reform (Corp Bus & Transform),Interpreter/translat,
Salford City Council,2021-12-16,6003402264,1608.18,71.70,1536.48,Lloyds Pharmacy - Macdonald Health,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402284,3627.04,159.86,3467.18,Lloyds Pharmacy In Sainsburys,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402282,1660.96,73.02,1587.94,Lloyds Pharmacy Ltd - 90 Liverpool,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402283,1081.00,56.83,1024.17,Lloyds Pharmacy Ltd -178 Liverpool,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402265,3282.19,144.51,3137.68,Lloyds Pharmacy Ltd-Pendleton Gatew,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,601337317,6740.00,0.00,6740.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2021-12-16,6003402269,1242.43,54.64,1187.79,Pct Healthcare Ltd (Bolt),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402270,613.94,27.45,586.49,Pct Healthcare Ltd (Boot),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402272,1179.72,52.25,1127.47,Pct Healthcare Ltd (Hodg),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402273,2255.36,100.73,2154.63,Pct Healthcare Ltd (Hult),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402275,2224.66,121.29,2103.37,Pct Healthcare Ltd (Mars),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402276,611.14,27.08,584.06,Pct Healthcare Ltd (Moor),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402277,1314.53,58.43,1256.10,Pct Healthcare Ltd (Pend),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402278,1900.91,84.69,1816.22,Pct Healthcare Ltd (Swin),Public Health,Payts to Agencies,
Salford City Council,2021-12-16,601337292,3000.00,0.00,3000.00,Phoenix Family Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,601337290,15000.00,0.00,15000.00,Phoenix Family Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,601337293,15500.00,0.00,15500.00,Phoenix Family Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,601337286,2022.24,0.00,2022.24,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2021-12-16,1600679230,738.00,123.00,615.00,Ptsg,Place Directorate,UV Day to Day,
Salford City Council,2021-12-16,1600679231,4374.00,729.00,3645.00,Pure Utility Solutions Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-16,6003402287,1855.53,83.12,1772.41,Queen Street Pharmacy Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600679220,1500.00,250.00,1250.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-12-16,1600679219,1740.00,290.00,1450.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-12-16,6003401231,618.19,0.00,618.19,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401331,635.20,0.00,635.20,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003400823,690.96,0.00,690.96,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401369,706.70,0.00,706.70,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401241,805.30,0.00,805.30,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401570,887.31,0.00,887.31,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401136,905.40,0.00,905.40,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401590,912.62,0.00,912.62,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401788,1210.68,0.00,1210.68,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401809,1298.50,0.00,1298.50,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401706,1980.36,0.00,1980.36,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401761,2262.79,0.00,2262.79,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,6003401142,2701.06,0.00,2701.06,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2021-12-16,601337376,10543.20,1757.20,8786.00,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-16,601337377,26101.44,4350.24,21751.20,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-16,1600679245,29044.85,0.00,29044.85,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-16,6003402267,627.33,28.09,599.24,Sms Pharmacy Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,6003402321,1085.25,22.16,1063.09,Sms Pharmacy Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-12-16,1600678570,4093.90,682.32,3411.58,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-12-16,1600678576,27506.71,4584.45,22922.26,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-12-16,1600679282,1405.44,234.24,1171.20,T/A Vizwear Ltd,Place Directorate,XXXXX PRICE DIFF VMS,
Salford City Council,2021-12-16,6003402288,1306.52,57.57,1248.95,Vincent Smith Pharmacy,Public Health,Payts to Agencies,
Salford City Council,2021-12-17,6003402846,561.60,93.60,468.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,6003402913,763.20,127.20,636.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,6003402810,813.60,135.60,678.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,6003402881,943.20,157.20,786.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,1600679373,2202.00,367.00,1835.00,Aqua Clenz,Place Directorate,UV Day to Day,
Salford City Council,2021-12-17,601337594,2900.00,0.00,2900.00,Bestway Mini Buses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337595,3296.00,0.00,3296.00,Bestway Mini Buses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,6003402975,502.60,13.18,489.42,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003403372,545.06,15.63,529.43,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003403450,560.36,9.37,550.99,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003403271,747.86,5.30,742.56,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003402888,833.42,9.95,823.47,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2021-12-17,6003403313,1013.58,13.04,1000.54,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,601336746,61588.00,0.00,61588.00,Brentnall Primary,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-12-17,601337412,751.80,0.00,751.80,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337411,815.13,0.00,815.13,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337390,16447.83,2757.97,13689.86,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2021-12-17,601337592,3432.00,572.00,2860.00,Buzz2Go Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337398,8398.47,0.00,8398.47,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-17,1600679303,1800.00,300.00,1500.00,Capita Property & Infrastructure Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-17,1600679304,1800.00,300.00,1500.00,Capita Property & Infrastructure Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-17,1600679366,1990.44,331.74,1658.70,City Electrical Factors Ltd,Place Directorate,Equipment Repair,
Salford City Council,2021-12-17,601337392,512.48,0.00,512.48,Country Food Services Ltd,Place Directorate,Food and refreshment,
Salford City Council,2021-12-17,601337389,919.26,0.00,919.26,Country Food Services Ltd,Place Directorate,Food and refreshment,
Salford City Council,2021-12-17,601337597,636.00,106.00,530.00,Cpoms Systems Ltd,People (Childrens) Service Group,Computer Software,
Salford City Council,2021-12-17,6003402952,1528.81,0.00,1528.81,Creamline Dairies,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,601337396,8772.30,0.00,8772.30,David Marlow Building Contractor,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-17,6003402860,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-17,1600679346,1357.20,226.20,1131.00,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Capital Expenses,
Salford City Council,2021-12-17,1600679335,9294.70,1549.12,7745.58,Exclusec Group Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-17,1600679342,744.00,124.00,620.00,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2021-12-17,1600679368,4948.50,0.00,4948.50,Federation Of Community Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-17,1600678489,17100.00,2850.00,14250.00,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-17,6003402947,529.00,0.00,529.00,Gear4Music,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-12-17,1600679305,3120.00,520.00,2600.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-17,6003402780,614.99,0.00,614.99,Hn Nuttall Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,6003402875,925.96,0.00,925.96,Hn Nuttall Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-12-17,1600679328,528.00,88.00,440.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-17,1600679327,672.00,112.00,560.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-17,601337383,1000.00,0.00,1000.00,Iconic Sounds,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-17,601337385,1017.00,0.00,1017.00,Iconic Sounds,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-17,1600679323,5254.46,0.00,5254.46,Islington Mill Arts Club,Place Directorate,Grants - External,
Salford City Council,2021-12-17,601337394,7287.51,0.00,7287.51,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-17,601337400,10000.00,0.00,10000.00,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-17,1600679324,6100.00,0.00,6100.00,King David Schools,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-12-17,601337599,1738.00,0.00,1738.00,Liddle Private Hire,People (Childrens) Service Group,Food and refreshment,
Salford City Council,2021-12-17,601337604,1180.00,0.00,1180.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337600,1540.00,0.00,1540.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337598,1654.00,0.00,1654.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337601,1750.00,0.00,1750.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337607,1936.00,0.00,1936.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337605,2340.00,0.00,2340.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337492,3810.72,635.12,3175.60,Mcr Blackcab Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,1600679367,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,1600667383,-10575.47,0.00,-10575.47,Oliver House Priory,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-17,1600678649,33949.33,0.00,33949.33,Oliver House Priory,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-17,1600678650,33949.33,0.00,33949.33,Oliver House Priory,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-17,601337406,1959.60,0.00,1959.60,Ordsall Health Surgery,Public Health,Payts to Agencies,
Salford City Council,2021-12-17,601337432,716.39,0.00,716.39,P. Casey & Co Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-17,601337596,3849.40,0.00,3849.40,Pal Cars & Bradhsawgate Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,6003402883,1300.00,0.00,1300.00,Park View Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2021-12-17,6003402891,1400.00,0.00,1400.00,Park View Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2021-12-17,6003402945,1400.00,0.00,1400.00,Park View Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2021-12-17,6003402809,3025.00,0.00,3025.00,Parkview Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2021-12-17,1600675505,3369.61,561.60,2808.01,Portakabin Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-17,1600675500,3655.60,609.26,3046.34,Portakabin Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-17,6003402842,1231.84,0.00,1231.84,Quayside Bakery,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003403178,519.74,0.00,519.74,Ralph Livesey Ltd,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003403052,562.61,0.00,562.61,Ralph Livesey Ltd,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003402919,922.40,0.00,922.40,Ralph Livesey Ltd,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,6003402827,2812.49,0.00,2812.49,Ralph Livesey Ltd,Place Directorate,Food and refreshments,
Salford City Council,2021-12-17,1600679349,1056.00,0.00,1056.00,Rapid Private Hire Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-17,6003403624,9122.56,0.00,9122.56,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,6003403627,13734.00,0.00,13734.00,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,6003402469,13959.89,0.00,13959.89,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,6003403626,14063.44,0.00,14063.44,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,6003403625,14431.77,0.00,14431.77,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,6003402565,19343.44,0.00,19343.44,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-17,601337433,12000.00,0.00,12000.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-12-17,1600679354,1617.00,0.00,1617.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-17,601337378,719.88,0.00,719.88,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337593,1760.00,0.00,1760.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337422,2275.00,0.00,2275.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337591,2557.50,0.00,2557.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337437,5894.24,0.00,5894.24,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337590,6655.52,0.00,6655.52,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-17,601337416,558.16,0.00,558.16,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337415,1296.58,0.00,1296.58,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337421,1298.15,0.00,1298.15,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337418,1438.15,0.00,1438.15,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337414,1815.96,0.00,1815.96,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337420,2104.48,0.00,2104.48,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,601337419,3089.08,0.00,3089.08,Rundles Enforcement Agents,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-17,1600678527,17730.36,2955.06,14775.30,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-12-17,1600679292,-31423.81,-5237.30,-26186.51,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge,
