Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031183,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031342,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031343,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025379,XCOMMNET LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031329,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025616,DATAPHONE COMMUNICATIONS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031319,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025809,CYBRAND AEC LTD,520000,VEHICLE REPAIRS & MAINTENANCE,5108545515,3000.00,2015-09-16,"Development, Enterprise & Environment",Planning services,
10025826,ANDREW MELDRUM,542002,CONSULTANCY-PROJECT MANAGEMENT,5108530507,3000.00,2015-08-27,Communities and Intelligence,Cultural & related services,
12000117,TNS UK LTD,540023,CUSTOMER RESEARCH AND COUNTS,5108518949,3000.00,2015-08-26,Assembly & Secretariat,Corporate and democratic core,
10024479,OUR IT DEPARTMENT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029563,2995.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024363,MANAGED COMMUNICATIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030265,2988.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024333,CFL BUSINESS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031162,2959.20,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030150,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030151,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030152,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030153,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030154,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030155,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030156,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030157,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030158,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030159,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030160,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030161,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030162,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030163,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030164,2937.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030196,2922.00,2015-09-01,Development & Environment,Y_CAPITAL,
10000547,WRAGGE LAWRENCE GRAHAM & CO LLP,542300,LEGAL FEES,5108518078,2910.60,2015-08-25,Housing,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030165,2878.87,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030166,2878.87,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030167,2878.87,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030168,2878.87,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030169,2878.87,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030689,2878.87,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030690,2878.87,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030692,2878.87,2015-09-03,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031195,2865.00,2015-09-08,Development & Environment,Y_CAPITAL,
10012776,EUROSIS LIMITED,542355,OTHER PROFESSIONAL FEES,5108538902,2856.00,2015-09-03,Communities and Intelligence,Planning services,
10024869,VELOCITY 1 LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031126,2800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10025475,TELCOINABOX LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031191,2800.00,2015-09-08,Development & Environment,Y_CAPITAL,
10025777,PEER POINT INTERNET LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031322,2750.00,2015-09-18,Development & Environment,Y_CAPITAL,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108528910,2720.00,2015-08-25,Communities and Intelligence,Cultural & related services,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030049,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030050,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030136,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030142,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030143,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030145,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030148,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030149,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030269,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030270,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030274,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031159,2700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030293,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030342,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030425,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030426,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030434,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030509,2700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031173,2700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031174,2700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031193,2700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108522150,2617.60,2015-08-26,Resources,Z_SUPPORT COSTS,
10024815,VALIANTYS LTD,536510,SOFTWARE MAINTENANCE,5108544933,2600.00,2015-09-14,Resources,Z_SUPPORT COSTS,
10003568,"SQUIRE, SANDERS & DEMPSEY (UK) LLP",542300,LEGAL FEES,5108510712,2593.66,2015-08-28,Housing,Y_CAPITAL,
10017470,COMPUTACENTER,536510,SOFTWARE MAINTENANCE,5108518970,2575.76,2015-09-01,Resources,Z_SUPPORT COSTS,
10017470,COMPUTACENTER,536510,SOFTWARE MAINTENANCE,5108512942,2556.50,2015-08-25,Resources,Z_SUPPORT COSTS,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108518061,2546.00,2015-08-25,Resources,Z_SUPPORT COSTS,
10024363,MANAGED COMMUNICATIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031111,2545.00,2015-09-03,Development & Environment,Y_CAPITAL,
10025937,SOUTH LONDON MAKERSPACE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108522853,2500.00,2015-09-03,"Development, Enterprise & Environment",Y_CAPITAL,
10021760,ASHFORDS LLP,542300,LEGAL FEES,5108537787,2500.00,2015-09-11,Housing & Land,Housing & Land Services,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108410490,2488.50,2015-09-09,Communities and Intelligence,Planning services,
10025643,TURF PROJECTS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108530414,2450.00,2015-08-26,Development & Environment,Y_CAPITAL,
10007586,LEVEL 3 COMMUNICATIONS UK LTD,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",1900029837,2448.51,2015-08-26,Resources,Z_SUPPORT COSTS,
10026165,FM TUTOR,504200,STAFF TRAINING,5108544707,2412.00,2015-09-09,Resources,Z_SUPPORT COSTS,
10025847,RCS INCLUSIVE DESIGN CONSULTANCY,542355,OTHER PROFESSIONAL FEES,5108546395,2410.02,2015-09-14,Development & Environment,Planning services,
10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108537699,2311.25,2015-09-01,Housing,Y_CAPITAL,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108534129,2280.98,2015-09-16,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,542100,IT CONSULTANCY,5108518228,2278.15,2015-08-26,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,542100,IT CONSULTANCY,5108523844,2278.15,2015-09-02,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,542100,IT CONSULTANCY,5108530445,2278.15,2015-09-09,Resources,Z_SUPPORT COSTS,
10000547,WRAGGE LAWRENCE GRAHAM & CO LLP,542300,LEGAL FEES,5108533265,2189.40,2015-08-26,Housing & Land,Housing & Land Services,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108544125,2177.93,2015-09-18,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030234,2163.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031124,2150.00,2015-09-03,Development & Environment,Y_CAPITAL,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108528610,2144.10,2015-09-04,"Development, Enterprise & Environment",Planning services,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108423434,2010.98,2015-09-04,Communities and Intelligence,Cultural & related services,
10000112,GFK UK LTD,540024,RESEARCH FOR MARKETING CAMPAIGNS AND ACTIVITIES,5108516025,2000.00,2015-08-26,Communities and Intelligence,Cultural & related services,
10017256,OPEN IQ,536000,MANAGE IT SERVICES,5108544931,2000.00,2015-09-11,Resources,Z_SUPPORT COSTS,
10018498,FRESHMINDS LTD,533101,DATA PURCHASE,5108538923,2000.00,2015-09-10,Communities and Intelligence,Cultural & related services,
10020124,MORE ASSOCIATES,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108539294,2000.00,2015-09-03,Resources,Z_SUPPORT COSTS,
10020937,LONDON & PARTNERS,542100,IT CONSULTANCY,5108528678,2000.00,2015-08-25,Communities and Intelligence,Cultural & related services,
10023727,THIRTEEN DESIGN LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108540100,2000.00,2015-09-08,Communities and Intelligence,Childrens and education services,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031131,2000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031134,2000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031327,2000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10026180,EVENT FUSION,542330,EVENT MANAGEMENT FEE,5108550393,2000.00,2015-09-18,Communities and Intelligence,Cultural & related services,
15050001,SEE3 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031141,2000.00,2015-09-08,Development & Environment,Planning services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108500923,2000.00,2015-09-18,Housing & Land,Housing & Land Services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108539434,1979.69,2015-09-08,External Affairs,Corporate and democratic core,
10024479,OUR IT DEPARTMENT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029373,1950.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024479,OUR IT DEPARTMENT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029661,1950.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029899,1937.00,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029887,1921.62,2015-08-26,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031189,1900.00,2015-09-08,Development & Environment,Y_CAPITAL,
10002789,GVA GRIMLEY LTD,542355,OTHER PROFESSIONAL FEES,5108550929,1884.00,2015-09-16,Development & Environment,Planning services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108537718,1825.00,2015-09-01,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,542100,IT CONSULTANCY,5108540778,1822.52,2015-09-16,Resources,Z_SUPPORT COSTS,
10000669,ARUP ASSOCIATES LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108516401,1803.60,2015-08-26,Housing,Y_CAPITAL,
10000411,CENTAUR COMMUNICATIONS LTD,533100,PUBLICATIONS & PERIODICALS,5108513696,1800.00,2015-08-24,Assembly & Secretariat,Corporate and democratic core,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031125,1800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031128,1800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031133,1800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031328,1800.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024869,VELOCITY 1 LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031192,1794.05,2015-09-08,Development & Environment,Y_CAPITAL,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540011,STATUTORY ADS NOTICES COMMUNICATIONS & CONSULTATIO,5108530179,1770.57,2015-09-15,External Affairs,Z_SUPPORT COSTS,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108524855,1762.80,2015-09-08,Resources,Z_SUPPORT COSTS,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108550380,1750.00,2015-09-17,External Affairs,Corporate and democratic core,
10025240,LONDON BRIDGE HOTELS LTD,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108539666,1695.83,2015-09-04,Development & Environment,Planning services,
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108513637,1694.00,2015-08-25,Resources,Cultural & related services,
13000121,THAMES WATER UTILITIES LTD,510300,WATER,1900001507,1687.28,2015-09-16,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030207,1683.00,2015-09-01,Development & Environment,Y_CAPITAL,
10020189,URBAN BEINGS LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108537781,1660.00,2015-09-02,Development & Environment,Planning services,
10025598,NATIONAL LANDLORDS ASSOCIATION,504200,STAFF TRAINING,5108544114,1658.38,2015-09-15,Housing,Housing services,
10000545,O2 UK LIMITED,535020,"MOBILE PHONE LINE RENT, CALLS & EQUIPMENT",5108523932,1643.11,2015-09-03,Communities and Intelligence,Planning services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030206,1640.00,2015-09-01,Development & Environment,Y_CAPITAL,
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108541068,1614.71,2015-09-07,Resources,Z_SUPPORT COSTS,
10019572,BYTES SOFTWARE SERVICES,536000,MANAGE IT SERVICES,5108506015,1600.00,2015-08-28,Resources,Z_SUPPORT COSTS,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108499422,1598.10,2015-08-27,External Affairs,Cultural & related services,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108534033,1567.31,2015-09-11,Resources,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030175,1563.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024147,ING MEDIA,542002,CONSULTANCY-PROJECT MANAGEMENT,5108533183,1500.00,2015-08-25,Development & Environment,Planning services,
15050016,NABARRO LLP,542300,LEGAL FEES,1900031212,1500.00,2015-09-15,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524214,1483.05,2015-09-02,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524245,1483.05,2015-09-02,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029903,1467.18,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030204,1459.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029881,1453.90,2015-08-26,Development & Environment,Y_CAPITAL,
15050001,HURRICANE ACTION SPORTS COMPANY,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031259,1447.12,2015-09-18,Communities and Intelligence,Cultural & related services,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108546524,1446.84,2015-09-17,Resources,Z_SUPPORT COSTS,
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108544383,1432.00,2015-09-16,Resources,Z_SUPPORT COSTS,
Corp Card,COURSE FEES,504200,Staff Training,100047900,1428.00,2015-09-18,Resources,Corporate Management,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108528608,1426.36,2015-09-04,"Development, Enterprise & Environment",Planning services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108539427,1388.86,2015-09-08,External Affairs,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029951,1381.42,2015-08-26,Development & Environment,Y_CAPITAL,
10024290,MIDLANDHR,536510,SOFTWARE MAINTENANCE,5108533400,1371.00,2015-09-16,Resources,Z_SUPPORT COSTS,
10021639,LIME CREATIVE LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108538861,1360.00,2015-09-03,Housing & Land,Housing & Land Services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108550376,1355.90,2015-09-17,External Affairs,Corporate and democratic core,
10017500,BRAD INSIGHT LTD,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108545602,1350.00,2015-09-10,External Affairs,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541090,1320.15,2015-09-16,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541093,1320.15,2015-09-16,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541094,1320.15,2015-09-16,Resources,Z_SUPPORT COSTS,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108534274,1305.96,2015-08-27,Private Office,Planning services,
10004455,BERWIN LEIGHTON PAISNER,587015,DISPOSAL FEES - LEGAL,5108523930,1305.00,2015-09-09,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518950,1303.10,2015-08-26,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539130,1303.10,2015-09-17,Resources,Z_SUPPORT COSTS,
10024296,FLUIDATA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031321,1275.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031135,1250.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024869,VELOCITY 1 LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031127,1247.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029893,1236.00,2015-08-26,Development & Environment,Y_CAPITAL,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108499420,1235.85,2015-09-15,External Affairs,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030208,1231.00,2015-09-01,Development & Environment,Y_CAPITAL,
10022786,HANDS FREE COMPUTING LTD,536200,COMPUTER SOFTWARE,5108534452,1225.00,2015-08-27,Resources,Z_SUPPORT COSTS,
10003565,BPP PROFESSIONAL EDUCATION LTD,504200,STAFF TRAINING,5108524516,1214.31,2015-09-02,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030199,1209.00,2015-09-01,Development & Environment,Y_CAPITAL,
10020885,FUTURE OF LONDON 2011 LIMITED,542355,OTHER PROFESSIONAL FEES,5108539986,1200.00,2015-09-11,Housing,Housing services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030187,1188.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030216,1188.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030229,1187.00,2015-09-01,Development & Environment,Y_CAPITAL,
10017332,BRITISH SOCIETY FOR POPULATION STUD,504200,STAFF TRAINING,5108513580,1185.00,2015-09-08,Communities and Intelligence,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029905,1179.08,2015-08-26,Development & Environment,Y_CAPITAL,
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108544384,1164.35,2015-09-16,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030212,1146.00,2015-09-01,Development & Environment,Y_CAPITAL,
13000063,EDF ENERGY,510100,ELECTRICITY,1900031218,1136.53,2015-09-18,Resources,Z_SUPPORT COSTS,
10025828,JONATHAN SWIFT QC,542300,LEGAL FEES,5108544754,1128.00,2015-09-16,Resources,Z_SUPPORT COSTS,
