Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Community Services,DLO Services,WARES TEESSIDE LTD,"14,478.95",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAVERLEY VINTERS LTD (scottish courage),635.13,Bar Provisions
July 2010-September 2010,Community Services,DLO Services,WAVERLEY VINTERS LTD (scottish courage),537.19,Bar Provisions
July 2010-September 2010,Community Services,DLO Services,WAVERLEY VINTERS LTD (scottish courage),639.39,Bar Provisions
July 2010-September 2010,Community Services,DLO Services,WAVERLEY VINTERS LTD (scottish courage),504.04,Bar Provisions
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"4,868.96",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"11,360.90",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"11,574.52",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"3,605.66",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"8,413.17",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"1,037.58",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"2,418.79",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"1,362.47",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"3,179.09",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,551.46,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"4,960.51",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,551.46,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"3,605.65",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"8,413.17",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,770.54,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"1,143.87",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"4,291.27",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,"10,012.96",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WAYMID ELECTRICS LTD,690,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WERNICK HIRE LTD,708.57,DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WERNICK HIRE LTD,708.57,DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WERNICK HIRE LTD,685.71,DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,747.5,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,605,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,504,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,934.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"6,846.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"3,019.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"4,528.50",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,927.80",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,826.58,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"3,019.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"4,528.50",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,934.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"6,846.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,162.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"3,665.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"5,497.50",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,900,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,645.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,069.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,236.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"3,665.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"5,497.50",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,100.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,069.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,236.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,836.55,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,122.31",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"4,952.04",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,500,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,000.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,500.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,100.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,900,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,100.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WESTWOOD TIMBER & FENCING,900,DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WINDOW WISE,"1,430.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WINDOW WISE,"3,588.00",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WINDOW WISE,"3,849.30",DIRECT CHARGES - CONTRACTORS
July 2010-September 2010,Community Services,DLO Services,WIREGATE LTD T/A ATF SUPPLIES,"2,034.00",DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,"7,415.23",DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,662.16,DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,"1,049.40",STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,798.68,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,664.5,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,708.46,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,"1,000.80",DIRECT CHARGES - MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,782.24,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,671,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOLSELEY UK LTD,664.5,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,WOODFIT LTD,568,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,ZODION LTD,565,STORES MATERIALS
July 2010-September 2010,Community Services,DLO Services,ZODION LTD,"1,130.00",STORES MATERIALS
July 2010-September 2010,Community Services,Engineering & Highways,APE THEATRE CO LTD,"5,000.00",Other Supplies & Services
July 2010-September 2010,Community Services,Engineering & Highways,APE THEATRE CO LTD,"5,000.00",Other Supplies & Services
July 2010-September 2010,Community Services,Engineering & Highways,BENTLEY SYSTEMS INTERNATIONAL,"2,580.00",ICT SOFTWARE SUPPORT & MAINTENANCE
July 2010-September 2010,Community Services,Engineering & Highways,BUCHANAN COMPUTING LTD,"3,151.00",ICT SOFTWARE SUPPORT & MAINTENANCE
July 2010-September 2010,Community Services,Engineering & Highways,C E ELECTRICS,662.46,Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA RESOURCING LTD,"4,753.58",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA SYMONDS LTD,"2,481.20",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA SYMONDS LTD,947.34,Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA SYMONDS LTD,"5,222.48",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA SYMONDS LTD,"4,745.98",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Engineering & Highways,CAPITA SYMONDS LTD,"3,427.89",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,CUNDALL JOHNSTON & PARTNERS LLP,"2,070.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Engineering & Highways,CUNDALL JOHNSTON & PARTNERS LLP,"2,635.80",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Engineering & Highways,CUNDALL JOHNSTON & PARTNERS LLP,"1,711.20",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Engineering & Highways,IHS (GLOBAL) LIMITED,"2,330.10",ICT SOFTWARE SUPPORT & MAINTENANCE
July 2010-September 2010,Community Services,Engineering & Highways,INSPECTORATE LTD T/A ROCH NDT SERVICES,"5,680.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,INSPECTORATE LTD T/A ROCH NDT SERVICES,"3,000.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,LIBERTY SERVICES,"1,386.00","OFFICE STATIONERY, EQUIPMENT & SUPPLIES"
July 2010-September 2010,Community Services,Engineering & Highways,MRC ROADS LIMITED,566.96,Traffic Management
July 2010-September 2010,Community Services,Engineering & Highways,NEDL,"7,758.72",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,NEDL,"1,089.06",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,NETWORK RAIL,"1,248.63",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,NPOWER NORTHERN FINANCE,"41,856.67",ELECTRICITY
July 2010-September 2010,Community Services,Engineering & Highways,NPOWER NORTHERN LTD,"1,124.28",ELECTRICITY
July 2010-September 2010,Community Services,Engineering & Highways,NPOWER NORTHERN LTD,"43,334.28",ELECTRICITY
July 2010-September 2010,Community Services,Engineering & Highways,NPOWER NORTHERN LTD,"43,334.27",ELECTRICITY
July 2010-September 2010,Community Services,Engineering & Highways,PREMIER TRAFFIC MANAGEMENT,930,Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,PREMIER TRAFFIC MANAGEMENT,900,Traffic Management
July 2010-September 2010,Community Services,Engineering & Highways,PREMIER TRAFFIC MANAGEMENT,"1,310.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,ROCH NDT SERVICES,"7,000.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,ROCH NDT SERVICES,"4,200.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,ROCH NDT SERVICES,"6,680.00",Routine Maintenance
July 2010-September 2010,Community Services,Engineering & Highways,SSD TRAINING SERVICES LIMITED,"4,800.00",TRAINING
July 2010-September 2010,Community Services,Engineering & Highways,TWIST DESIGN,590,Other Supplies & Services
July 2010-September 2010,Community Services,Engineering & Highways,WYG ENGINEERING LTD,"6,877.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Engineering & Highways,WYG ENGINEERING LTD,"6,900.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Engineering & Highways,WYG ENGINEERING LTD,"7,245.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,1AB TAXIS LTD,824,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),768,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),"1,119.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),512,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),969,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),504,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),560,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),540,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ADIE MCMAIN,"1,761.76",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ADIE MCMAIN,617.4,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ADIE MCMAIN,"1,761.76",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,AGRIPA SOLUTIONS LIMITED,"4,300.00",Domestic Waste
July 2010-September 2010,Community Services,Environmental Services,AGRIPA SOLUTIONS LIMITED,795,Domestic Waste
July 2010-September 2010,Community Services,Environmental Services,AIRWAVE SOLUTIONS LTD,"1,046.62",REPAIRS AND MAINTENANCE
July 2010-September 2010,Community Services,Environmental Services,AIRWAVE SOLUTIONS LTD,"4,564.70",REPAIRS AND MAINTENANCE
July 2010-September 2010,Community Services,Environmental Services,AIRWAVE SOLUTIONS LTD,"1,265.30",REPAIRS AND MAINTENANCE
July 2010-September 2010,Community Services,Environmental Services,AIRWAVE SOLUTIONS LTD,"1,670.00",TELEPHONE COSTS
July 2010-September 2010,Community Services,Environmental Services,AMBIENT CREATIVE SERVICES LTD,520,MARKETING & ADVERTISING
July 2010-September 2010,Community Services,Environmental Services,ANDREW WEBSTER,850,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,"1,189.32",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,864.96,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ARTHUR S TURNER,504,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ASSET CO,"2,500.00",Accident Repair
July 2010-September 2010,Community Services,Environmental Services,ASSET CO RENTALS (NO2) LIMITED,"2,500.00",Accident Repair
July 2010-September 2010,Community Services,Environmental Services,ASSET CO RENTALS (NO2) LIMITED,600,Accident Repair
July 2010-September 2010,Community Services,Environmental Services,ATS EUROMASTER LTD,768.14,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,ATS EUROMASTER LTD,513,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,ATS EUROMASTER LTD,768.14,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,AYRESOME INDUSTRIES,500,EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,BISHOP RETAIL LTD (FORMERLEY KNOWN AS PHIL WILKS & SONS LTD),592.97,VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,BISHOP RETAIL LTD (FORMERLEY KNOWN AS PHIL WILKS & SONS LTD),505.19,VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,BISHOP RETAIL LTD (FORMERLEY KNOWN AS PHIL WILKS & SONS LTD),"1,291.24",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,BISHOP RETAIL LTD (FORMERLEY KNOWN AS PHIL WILKS & SONS LTD),579.22,VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,BISHOP RETAIL LTD (FORMERLEY KNOWN AS PHIL WILKS & SONS LTD),634,VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,BRITISH HEART FOUNDATION,787.21,Refuse Services
July 2010-September 2010,Community Services,Environmental Services,BROXAP  LTD,642,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,CHATFIELDS TYNE TEES,661.2,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,CLEVELAND POTASH LTD,"11,007.46",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,CLEVELAND POTASH LTD,"23,887.18",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,CLEVELAND POTASH LTD,"6,950.96",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,CLEVELAND POTASH LTD,"18,837.74",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,COMMUNITY SPORT LTD,516,MARKETING & ADVERTISING
July 2010-September 2010,Community Services,Environmental Services,CSL COMMUNICATIONS LIMITED,571.85,TELEPHONE COSTS
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"3,505.50",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"4,059.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"3,874.50",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,553.5,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"4,320.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"4,080.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"3,505.50",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,DARLINGTON COMMUNITY CARNIVAL,"1,690.00",MARKETING & ADVERTISING
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS BUS & COACH LTD,"1,155.83",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS BUS & COACH LTD,"1,155.83",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Day Care - Private Contractors
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,526.94,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,DEERNESS KENNELS,"1,181.60",COMMISSIONS & OTHER SERVICES
July 2010-September 2010,Community Services,Environmental Services,DEERNESS KENNELS,"1,066.00",COMMISSIONS & OTHER SERVICES
July 2010-September 2010,Community Services,Environmental Services,DEERNESS KENNELS,763.03,Other Supplies & Services
July 2010-September 2010,Community Services,Environmental Services,DENNIS EAGLE LTD,760,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,DR  RHODES & PARTNERS,"8,811.00",MEDICAL
July 2010-September 2010,Community Services,Environmental Services,DURHAM POLICE AUTHORITY,"1,000.00",EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,DURHAM WILDLIFE TRUST,"1,200.00",Bio-diversity
July 2010-September 2010,Community Services,Environmental Services,DVLA (reg of number plates supps),"1,560.00",LICENCES
July 2010-September 2010,Community Services,Environmental Services,EARTH ANCHORS LTD,"1,056.00",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,ELECTRONIC SECURITY SOLUTIONS LTD,"1,176.58",EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,ELECTRONIC SECURITY SOLUTIONS LTD,"8,492.00",EQUIPMENT
July 2010-September 2010,Community Services,Environmental Services,ELLIOTT CONSULTANCY LTD,"12,185.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,698,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,689.51,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,588,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,ENTERPRISE TRAVEL,"1,106.02",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,ENTERPRISE TRAVEL,"1,171.08",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,FLEET FACTORS,"1,336.50",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,FLEET FACTORS,"1,622.50",VEHICLE FUEL
July 2010-September 2010,Community Services,Environmental Services,FRADE,585.07,Refuse Services
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"9,304.96",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"9,273.16",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"6,005.76",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"9,818.64",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"6,756.48",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GARNETTS LTD,"11,963.52",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GLASDON UK LTD,"2,850.00",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,"1,141.88",MATERIALS
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GPL HIRE AND SERVICE,699,Vehicle Hire
July 2010-September 2010,Community Services,Environmental Services,GREAT NORTH AIR AMBULANCE SERVICE,754.81,Refuse Services
July 2010-September 2010,Community Services,Environmental Services,GRIERSONS COACHES,"1,683.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GRIERSONS COACHES,"1,261.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GRIERSONS COACHES,"1,782.00",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,GRIERSONS COACHES,"1,621.80",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HILTON CABINET COMPANY LTD,810.53,BOOKS
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,"1,502.46",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,510.68,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,"1,204.32",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,540.72,CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,"1,590.84",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,HUMBLES COACHES,"1,153.08",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,INTERFLON (UK) LTD [MONARCH MAINTENANCE],"1,014.00",OTHER CONSUMABLES
July 2010-September 2010,Community Services,Environmental Services,INTERFLON (UK) LTD [MONARCH MAINTENANCE],825,MATERIALS
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"1,846.44",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"4,184.40",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"2,246.20",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"3,734.90",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,990,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"7,597.48",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"4,510.17",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"1,361.36",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"3,824.90",CONTRACT HIRE
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,900,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Environmental Services,J & C COACHES LTD,"1,327.30",CONTRACT HIRE
