Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,678.00,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,537.40,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,1416.60,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,999.25,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,681.60,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,MRC ROADS LIMITED,1152.05,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MRC ROADS LIMITED,741.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,N T SWEETING ROOFING CONTRACTORS LTD,2340.70,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NES SERVICES LTD,5464.98,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NES SERVICES LTD,5936.40,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NUAIRE LTD,652.97,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,OPTIMUM,6795.02,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PPG ARCHITECTURAL COATINGS UK LTD,733.20,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,797.76,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,2351.21,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,1222.96,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,649.68,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PTS - PLUMBING TRADE SUPPLIES,892.30,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,PTS - PLUMBING TRADE SUPPLIES,1256.00,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,QUARTZ ELECTRICAL & MECHANICAL SERVICES,3500.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,QUARTZ ELECTRICAL & MECHANICAL SERVICES,1137.97,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,R A HALL,621.75,STORES MATERIALS
Community Services,DLO Services,R A HALL,774.90,STORES MATERIALS
Community Services,DLO Services,R MANNERS & SONS LTD,651.79,CATERING PROVISIONS
Community Services,DLO Services,R MANNERS & SONS LTD,505.75,CATERING PROVISIONS
Community Services,DLO Services,RANDSTAD CPE LTD,666.01,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,1380.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,1153.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,645.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,676.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,689.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIDER INDUSTRIAL & SPECIALIST CLEANING,3521.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RIMICK FLOORS,17250.96,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RMS RECRUITMENT,646.50,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,593.26,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,815.67,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,524.03,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,513.75,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,676.14,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,518.89,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,848.04,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,1415.62,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,707.81,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,564.34,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,688.68,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,1377.36,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,504.24,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,1415.62,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,848.04,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,2123.43,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,686.35,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,707.81,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,504.24,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,707.81,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,564.34,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,1415.62,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,686.35,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,686.35,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,RMS RECRUITMENT,1176.50,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,ROGER BULLIVANT LTD,4180.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,29739.06,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,3035.17,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,16475.87,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,1765.19,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,11611.06,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,ROK BUILDING LIMITED - IN ADMINISTRATION,4873.65,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,1500.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,1165.25,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,10183.50,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,960.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,680.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,1728.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SCREENTECH,560.00,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),2817.21,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),3577.23,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SIBCAS LTD,614.99,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SIBCAS LTD,614.99,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SIEMENS FINANCIAL SERVICES LTD,860.86,EQUIPMENT
Community Services,DLO Services,SIMMON SIGNS,538.74,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SIMMON SIGNS,650.96,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SLF PROPERTY SERVICES,1300.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SLF PROPERTY SERVICES,1541.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SLF PROPERTY SERVICES,1615.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SMITH BROS WHOLESALE LTD,961.92,STORES MATERIALS
Community Services,DLO Services,STOBBS WHOLESALERS,534.45,CATERING PROVISIONS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,3857.14,MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,2070.34,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,917.41,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,742.07,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,1304.38,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,510.00,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,7801.29,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,626.21,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,1530.59,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STONEGRAVE AGGREGATES LTD,1809.65,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,STORMKING PLASTICS,982.00,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,SUN CIVILS,639.20,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1150.56,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1534.08,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1406.24,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1021.44,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,766.08,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,638.40,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,2170.56,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1022.72,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,512.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,2560.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,640.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,1280.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,768.80,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,1472.16,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,2107.02,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,THE BSS GROUP PLC,1964.74,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,THE BSS GROUP PLC,5128.59,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,THE BSS GROUP PLC,4368.64,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,THE SYMPHONY GROUP PLC,620.88,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,THE SYMPHONY GROUP PLC,531.19,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,THE SYMPHONY GROUP PLC,613.17,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,528.08,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,624.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,1332.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,2232.32,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,1433.36,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,662.80,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,1723.28,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),553.53,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),912.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),608.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),912.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),608.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),559.95,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),549.90,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),549.90,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TRU-LINE (SUSPENDED CEILINGS) LTD,2940.00,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TRUSTSPAN TIMBER ROOFS,1139.43,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,UPNORTH CATERING & LEISURE LTD,541.80,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,UPNORTH COOLING,2666.57,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,UPNORTH COOLING,921.86,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WARES TEESSIDE LTD,36243.58,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WARES TEESSIDE LTD,1301.46,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WAYMID ELECTRICS LTD,984.70,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WAYMID ELECTRICS LTD,1724.25,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WICKSTEED LEISURE LTD,16356.79,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,537.86,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,WOLSELEY UK LTD,894.75,DIRECT CHARGES - MATERIALS
Community Services,DLO Services,ZODION LTD,579.00,STORES MATERIALS
Community Services,DLO Services,ZODION LTD,1158.00,STORES MATERIALS
Community Services,Engineering & Highways,CUNDALL JOHNSTON & PARTNERS LLP,1973.40,PROFESSIONAL FEES & CONSULTANCY
Community Services,Engineering & Highways,CUNDALL JOHNSTON & PARTNERS LLP,2097.60,AGENCY STAFF COSTS - NON TEACHING
Community Services,Engineering & Highways,MACS AUTOMATED BOLLARD SYSTEMS LTD,2039.90,CCTV EQUIPMENT
Community Services,Engineering & Highways,MIDDLESBROUGH BOROUGH COUNCIL,2780.00,Statutory Testing
Community Services,Engineering & Highways,NEDL,668.90,Traffic Management
Community Services,Engineering & Highways,SOLAGEN LTD,523.00,Traffic Management
Community Services,Engineering & Highways,STOPWATCH THEATRE COMPANY,2200.00,Other Supplies & Services
Community Services,Engineering & Highways,WYG ENGINEERING LTD,4140.00,AGENCY STAFF COSTS - NON TEACHING
Community Services,Engineering & Highways,YOTTA DCL,2764.20,Statutory Testing
Community Services,Engineering & Highways,YOTTA DCL,7873.69,Statutory Testing
Community Services,Environmental Services,1AB TAXIS LTD,540.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,682.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,1148.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,513.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,700.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,836.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,791.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,600.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,1050.00,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,1123.00,CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),1212.00,CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),608.00,CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),624.00,CONTRACT HIRE
Community Services,Environmental Services,A1 TRAINING & SAFETY,500.00,TRAINING
Community Services,Environmental Services,ADIE MCMAIN,1521.52,CONTRACT HIRE
Community Services,Environmental Services,ALBANY OFFICE FURNITURE SOLUTIONS,600.00,EQUIPMENT
Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,647.14,CONTRACT HIRE
Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,1027.14,CONTRACT HIRE
Community Services,Environmental Services,ATS EUROMASTER LTD,542.53,MATERIALS
Community Services,Environmental Services,ATS EUROMASTER LTD,532.39,MATERIALS
Community Services,Environmental Services,BOLD COMMUNICATIONS LTD,634.00,EQUIPMENT
Community Services,Environmental Services,BRITISH SEED HOUSES LTD,540.00,MATERIALS
Community Services,Environmental Services,CARRS BILLINGTON AGRICULTURE,1372.00,MATERIALS
Community Services,Environmental Services,COMPASS ROYSTON TRAVEL LTD,2980.00,CONTRACT HIRE
Community Services,Environmental Services,COXHOE SERVICE & SUPPLY,853.56,MATERIALS
Community Services,Environmental Services,CSL COMMUNICATIONS LIMITED,540.00,TELEPHONE COSTS
Community Services,Environmental Services,DAWSONRENTALS BUS & COACH LTD,1155.83,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,923.30,MATERIALS
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,1715.00,Vehicle Hire
Community Services,Environmental Services,DEERNESS KENNELS,703.40,COMMISSIONS & OTHER SERVICES
Community Services,Environmental Services,ECON ENGINEERING LTD,683.50,MATERIALS
Community Services,Environmental Services,ELECTRONIC SECURITY SOLUTIONS LTD,8492.00,EQUIPMENT
Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,588.00,Vehicle Hire
Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,588.00,Vehicle Hire
Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,577.50,Vehicle Hire
Community Services,Environmental Services,ENTERPRISE TRAVEL,1350.14,CONTRACT HIRE
Community Services,Environmental Services,FREIGHT TRANSPORT ASSOCIATION LTD,795.00,TRAINING
Community Services,Environmental Services,GARDNER DENVER UK LTD,1161.79,MATERIALS
Community Services,Environmental Services,GARNETTS LTD,10630.88,CONTRACT HIRE
Community Services,Environmental Services,GARNETTS LTD,10364.12,CONTRACT HIRE
Community Services,Environmental Services,GARNETTS LTD,7131.84,CONTRACT HIRE
Community Services,Environmental Services,GRIERSONS COACHES,1881.00,CONTRACT HIRE
Community Services,Environmental Services,GRIERSONS COACHES,1711.90,CONTRACT HIRE
Community Services,Environmental Services,HARDEN PUMPS & TANKS LTD,970.00,ICT HARDWARE SUPPORT & MAINTENANCE
Community Services,Environmental Services,HUMBLES COACHES,1590.84,CONTRACT HIRE
Community Services,Environmental Services,HUMBLES COACHES,600.80,CONTRACT HIRE
Community Services,Environmental Services,HUMBLES COACHES,1921.80,CONTRACT HIRE
Community Services,Environmental Services,HURWORTH PARISH COUNCIL,3927.96,Parish Litter Collection
Community Services,Environmental Services,J & C COACHES LTD,6654.18,CONTRACT HIRE
Community Services,Environmental Services,J & C COACHES LTD,1903.60,CONTRACT HIRE
Community Services,Environmental Services,J & C COACHES LTD,3804.00,CONTRACT HIRE
Community Services,Environmental Services,J & C COACHES LTD,3150.00,CONTRACT HIRE
Community Services,Environmental Services,J & C COACHES LTD,1201.20,CONTRACT HIRE
Community Services,Environmental Services,J & P TRAVEL,740.00,CONTRACT HIRE
Community Services,Environmental Services,J & P TRAVEL,750.00,CONTRACT HIRE
Community Services,Environmental Services,J & P TRAVEL,740.00,CONTRACT HIRE
Community Services,Environmental Services,J & P TRAVEL,740.00,CONTRACT HIRE
Community Services,Environmental Services,JEFF ANDERSON COACHES LIMITED,1764.34,CONTRACT HIRE
Community Services,Environmental Services,JOHN MEYNELL FUNERAL SERVICE,986.87,Contract Funerals
Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,900.00,Vehicle Hire
Community Services,Environmental Services,LONDONDERRY GARAGE LTD,1043.23,MATERIALS
Community Services,Environmental Services,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,597.86,Vehicle Hire
Community Services,Environmental Services,NORTHUMBRIAN WATER,740.15,WATER CHARGES
Community Services,Environmental Services,OVERLANDER MINI COACHES,1391.20,CONTRACT HIRE
Community Services,Environmental Services,OVERLANDER MINI COACHES,2242.00,CONTRACT HIRE
Community Services,Environmental Services,PALM RECYCLING LIMITED,598.92,EQUIPMENT
Community Services,Environmental Services,PATTISON COACH HIRE,540.00,Taxis
Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,23557.60,VEHICLE FUEL
Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,2631.15,VEHICLE FUEL
Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,2698.65,VEHICLE FUEL
Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,24959.60,VEHICLE FUEL
Community Services,Environmental Services,POST OFFICE  LTD,4365.00,LICENCES
Community Services,Environmental Services,PROCTERS OF BEDALE,1982.00,CONTRACT HIRE
Community Services,Environmental Services,RMS RECRUITMENT,3460.14,AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,1684.74,AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,3130.09,AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,3137.98,AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,S & R CARS LTD,532.00,CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,660.00,CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,3061.91,CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,1712.00,CONTRACT HIRE
Community Services,Environmental Services,SANTANDER,1950.00,Accident Repair
Community Services,Environmental Services,SCARLET BAND MOTORS SERVICES,3060.20,CONTRACT HIRE
Community Services,Environmental Services,SERCK MARSTON,572.50,MATERIALS
Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,687.01,Waste Management
Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,298891.49,Waste Management
Community Services,Environmental Services,STUART TURNER,724.00,CONTRACT HIRE
Community Services,Environmental Services,TAYLOR'S TAXIS,1662.50,CONTRACT HIRE
Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,651.80,EQUIPMENT
Community Services,Environmental Services,THE PHOENIX PARTNERSHIP,1253.40,EQUIPMENT
Community Services,Environmental Services,UNITED TAXIS LTD,1800.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,910.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,799.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,704.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,710.61,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1315.20,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1152.01,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,644.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1048.80,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1152.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1368.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,608.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1496.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1152.00,CONTRACT HIRE
Community Services,Environmental Services,UNITED TAXIS LTD,1916.15,CONTRACT HIRE
Community Services,Environmental Services,WAKEFIELD TAXIS,841.51,CONTRACT HIRE
Community Services,Environmental Services,WALTER YEOMAN,741.00,CONTRACT HIRE
Community Services,Housing,700 CLUB,15192.28,PRIVATE CONTRACTORS
Community Services,Housing,ANCHOR TRUST,778.70,PRIVATE CONTRACTORS
Community Services,Housing,BROADACRES HOUSING ASSOC. LTD,8405.52,PRIVATE CONTRACTORS
Community Services,Housing,BROUGH HOUSE,1025.00,BOARD & LODGINGS
Community Services,Housing,CARR GOM SOCIETY,27399.40,PRIVATE CONTRACTORS
Community Services,Housing,DARLINGTON MIND,5879.00,PRIVATE CONTRACTORS
Community Services,Housing,DARLINGTON YMCA FOYER,14183.88,PRIVATE CONTRACTORS
Community Services,Housing,DIMENSIONS (UK) LTD,13133.52,PRIVATE CONTRACTORS
Community Services,Housing,DISC,13104.48,PRIVATE CONTRACTORS
Community Services,Housing,GROUNDWORK NORTH EAST,12650.84,SPECIAL PROJECTS
Community Services,Housing,GROUNDWORK NORTH EAST,12349.16,IMPROVEMENT GRANT
Community Services,Housing,HANOVER HOUSING ASSOCIATION,1013.48,PRIVATE CONTRACTORS
Community Services,Housing,HOME HOUSING ASSOCIATION LTD,2495.20,PRIVATE CONTRACTORS
Community Services,Housing,J & R FARRAGHER T/A POTENS,1092.24,PRIVATE CONTRACTORS
Community Services,Housing,J & S HOTEL ENTERPRISES,685.11,BOARD & LODGINGS
Community Services,Housing,KEYRING LIVING SUPPORT NETWORK,2717.00,PRIVATE CONTRACTORS
Community Services,Housing,MANNING LIMITED,1812.80,AGENCY STAFF COSTS - NON TEACHING
Community Services,Housing,MENCAP,4928.40,PRIVATE CONTRACTORS
Community Services,Housing,MIDDLESBROUGH BOROUGH COUNCIL,710.12,NIC EMPLOYERS
Community Services,Housing,MIDDLESBROUGH BOROUGH COUNCIL,3826.34,BASIC PAY
Community Services,Housing,NORTHERN LIFE CARE LTD,4550.00,PRIVATE CONTRACTORS
