Darlington Borough Council - Analysis of Transactions Over £500,,,,
Apr-11,,,,


Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
Community Services,Housing,700 CLUB,"15,155.84",PRIVATE CONTRACTORS
Community Services,Housing,ANCHOR TRUST,858.85,PRIVATE CONTRACTORS
Community Services,Housing,BROADACRES HOUSING ASSOC. LTD,"8,257.64",PRIVATE CONTRACTORS
Community Services,Housing,CARR GOM SOCIETY,"27,399.56",PRIVATE CONTRACTORS
Community Services,Housing,DARLINGTON MIND,"4,962.40",PRIVATE CONTRACTORS
Community Services,Housing,DARLINGTON YMCA FOYER,"14,183.92",PRIVATE CONTRACTORS
Community Services,Housing,DISC,"12,723.43",PRIVATE CONTRACTORS
Community Services,Housing,HANOVER HOUSING ASSOCIATION,"1,098.75",PRIVATE CONTRACTORS
Community Services,Housing,HOME HOUSING ASSOCIATION LTD,"1,083.88",PRIVATE CONTRACTORS
Community Services,Housing,KEYRING LIVING SUPPORT NETWORK,"2,717.00",PRIVATE CONTRACTORS
Community Services,Housing,MIDDLESBROUGH BOROUGH COUNCIL,"1,913.17",BASIC PAY
Community Services,Housing,MISS MAUREEN HAGUE,"1,413.00",BUILDING REPAIRS AND MAINTENANCE
Community Services,Housing,MR CHRISTOPHER M PATTISON,576,BUILDING REPAIRS AND MAINTENANCE
Community Services,Housing,MR DAVE HEWITSON,"2,933.69",BUILDING REPAIRS AND MAINTENANCE
Community Services,Housing,RAINBOW INTERNATIONAL,572.5,FURNITURE
Community Services,Housing,RICHMOND FELLOWSHIP,"9,800.00",PRIVATE CONTRACTORS
Community Services,Housing,ROBINSONS INTERNATIONAL REMOVALS LIMITED,722.15,FURNITURE
Community Services,Housing,STONHAM HOUSING ASSOCIATION,"7,200.00",PRIVATE CONTRACTORS
Community Services,Housing,TAMESIDE M.B.C.,"5,177.75",SUBSCRIPTIONS
Community Services,Housing,TEES VALLEY HOUSING LTD,"11,238.84",PRIVATE CONTRACTORS
Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,"2,307.68",PRIVATE CONTRACTORS
Community Services,Technical Services,HAYS SPECIALIST SERVICES,848.4,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,ACTION FOR CHILDREN,"17,109.39",EQUIPMENT
Children's Services,Children & Families,BARNARDO'S,"3,379.40",MATERIALS
Children's Services,Children & Families,BHP LAW,"2,545.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,CAR-ES (UK) LTD,"2,995.00",MATERIALS
Children's Services,Children & Families,CLERVAUX TRUST LTD,"7,750.00",MATERIALS
Children's Services,Children & Families,DARLINGTON FOOTBALL CLUB 2009 LIMITED,"3,498.13",MATERIALS
Children's Services,Children & Families,DONECERLE LIMITED,877.5,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,FLEET EDUCATION SERVICES LTD,966.42,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"4,173.00",MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,690.00",MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
Children's Services,Children & Families,FUTURES FOR CHILDREN LTD,"3,385.20",MATERIALS
Children's Services,Children & Families,HMCTS,"1,900.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"1,900.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,700,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"1,900.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,HMCTS,"2,225.00",PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,JAMES LECKEY DESIGN LTD,"2,258.00",EQUIPMENT
Children's Services,Children & Families,JENX LTD,"1,839.00",MATERIALS
Children's Services,Children & Families,JENX LTD,"1,867.00",EQUIPMENT
Children's Services,Children & Families,JENX LTD,"1,729.00",MATERIALS
Children's Services,Children & Families,PEARTREE PROJECTS LTD,"12,688.88",MATERIALS
Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,730.00",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,836.17",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,909.83",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,836.17",MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,730.00",MATERIALS
Children's Services,Children & Families,ROCSOLID,"1,083.33",MATERIALS
Children's Services,Children & Families,ST CUTHBERTS CARE,"74,100.00",MATERIALS
Children's Services,Children & Families,THE EDUCATIONAL GUIDANCE SERVICE LTD,"2,584.80",AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,107.14",MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,235.71",MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,642.86",MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,107.14",MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,642.86",MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,"3,107.14",MATERIALS
Children's Services,Partnerships,ADT FIRE & SECURITY PLC,630,BURGLAR ALARMS REPAIRS & MAINTENANCE
Children's Services,Partnerships,ASKEWS LIBRARY SERVICES,775,BOOKS
Children's Services,Partnerships,EVANS EASYSPACE LTD,"2,035.00",RENT OF FACILITIES
Children's Services,Partnerships,FOSTERS FORESTRY AND GARDENS,650,GROUND MAINTENANCE
Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,536.55,EQUIPMENT
Children's Services,Partnerships,MIDDLESBROUGH BOROUGH COUNCIL,600,EMPLOYEE TRAINING COURSE COSTS
Children's Services,Partnerships,NORTHUMBRIAN WATER,"2,222.16",WATER CHARGES
Children's Services,Partnerships,PROCARE NORTH LTD T/A PROCARE CLEANING MANAGEMENT,523,BUILDING CLEANING
Children's Services,Partnerships,TECHNOLOGY RENTALS LTD,"3,927.70",ICT HARDWARE SUPPORT & MAINTENANCE
Children's Services,Partnerships,THE AWARD SCHEME LTD,730,MATERIALS
Children's Services,Partnerships,TYCO FIRE & INTEGRATED SOLUTIONS UK LTD,813,FIRE ALARMS / PANELS R&M
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,545.7,BOOKS
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,545.7,BOOKS
Children's Services,Partnerships,WHITTLE JONES GROUP,"10,755.00",RENT OF FACILITIES
Children's Services,Planning & Resources,CENTRE FOR EDUCATION MANAGEMENT LTD,"4,187.46",LICENCES
Children's Services,Planning & Resources,CENTRE FOR EDUCATION MANAGEMENT LTD,"3,862.28",LICENCES
Children's Services,Planning & Resources,COMMUNITY SPORT LTD,675,MARKETING & ADVERTISING
Children's Services,Planning & Resources,EARLY EXCELLENCE LTD,"1,610.00",EMPLOYEE TRAINING COURSE COSTS
Children's Services,Planning & Resources,ELIZABETH JARMAN TRAINING LTD,700,EMPLOYEE TRAINING COURSE COSTS
Children's Services,Planning & Resources,ELIZABETH JARMAN TRAINING LTD,510,EMPLOYEE TRAINING COURSE COSTS
Children's Services,Planning & Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,938.61,MARKETING & ADVERTISING
Children's Services,Planning & Resources,THE EDUCATIONAL RECORDING AGENCY LTD,"5,144.92",LICENCES
Children's Services,Planning & Resources,WM MORRISON (D'TON) ENTERPRISE TRUST,570.8,CHILDCARE COSTS
Children's Services,School Improvement,BOND TRAVEL,"3,220.00",PUPIL TRANSPORT COSTS
Children's Services,School Improvement,FOSTERS FORESTRY AND GARDENS,"2,000.00",GROUND MAINTENANCE
Children's Services,School Improvement,RM EDUCATION PLC,"3,725.11",ICT HARDWARE PURCHASE
Children's Services,School Improvement,RUSSELL TELECOM LTD,560,TELEPHONE COSTS
Children's Services,School Improvement,VIGLEN LTD,"4,955.00",ICT HARDWARE PURCHASE
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,"2,930.50",GRANTS
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,612.2,GRANTS
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,"3,087.50",GRANTS
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,"2,470.00",GRANTS
Chief Executive's,ACE Regeneration,ARRIVA NORTH EAST LIMITED,550,MATERIALS
Chief Executive's,ACE Regeneration,CIVICA,"3,371.38",ICT SOFTWARE SUPPORT & MAINTENANCE
Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,"1,235.00",GRANTS
Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.5,GRANTS
Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,617.5,GRANTS
Chief Executive's,ACE Regeneration,EVOLUTION,"1,235.00",GRANTS
Chief Executive's,ACE Regeneration,F G M DECORATORS,"1,250.00",Other Supplies & Services
Chief Executive's,ACE Regeneration,FUJITSU SERVICES LTD,"65,498.40",PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,JOHN HUNTER,"4,250.00",PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,KOMODO DESIGN LTD,700,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,MARTIN TONKS,"4,833.14",PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,NORDIC PIONEERING LIMITED,"1,752.50",GRANTS
Chief Executive's,ACE Regeneration,SOUTHDALE LIMITED,"1,235.00",GRANTS
Chief Executive's,ACE Regeneration,TEDCO LIMITED,"2,250.00",MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,"1,000.00",PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,YMCA DARLINGTON,"3,705.00",GRANTS
Chief Executive's,Chief Executive,CAREWORKS LTD,"5,000.00",ICT HARDWARE PURCHASE
Chief Executive's,Chief Executive,CAREWORKS LTD,"6,950.00",ICT HARDWARE PURCHASE
Chief Executive's,Chief Executive,DARLINGTON ASSOCIATION ON DISABILITY LTD,"2,600.00",CONFERENCES & SEMINARS
Chief Executive's,Chief Executive,EVOLUTION,"16,050.00",HOSPITALITY & ROOM HIRE
Chief Executive's,Chief Executive,FOUR SEASONS HEALTHCARE-HUUNTERCOMBE CENTRE SUNDERLAND,"1,189.37",Residential
Chief Executive's,Chief Executive,NORTHGATE VEHICLE HIRE (NORTH EAST) LIMITED,795.57,Projects
Chief Executive's,Chief Executive,QUOIN,"2,000.00",MARKETING & ADVERTISING
Chief Executive's,Chief Executive,RSA,"2,958.90",CONFERENCES & SEMINARS
Chief Executive's,Chief Executive,"TEES,ESK & WEAR VALLEYS NHS TRUST","11,418.48",Contributions/Donations
Chief Executive's,Chief Executive,"TEES,ESK & WEAR VALLEYS NHS TRUST","10,598.00",Contributions/Donations
Housing Revenue Account,HRA,ALAN AYERS & CO,995.7,RENT OF FACILITIES
Housing Revenue Account,HRA,ELENI UK UTILITY SOLUTIONS LTD,572.75,Responsive-Vandalism
Housing Revenue Account,HRA,GOLDSHIELD ELECTRONIC SECURITY LTD,"1,810.26",Responsive - Electrical (SLA)
Housing Revenue Account,HRA,GROUNDWORK NORTH EAST,"7,743.25",HORTICULTURE SUPPLIES
Housing Revenue Account,HRA,HQN LIMITED,820,SUBSCRIPTIONS
Housing Revenue Account,HRA,JONTEK LTD,"7,675.00",EQUIPMENT
Housing Revenue Account,HRA,M2 DIGITAL LTD,574.86,FIXTURES AND FITTINGS
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,"2,402.36",FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MAKEPORT 2001 LTD,612.4,FURNITURE
Housing Revenue Account,HRA,MANGAR INTERNATIONAL LIMITED,"1,038.21",EQUIPMENT
Housing Revenue Account,HRA,MANGAR INTERNATIONAL LIMITED,"1,038.21",EQUIPMENT
Housing Revenue Account,HRA,MORGAN HUNT UK LIMITED,537.6,AGENCY STAFF COSTS - NON TEACHING
Housing Revenue Account,HRA,MORGAN HUNT UK LIMITED,604.8,AGENCY STAFF COSTS - NON TEACHING
Housing Revenue Account,HRA,SITEXORBIS LTD,"2,079.46",Responsive-Empty Hse Security
Housing Revenue Account,HRA,SITEXORBIS LTD,"5,337.56",Responsive-Empty Hse Security
Housing Revenue Account,HRA,TUNSTALL HEALTHCARE (UK)  LIMITED,749.4,EQUIPMENT
Housing Revenue Account,HRA,TYNETEC LTD,"6,650.00",EQUIPMENT
Housing Revenue Account,HRA,VIGLEN LTD,875,ICT HARDWARE PURCHASE
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,"1,622.00",FURNITURE EQUIPMENT
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,976,FURNITURE EQUIPMENT
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,"1,157.75",FURNITURE EQUIPMENT
Capital,Capital,ALBANY OFFICE FURNITURE SOLUTIONS,623,FURNITURE EQUIPMENT
Capital,Capital,ARGOS BUSINESS SOLUTIONS,718.2,CAPITAL GRANTS
Capital,Capital,CLEVELAND LAND SERVICES,731.25,OTHER CONTRACTOR PAYMENTS
Capital,Capital,CLEVELAND LAND SERVICES,"11,655.60",OTHER CONTRACTOR PAYMENTS
Capital,Capital,CLEVELAND LAND SERVICES,"47,891.13",OTHER CONTRACTOR PAYMENTS
Capital,Capital,CLEVELAND LAND SERVICES,"21,232.21",OTHER CONTRACTOR PAYMENTS
Capital,Capital,EVERSHEDS LLP,"1,890.00",LEGAL FEES
Capital,Capital,GROUNDWORK NORTH EAST,"6,021.50",PAYMENTS MAIN CONTRACTOR - NON DLO
Capital,Capital,OPTIMUM,660,FURNITURE EQUIPMENT
Capital,Capital,OPTIMUM,"1,150.52",FURNITURE EQUIPMENT
Capital,Capital,OPTIMUM,"2,255.48",FURNITURE EQUIPMENT
Capital,Capital,OPTIMUM,"1,062.18",FURNITURE EQUIPMENT
Capital,Capital,OPTIMUM,"2,999.91",FURNITURE EQUIPMENT
Capital,Capital,PORTAKABIN LTD,"5,026.67",OTHER CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"12,817.06",DLO CONTRACTOR PAYMENTS
Capital,Capital,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"5,983.06",DLO CONTRACTOR PAYMENTS
Capital,Capital,SGC GROUP,"14,400.00",FURNITURE EQUIPMENT
Capital,Capital,SGC GROUP,"2,240.00",FURNITURE EQUIPMENT
Capital,Capital,SGC GROUP,"4,300.00",FURNITURE EQUIPMENT
Capital,Capital,SIBCAS LTD,676,OTHER INCIDENTAL CAPITAL COSTS
Capital,Capital,SPACEWORKS,"1,425.00",CONSULTANTS - OTHER
Capital,Capital,THE PLAY INSPECTION COMPANY,815,OTHER CONTRACTOR PAYMENTS
Capital,Capital,URS SCOTT WILSON LTD,"6,425.31",CONSULTANTS - OTHER
Capital,Capital,URS SCOTT WILSON LTD,840,CONSULTANTS - OTHER
