Wakefield Council Supplier Spend Greater Than �500 for Quarter 1st April 2017 to 30th June 2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TAYLOR FIRE SPRINKLERS LTD,Redacted,Awaiting,N/A,Not yet available,31/05/2017,23323666,1,1620.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,Fire Alarm Systems,35290,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,27/06/2017,23343588,1,1035.85,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,27/06/2017,23343589,1,555.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,18/05/2017,23313445,1,1246.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,18/05/2017,23313446,1,1671.36,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,18/05/2017,23313448,1,588.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TWENTY TWENTY VISION SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,18/05/2017,23313449,1,588.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,CCTV & Video Equipment,16298,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,UNIGLAZE JOINERY & GLAZING LIMITED,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23316143,1,680.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Joiners & Carpenters,45970,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WATER COOLERS LTD,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23289734,1,960.00,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Catering,SUBCAT0148,Water Coolers,83801,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WATERSCAN LTD,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23307742,1,1700.00,Nil,Repairs - Reactive,Revenue,Environment,CAT03,Environmental Health - Water,SUBCAT0317,Water Engineers,83900,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,M,Environmental and Regulatory Services,YORKSHIRE WATER,Redacted,Awaiting,N/A,Not yet available,26/05/2017,23322493,1,4825.45,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Utilities - Water,SUBCAT0145,Water Companies,83682,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,M,Environmental and Regulatory Services,YORKSHIRE WATER,Redacted,Awaiting,N/A,Not yet available,06/06/2017,23326690,1,1420.43,Nil,Repairs - Reactive,Revenue,Property & Regeneration,CAT01,Utilities - Water,SUBCAT0145,Water Companies,83682,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHBY LODGE (FORMERLY BELVEDERE LODGE),Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314287,1,1395.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHBY LODGE (FORMERLY BELVEDERE LODGE),Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308185,31,6842.14,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHGROVE HOUSE CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323508,8,11085.43,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHGROVE HOUSE CARE HOME,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290780,12,-573.09,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHGROVE HOUSE CARE HOME,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314354,40,4105.71,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ASHWORTH GRANGE,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308187,3,8416.71,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323511,31,1916.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342935,57,2582.06,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342935,55,-615.86,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323511,101,7595.57,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323511,3,14780.57,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323511,83,5748.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ATTLEE COURT,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323511,51,6706.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BROXBOURNE RESIDENTIAL HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333414,52,6637.57,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BURNTWOOD HALL,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290790,27,1493.09,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BURNTWOOD HALL,Redacted,Awaiting,N/A,Not yet available,04/04/2017,23287630,2,4384.29,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BYWATER HALL,Redacted,05245993,N/A,Not yet available,22/05/2017,23314365,16,823.77,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BYWATER HALL,Redacted,05245993,N/A,Not yet available,02/05/2017,23304553,17,-889.34,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,BYWATER HALL,Redacted,05245993,N/A,Not yet available,05/06/2017,23327964,11,6637.57,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CANTERBURY HOUSE,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323520,4,598.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CANTERBURY HOUSE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330868,2,598.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CANTERBURY HOUSE,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342944,2,598.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CANTERBURY HOUSE,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327965,2,598.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CANTERBURY HOUSE,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333417,2,598.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23293057,39,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295260,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308199,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327966,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304555,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311512,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314367,34,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323521,35,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342945,47,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330869,37,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333418,31,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330869,25,-1094.86,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARLETON COURT CARE LTD,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290793,39,509.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330870,66,8348.29,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295261,15,7156.51,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295261,25,514.86,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290794,6,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311513,48,10811.71,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327967,56,9169.43,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,04/04/2017,23287634,6,544.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CARR GATE CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342946,76,6911.29,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CRAEGMOOR LAWRENCE PRIORY,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314439,12,-1369.43,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CRAEGMOOR LAWRENCE PRIORY,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323592,12,-1369.44,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,CROFT HOUSE,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295266,27,-1751.41,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DENESTAR LTD T/A TREES RESIDENTIAL CARE HOME,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23328042,29,21760.29,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DENESTAR LTD T/A TREES RESIDENTIAL CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323598,24,-752.71,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,30/05/2017,23323523,29,3832.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,10/04/2017,23290795,31,2192.14,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,10/04/2017,23290795,27,9508.57,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23293068,42,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295271,50,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308210,44,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327977,36,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304566,42,560.00,Nil,Residential Placements in Independent Homes (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
