Wakefield Council Supplier Spend Greater Than œ500 for Quarter 1st April 2014 to 30th June 2014.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HEMSWORTH ARTS & COMMUNITY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482379,"1,000.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67981,Schools - Local Authority,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,HEMSWORTH ARTS & COMMUNITY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482380,"2,450.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67981,Schools - Local Authority,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,HQ ARTS LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,22496674,"1,400.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,86250,Youth Organisations & Centres,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,I DRUMMOND T/A 3SIXTY,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22514632,595.00,Nil,Fees,Revenue,"Economic Growth, Culture & Sport",CAT09,Events,SUBCAT0907,32140,Entertainers,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,INSTITUTE OF CEMETERY & CREMATORIUM MANAGEMENT,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,22497389,"1,280.00",Nil,Fees,Revenue,Professional Services,CAT08,Memberships & Subscriptions,SUBCAT0808,45255,Institutes - Professional,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ITS LEARNING UK LTD,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22523013,"8,727.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,29380,Educational Training Providers,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,J W PLANT & CO. LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,22484318,813.06,Nil,Fees,Revenue,"Economic Growth, Culture & Sport",CAT09,Events,SUBCAT0907,36270,"Flags, Banners, Poles & Masts",Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,JKL BIKES LIMITED,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22518661,"1,375.00",Nil,Fees,Revenue,Highways,CAT07,Travel Awareness,SUBCAT0709,23470,Cycle Shops,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,JOULE VERT,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22526270,"10,950.00",Nil,Fees,Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,32415,Environmental Consultants,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,LARKS HILL JUNIOR & INFANT (ACADEMY),N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22523637,"1,200.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67981,Schools - Local Authority,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,NETWORK RAIL INFRASTRUCTURE LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22476224,"1,293.95",Nil,Fees,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,63418,Railways,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,NHS WAKEFIELD CCG,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22521812,"18,000.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NORTH LINCOLNSHIRE COUNCIL,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22500823,"7,000.00",Nil,Fees,Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,48583,Local Government,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,"2,100.00",Nil,Fees,Revenue,Property & Asset Management,CAT01,Architects,SUBCAT0102,04422,Architectural Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/05/2014,22502497,701.04,Nil,Fees,Revenue,Property & Asset Management,CAT01,Architects,SUBCAT0102,04422,Architectural Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22479313,"2,500.00",Nil,Fees,Revenue,Property & Asset Management,CAT01,Architects,SUBCAT0102,04422,Architectural Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22479468,"1,250.00",Nil,Fees,Revenue,Property & Asset Management,CAT01,Architects,SUBCAT0102,04422,Architectural Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NPS NORTH EAST LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22519993,900.00,Nil,Fees,Revenue,Property & Asset Management,CAT01,Architects,SUBCAT0102,04422,Architectural Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OFSTED,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22481780,"1,997.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,29300,Education Agencies & Authorities,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OFSTED,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22481782,"2,237.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,29300,Education Agencies & Authorities,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,OFSTED,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22483920,"1,278.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,29300,Education Agencies & Authorities,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ORCHARD HEAD JI & N SCHOOL,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22523108,500.00,Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67860,Schools - Independent & Preparatory,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ORCHARD HEAD JI & N SCHOOL,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482980,"1,050.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67860,Schools - Independent & Preparatory,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ORCHARD HEAD JI & N SCHOOL,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22522990,"2,100.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67860,Schools - Independent & Preparatory,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PONTEFRACT ACADEMIES TRUST T/A THE KINGS SCHOOL,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482385,"10,499.98",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67981,Schools - Local Authority,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,RM EDUCATION PLC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522097,"1,141.50",Nil,Fees,Revenue,ICT,CAT11,ICT - Software,SUBCAT1108,20703,Computer Systems & Software (Development),Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,RS DISPLAYS & EXHIBITIONS LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482225,"9,164.32",Nil,Fees,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,26330,Display Fixtures & Materials,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST GEORGES LUPSET LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22502544,720.00,Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,01900,Adult Education Centres,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE BICYCLE HELMET INITIATIVE TRUST,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22514631,858.00,Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,THE GOLF SHOP,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22497941,"5,200.00",Nil,Fees,Revenue,"Economic Growth, Culture & Sport",CAT09,Sport,SUBCAT0906,40680,Golf Equipment & Supplies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,THE HEPWORTH WAKEFIELD,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22522728,"309,942.00",Nil,Fees,Revenue,"Economic Growth, Culture & Sport",CAT09,Museums & Culture,SUBCAT0904,52400,Museums & Art Galleries,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,THE RIDINGS MERCHANTS ASSOCIATION LIMITED,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22519835,"2,500.00",Nil,Fees,Revenue,Property & Asset Management,CAT01,Property Management,SUBCAT0137,61896,Property & Estate Management,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE ROOKERIES CARLETON J & I (ACADEMY),N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482382,"1,833.33",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,67981,Schools - Local Authority,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,THE UNIVERSITY OF LEEDS,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,22500030,"14,500.00",Nil,Fees,Revenue,Business Services,CAT02,Training - Universities,SUBCAT0227,81491,Universities & Medical Schools,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,TIM GREEN PHOTOGRAPHY,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22480648,700.00,Nil,Fees,Revenue,"Economic Growth, Culture & Sport",CAT09,Events,SUBCAT0907,57670,Photographers - Advertising & Commercial,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,TRI X CHILDCARE,N/A,Not yet available,Not yet available,Not yet available,30/06/2014,22536917,"8,600.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17580,Childcare Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,TURNING POINT,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22518923,"32,457.00",Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,64710,Residential Care Homes,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WACCL,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504985,500.00,Nil,Fees,Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WAKEFIELD MEDIA WORKSHOP,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22483894,"2,250.00",Nil,Fees,Revenue,Business Services,CAT02,Communications,SUBCAT0209,35055,Film Studios & Production Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WESLEY MEDIA,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22505140,765.95,Nil,Fees,Revenue,Environment,CAT03,Funeral & Crematoria Supplies / Equipment,SUBCAT0305,16530,Cemeteries & Crematoria,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,WESLEY MEDIA,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22505141,858.12,Nil,Fees,Revenue,Environment,CAT03,Funeral & Crematoria Supplies / Equipment,SUBCAT0305,16530,Cemeteries & Crematoria,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JLT SPECIALITY LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22481549,"33,867.00",Nil,Fidelity,Revenue,Business Services,CAT02,Insurance,SUBCAT0215,45532,Insurance Agents & Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,ZURICH MUNICIPAL,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22524211,"12,987.61",Nil,Fire,Revenue,Business Services,CAT02,Insurance,SUBCAT0215,45410,Insurance Agents & Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,ZURICH MUNICIPAL,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22524216,"1,038,037.23",Nil,Fire,Revenue,Business Services,CAT02,Insurance,SUBCAT0215,45410,Insurance Agents & Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,GODFREY SYRETT LTD,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22481626,"2,443.04",Nil,Furniture,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,38590,Furniture Mnfrs - Home & Office,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,GODFREY SYRETT LTD,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22503828,"1,179.05",Nil,Furniture,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,38590,Furniture Mnfrs - Home & Office,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,GODFREY SYRETT LTD,N/A,Not yet available,Not yet available,Not yet available,12/05/2014,22497367,"1,179.05",Nil,Furniture,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,38590,Furniture Mnfrs - Home & Office,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,GODFREY SYRETT LTD,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22503827,"5,394.78",Nil,Furniture,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,38590,Furniture Mnfrs - Home & Office,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,STAGE SYSTEMS,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494443,"1,232.50",Nil,Furniture,Revenue,"Economic Growth, Culture & Sport",CAT09,Events,SUBCAT0907,50040,"Marquees, Tents & Portable Floor Hire",Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,THE FURNISHING SERVICE,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22506074,536.72,Nil,Furniture,Revenue,Property & Asset Management,CAT01,Furniture,SUBCAT0133,38460,Furnishers,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22516471,"10,098.90",Nil,Furniture,Revenue,YPO,CAT12,Sub Category To Be Classified,SUBCATTBC,62710,Purchasing Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22520173,"1,183.80",Nil,Furniture,Revenue,YPO,CAT12,Sub Category To Be Classified,SUBCATTBC,62710,Purchasing Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,22504405,"1,089.00",Nil,Furniture,Revenue,YPO,CAT12,Sub Category To Be Classified,SUBCATTBC,62710,Purchasing Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,22504435,"1,792.00",Nil,Furniture,Revenue,YPO,CAT12,Sub Category To Be Classified,SUBCATTBC,62710,Purchasing Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,YORKSHIRE PURCHASING,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22479323,"1,341.60",Nil,Furniture,Revenue,YPO,CAT12,Sub Category To Be Classified,SUBCATTBC,62710,Purchasing Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22485993,"1,249.02",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,01/05/2014,22486489,"-1,313.68",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22524609,"1,238.63",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22485996,"7,208.16",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22485997,"3,957.89",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22486480,570.89,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22501827,"2,991.70",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,22480091,568.23,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22486474,-688.02,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22478298,528.23,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,30/06/2014,22537158,503.01,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,30/06/2014,22537162,"1,329.74",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526425,"1,038.42",Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22480717,693.81,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22480722,636.26,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,02/05/2014,22486531,526.39,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482238,544.87,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22514334,-544.87,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22501899,622.52,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BRITISH GAS BUSINESS,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22524593,520.08,Nil,Gas,Revenue,Property & Asset Management,CAT01,Utilities - Gas,SUBCAT0142,39564,Gas Companies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
