Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Supplier ID,Company Registraation Number,Charity Registration Number,VCSE Grant,Payment Date,Transaction No,Seq No,Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-11-06,23685015,1,2400.43,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-11-02,23683743,1,2412.82,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-17,23675155,1,2417.75,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-26,23679621,1,2448.30,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-30,23680769,1,2477.74,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-30,23682040,1,2523.84,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-17,23675153,1,2547.54,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,GP HOMECARE LTD T/A RADIS COMMUNITY CARE,Redacted,03587165,N/A,Not yet available,2018-10-17,23675154,1,2549.96,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-15,23671906,1,1831.68,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-15,23672370,1,1920.14,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-15,23672952,1,2018.78,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-15,23672176,1,2037.50,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-30,23681769,1,2115.05,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-30,23681754,1,2178.81,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-30,23681765,1,2362.24,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-10-30,23682042,1,2394.55,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-11-29,23701443,1,2493.15,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-12-03,23702337,1,2598.19,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-11-27,23699305,1,2641.88,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-12-21,23722509,1,2716.53,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-12-21,23722061,1,2763.96,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-12-03,23702338,1,2811.71,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JAYS HOMECARE SERVICES LIMITED,Redacted,03639352,N/A,Not yet available,2018-12-21,23721912,1,2902.35,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Carers & Home Help Services,69475,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JUST HOMES CARE LTD,Redacted,06499236,N/A,Not yet available,2018-11-02,23683400,1,89909.90,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JUST HOMES CARE LTD,Redacted,06499236,N/A,Not yet available,2018-10-10,23659658,1,90122.38,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,JUST HOMES CARE LTD,Redacted,06499236,N/A,Not yet available,2018-12-04,23704459,1,93414.73,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,Z,BVACOP Not Applicable,LOTUS HOME CARE LIMITED,Redacted,09540376,N/A,Not yet available,2018-12-12,23713187,1,1744.00,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,Z,BVACOP Not Applicable,LOTUS HOME CARE LIMITED,Redacted,09540376,N/A,Not yet available,2018-10-31,23682678,1,2058.78,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,Z,BVACOP Not Applicable,LOTUS HOME CARE LIMITED,Redacted,09540376,N/A,Not yet available,2018-10-31,23682240,1,4689.50,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-12-20,23720562,1,23528.91,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-10-01,23654179,1,23925.61,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-11-12,23692399,1,23944.08,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-11-27,23700561,1,24211.24,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-10-30,23682051,1,24242.61,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-11-02,23683757,1,24283.50,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-10-26,23679548,1,24298.37,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-10-17,23673794,1,24334.77,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-11-23,23699104,1,24474.86,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-12-17,23716783,1,24643.56,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-12-04,23704487,1,25001.78,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-10-17,23675151,1,25703.84,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEADOW LODGE HOME CARE SERVICES LLP,Redacted,OC382516,N/A,Not yet available,2018-12-12,23712881,1,26223.19,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-17,23674796,1,5327.37,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-10,23659319,1,5503.72,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-11-12,23692418,1,5532.35,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-15,23672191,1,5657.28,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-12-21,23721915,1,5721.19,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-01,23654465,1,5804.76,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-12-18,23719327,1,5834.20,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-12-12,23713272,1,5978.82,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-12-12,23712859,1,6161.45,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-30,23681846,1,6163.98,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-12-03,23702336,1,6178.47,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-10-30,23681110,1,6215.24,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-11-02,23683738,1,6325.50,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MEARS CARE LTD,Redacted,04320403,N/A,Not yet available,2018-11-23,23698832,1,6548.13,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MILLENNIUM CARE SERVICES LTD,Redacted,05293377,N/A,Not yet available,2018-11-20,23696426,1,152482.91,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Children and Young People,CAT05,SEND - Special Educational Needs,SUBCAT0508,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MILLENNIUM CARE SERVICES LTD,Redacted,05293377,N/A,Not yet available,2018-10-23,23677464,1,157561.99,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Children and Young People,CAT05,SEND - Special Educational Needs,SUBCAT0508,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,MILLENNIUM CARE SERVICES LTD,Redacted,05293377,N/A,Not yet available,2018-10-11,23671653,1,160169.65,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Children and Young People,CAT05,SEND - Special Educational Needs,SUBCAT0508,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-12-13,23715837,1,4879.80,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-12-20,23720487,1,4941.11,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-12-07,23711234,1,5119.59,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-12-03,23702136,1,5550.38,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-11-22,23697509,1,5656.64,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-11-14,23693973,1,5665.36,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-10-25,23678650,1,5666.61,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-10-23,23677463,1,5692.87,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-11-12,23692045,1,5694.03,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-11-01,23682800,1,5714.07,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-10-11,23671605,1,5757.87,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-10-08,23657249,1,5857.63,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,PHOENIX CARE LTD,Redacted,07877752,N/A,Not yet available,2018-10-09,23657943,1,5926.29,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,SEVACARE (UK) LTD T/A SYNERGY,Redacted,03615347,N/A,Not yet available,2018-10-31,23682689,1,12476.98,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,SEVACARE (UK) LTD T/A SYNERGY,Redacted,03615347,N/A,Not yet available,2018-10-31,23682688,1,12502.91,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,SEVACARE (UK) LTD T/A SYNERGY,Redacted,03615347,N/A,Not yet available,2018-11-02,23683730,1,12853.73,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,SEVACARE (UK) LTD T/A SYNERGY,Redacted,03615347,N/A,Not yet available,2018-10-31,23682686,1,13153.61,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-12-31,ADULTS,Z,BVACOP Not Applicable,SEVACARE (UK) LTD T/A SYNERGY,Redacted,03615347,N/A,Not yet available,2018-12-17,23717472,1,13161.97,Nil,Independant Sector Domiciliary Care (Private Contractor),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
