Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-28,22786886,1,2106.50,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22801106,2,2156.65,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22796017,1,2172.40,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22783251,1,2334.45,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782547,1,2359.26,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22787058,1,2825.08,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22787023,3,3544.20,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22786867,1,897.86,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22786472,1,1153.05,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22786478,1,1160.13,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22786474,1,1169.59,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-22,22784726,1,1169.59,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22786815,1,1170.77,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-22,22784742,1,1182.58,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22786878,1,2315.54,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-16,22799859,1,2325.00,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22784770,1,2359.26,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,LAFARGE TARMAC TRADING LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-02,22787055,1,3519.39,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,LD ENVIRONMENTAL SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-09,22800459,1,650.00,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,Building Services - Misc,SUBCAT0115,Property Maintenance & Repairs,61961,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,MARSHALLS PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-06-25,22815875,1,2223.19,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,MARSHALLS PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-06-25,22815870,1,5002.82,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,MARSHALLS PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22756307,1,2458.00,Nil,Highways Materials,Revenue,Highways,CAT07,Materials,SUBCAT0703,"Sand, Gravel & Other Aggregates",66370,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,NOSTELL ESTATE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-09,22755195,1,1500.00,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,Property Management,SUBCAT0137,Office Rental,53716,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,ROYDS DRIVEWAYS & GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787001,1,6200.00,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,BVACOP Not Applicable,Z,SAINT GOBAIN UK/JEWSON LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22753979,1,960.78,Nil,Highways Materials,Revenue,Property & Asset Management,CAT01,Building Services - Glazing,SUBCAT0110,Glass Products - Mnfrs,40401,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,SAS LINING SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-08,22775709,1,1356.44,Nil,Highways Materials,Revenue,Highways,CAT07,Road Marking,SUBCAT0706,Road Marking,65360,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,TRAFFIC MANAGEMENT SAFETY SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802401,1,550.00,Nil,Highways Materials,Revenue,Highways,CAT07,Urban Traffic Control,SUBCAT0710,Traffic Management Systems,79650,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757632,1,6944.00,Nil,Hire of Taxis,Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817921,1,6115.98,Nil,Hire of Taxis,Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764444,1,960.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22817873,1,1768.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787105,1,2131.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787163,1,1645.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817833,1,1811.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764443,1,2334.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787134,1,3953.60,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764447,1,4588.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817835,1,4769.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764368,1,543.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22764446,1,504.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757697,1,552.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803055,1,568.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803070,1,600.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757666,1,600.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781711,1,625.50,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757658,1,660.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803037,1,676.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781742,1,720.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781753,1,728.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757669,1,733.50,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781759,1,780.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757633,1,1066.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757643,1,1200.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781710,1,1470.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803045,1,1487.50,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781700,1,1540.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803053,1,1575.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757663,1,1880.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757661,1,2100.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817703,1,500.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787124,1,590.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781823,1,610.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787090,1,618.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757717,1,625.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757695,1,665.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757714,1,670.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817701,1,670.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757724,1,675.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802901,1,732.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787126,1,755.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781396,1,810.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781809,1,820.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817710,1,840.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817700,1,885.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817707,1,890.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817696,1,900.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817705,1,940.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757637,1,992.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787128,1,1140.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802909,1,1279.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817709,1,1316.64,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22781817,1,1706.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Ambulance Services,03930,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22787145,1,1083.20,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817832,1,1866.50,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,22757713,1,3701.10,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Environmental and Regulatory Services,M,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22817822,1,1294.00,Nil,Hire of Taxis,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Taxis & Private Hire,76350,Not yet available
