Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,03-Aug-11,1108-06456,"9,456.80",R,Options The Thicket Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-06457,"13,759.36",R,Options The Thicket Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Aug-11,1108-06458,"12,165.77",R,Options The Thicket Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Aug-11,1108-06459,"12,548.71",R,Options The Thicket Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,31-Aug-11,1108-06460,"9,456.80",R,Options The Thicket Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,31-Aug-11,1108-06461,"13,759.36",R,Options The Thicket Ltd
Leeds City Council,Childrens Services,Other Childrens And Families Services,Capital,Other Costs,7,02-Aug-11,1108-06462,"1,998.00",C,Oracle Corporation Uk Ltd
Leeds City Council,Childrens Services,Other Childrens And Families Services,Capital,Other Costs,7,02-Aug-11,1108-06463,"-1,998.00",C,Oracle Corporation Uk Ltd
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,11-Aug-11,1108-06464,768.00,C,Oracle Corporation Uk Ltd
Leeds City Council,City Development,Recreation,Transport,Hire Of Movable Plant & Machinery,315,05-Aug-11,1108-06465,"1,784.11",R,Orange Plant
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,16-Aug-11,1108-06466,"4,206.31",R,Orchard Care Homes
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-06467,"3,750.33",R,Orchard Care Homes
Leeds City Council,Central & Corporate Functions,RIEP,Supplies and Services,Computer Software & Equipment,214,17-Aug-11,1108-06468,525.00,R,Orica Software Systems Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,03-Aug-11,1108-06469,468.00,R,Osborne Richardson
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,24-Aug-11,1108-06470,520.50,R,Osborne Richardson
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,24-Aug-11,1108-06471,725.00,R,Ots Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,24-Aug-11,1108-06472,"1,250.00",R,Owl Safety Systems
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,24-Aug-11,1108-06473,"1,561.32",R,Owl Safety Systems
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,30-Aug-11,1108-06474,842.40,R,Owl Safety Systems
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06475,"1,184.88",R,Oxford Grange Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06476,"1,084.56",R,Oxford Grange Nursing Home
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Rendered By Voluntary Sector,505,18-Aug-11,1108-06477,"2,750.00",R,Oxford Place Children'S Centre
Leeds City Council,City Development,Economic Development,Supplies and Services,Consultancy Services,259,10-Aug-11,1108-06478,"1,500.00",R,Oxton Consulting Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,24-Aug-11,1108-06479,636.60,R,P F Cusack (Tools Supplies) Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-06480,"3,372.00",R,P G Plant
Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Other Hired And Contracted Services,265,11-Aug-11,1108-06481,"2,250.00",R,P Gaunt
Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Other Hired And Contracted Services,265,12-Aug-11,1108-06482,759.00,R,P Gaunt
Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,04-Aug-11,1108-06483,"10,155.29",C,P H Jones
Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,08-Aug-11,1108-06484,"32,604.59",C,P H Jones
East - North East,East - North East,Technical Services,Premises,H.R.A. - Repairs A To P,107,11-Aug-11,1108-06485,"26,433.36",R,P H Jones
East - North East,East - North East,Technical Services,Premises,H.R.A. - Repairs A To P,107,24-Aug-11,1108-06486,"17,467.26",R,P H Jones
Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24-Aug-11,1108-06487,"32,912.17",C,P H Jones
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-06488,"3,312.00",R,P H Plant
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,11-Aug-11,1108-06489,"1,058.08",R,P J Music Services Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Furniture And Equipment,203,05-Aug-11,1108-06490,"9,778.00",R,P&L Sound & Lighting Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Young Peoples Activities,652,13-Jul-11,1108-06491,"1,125.00",R,Paintball North Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Educational Visits,282,31-Aug-11,1108-06492,450.00,R,Paintball North Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,31-Aug-11,1108-06493,814.00,R,Pakex (Uk) Plc
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,08-Aug-11,1108-06494,969.75,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,10-Aug-11,1108-06495,585.00,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,10-Aug-11,1108-06496,567.80,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,11-Aug-11,1108-06497,"1,023.57",R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,18-Aug-11,1108-06498,"1,031.58",R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,18-Aug-11,1108-06499,461.56,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,19-Aug-11,1108-06500,762.64,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,25-Aug-11,1108-06501,769.89,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,26-Aug-11,1108-06502,981.35,R,Palmer & Harvey Mclane Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,10-Aug-11,1108-06503,-918.00,R,Pantograph Services
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,10-Aug-11,1108-06504,"1,461.00",R,Pantograph Services
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Premises,Toilet supplies,128,04-Jul-11,1108-06505,446.70,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Materials - Cleaning,205,06-Jul-11,1108-06506,558.00,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Materials - Cleaning,205,08-Jul-11,1108-06507,520.50,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Premises,Toilet supplies,128,21-Jul-11,1108-06508,587.50,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Furniture & Equipment,203,25-Jul-11,1108-06509,633.60,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Furniture & Equipment,203,25-Jul-11,1108-06510,633.60,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Premises,Toilet supplies,128,28-Jul-11,1108-06511,633.50,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Premises,Toilet supplies,128,29-Jul-11,1108-06512,558.50,R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Premises,Toilet supplies,128,29-Jul-11,1108-06513,555.60,R,Paper Hygiene Services
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,Cleaning Maintenance & Toiletries,127,16-Aug-11,1108-06514,451.35,R,Paper Hygiene Services
Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Cleaning Maintenance & Toiletries,127,19-Aug-11,1108-06515,496.94,R,Paper Hygiene Services
Leeds City Council,Adult Social Care,Roseville Enterprises,Supplies and Services,Operational Materials,205,26-Aug-11,1108-06516,"2,108.00",R,Paper Hygiene Services
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,26-Aug-11,1108-06517,598.58,R,Paper Hygiene Services
Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,26-Aug-11,1108-06518,"1,200.00",R,Paragon
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Operational Furniture And Equipment,203,11-Aug-11,1108-06519,"1,016.46",R,Paragon Group Uk Limited
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06520,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06521,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06522,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06523,"2,837.10",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06524,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06525,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06526,"3,152.40",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06527,"2,837.10",R,Parallel Parents
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,10-Aug-11,1108-06528,"3,152.40",R,Parallel Parents
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,19-Aug-11,1108-06529,"7,174.80",R,Paramount Steel Fence
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,19-Aug-11,1108-06530,"7,502.00",R,Paramount Steel Fence
Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Support Services,Legal Disbursements,411,11-Aug-11,1108-06531,"16,500.00",R,Parishil Patel
Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Support Services,Legal Disbursements,411,22-Aug-11,1108-06532,662.69,R,Parishil Patel
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-06533,"1,500.00",R,Park Circus Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06534,"1,031.44",R,Park House
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06535,"1,031.44",R,Park House
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,01-Aug-11,1108-06536,"9,510.31",R,Park Lodge
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,15-Aug-11,1108-06537,"19,404.62",R,Park Lodge
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,30-Aug-11,1108-06538,"19,404.62",R,Park Lodge
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06539,"2,468.00",R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06540,701.50,R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06541,"1,137.50",R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06542,913.50,R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06543,935.50,R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,01-Aug-11,1108-06544,"1,314.60",R,Parkers Landscapes & Construction Ltd
East - North East,East - North East,Housing Services,Premises,Grounds Maintenance (Closed Landfill),134,17-Aug-11,1108-06545,500.00,R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,18-Aug-11,1108-06546,"4,770.80",R,Parkers Landscapes & Construction Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,25-Aug-11,1108-06547,600.00,R,Parkers Landscapes & Construction Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,25-Aug-11,1108-06548,450.00,R,Parkers Landscapes & Construction Ltd
East - North East,East - North East,Housing Services,Premises,Horticulture Non Defined Work,112,26-Aug-11,1108-06549,"1,500.00",R,Parkers Landscapes & Construction Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,31-Aug-11,1108-06550,621.00,R,Parkers Landscapes & Construction Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,04-Aug-11,1108-06551,"1,265.36",R,Parkfield House
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Other Hired And Contracted Services,265,17-Aug-11,1108-06552,631.55,R,Parkmobile Uk Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06553,"10,809.34",R,Parkside Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06554,"8,626.96",R,Parkside Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-06555,"1,554.24",R,Parkview Rest Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,03-Aug-11,1108-06556,"1,789.44",R,Parkview Rest Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-06557,"1,554.24",R,Parkview Rest Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,31-Aug-11,1108-06558,"1,789.44",R,Parkview Rest Home
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Section 17,551,17-Aug-11,1108-06559,662.33,R,Parsons Dowd Psychological Limited
Leeds City Council,Central & Corporate Functions,Human Resources,Employees,Occupational Health,085,29-Jul-11,1108-06560,570.00,R,Partners In Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06561,900.00,R,Partners In Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06562,"8,685.66",R,Partners In Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,19-Aug-11,1108-06563,"14,171.43",R,Partners In Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Study Books & Equipment,072,09-Aug-11,1108-06564,"1,295.00",R,Partridge & Print Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,24-Aug-11,1108-06565,639.12,R,Passenger Lift Services Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,03-Aug-11,1108-06566,975.00,R,Pasta King (Uk) Limited
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,09-Aug-11,1108-06567,"7,241.30",R,Pat Mcloughlin
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Employees,Agency Staff,008,05-Aug-11,1108-06568,"1,850.00",R,Path (Yorkshire) Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Other Hired And Contracted Services,265,25-Aug-11,1108-06569,965.87,R,Path (Yorkshire) Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,12-Aug-11,1108-06570,605.85,R,Patterson Medical Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,12-Aug-11,1108-06571,"1,377.05",R,Patterson Medical Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,19-Aug-11,1108-06572,802.00,R,Patterson Medical Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,25-Aug-11,1108-06573,423.40,R,Patterson Medical Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,31-Aug-11,1108-06574,"1,703.50",R,Patterson Medical Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,12-Aug-11,1108-06575,634.50,R,Patterson Medical Ltd Days
Leeds City Council,City Development,Highways,Supplies and Services,Internal Charges from PPPU,485,18-Aug-11,1108-06576,"2,500.00",R,Paul Brook
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06577,488.11,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06578,535.07,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06579,539.50,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06580,530.88,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06581,467.52,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06582,496.16,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06583,523.83,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06584,426.17,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06585,620.01,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06586,447.07,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06587,512.57,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06588,446.05,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06589,"1,016.60",R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06590,558.34,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06591,581.98,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06592,558.10,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06593,417.52,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06594,764.16,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,02-Aug-11,1108-06595,584.69,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06596,528.99,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06597,516.93,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06598,447.13,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06599,446.24,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06600,517.30,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06601,453.34,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,12-Aug-11,1108-06602,463.71,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06603,518.17,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06604,606.45,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06605,813.87,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06606,471.11,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06607,466.91,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06608,440.60,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06609,509.21,R,Paul Dufton & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,19-Aug-11,1108-06610,"1,904.32",R,Paul Dufton & Co Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,25-Aug-11,1108-06611,"2,070.69",R,Paul Jones Associates Ltd
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,01-Aug-11,1108-06612,"4,254.00",R,Pay & Employment Rights Service
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Employees,Training Costs,071,05-Aug-11,1108-06613,685.00,R,Pay & Employment Rights Service
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-06614,"1,125.00",R,Pc Pest Control Ltd
Leeds City Council,Childrens Services,Early Years Service,Capital,Construction,3,05-Aug-11,1108-06615,"4,503.13",C,Pdr Construction Ltd
Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,12-Aug-11,1108-06616,"21,536.55",C,Pdr Construction Ltd
Leeds City Council,City Development,Economic Development,Capital,Construction,3,12-Aug-11,1108-06617,"269,320.00",C,Pdr Construction Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06618,"-1,285.71",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06619,"14,171.43",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06620,"13,285.71",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06621,"17,271.43",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06622,"19,928.57",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06623,"14,171.43",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06624,"13,285.71",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06625,"10,714.25",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06626,"14,171.43",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06627,"13,994.29",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06628,"13,285.71",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06629,"13,285.25",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06630,"11,957.14",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,10-Aug-11,1108-06631,"11,957.14",R,Pebbles Care Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,18-Aug-11,1108-06632,"5,014.29",R,Pebbles Care Ltd
Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Insurance Claims,248,03-Aug-11,1108-06633,"1,950.00",R,Pedmore Legal
