Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-06-18,1600507256,793.98,132.33,661.65,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-06-18,1600507260,1425.60,237.60,1188.00,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-06-18,1600507237,1799.75,299.95,1499.80,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-06-18,1600507326,1917.60,319.60,1598.00,Marlow & Son Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-06-18,1600508305,559.69,93.28,466.41,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2014-06-18,1600507620,2403.49,400.58,2002.91,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2014-06-18,601118217,1857.94,0.00,1857.94,Life Opportunities,"Community, Health & Social Care",Building Maintenance
Salford City Council,2014-06-18,601118206,880.00,0.00,880.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2014-06-18,601118320,2143.09,354.85,1788.24,E.On,Sustainable Regeneration,Electricity
Salford City Council,2014-06-18,601118347,682.44,113.74,568.70,Saltax Ltd,Children's Services,Travel Expenses
Salford City Council,2014-06-18,1600506530,20918.40,3486.40,17432.00,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-06-18,1600506289,1068.00,178.00,890.00,Sidhil Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-18,1600506519,2538.00,423.00,2115.00,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-18,1600506973,615.00,102.50,512.50,Prism Medical Uk,"Community, Health & Social Care",Equipment-special
Salford City Council,2014-06-18,1600506147,564.51,94.09,470.42,Supplies Team,Children's Services,Stationery
Salford City Council,2014-06-18,601118222,5292.00,0.00,5292.00,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2014-06-18,601117264,1986.59,331.10,1655.49,TNT Post North Ltd,Customer and Support Services,Postage
Salford City Council,2014-06-18,601118352,624.00,0.00,624.00,Fab Travel Ltd,Children's Services,Travel & Subsistence
Salford City Council,2014-06-18,601117083,2561.91,0.00,2561.91,Speedy Products Ltd,Environment and Community Safety,Hire of Facilities
Salford City Council,2014-06-18,1600508107,610871.63,101811.94,509059.69,Salford Schools Solutions Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-18,1600506279,6000.00,1000.00,5000.00,The Hemming Group,Children's Services,Marketing/Publicity
Salford City Council,2014-06-18,1600479631,3339.00,0.00,3339.00,Can Training,Children's Services,Training of Others
Salford City Council,2014-06-18,1600479630,2796.00,0.00,2796.00,Can Training,Children's Services,Training of Others
Salford City Council,2014-06-18,1600487804,878.00,0.00,878.00,Can Training,Children's Services,Training of Others
Salford City Council,2014-06-18,1600470423,1017.00,0.00,1017.00,Can Training,Children's Services,Training of Others
Salford City Council,2014-06-18,1600470430,1050.00,0.00,1050.00,Can Training,Children's Services,Training of Others
Salford City Council,2014-06-18,601117300,1700.00,0.00,1700.00,King's College London,Children's Services,Payts to Agencies
Salford City Council,2014-06-18,6001574027,1713.64,0.00,1713.64,3 Edgar Street,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573916,3434.00,0.00,3434.00,Aarondale Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573967,11755.04,0.00,11755.04,Abbeydale Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573953,1647.52,0.00,1647.52,Abbeywood (Tottington) Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573934,1614.60,0.00,1614.60,Alexandra Lodge Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574024,1583.36,0.00,1583.36,Alexian Brothers Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573997,2144.52,0.00,2144.52,Alfred House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573962,37483.10,0.00,37483.10,Amadeus Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573971,12808.04,0.00,12808.04,Angel Care Plc,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573909,5388.00,0.00,5388.00,Appleton Manor,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573968,14479.04,0.00,14479.04,Ash Leigh House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574045,1650.00,0.00,1650.00,Ashgrove House Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574020,6117.76,0.00,6117.76,Autism Initiatives,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573906,34930.74,0.00,34930.74,Beech House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574021,40901.62,0.00,40901.62,Beechfield Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574050,5502.40,0.00,5502.40,Beechill Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573982,15977.77,0.00,15977.77,Benstock Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573978,20248.52,0.00,20248.52,Bradmere Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573927,1620.00,0.00,1620.00,Briarmede Rch,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573988,1725.52,0.00,1725.52,Brookfield Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573991,15755.20,0.00,15755.20,Brookvale,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574025,19180.44,0.00,19180.44,Broughton House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573999,2032.00,0.00,2032.00,Bryn Aber Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573923,1678.00,0.00,1678.00,Bupa Care Homes,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574035,958.57,0.00,958.57,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574036,1642.48,0.00,1642.48,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574037,4950.28,0.00,4950.28,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574038,99924.40,0.00,99924.40,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573949,1771.00,0.00,1771.00,Bupa Care Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574026,5777.60,0.00,5777.60,Cairn House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573926,1868.40,0.00,1868.40,Canterbury Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574069,13583.34,0.00,13583.34,Castlerea House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573958,3780.71,0.00,3780.71,Chestnut House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573995,1185.16,0.00,1185.16,Christmas Lodge Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573930,1605.76,0.00,1605.76,Claremont Care Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573993,10872.52,0.00,10872.52,Claremont Lodge Care Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574017,1506.92,0.00,1506.92,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574015,1906.92,0.00,1906.92,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574016,2680.00,0.00,2680.00,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573955,3780.00,0.00,3780.00,Colleycare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573994,6699.00,0.00,6699.00,Cotebrook House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574012,21420.50,0.00,21420.50,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574011,32837.14,0.00,32837.14,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573896,3504.00,0.00,3504.00,Davenport Manor Nursing Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573921,1559.60,0.00,1559.60,De Brook Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574048,2980.00,0.00,2980.00,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574047,5549.08,0.00,5549.08,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573992,1982.24,0.00,1982.24,Derby Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574040,1625.80,0.00,1625.80,Eagle Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573963,35529.88,0.00,35529.88,Ecclesholme Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573922,3558.29,0.00,3558.29,Fairfield View Care Centre Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574074,1798.44,0.00,1798.44,Fairhome Care Group  Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574057,1866.00,0.00,1866.00,Fairways Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574001,16300.25,0.00,16300.25,Farnworth Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573974,39922.01,0.00,39922.01,Federation Of Jewish Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574022,7339.44,0.00,7339.44,Fernica Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573954,1600.00,0.00,1600.00,Four Seasons (Evedale) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573987,3619.28,0.00,3619.28,Glendower Res Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573903,2380.20,0.00,2380.20,Grange Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573936,1567.96,0.00,1567.96,Grange Lea Residential Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573960,1541.52,0.00,1541.52,Greenlands Residential Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574054,1554.00,0.00,1554.00,Haddon Court Rest Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573933,3600.00,0.00,3600.00,Hale House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574029,6782.46,0.00,6782.46,Haylands,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573942,3559.20,0.00,3559.20,Hc One Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574028,3500.00,0.00,3500.00,Healycare,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573964,28248.76,0.00,28248.76,Heath Cottage Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574004,2589.08,0.00,2589.08,Henshaws Yorkshire,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573915,1792.00,0.00,1792.00,Highfield Hall Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573998,9960.60,0.00,9960.60,Highfield Park Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574059,25565.11,0.00,25565.11,Hill Care 1 Ltd T/A Alderwood,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574060,1763.40,0.00,1763.40,Hill Care 1 Ltd T/A Lever Edge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573917,21850.32,0.00,21850.32,Holly Court Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574023,3341.16,0.00,3341.16,Holt House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574008,4258.72,0.00,4258.72,House Martins (Salford) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574068,1696.00,0.00,1696.00,Housing With Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574071,1460.00,0.00,1460.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574070,1784.00,0.00,1784.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,601117199,32397.60,0.00,32397.60,Inspirit Care Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574003,1759.28,0.00,1759.28,Israel Sieff Court Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574041,1545.00,0.00,1545.00,Jewelglen Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573985,56738.52,0.00,56738.52,Kenyon Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573940,1460.00,0.00,1460.00,Krinvest Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573908,45890.82,0.00,45890.82,Laburnum Court,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573965,15132.56,0.00,15132.56,Lanchaster House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574058,1882.80,0.00,1882.80,Laurel Bank Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574030,2800.00,0.00,2800.00,Le Moors,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573935,2379.48,0.00,2379.48,Linda Reilly T/A Westminster House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573928,1610.00,0.00,1610.00,Longwood Lodge Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573983,1820.00,0.00,1820.00,Mary & Joseph House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574056,1846.80,0.00,1846.80,Meridian Healthcare Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573966,22219.20,0.00,22219.20,Merrymeet Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573918,1591.12,0.00,1591.12,Mill View Residential & Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574013,25619.30,0.00,25619.30,MNS Care Place,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573969,11213.68,0.00,11213.68,Moorfield House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573919,3717.14,0.00,3717.14,Moorfields Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574072,1512.00,0.00,1512.00,Moorhaven Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573970,2953.88,0.00,2953.88,Nazareth House Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573932,1506.92,0.00,1506.92,New Milton House (Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573977,18371.20,0.00,18371.20,Oakland House Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573904,42796.65,0.00,42796.65,Orchard Care Homes.Com Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574007,1440.72,0.00,1440.72,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574006,1768.68,0.00,1768.68,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574005,4356.76,0.00,4356.76,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574053,5981.60,0.00,5981.60,Park View,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574031,10979.00,0.00,10979.00,Pendleton Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574049,10078.04,0.00,10078.04,Progress Adult Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573895,1600.00,0.00,1600.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574073,1526.96,0.00,1526.96,Redcroft Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573914,5671.60,0.00,5671.60,Regency (Parklands) Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574061,16292.20,0.00,16292.20,Reliance Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573972,4968.12,0.00,4968.12,Rose Court Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574009,4221.56,0.00,4221.56,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574010,5503.08,0.00,5503.08,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574014,7737.40,0.00,7737.40,Sense Cas Finance Team,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574019,4640.00,0.00,4640.00,Sign Health,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573951,1593.40,0.00,1593.40,Society Of Christ (Gb),"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574032,3804.84,0.00,3804.84,Southfield Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573944,5712.56,0.00,5712.56,Speciality Care (Rest Homes) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574062,18541.72,0.00,18541.72,Spectrum Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574066,1752.00,0.00,1752.00,Springfield Retirement Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573989,5732.72,0.00,5732.72,St James House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573975,26297.12,0.00,26297.12,Swinton Hall Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573939,1792.00,0.00,1792.00,The Beeches Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573976,51287.41,0.00,51287.41,The Broughtons Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573996,2426.28,0.00,2426.28,The David Lewis Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574055,75861.37,0.00,75861.37,The Fountains Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573961,872.32,0.00,872.32,The Links Resource Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573979,36896.65,0.00,36896.65,The Willows Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574034,1540.00,0.00,1540.00,Trinity Merchants Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574052,1596.00,0.00,1596.00,Vishram Ghar,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574039,5600.00,0.00,5600.00,Voyage Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573981,26704.65,0.00,26704.65,Walkden Manor Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573984,14610.36,0.00,14610.36,Wentworth House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001574018,5126.80,0.00,5126.80,Wirral Autistic Society,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573980,6548.56,0.00,6548.56,Woodlands House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573931,2796.00,0.00,2796.00,Woodlea Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573912,49232.99,0.00,49232.99,Worsley Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-18,6001573943,15263.20,0.00,15263.20,Asc Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573950,1605.92,0.00,1605.92,Bank House Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573937,2000.00,0.00,2000.00,Bowerfield Court,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574046,1536.00,0.00,1536.00,Cale Green Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573898,1690.24,0.00,1690.24,Chorlton Place Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574043,5718.04,0.00,5718.04,Doves Nest Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573897,41196.00,0.00,41196.00,Equilibrium Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573902,1460.00,0.00,1460.00,European Care Gb Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574064,2041.32,0.00,2041.32,Fairhome Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574033,5997.20,0.00,5997.20,Fairwinds,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573941,1600.84,0.00,1600.84,Ferns Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573905,16425.75,0.00,16425.75,Four Seasons Health Care Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573910,4714.55,0.00,4714.55,Four Seasons Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573952,1932.28,0.00,1932.28,Havering Care Homes Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573938,1774.08,0.00,1774.08,Hesslewood House Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573948,1977.32,0.00,1977.32,Hestia Healthcare Properties Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573929,1825.60,0.00,1825.60,Hilltop Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573920,3509.00,0.00,3509.00,Larc Properties T/A Tancred Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574044,2113.72,0.00,2113.72,Leyton Healthcare (No2) Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573911,1514.64,0.00,1514.64,Meadow Bank House,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573907,3348.16,0.00,3348.16,Methodist Homes,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573986,27988.64,0.00,27988.64,Moston Grange Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574067,2085.20,0.00,2085.20,New Care Projects Llp,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573946,5005.20,0.00,5005.20,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573945,5642.04,0.00,5642.04,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573947,7972.80,0.00,7972.80,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573990,1660.04,0.00,1660.04,Parklands Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573913,51629.64,0.00,51629.64,Pendleton Court Care Centre,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574000,8760.12,0.00,8760.12,Richmond Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573924,4797.84,0.00,4797.84,Riverside Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573925,1717.04,0.00,1717.04,Rosemount Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574065,1883.60,0.00,1883.60,Shawe House Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573973,1674.32,0.00,1674.32,St Catherines Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574051,6618.00,0.00,6618.00,St Georges Care Centre,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574002,15135.40,0.00,15135.40,St Mary's Continuing Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573957,3209.14,0.00,3209.14,St Oswalds Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,601118273,1723.60,0.00,1723.60,Sure Care Uk Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573956,1723.60,0.00,1723.60,Sure Care Uk Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573959,1767.00,0.00,1767.00,Tameng Care Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001573901,56878.00,0.00,56878.00,The Woodhouse,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,6001574063,1691.60,0.00,1691.60,Walldene Court,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-06-18,601117135,975.00,0.00,975.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-18,601118249,25467.54,0.00,25467.54,Lancashire County Council,Children's Services,Pupil Assistance
Salford City Council,2014-06-18,601118211,2454.55,0.00,2454.55,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-18,601118208,6000.00,0.00,6000.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-18,601118210,8400.00,0.00,8400.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-18,601118209,10500.00,0.00,10500.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2014-06-18,1600507306,870.38,145.06,725.32,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,1600507281,2832.79,472.13,2360.66,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,1600507259,3481.20,580.20,2901.00,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,1600507236,5765.26,960.88,4804.38,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,1600507238,6612.66,1102.11,5510.55,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,1600508828,87462.60,14577.10,72885.50,Jackson (Fire & Security) Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-18,601116770,1024.31,170.72,853.59,Morgan Hunt Uk Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-18,601118252,563.50,93.92,469.58,British Gas Business,Capital Expenditure,Other Works
