Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2020-08-12,601283501,7762.00,0.00,7762.00,Travel By Myles,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,1600652198,5231.08,871.84,4359.24,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2020-08-12,1600652199,4932.00,822.00,4110.00,Xma Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2020-08-12,1600652197,4040.40,673.40,3367.00,Xma Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2020-08-12,1600652196,9717.43,1619.57,8097.86,Xma Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2020-08-12,1600652194,396701.63,66116.94,330584.69,Xma Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2020-08-12,1600652176,4367.00,0.00,4367.00,Yesoiday Hatorah School,People (Childrens) Service Group,Release of Provision,
Salford City Council,2020-08-13,6003090098,624.00,104.00,520.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2020-08-13,6003090156,2240.00,0.00,2240.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-13,6003090107,5040.00,0.00,5040.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-13,6003090145,4793.60,0.00,4793.60,Approved Property Management,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-13,601283715,10000.00,0.00,10000.00,Aw Childcare Services Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,1600652223,798.67,133.11,665.56,Beesley And Fildes Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-13,1600652144,825.00,137.50,687.50,Blue Workshop Ltd,Place Directorate,Catering Materials,
Salford City Council,2020-08-13,1600652207,801.60,133.60,668.00,British Parking Association,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-13,601283724,10000.00,0.00,10000.00,Danda 4 Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283714,10000.00,0.00,10000.00,Darchei Torah Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283721,10000.00,0.00,10000.00,Dent Company Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283711,10000.00,0.00,10000.00,Disabled Living,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283549,726.00,121.00,605.00,EE Ltd,Service Reform (Corp Bus & Transform),Mobile Phones,
Salford City Council,2020-08-13,601283713,4500.00,0.00,4500.00,Eopenbox Tv Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283718,10000.00,0.00,10000.00,Equinox Film Tv Production Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283719,10000.00,0.00,10000.00,Hairco Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,1600652216,1584.00,0.00,1584.00,Julie Stirpe Associates Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-13,1600652210,3068.00,0.00,3068.00,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents,
Salford City Council,2020-08-13,601283710,10000.00,0.00,10000.00,Manchesteracademy Of Community,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,1600652217,852.02,142.00,710.02,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Energy Conservation,
Salford City Council,2020-08-13,601283716,3000.00,0.00,3000.00,Omega Joinery Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283725,10000.00,0.00,10000.00,Online Parking Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283723,10000.00,0.00,10000.00,Paul Butler Associates Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601280141,560.00,0.00,560.00,Platinum Carpet & Upholstery Cleani,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2020-08-13,6003090124,512.52,0.00,512.52,Ppl Prs Ltd,Place Directorate,Subscriptions,
Salford City Council,2020-08-13,1600652208,1891.20,315.20,1576.00,Psn Painting Services Ltd,Place Directorate,Equipment Repair,
Salford City Council,2020-08-13,6003089782,878.20,0.00,878.20,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2020-08-13,6003089849,899.15,0.00,899.15,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2020-08-13,6003089705,1688.44,0.00,1688.44,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2020-08-13,601283717,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283720,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283572,22506.29,0.00,22506.29,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-13,1600652226,1554.00,259.00,1295.00,Richard L Thomas Associates Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-13,601283726,25000.00,0.00,25000.00,Ross Roofing Supplies Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,601283570,619.20,103.20,516.00,Rothwell Robinson Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2020-08-13,601283712,7500.00,0.00,7500.00,Salford Credit Union Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,1600652227,6505.51,1084.25,5421.26,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee,
Salford City Council,2020-08-13,6003090179,17578.93,0.00,17578.93,Southern Electric,Service Reform (Corp Bus & Transform),Gas,
Salford City Council,2020-08-13,6003090158,1156.80,0.00,1156.80,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-13,6003090188,1571.60,0.00,1571.60,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-13,6003090186,550.00,0.00,550.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses,
Salford City Council,2020-08-13,1600652231,7031.43,0.00,7031.43,Trafford Mbc,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2020-08-13,601283709,10000.00,0.00,10000.00,Wgc Current Account,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-13,6003090139,72390.88,0.00,72390.88,Www.Scottish.Southern.,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2020-08-13,601283722,10000.00,0.00,10000.00,Zain Property Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2020-08-14,1600652307,3288.00,548.00,2740.00,Act Now Training Ltd,People (Childrens) Service Group,Consultants,
Salford City Council,2020-08-14,1600652258,628.80,104.80,524.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2020-08-14,601283790,3690.00,0.00,3690.00,Aim Habonim-Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2020-08-14,1600652298,1070.00,135.00,935.00,Andrew Jenner Ltd. T/As Rcd Leaflet,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-14,1600652294,923.50,0.00,923.50,Aqa Education,People (Childrens) Service Group,Exam fees,
Salford City Council,2020-08-14,1600652286,2760.00,460.00,2300.00,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-14,1600652287,4682.51,780.42,3902.09,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-14,1600652284,5436.00,906.00,4530.00,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-14,1600652291,7825.14,1304.19,6520.95,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-14,1600652285,9036.00,1506.00,7530.00,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-14,601283832,1287.50,0.00,1287.50,Aspire Intelligent Care & Support,People (Adults) - CHSC,Aspire managem't fee,
Salford City Council,2020-08-14,601283835,3674.16,0.00,3674.16,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-14,1600651677,11556.00,1926.00,9630.00,Beyond Interactive Communications,People (Childrens) Service Group,Recruitment Advert.,
Salford City Council,2020-08-14,1600652295,6334.75,1055.79,5278.96,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-14,1600651943,36000.00,6000.00,30000.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-14,1600652238,21630.72,3605.12,18025.60,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2020-08-14,1600651689,25739.25,0.00,25739.25,Central Manchester University,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-14,1600652249,11709.60,1951.60,9758.00,Coating Services Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-14,601283844,1282.50,0.00,1282.50,Coop Swinton,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-14,601282070,114274.00,0.00,114274.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-14,601282959,1107.14,0.00,1107.14,Cromwood Housing Ltd,People (Childrens) Service Group,Rents,
Salford City Council,2020-08-14,601282543,1425.00,0.00,1425.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-14,601283140,3255.00,0.00,3255.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-14,601283078,74254.50,0.00,74254.50,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-14,601283159,107339.00,0.00,107339.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-14,601283842,637.00,0.00,637.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2020-08-14,1600652254,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2020-08-14,1600652255,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2020-08-14,1600651748,18054.00,3009.00,15045.00,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-14,1600651854,193871.15,32311.86,161559.29,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-14,601283773,547.28,91.22,456.06,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283756,547.95,91.32,456.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283768,610.20,101.70,508.50,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283784,663.12,110.52,552.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283782,678.13,113.03,565.10,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283761,687.70,114.62,573.08,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283735,697.96,116.33,581.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283763,852.10,142.01,710.09,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283772,871.58,145.26,726.32,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283753,872.21,145.37,726.84,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283770,907.20,151.20,756.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283760,990.10,165.02,825.08,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283787,1045.64,174.27,871.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283748,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283752,1091.41,181.90,909.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283754,1124.26,187.38,936.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283767,1136.54,189.42,947.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283755,1217.62,202.94,1014.68,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283776,1331.89,221.98,1109.91,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,601283781,1553.23,258.87,1294.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,1600651831,25969.20,4328.20,21641.00,Gss (Ni) Ltd,Place Directorate,Oth Office Expenses,
Salford City Council,2020-08-14,1600652252,2208.00,368.00,1840.00,Leeds Commercial Limited,Place Directorate,Contract Hire,
Salford City Council,2020-08-14,1600652251,3201.60,533.60,2668.00,Leeds Commercial Limited,Place Directorate,Equipment Hire,
Salford City Council,2020-08-14,1600652259,3201.60,533.60,2668.00,Leeds Commercial Limited,Place Directorate,Equipment Hire,
Salford City Council,2020-08-14,1600652239,603.00,100.50,502.50,M & A Brown (Engravers) Ltd,Place Directorate,Equipment Repair,
Salford City Council,2020-08-14,601283732,635.56,105.93,529.63,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas,
Salford City Council,2020-08-14,601283733,1882.00,313.67,1568.33,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas,
Salford City Council,2020-08-14,1600651872,19734.12,3289.02,16445.10,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance,
Salford City Council,2020-08-14,1600651883,6491.08,1081.85,5409.23,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2020-08-14,1600651886,6252.11,1042.02,5210.09,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2020-08-14,1600651825,5275.40,879.23,4396.17,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2020-08-14,1600652261,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire,
Salford City Council,2020-08-14,601283729,804.00,134.00,670.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2020-08-14,1600652253,1470.00,0.00,1470.00,Redacted Data,People (Childrens) Service Group,Consultants,
Salford City Council,2020-08-14,601283836,2234.63,0.00,2234.63,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-14,601283789,890.00,0.00,890.00,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2020-08-14,1600651970,36450.00,6075.00,30375.00,Rosehill Polymers Ltd,Place Directorate,Materials,
Salford City Council,2020-08-14,601283728,675.00,0.00,675.00,Ryan Baker Estate Agents Ltd,People (Adults) - CHSC,Rental Bonds,
Salford City Council,2020-08-14,601283843,675.00,0.00,675.00,Ryan Baker Estate Agents Ltd,People (Adults) - CHSC,Rental Bonds,
Salford City Council,2020-08-14,1600651901,618000.84,103000.14,515000.70,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2020-08-14,601283742,1200.00,0.00,1200.00,Sure Move,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-14,1600651871,17000.00,0.00,17000.00,The Broughton Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-14,1600651905,15120.00,0.00,15120.00,University Of Salford,People (Childrens) Service Group,Training expenses,
Salford City Council,2020-08-14,1600652250,3729.60,621.60,3108.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2020-08-17,601283910,36856.79,3948.94,32907.85,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Capital Expenses,
Salford City Council,2020-08-17,6003091065,2996.00,0.00,2996.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-17,1600652318,9990.00,1665.00,8325.00,Barratt & Hughes,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-17,1600652222,2358.00,393.00,1965.00,Bgl Rieber,Place Directorate,Catering Materials,
Salford City Council,2020-08-17,1600652320,1770.00,295.00,1475.00,Blake Envelopes,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2020-08-17,1600652333,1912.80,318.80,1594.00,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-17,1600652326,24790.24,4131.71,20658.53,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-17,1600646545,7759.20,1293.20,6466.00,Csl Dual Com Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-17,1600652342,3650.40,608.40,3042.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2020-08-17,601283905,553.20,92.20,461.00,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283904,803.10,133.85,669.25,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283906,978.95,161.91,817.04,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283902,1365.05,227.51,1137.54,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283900,1986.58,331.10,1655.48,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283903,2844.56,470.84,2373.72,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283899,5352.33,891.05,4461.28,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283901,5652.06,942.00,4710.06,EE Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-17,601283855,40092.58,0.00,40092.58,For Housing,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-17,601283857,1213.80,202.30,1011.50,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2020-08-17,1600648759,44501.58,3667.20,40834.38,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees,
Salford City Council,2020-08-17,601283049,108810.76,18135.13,90675.63,Nsl Ltd,Place Directorate,Contractors,
Salford City Council,2020-08-17,1600652334,594.22,99.04,495.18,Papillon Translations Ltd,People (Childrens) Service Group,Interpreter/translat,
Salford City Council,2020-08-17,601283911,686.00,0.00,686.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2020-08-17,1600652319,541.11,90.18,450.93,R.Draper Ltd,Place Directorate,Horticultural/GMaint,
Salford City Council,2020-08-17,601283845,603.00,100.50,502.50,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2020-08-17,601283914,725.00,0.00,725.00,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-17,601283918,776.87,0.00,776.87,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-17,601283919,944.48,0.00,944.48,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-17,601283861,49230.40,8205.18,41025.22,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2020-08-17,1600651195,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-17,1600652323,2204.40,367.40,1837.00,Spectra Security,Place Directorate,UV Dec&Flr,
Salford City Council,2020-08-17,6003091093,550.00,0.00,550.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses,
Salford City Council,2020-08-17,1600652310,8580.00,1430.00,7150.00,Survey Operations Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-17,601283909,14000.00,0.00,14000.00,Thompsons Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2020-08-17,1600652343,1800.00,300.00,1500.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-17,1600641487,1855.44,309.24,1546.20,Unity Partnership Ltd,Service Reform (Corp Bus & Transform),Capital Expenses,
Salford City Council,2020-08-17,601283859,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2020-08-17,601283860,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2020-08-17,1600652332,872.87,0.00,872.87,Water Plus Ltd,People (Childrens) Service Group,Water,
Salford City Council,2020-08-17,6003091076,604.57,100.76,503.81,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery,
Salford City Council,2020-08-17,6003091101,4496.47,0.00,4496.47,Www.Restore.Co.Uk,Service Reform (Corp Bus & Transform),Other Professional Fees,
Salford City Council,2020-08-18,1600652395,853.94,123.32,730.62,Alliance Disposables Ltd,Place Directorate,Cleaning Materials,
Salford City Council,2020-08-18,601282640,1648.48,0.00,1648.48,Ays Estates Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-18,601283925,15279.64,2546.60,12733.04,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-18,1600652367,2310.00,385.00,1925.00,Chubb Fire & Security Ltd,People (Adults) - CHSC,Equipment Purchase,
Salford City Council,2020-08-18,1600652362,900.00,150.00,750.00,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600652363,1900.80,316.80,1584.00,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600652360,2166.00,361.00,1805.00,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600652361,2291.40,381.90,1909.50,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,601283928,4383.35,0.00,4383.35,Cleapss,People (Childrens) Service Group,Subscriptions,
Salford City Council,2020-08-18,1600652369,9816.00,0.00,9816.00,Cliffe Enterprise Ltd,Service Reform (Corp Bus & Transform),Print & Photocopying,
Salford City Council,2020-08-18,601283931,3520.00,0.00,3520.00,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Consultants,
Salford City Council,2020-08-18,601283932,2000.00,0.00,2000.00,Disclosure & Barring Service,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2020-08-18,1600652394,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2020-08-18,601283927,2585.84,123.14,2462.70,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-18,601283922,107631.88,14672.14,92959.74,Haven Power Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2020-08-18,601283926,6200.00,0.00,6200.00,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-18,601283923,9840.00,1640.00,8200.00,Locata Housing Services,People (Adults) - CHSC,Other Prof Fees,
Salford City Council,2020-08-18,601282639,797.90,0.00,797.90,Marshmallow Properties Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-18,1600651987,11808.00,1968.00,9840.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600651988,11808.00,1968.00,9840.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600651989,11880.00,1980.00,9900.00,One51 Es Plastics (Uk) Ltd T/A Mgb,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2020-08-18,1600652380,2101.44,350.24,1751.20,Pearson Education Ltd,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2020-08-18,1600652381,539.62,89.94,449.68,Roanza Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2020-08-18,1600652349,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2020-08-18,1600652388,720.00,120.00,600.00,Style North,Place Directorate,UV Day to Day,
Salford City Council,2020-08-18,1600652354,1692.00,282.00,1410.00,Surfacing Standards Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-18,1600652385,822.00,137.00,685.00,Tis Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2020-08-19,1600651218,1716.00,286.00,1430.00,Apem Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2020-08-19,601284007,3619.08,0.00,3619.08,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,1600652432,2710.80,451.80,2259.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2020-08-19,1600652415,4134.00,689.00,3445.00,Cheshire Turf Machinery Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-19,601284008,4105.61,0.00,4105.61,Claremont Lodge Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,1600652417,500.37,83.39,416.98,Click Fire & Security Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-19,601284009,1173.20,0.00,1173.20,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601284006,5742.64,0.00,5742.64,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601283966,688.00,0.00,688.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2020-08-19,601284016,20464.72,0.00,20464.72,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601284013,36691.84,0.00,36691.84,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601284014,10688.10,0.00,10688.10,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601284010,13033.62,0.00,13033.62,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601284011,31935.29,0.00,31935.29,Laburnum Court,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,1600652429,5175.00,0.00,5175.00,Mirecart Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-19,601284012,9618.32,0.00,9618.32,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-19,601283962,89866.05,14977.83,74888.22,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2020-08-19,601283964,3715.50,619.25,3096.25,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-19,1600652430,720.25,120.04,600.21,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
