Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-04-12,1600603546,15064.92,2510.82,12554.1,Compass Minerals Uk Ltd,Environment and Community Safety,Materials
Salford City Council,2018-04-12,601214858,1130.06,188.34,941.72,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-12,601214856,1368.13,228.02,1140.11,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-12,601214860,1572.24,262.04,1310.2,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-12,1600603786,1140,190,950,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-04-12,1600603787,1875.6,312.6,1563,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-04-12,1600604342,1519.73,253.29,1266.44,Insight Direct (Uk) Limited,Environment and Community Safety,Computer Equipment
Salford City Council,2018-04-12,601214913,610,0,610,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-12,1600604400,2000,0,2000,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-12,1600605450,22476.67,0,22476.67,Oliver House Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,601214357,552,92,460,Prospero Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-12,6002518474,399.98,0,399.98,Redacted Data,Children's Services,Travel Expenses
Salford City Council,2018-04-12,601214415,1622.99,270.5,1352.49,Rm Education Plc,Children's Services,Computer Equipment
Salford City Council,2018-04-12,1600605453,15540,0,15540,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605451,17412,0,17412,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605452,17412,0,17412,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605456,17412,0,17412,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605457,17412,0,17412,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605454,18344,0,18344,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600605455,24981,0,24981,Rossendale School Priory,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-12,1600603547,137767.4,22961.23,114806.17,Salix Homes Limited,"Community, Health & Social Care",Salix Mgt Fee
Salford City Council,2018-04-12,noioofsuo,717.6,119.6,598,Sygma Solutions Lt,Environment and Community Safety,Training expenses
Salford City Council,2018-04-12,1600604436,1380,230,1150,The Conservation Volunteers Charity,Environment and Community Safety,Other Prof Fees
Salford City Council,2018-04-12,fwquedtmc,912.94,0,912.94,Www.Argos.Co.Uk,Children's Services,Equipment Purchase
Salford City Council,2018-04-13,1600604443,783.6,130.6,653,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2018-04-13,uutpluigg,713.86,0,713.86,Amazon Svcs Eu-Uk Amazon.,Service Reform,Books & Periodicals
Salford City Council,2018-04-13,sdrytifvf,571.89,3.96,567.93,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-13,601213931,7246.84,0,7246.84,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-04-13,1600604782,1756.8,292.8,1464,Broxap Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-13,1600604448,5040,840,4200,Bureau Van Dijk Electronic,Office of the Chief Executive,Vehicle Hire - perm
Salford City Council,2018-04-13,1600604874,630,105,525,C Owens (Builders & Contractors) Lt,Capital Expenditure,Miscellaneous Grants
Salford City Council,2018-04-13,1600605054,600,100,500,C Owens Builders/Contractors,Capital Expenditure,Other Works
Salford City Council,2018-04-13,1600604804,3468,578,2890,C P Davidson & Sons Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2018-04-13,601215115,1279.93,213.32,1066.61,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-13,aumhbqbjt,652.5,0,652.5,Dvla Vehicle Tax,Environment and Community Safety,Road Fund Licence
Salford City Council,2018-04-13,wctvjtsml,652.5,0,652.5,Dvla Vehicle Tax,Environment and Community Safety,Road Fund Licence
Salford City Council,2018-04-13,1600605626,149128.38,0,149128.38,Electricity North West Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-13,1600604630,4793.28,798.88,3994.4,Emo Oil Ltd,"Community, Health & Social Care",Security/Equipment
Salford City Council,2018-04-13,1600604819,1634,0,1634,First Group Plc,Children's Services,Pupil Assistance
Salford City Council,2018-04-13,601215811,4455,0,4455,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-13,601215795,41108.4,6851.4,34257,Grant Thornton Uk Llp,Service Reform,District Audit Fees
Salford City Council,2018-04-13,1600603703,1123.63,187.27,936.36,Gulliver's Truck Hire Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2018-04-13,1600605329,64450.56,10741.76,53708.8,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-13,1600605158,78203.32,13033.89,65169.43,John Turner Construction Group Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-04-13,1600605629,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2018-04-13,601214026,1454.11,242.35,1211.76,Network Ventures Limited,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214018,1494.5,249.08,1245.42,Network Ventures Limited,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214021,1558.22,259.7,1298.52,Network Ventures Limited,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214019,1564.1,260.68,1303.42,Network Ventures Limited,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214020,1568.42,261.4,1307.02,Network Ventures Limited,Children's Services,Agency Fees
Salford City Council,2018-04-13,1600604425,3594,599,2995,Pilat (Uk) Ltd,Service Reform,Computer Software
Salford City Council,2018-04-13,1600604430,660,0,660,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2018-04-13,1600605192,950,0,950,Redacted Data,Children's Services,Training of Others
Salford City Council,2018-04-13,601214993,971.75,0,971.75,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Rents
Salford City Council,2018-04-13,1600604029,10166.66,0,10166.66,Salford Royal Nhs Foundation Trust,Service Reform,Other Prof Fees
Salford City Council,2018-04-13,601215603,14262.4,0,14262.4,Salford Royal Nhs Foundation Trust,Children's Services,Pupil Assistance
Salford City Council,2018-04-13,601215602,18636.45,0,18636.45,Salford Royal Nhs Foundation Trust,Children's Services,Pupil Assistance
Salford City Council,2018-04-13,601214926,1534.8,255.8,1279,Salford Supply Desk Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-13,601215809,829,0,829,Scott Rees & Co,Service Reform,Liability Insurance
Salford City Council,2018-04-13,601214377,3240,0,3240,Sms Coaching Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-13,1600605093,1701.8,0,1701.8,Spw Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2018-04-13,601215797,2060.78,343.46,1717.32,Stanley Security Solutions Ltd,Sustainable Regeneration,Equipment Repair
Salford City Council,2018-04-13,1600604648,3820,636.69,3183.31,T/A Novotel Manchester West,Sustainable Regeneration,Hire of Facilities
Salford City Council,2018-04-13,1600604435,3906,651,3255,The Conservation Volunteers Charity,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2018-04-13,601214379,516.82,86.14,430.68,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214383,516.82,86.14,430.68,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214382,646.02,107.67,538.35,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-13,601214378,978.41,163.07,815.34,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-13,1600604766,1764.9,294.15,1470.75,Transport For Greater Manchester,Capital Expenditure,Other Works
Salford City Council,2018-04-13,1600604427,66000,0,66000,Turning Point Services Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-04-13,qpcedegjg,655.4,0,655.4,Virgin Trains,Service Reform,Staff Travel
Salford City Council,2018-04-13,601215810,1258.37,0,1258.37,Weightmans Llp,Service Reform,Liability Insurance
Salford City Council,2018-04-13,1600604784,572.56,95.43,477.13,Xma Ltd,Children's Services,Computer Equipment
Salford City Council,2018-04-13,1600604785,572.56,95.43,477.13,Xma Ltd,Service Reform,Computer Equipment
Salford City Council,2018-04-13,1600604786,572.56,95.43,477.13,Xma Ltd,Service Reform,Computer Equipment
Salford City Council,2018-04-13,1600604817,572.56,95.43,477.13,Xma Ltd,"Community, Health & Social Care",Computer Equipment
Salford City Council,2018-04-13,1600604818,572.56,95.43,477.13,Xma Ltd,Children's Services,Computer Equipment
Salford City Council,2018-04-16,1600605196,4147.2,691.2,3456,Big Life Company Ltd,Service Reform,Payts to Agencies
Salford City Council,2018-04-16,601215952,4753.67,0,4753.67,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-16,1600605374,2672.3,445.38,2226.92,Bloom Procurement Services Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-04-16,jwxvfvxlr,696.36,1.66,694.7,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-16,1600604066,604.81,100.8,504.01,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-04-16,601215947,18911,0,18911,Cumberland School,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-16,601215944,19874,0,19874,Cumberland School,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-16,601215954,27069,0,27069,Cumberland School,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-16,601215116,580.8,96.8,484,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-16,601215117,608.88,101.48,507.4,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-16,601215118,747.96,124.66,623.3,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-16,1600605670,107353.67,17892.28,89461.39,Eric Wright Civil Engineering Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-04-16,1600605056,585.12,97.52,487.6,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-04-16,1600605055,1896,316,1580,G Jones Builders Ltd,Children's Services,Electricity
Salford City Council,2018-04-16,1600604854,2310,385,1925,G Jones Builders Ltd,Environment and Community Safety,Building Rep & Maint
Salford City Council,2018-04-16,mrbomynjk,644,0,644,Go Goodwins (Coaches),Environment and Community Safety,VMS MOTs
Salford City Council,2018-04-16,1600605656,573.74,95.62,478.12,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2018-04-16,1600605279,16961.96,2826.99,14134.97,Ideagen Gael Ltd,Service Reform,IT  Licence Fee
Salford City Council,2018-04-16,601215956,5381,0,5381,Kelford Special School,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215949,7174.67,0,7174.67,Kelford Special School,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215101,1438.12,239.69,1198.43,Non Stop Recruitment,Children's Services,Agency Fees
Salford City Council,2018-04-16,1600604619,601.2,100.2,501,Ohec,Capital Expenditure,External Fees-Other
Salford City Council,2018-04-16,601215850,625.56,104.26,521.3,Papillon Translations Ltd,Children's Services,Interpreter/translat
Salford City Council,2018-04-16,601215938,1445,0,1445,Paypoint Plc,Sustainable Regeneration,Premises Insurance
Salford City Council,2018-04-16,601215943,19194.33,0,19194.33,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-16,apmnfvnxn,645.17,107.53,537.64,Premier Paper Gp,Service Reform,Stationery
Salford City Council,2018-04-16,601214821,507.6,84.6,423,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-16,1600604109,1431.6,238.6,1193,Qualys Ltd,Service Reform,IT  Licence Fee
Salford City Council,2018-04-16,601215919,21250,0,21250,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2018-04-16,1600604161,5000,0,5000,Safe Families For Children Uk Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-16,1600604030,2553.72,0,2553.72,Salford Royal Nhs Foundation Trust,Service Reform,Other Prof Fees
Salford City Council,2018-04-16,1600604031,8400,1400,7000,Salford Royal Nhs Foundation Trust,Service Reform,Other Prof Fees
Salford City Council,2018-04-16,601215865,1152,192,960,Stretford Industrial Services Ltd,Children's Services,Building Rep & Maint
Salford City Council,2018-04-16,601215953,1096.79,0,1096.79,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215958,2482.3,0,2482.3,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215962,3309.5,0,3309.5,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215948,4104.81,0,4104.81,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215957,4467.84,0,4467.84,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215942,4737.75,0,4737.75,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215945,4737.75,0,4737.75,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215961,5077.06,0,5077.06,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,601215959,5370.69,0,5370.69,Trafford Mbc,Children's Services,Pupil Assistance
Salford City Council,2018-04-16,1600605236,3987.5,0,3987.5,University Of Manchester,Children's Services,Other Prof Fees
Salford City Council,2018-04-16,1600605237,3987.5,0,3987.5,University Of Manchester,Children's Services,Other Prof Fees
Salford City Council,2018-04-16,1600605238,3987.5,0,3987.5,University Of Manchester,Children's Services,Other Prof Fees
Salford City Council,2018-04-16,1600604447,1355.04,225.84,1129.2,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-16,1600604446,2030.93,338.49,1692.44,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-16,1600604449,24033.12,4005.52,20027.6,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-17,601216012,780.28,130.05,650.23,Adt Fire And Security Plc,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2018-04-17,601216011,809.04,134.84,674.2,Adt Fire And Security Plc,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2018-04-17,601216010,1000.78,166.8,833.98,Adt Fire And Security Plc,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2018-04-17,1600604493,1000,0,1000,Beehive Manchester Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-17,1600604498,1000,0,1000,Beehive Manchester Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-17,twljwxind,511.06,15.33,495.73,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-17,hmlwbplyb,526.75,3.47,523.28,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-17,1600604466,777,129.5,647.5,Brenmo Plants,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2018-04-17,1600604098,717,119.5,597.5,Burgess Security Systems Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2018-04-17,1600605315,1401.84,0,1401.84,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-17,601214388,807,134.5,672.5,Citizens Advice Bureau,Service Reform,Consult/Contractors
Salford City Council,2018-04-17,1600604776,675,0,675,Concordia Education & Training Llp,Children's Services,Training of Others
Salford City Council,2018-04-17,601216008,15395.8,0,15395.8,Ellesmere Park High School,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-04-17,601215990,1439.76,239.96,1199.8,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215993,1612.8,268.8,1344,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601216007,1758.96,293.16,1465.8,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215991,1819.2,303.2,1516,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215992,1869.12,311.52,1557.6,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215985,1872,312,1560,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215986,1887.9,0,1887.9,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215987,2187.99,0,2187.99,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601216006,2215.5,0,2215.5,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215988,2225.66,370.94,1854.72,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215984,2246.79,0,2246.79,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,601215989,2256,376,1880,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,1600604069,1008,168,840,Ijm Electrical Contractors Ltd,Sustainable Regeneration,UV Prog Rep
Salford City Council,2018-04-17,1600604821,7579,0,7579,Lancashire County Council,Children's Services,Uniforms
Salford City Council,2018-04-17,1600605216,7020,1170,5850,Media Agency Group,Children's Services,Marketing/Publicity
Salford City Council,2018-04-17,601214274,1988.4,331.4,1657,Reach Publishing Services Ltd,Capital Expenditure,Legal Fees
Salford City Council,2018-04-17,601214276,2815.2,469.2,2346,Reach Publishing Services Ltd,Capital Expenditure,Legal Fees
Salford City Council,2018-04-17,601214275,3121.2,520.2,2601,Reach Publishing Services Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2018-04-17,6002520236,500.32,0,500.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520213,526.04,0,526.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520156,541.16,0,541.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520144,551.28,0,551.28,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520148,553.52,0,553.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520278,567.48,0,567.48,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520238,567.68,0,567.68,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520195,570.16,0,570.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520166,588.24,0,588.24,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520153,638.64,0,638.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520186,660,0,660,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520286,709.08,0,709.08,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520162,724,0,724,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520150,760,0,760,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520140,857.2,0,857.2,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520289,993.44,0,993.44,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520271,1135.36,0,1135.36,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520230,1261.04,0,1261.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520233,1276.88,0,1276.88,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520215,1423.12,0,1423.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,6002520192,2664.84,0,2664.84,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2018-04-17,1600605261,3953.36,658.89,3294.47,Softcat Limited,Service Reform,Computer Equipment
Salford City Council,2018-04-17,601215965,15002.21,2500.37,12501.84,Stanley Security Solutions Ltd,Sustainable Regeneration,Equipment Repair
Salford City Council,2018-04-17,1600605319,7821.61,1303.6,6518.01,Thomasons,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-17,601215960,22818.35,0,22818.35,Thomasson Memorial School,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,1600604678,4464,744,3720,Tp Flooring And Coatings Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-04-17,1600604778,6750,0,6750,Trafford Mbc,Environment and Community Safety,Payts to Other LA's
Salford City Council,2018-04-17,1600605300,5291.09,881.85,4409.24,Vip Systems Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-17,601214805,985,0,985,Virgin Care Services,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-04-17,1600605684,7706,0,7706,Warrington Borough Council,Children's Services,Pupil Assistance
Salford City Council,2018-04-17,1600604846,572.56,95.43,477.13,Xma Ltd,"Community, Health & Social Care",Computer Equipment
Salford City Council,2018-04-18,liorstkve,2740,456.67,2283.33,Amazon Svcs Eu-Uk Amazon.,Children's Services,Computer Equipment purchase
Salford City Council,2018-04-18,bqymzlkcb,671.06,6.03,665.03,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-18,ytpmhidww,863.07,52.04,811.03,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-18,601216052,630,0,630,C & S Minibuses,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,6002520177,928.2,0,928.2,Carewatch Care Services Ltd,"Community, Health & Social Care",Hire of Facilities
Salford City Council,2018-04-18,601216051,5418,0,5418,Central Cars  & Buses,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601215120,1104.82,184.14,920.68,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-18,1600604855,3218.4,536.4,2682,Dmc Distribution Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-04-18,601216017,25277.79,4212.96,21064.83,Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601215472,504,84,420,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-18,601216098,627,0,627,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-18,601216099,3700,0,3700,Forbes Solicitors,Service Reform,Other Prof Fees
Salford City Council,2018-04-18,601216088,26395.8,4399.3,21996.5,H59 Transport Limited,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,1600604467,29450.94,0,29450.94,Knowsley Metropolitan Borough,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,1600605010,4200,0,4200,Leverhulme Academy Church Of Englan,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216037,960,0,960,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216039,1050,0,1050,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216032,1099.56,0,1099.56,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216020,1176,0,1176,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216022,1470,0,1470,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216035,1530,0,1530,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216030,1680,0,1680,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216031,1680,0,1680,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216036,1827.5,0,1827.5,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216021,1848,0,1848,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216034,1920,0,1920,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216023,2016,0,2016,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216024,2016,0,2016,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216038,2040,0,2040,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216025,2100,0,2100,Liddle Private Hire,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,vdwgkpunu,666.16,0,666.16,Lime Bar,Office of the Chief Executive,Client Subsistence
Salford City Council,2018-04-18,601216056,5239,0,5239,Lindley Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,1600604108,846,141,705,M & A Brown (Engravers) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2018-04-18,601216057,9393.56,0,9393.56,Marmion (Taxis),Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216054,1760,0,1760,Mikes Merc,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,1600604468,4008.96,668.16,3340.8,North West Local Authorities,Service Reform,Training of Others
Salford City Council,2018-04-18,1600604111,1897.58,316.26,1581.32,North West Timber Treatments,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-18,6002520337,538.8,0,538.8,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520261,555.56,0,555.56,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520281,609.8,0,609.8,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520277,631.2,0,631.2,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520303,662,0,662,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520223,711.4,0,711.4,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,601216055,714,0,714,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,6002520200,779.32,0,779.32,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520228,881,0,881,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520251,1110,0,1110,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,601216053,1218,0,1218,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,6002520273,1537.6,0,1537.6,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,1600604456,1620,270,1350,Redacted Data,Children's Services,Training expenses
Salford City Council,2018-04-18,6002520334,1661.2,0,1661.2,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,6002520280,1749.16,0,1749.16,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,601216081,2200,0,2200,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,6002520264,3623.92,0,3623.92,Redacted Data,"Community, Health & Social Care",Res Pers Allow-Priv
Salford City Council,2018-04-18,601216018,3965.88,0,3965.88,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216019,5739.72,0,5739.72,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216087,50575.38,0,50575.38,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216040,1713.6,285.6,1428,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216045,3140.93,523.49,2617.44,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216042,3288,548,2740,Saltax Ltd,Children's Services,Pupil Assistance
