Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-11,6000908204,4204.44,0.00,4204.44,Dh Homecare Limited,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908208,4366.62,0.00,4366.62,Dh Homecare Limited,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908246,5059.71,0.00,5059.71,Redacted Personal Data,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908197,5422.32,0.00,5422.32,Human Support Group Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908196,6022.08,0.00,6022.08,Sevacare (Uk) Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908203,11064.96,0.00,11064.96,Local Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908217,11872.65,0.00,11872.65,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,6000908242,12047.22,0.00,12047.22,Premier Care Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-11,601029019,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-11,601018372,816.63,121.63,695.00,Cunninghams,Environment and Community Safety,IT  Licence Fee
Salford City Council,2011-11-11,601029061,1860.00,310.00,1550.00,Redacted Personal Data,Sustainable Regeneration,Legal Fees
Salford City Council,2011-11-11,1600425997,21551.88,3591.98,17959.90,"G Jones Ltd.,",Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-11-11,1600425412,1188.00,198.00,990.00,S & S Marquees,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-11-11,601025043,1277.58,0.00,1277.58,Salford Royal Nhs Foundation Trust,Children Services,Other Prof Fees
Salford City Council,2011-11-11,601026664,576.00,0.00,576.00,Interpower,Capital Expenditure,Other Works
Salford City Council,2011-11-11,601029090,9686.54,1614.42,8072.12,Manchester & Cheshire Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-11,601029078,624.00,104.00,520.00,Safecare Services Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-11,601029077,3180.00,0.00,3180.00,Caritas Care Limtied,Children Services,Payts to Agencies
Salford City Council,2011-11-11,601026628,14700.00,0.00,14700.00,Arnfield Care,Children Services,Payts to Agencies
Salford City Council,2011-11-11,601029069,828.00,40.00,788.00,Carbon Creative Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-11-11,601029048,7332.00,1222.00,6110.00,Wtp Pyrotechnics Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-11-11,601026668,43831.12,7305.19,36525.93,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-11,601029014,4000.00,0.00,4000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2011-11-11,601029084,563.23,89.76,473.47,Palmer & Harvey Mclane Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-11-11,601029086,599.19,99.87,499.32,Palmer & Harvey Mclane Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-11-11,601029064,2953.16,0.00,2953.16,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2011-11-11,601029063,3533.58,0.00,3533.58,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2011-11-11,601029066,4160.17,0.00,4160.17,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2011-11-11,601029068,17796.00,0.00,17796.00,Shap Ltd,Community Health & Social Care,Pyts Agenc - Ext Fnd
Salford City Council,2011-11-11,601025055,675.00,112.50,562.50,Teaching Personnel,Children Services,Supply Teach-Basic
Salford City Council,2011-11-11,601025068,4709.88,784.98,3924.90,Teaching Personnel,Children Services,Supply Teach-Basic
Salford City Council,2011-11-11,601028438,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-11-11,601029029,503.85,0.00,503.85,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-11-11,601029030,536.10,0.00,536.10,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-11-11,601029028,800.00,0.00,800.00,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-11-11,1600425417,948.00,158.00,790.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2011-11-11,1600426836,736.19,122.70,613.49,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-14,1600426775,780.00,130.00,650.00,Geesink Norba Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-11-14,27886077,3890.42,648.40,3242.02,J W Lees & Co,Environment and Community Safety,Bar Stocks for Hired Venues for Resale
Salford City Council,2011-11-14,601026413,582.00,97.00,485.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-11-14,1600425396,635.84,105.97,529.87,G4S Cash Solutions Uk Ltd,Community Health & Social Care,Cash in Transit Serv
Salford City Council,2011-11-14,601029140,1318.50,0.00,1318.50,Redacted Personal Data,Chief Executives,Consult/Contractors
Salford City Council,2011-11-14,1600427386,594.84,99.14,495.70,Manbat Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-14,601029126,655.00,0.00,655.00,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-11-14,601029179,940.00,0.00,940.00,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-11-14,601029125,1052.67,0.00,1052.67,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-11-14,1600427383,645.00,0.00,645.00,S & B Refrigeration,Environment and Community Safety,Equipment Purchase
Salford City Council,2011-11-14,1600427382,870.00,0.00,870.00,S & B Refrigeration,Environment and Community Safety,Equipment Purchase
Salford City Council,2011-11-14,1600425532,1434.00,239.00,1195.00,Powercare,Environment and Community Safety,Equipment Purchase
Salford City Council,2011-11-14,601025642,10382.22,1730.37,8651.85,Sensory Technology Limited,Children Services,Equipment Purchase
Salford City Council,2011-11-14,1600427380,915.60,152.60,763.00,Creedon Healthcare,Community Health & Social Care,Equipment Repair
Salford City Council,2011-11-14,1600427379,2067.00,344.50,1722.50,Creedon Healthcare,Community Health & Social Care,Equipment Repair
Salford City Council,2011-11-14,601029172,1240.00,0.00,1240.00,Rollershutters Components & Springs,Children Services,Fixtures & Fittings
Salford City Council,2011-11-14,601029214,546.00,91.00,455.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,601029207,1431.60,238.60,1193.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,601029178,1532.40,255.40,1277.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,601029176,1826.40,304.40,1522.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,601029209,2050.58,341.76,1708.82,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,601029206,2204.40,367.40,1837.00,Whitefern Ltd,Sustainable Regeneration,Furniture
Salford City Council,2011-11-14,1600426351,3902.06,0.00,3902.06,Better Choices - Connexions,Children Services,Grants
Salford City Council,2011-11-14,1600426430,3902.06,0.00,3902.06,Better Choices - Connexions,Children Services,Grants
Salford City Council,2011-11-14,601029166,6925.00,0.00,6925.00,Greater Manchester West,Community Health & Social Care,Grants - External
Salford City Council,2011-11-14,601029181,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-14,601029122,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-14,601029180,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-14,1600425957,1610.00,268.33,1341.67,Clarion Loss Prevention Ltd,Children Services,Manned Security Serv
Salford City Council,2011-11-14,1600427375,671.84,0.00,671.84,Men Media Ltd,Chief Executives,Marketing/Publicity
Salford City Council,2011-11-14,601029137,281159.15,0.00,281159.15,Peel Media Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-11-14,601029237,1980.00,0.00,1980.00,The Alternative School,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-14,601028546,3500.00,0.00,3500.00,Fashion Awareness Direct,Children Services,Other Prof Fees,
Salford City Council,2011-11-14,601029190,4700.00,700.00,4000.00,Qa Business Improvement Ltd,Sustainable Regeneration,Other Prof Fees,
Salford City Council,2011-11-14,601029138,24282.00,4047.00,20235.00,Apem Ltd,Capital Expenditure,Other Works,
Salford City Council,2011-11-14,1600424651,18715.41,0.00,18715.41,European Wellcare Lifestyles Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-14,1600427427,7290.00,0.00,7290.00,Agr Care Services,Children Services,Payts to Agencies,
Salford City Council,2011-11-14,1600427426,7590.00,0.00,7590.00,Agr Care Services,Children Services,Payts to Agencies,
Salford City Council,2011-11-14,1600427384,15739.71,0.00,15739.71,European Wellcare Lifestyles Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-14,1600426381,16264.37,0.00,16264.37,European Wellcare Lifestyles Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-14,601027552,1015.37,169.23,846.14,S I G Roofing Supplies Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601027554,2478.19,413.03,2065.16,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601029141,40000.00,0.00,40000.00,"G & J Seddon Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601029142,47829.18,0.00,47829.18,Cruden Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601029143,87273.47,0.00,87273.47,"G & J Seddon Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601029133,134715.53,22452.59,112262.94,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-14,601026665,1968.44,327.17,1641.27,Tnt Post North West Ltd,Customer and Support Services,Postage,
Salford City Council,2011-11-14,27886209,501.96,20.15,481.81,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-14,27886219,556.84,15.79,541.05,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-14,27886243,699.49,1.59,697.90,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-14,1600427416,1300.00,0.00,1300.00,Mds Mini Buses,Children Services,Pupil Assistance,
Salford City Council,2011-11-14,1600424459,1133.36,188.89,944.47,Clarion Loss Prevention Ltd,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-14,1600425531,2610.00,435.00,2175.00,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-14,1600425530,7843.32,1307.22,6536.10,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-14,1600425562,66731.56,11121.92,55609.64,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-14,601029118,1683.96,0.00,1683.96,Redacted Personal Data,Community Health & Social Care,Refunds,
Salford City Council,2011-11-14,601028539,540.00,0.00,540.00,White Lodge Hotel,Community Health & Social Care,Resid Care Accommodation,
Salford City Council,2011-11-14,601029170,5683.54,0.00,5683.54,Greater Manchester Police,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-14,601029167,523.90,0.00,523.90,Berry & Berry Law,Community Health & Social Care,Residents Savings,
Salford City Council,2011-11-14,601029168,4317.32,719.56,3597.76,Clarion Loss Prevention Ltd,Children Services,Security Services,
Salford City Council,2011-11-14,601026425,1344.00,224.00,1120.00,Teaching Personnel,Children Services,Supply Teach-Basic,
Salford City Council,2011-11-14,27886250,2048.40,0.00,2048.40,Abbey Hotel,Sustainable Regeneration,Support for the Homeless,
Salford City Council,2011-11-14,27886242,4376.16,0.00,4376.16,Abbey Hotel,Sustainable Regeneration,Support for the Homeless,
Salford City Council,2011-11-14,27886066,4519.92,0.00,4519.92,Abbey Hotel,Sustainable Regeneration,Support for the Homeless,
Salford City Council,2011-11-14,27886207,4760.88,0.00,4760.88,Abbey Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-11-14,601026694,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-11-14,601026695,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-11-14,601029121,1746.00,0.00,1746.00,Tv Licensing,Children Services,TV Licences
Salford City Council,2011-11-14,601029177,3501.79,0.00,3501.79,Beacon Support Services,Customer and Support Services,VAT Adjustment
Salford City Council,2011-11-14,601029169,2920.08,486.68,2433.40,Salford Community Leisure Ltd,Community Health & Social Care,Vehicle Maintenance
Salford City Council,2011-11-14,1600426837,658.35,109.73,548.62,Renault Manchester/Reagroup,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-15,601029255,543.36,0.00,543.36,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-11-15,601029251,611.28,0.00,611.28,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-11-15,601028482,870.00,145.00,725.00,Randstad Education Limited,Children Services,Agency Fees
Salford City Council,2011-11-15,601028480,1212.00,202.00,1010.00,Randstad Education Limited,Children Services,Agency Fees
Salford City Council,2011-11-15,601028481,1512.00,252.00,1260.00,Randstad Education Limited,Children Services,Agency Fees
Salford City Council,2011-11-15,601029348,3000.00,0.00,3000.00,Redacted Personal Data,Children Services,Agency Fees
Salford City Council,2011-11-15,27926400,512.45,85.41,427.04,Alliance Disposables L,Community Health & Social Care,Cleaning Materials
Salford City Council,2011-11-15,1600426309,613.62,102.27,511.35,Dowding & Plummer Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-15,27926398,1076.16,179.36,896.80,Alliance Disposables L,Sustainable Regeneration,Cleaning Materials
Salford City Council,2011-11-15,1600426384,1288.44,214.74,1073.70,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials,
Salford City Council,2011-11-15,1600427556,1023.00,170.50,852.50,Skill Drive Ltd,Children Services,Computer Equipment,
Salford City Council,2011-11-15,28084303,3000.00,0.00,3000.00,Sap Uk,Customer and Support Services,Computer Software,
Salford City Council,2011-11-15,1600426615,600.00,100.00,500.00,Iccm National Office,Environment and Community Safety,Consult/Contractors,
Salford City Council,2011-11-15,601029245,3000.00,500.00,2500.00,Wakefield Metropolitan District Council,Children Services,Consult/Contractors,
Salford City Council,2011-11-15,1600427511,8360.89,1393.49,6967.40,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors,
Salford City Council,2011-11-15,601028468,15645.04,0.00,15645.04,Abbotsound Limited,Community Health & Social Care,Day Care,
Salford City Council,2011-11-15,1600427503,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Demolition,
Salford City Council,2011-11-15,1600425572,661.32,110.22,551.10,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day,
Salford City Council,2011-11-15,601029360,8964.25,0.00,8964.25,Salford Foundation Ltd,Children Services,Grants,
Salford City Council,2011-11-15,1600425958,8993.23,1498.87,7494.36,Urban Vision Partnership Ltd,Chief Executives,Grants,
Salford City Council,2011-11-15,601029314,11400.00,0.00,11400.00,Music Industry Learning Ltd,Children Services,Grants,
Salford City Council,2011-11-15,601029412,11900.00,0.00,11900.00,The Broughton Trust,Customer and Support Services,Grants,
Salford City Council,2011-11-15,601028568,7203.50,0.00,7203.50,Wai Yin Chinese Women Society,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-15,1600427473,21670.06,0.00,21670.06,Greater Manchester Police,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-15,1600426616,32727.50,5454.58,27272.92,National Probation Service,Community Health & Social Care,Grants - External,
Salford City Council,2011-11-15,601028483,600.00,100.00,500.00,Redacted Personal Data,Children Services,Legal Fees
Salford City Council,2011-11-15,601029461,1200.00,0.00,1200.00,Redacted Personal Data,Children Services,Legal Fees
Salford City Council,2011-11-15,601029389,5792.98,965.50,4827.48,European Wellcare Lifestyles Ltd,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029374,6388.00,0.00,6388.00,Priory Group,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029375,15969.00,0.00,15969.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029377,15969.00,0.00,15969.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029379,15969.00,0.00,15969.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029380,15969.00,0.00,15969.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029382,15969.00,0.00,15969.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029386,17412.00,0.00,17412.00,Rossendale School Priory,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029376,18352.00,0.00,18352.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,601029381,18352.00,0.00,18352.00,Pontville School Limited,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-15,1600427550,510.30,85.05,425.25,Ambassador Security Solutions Ltd,Chief Executives,Other Prof Fees
Salford City Council,2011-11-15,601029442,626.50,0.00,626.50,Redacted Personal Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-11-15,601029407,2398.50,0.00,2398.50,Salford Community Leisure Ltd,Community Health & Social Care,Other Prof Fees
Salford City Council,2011-11-15,601029334,96287.05,16047.84,80239.21,S & W Tlp Education Partnership Ltd,Children Services,Other Prof Fees
Salford City Council,2011-11-15,601029331,177092.65,29515.44,147577.21,S & W Tlp Education Partnership Ltd,Children Services,Other Prof Fees
Salford City Council,2011-11-15,601027008,963.50,0.00,963.50,C Owens Builders/Contractors,Capital Expenditure,Other Works
Salford City Council,2011-11-15,601027686,564.00,94.00,470.00,E & J Kane Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-15,1600427545,9881.25,0.00,9881.25,Maternal Matters Plc,Children Services,Payts to Agencies
Salford City Council,2011-11-15,601029320,11173.50,0.00,11173.50,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-15,1600426724,19020.71,0.00,19020.71,Signpost Childrens Services Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-15,601028442,1658.25,0.00,1658.25,Barnardos Yorkshire,Children Services,Payts to Vol Orgs
Salford City Council,2011-11-15,1600427517,28006.56,4667.76,23338.80,Powerperfector Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-15,601028492,780.00,130.00,650.00,Royal Mail Group Plc,Children Services,Postage
Salford City Council,2011-11-15,601029343,637.22,0.00,637.22,Royal Mail Group Plc,Chief Executives,Print & Photocopying
Salford City Council,2011-11-15,601026893,858.00,143.00,715.00,Safecare Services Ltd,Children Services,Provisions
Salford City Council,2011-11-15,601026892,1014.00,169.00,845.00,Safecare Services Ltd,Children Services,Provisions
Salford City Council,2011-11-15,601029243,2766.60,461.10,2305.50,Safenet Connections Ltd,Children Services,Pupil Assistance
Salford City Council,2011-11-15,1600425717,9746.40,1624.40,8122.00,Viglen,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-11-15,1600427521,713.88,118.98,594.90,P. Mcguinness & Co Limited,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2011-11-15,601029447,591.55,0.00,591.55,Redacted Personal Data,Community Health & Social Care,Refunds
Salford City Council,2011-11-15,601029347,13159.43,2193.24,10966.19,Emerson Management Services Ltd,Children Services,Rents,
Salford City Council,2011-11-15,601028424,3042.64,0.00,3042.64,The Ormerod Home Trust Limited,Community Health & Social Care,Resid Care Home,
Salford City Council,2011-11-15,1600425724,990.00,165.00,825.00,Mitie Security Ltd,Sustainable Regeneration,Security Services,
Salford City Council,2011-11-15,1600426268,4367.52,727.92,3639.60,Mitie Security Ltd,Sustainable Regeneration,Security Services,
Salford City Council,2011-11-15,1600427475,13514.87,2252.48,11262.39,Euro Car Parks,Sustainable Regeneration,Security Sys R & Mnt,
Salford City Council,2011-11-15,27926387,638.40,106.40,532.00,Antalis Uk Ltd,Customer and Support Services,Stationery,
Salford City Council,2011-11-15,601029368,1878.00,313.00,1565.00,Paragon Services,Environment and Community Safety,Stationery,
Salford City Council,2011-11-15,601029445,606.90,0.00,606.90,Redacted Personal Data,Sustainable Regeneration,Tenants Rental,
Salford City Council,2011-11-15,601028491,1510.50,0.00,1510.50,First Busses,Children Services,Travel Expenses,
Salford City Council,2011-11-15,601029332,512.42,85.40,427.02,Corona Energy,Children Services,Unitary Charge,
Salford City Council,2011-11-15,601029337,582.29,97.05,485.24,Corona Energy,Children Services,Unitary Charge,
Salford City Council,2011-11-15,601029323,22464.89,3744.15,18720.74,Salford Schools Solutions Ltd,Children Services,Unitary Charge,
Salford City Council,2011-11-15,1600426908,1633.20,272.20,1361.00,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Related Expenditure,
Salford City Council,2011-11-15,601029355,612.68,0.00,612.68,United Utilities Water Limited,Children Services,Water,
Salford City Council,2011-11-16,601027025,2032.13,338.69,1693.44,Meridian Business Support,Environment and Community Safety,Agency Fees,
Salford City Council,2011-11-16,601027024,4729.46,788.24,3941.22,Meridian Business Support,Environment and Community Safety,Agency Fees,
Salford City Council,2011-11-16,601028559,567.45,0.00,567.45,Oaklands Day Nursery,Children Services,Allowances,
Salford City Council,2011-11-16,601029157,519.60,86.60,433.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint,
Salford City Council,2011-11-16,601029154,552.00,92.00,460.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint,
Salford City Council,2011-11-16,1600427388,926.88,154.48,772.40,Lockhart Catering Equipment,Environment and Community Safety,Catering Materials,
Salford City Council,2011-11-16,1600427636,705.60,117.60,588.00,Stanley Security Solutions,Community Health & Social Care,Central S & S Alloc,
Salford City Council,2011-11-16,601029513,9124.24,1520.71,7603.53,Logical Transport Ltd,Community Health & Social Care,Computer Software,
Salford City Council,2011-11-16,1600425647,720.00,120.00,600.00,Treework Arboricultural Services,Environment and Community Safety,Consult/Contractors,
Salford City Council,2011-11-16,601027034,1000.00,0.00,1000.00,Tcs Services Limited,Children Services,CRC-Community Supp,
Salford City Council,2011-11-16,1600425865,1410.00,235.00,1175.00,Alan Franklin Builders Ltd,Capital Expenditure,Demolition,
Salford City Council,2011-11-16,1600424825,1096.07,182.68,913.39,Marlow Electrical Co,Community Health & Social Care,Dev Servs Day to Day,
Salford City Council,2011-11-16,1600426799,540.00,90.00,450.00,A&D Transport,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,1600425720,1641.86,273.65,1368.21,Consolor Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,1600426809,1865.28,310.88,1554.40,Consolor Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,1600426483,1897.20,316.20,1581.00,A S M (Accessories) Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,1600426869,3991.20,665.20,3326.00,Harvest Healthcare,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,27977046,5520.00,920.00,4600.00,Harvest Healthcare,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,1600427174,6468.00,1078.00,5390.00,Sidhil  Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-16,27977029,764.40,127.40,637.00,Refreshment System,Environment and Community Safety,Equipment Leasing,
Salford City Council,2011-11-16,601029671,3600.00,600.00,3000.00,Turner & Townsend,Capital Expenditure,External Fees-Other,
Salford City Council,2011-11-16,601029673,4492.80,748.80,3744.00,Oxford Archaeology North,Capital Expenditure,External Fees-Other,
Salford City Council,2011-11-16,601029672,415908.58,69318.10,346590.48,Carillion Construction Ltd,Capital Expenditure,External Fees-Other,
Salford City Council,2011-11-16,601029462,132113.18,22018.86,110094.32,Better Choices Limited,Children Services,Grants,
Salford City Council,2011-11-16,601029158,17329.93,2888.32,14441.61,Tcs Services Limited,Children Services,Grants - External,
Salford City Council,2011-11-16,601029440,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments,
Salford City Council,2011-11-16,601029475,1747.53,0.00,1747.53,Redacted Personal Data,Capital Expenditure,Home Loss Payments,
Salford City Council,2011-11-16,601029551,2163.38,0.00,2163.38,Lift Able Ltd,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029555,3668.53,0.00,3668.53,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029553,6780.00,0.00,6780.00,Redacted Personal Data,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029549,7954.92,0.00,7954.92,M Connor Builder & Repairers Ltd,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029546,12603.84,0.00,12603.84,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029547,12735.10,0.00,12735.10,K. D. B. Services Ltd,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-16,601029472,27788.47,4631.41,23157.06,Wragge & C0,Customer and Support Services,Legal Fees,
Salford City Council,2011-11-16,601029424,992.00,0.00,992.00,Salford Community Leisure Ltd,Sustainable Regeneration,Leisure Activity
Salford City Council,2011-11-16,601029449,400000.00,0.00,400000.00,Gallagher Bassett Inter Ltd,Customer and Support Services,Liability Insurance
Salford City Council,2011-11-16,601029556,1638.53,0.00,1638.53,Dolphin Mobility Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-16,601029552,1475.38,0.00,1475.38,Lift Able Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-16,601029548,1465.10,0.00,1465.10,K. D. B. Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-16,601029550,976.92,0.00,976.92,M Connor Builder & Repairers Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-16,601029554,780.00,0.00,780.00,Redacted Personal Data,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-16,601029516,726.75,0.00,726.75,Fun4All Cic,Children Services,Other Prof Fees
Salford City Council,2011-11-16,1600426219,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,1600426225,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,1600426229,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,1600426224,1050.00,175.00,875.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,1600425183,1100.40,183.40,917.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,1600426222,1410.00,235.00,1175.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-16,601029531,7274.14,1212.36,6061.78,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2011-11-16,601029530,22506.01,3751.00,18755.01,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2011-11-16,601029660,32177.72,5355.62,26822.10,Land Law Llp,Capital Expenditure,Other Works,
