Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-15,1600417542,12838.34,0.00,12838.34,Independent Childcare,Children's Services,Payts to Agencies
Salford City Council,2011-09-15,1600417924,12424.20,0.00,12424.20,Independent Childcare,Children's Services,Payts to Agencies
Salford City Council,2011-09-15,1600417925,12424.20,0.00,12424.20,Independent Childcare,Children's Services,Payts to Agencies
Salford City Council,2011-09-15,601020537,5000.00,0.00,5000.00,Seedley & Langworthy Initiative,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-15,601020538,2000.00,0.00,2000.00,Seedley & Langworthy Initiative,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-15,601020595,4000.00,0.00,4000.00,Francotyp-Postalia Limited,Customer and Support Services,Postage
Salford City Council,2011-09-15,1600422283,1320.00,220.00,1100.00,P W Systems Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-15,1600422288,1266.00,211.00,1055.00,P W Systems Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-15,601020546,548.51,0.00,548.51,The Lev Partnership,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-15,601020545,549.98,0.00,549.98,Redacted Personal Data,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-15,601020548,618.28,0.00,618.28,Redacted Personal Data,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-15,601020547,618.28,0.00,618.28,Redacted Personal Data,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-15,601020490,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2011-09-15,601020491,504.00,84.00,420.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2011-09-15,601020645,582.08,0.00,582.08,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-09-15,601020594,540.00,90.00,450.00,Virtual College Ltd,Children's Services,Training expenses
Salford City Council,2011-09-15,1600422885,508.81,84.81,424.00,Gb Hoses,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-15,1600422887,552.31,92.05,460.26,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-15,1600422912,594.00,99.00,495.00,Motorsave Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-15,1600422911,46105.84,7684.31,38421.53,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2011-09-15,1600421116,3276.00,546.00,2730.00,Mci Diventi Limited,Capital Expenditure,Works & Building
Salford City Council,2011-09-16,1600422006,2957.52,492.92,2464.60,Moore Concrete,Environment and Community Safety,Adapts/Alterations
Salford City Council,2011-09-16,1600422009,3393.12,565.52,2827.60,Moore Concrete,Environment and Community Safety,Adapts/Alterations
Salford City Council,2011-09-16,1600422010,3393.12,565.52,2827.60,Moore Concrete,Environment and Community Safety,Adapts/Alterations
Salford City Council,2011-09-16,601020697,1515.00,252.50,1262.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020699,727.20,121.20,606.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020700,870.00,145.00,725.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020701,727.20,121.20,606.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020702,1515.00,252.50,1262.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020703,727.20,121.20,606.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020704,1515.00,252.50,1262.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020705,900.00,150.00,750.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020706,909.00,151.50,757.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020707,720.00,120.00,600.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020708,3312.00,552.00,2760.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020709,1365.00,227.50,1137.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020744,549.79,91.63,458.16,Connex Holdings Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-16,601020745,549.79,91.63,458.16,Connex Holdings Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-16,601019320,528.39,88.06,440.33,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-16,601020794,660.00,110.00,550.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-16,601019281,1614.00,269.00,1345.00,Fre3Sch Home Improvement,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-16,601020738,2190.95,0.00,2190.95,Rsp Rail Travel Account,Children's Services,Children Act-Sect 23
Salford City Council,2011-09-16,1600422131,2339.10,389.85,1949.25,Viglen,Community Health & Social Care,Computer Equipment
Salford City Council,2011-09-16,1600422420,36466.57,6077.76,30388.81,Wigan Leisure & Culture Enterprises,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-16,601020724,9900.00,1650.00,8250.00,Instar Consultancy Ltd,Children's Services,Consult/Contractors
Salford City Council,2011-09-16,601018923,15645.04,0.00,15645.04,Abbotsound Limited,Community Health & Social Care,Day Care
Salford City Council,2011-09-16,1600422352,906.87,151.16,755.71,Marlow Electrical Co,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-16,1600422073,598.80,99.80,499.00,Norman Shawcross Roofing Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-16,1600422125,4200.00,700.00,3500.00,Harvest Healthcare,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-16,1600423056,1035.30,172.55,862.75,Drive Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-16,1600423057,2085.54,347.59,1737.95,Drive Medical Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-16,1600422135,1910.65,318.44,1592.21,P C H Supplies,Environment and Community Safety,Equipment Purchase
Salford City Council,2011-09-16,601020684,2010.00,335.00,1675.00,Click Fire & Security Ltd,Children's Services,Equipment Purchase
Salford City Council,2011-09-16,1600421117,1104.00,184.00,920.00,Ss Systems Ltd,Community Health & Social Care,External Audit Fees
Salford City Council,2011-09-16,1600422651,2120.81,0.00,2120.81,B Littler & Sons,Community Health & Social Care,Funerals
Salford City Council,2011-09-16,1600421131,3633.96,0.00,3633.96,Broadoak Funeral Service,Community Health & Social Care,Funerals
Salford City Council,2011-09-16,601019527,573.60,95.60,478.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-16,601020815,1457.00,0.00,1457.00,Transport For Greater Manchester,Chief Executives,Grants
Salford City Council,2011-09-16,601020800,8350.00,0.00,8350.00,Salford Link Project,Children's Services,Grants - External
Salford City Council,2011-09-16,6000865928,841.50,0.00,841.50,Comfort Call Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-16,6000865937,1967.36,0.00,1967.36,B & M Community Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-16,6000866152,2310.42,0.00,2310.42,B & M Community Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-16,6000865925,2979.81,0.00,2979.81,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-09-16,6000866154,5176.13,0.00,5176.13,M & N Bland,Community Health & Social Care,Home Helps
Salford City Council,2011-09-16,601020604,15562.19,0.00,15562.19,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020607,7556.43,0.00,7556.43,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020600,10487.09,0.00,10487.09,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020614,14094.23,0.00,14094.23,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020613,8169.76,0.00,8169.76,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020602,8000.00,0.00,8000.00,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020622,12725.31,0.00,12725.31,Schofield & Sons,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020601,5010.47,0.00,5010.47,G Jones Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020620,6391.83,0.00,6391.83,G Jones Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020615,6190.00,0.00,6190.00,C Smithies,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020609,6922.65,0.00,6922.65,M Connor Builder & Repairers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020598,11851.53,0.00,11851.53,Wessex Lift Co Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020618,5301.96,0.00,5301.96,K. D. B. Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020606,6759.14,0.00,6759.14,K. D. B. Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020621,2425.00,0.00,2425.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020603,5026.40,0.00,5026.40,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020623,4603.60,0.00,4603.60,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020616,6078.48,0.00,6078.48,Hughes Brothers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020617,6089.45,0.00,6089.45,Hughes Brothers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020611,4874.64,0.00,4874.64,Stannah Lift Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020610,5339.34,0.00,5339.34,David Marlow,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020608,5012.00,0.00,5012.00,David Marlow,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020605,6243.36,0.00,6243.36,Dial Construction Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020612,6643.61,0.00,6643.61,Dial Construction Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020619,6643.61,0.00,6643.61,Dial Construction Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020599,10780.64,0.00,10780.64,Dial Construction Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-16,601020740,2225.00,0.00,2225.00,Her Majesty'S Court Service,Children's Services,Legal Fees
Salford City Council,2011-09-16,601020733,1955.64,325.94,1629.70,Sas Daniels Llp,Customer and Support Services,Legal Fees
Salford City Council,2011-09-16,601020930,1410.00,235.00,1175.00,Redacted Personal Data,Customer and Support Services,Legal Fees
Salford City Council,2011-09-16,601020767,1800.00,300.00,1500.00,Redacted Personal Data,Children's Services,Legal Fees
Salford City Council,2011-09-16,601020659,2250.00,0.00,2250.00,Gws Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-16,1600421239,795.46,0.00,795.46,London Road Safety Council,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2011-09-16,601020628,1790.34,0.00,1790.34,C Owens Builders/Contractors,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020635,939.88,0.00,939.88,C Owens Builders/Contractors,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020636,1730.87,0.00,1730.87,C Owens Builders/Contractors,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020642,1562.76,0.00,1562.76,Schofield & Sons,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020626,576.43,0.00,576.43,G Jones Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020641,1014.33,0.00,1014.33,G Jones Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020631,850.15,0.00,850.15,M Connor Builder & Repairers Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020624,2066.28,0.00,2066.28,Wessex Lift Co Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020630,777.60,0.00,777.60,K. D. B. Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020639,609.96,0.00,609.96,K. D. B. Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020627,1706.40,0.00,1706.40,Lift Able Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020643,529.62,0.00,529.62,Lift Able Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020637,619.06,0.00,619.06,Hughes Brothers Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020638,700.56,0.00,700.56,Hughes Brothers Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020633,598.64,0.00,598.64,Stannah Lift Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020632,614.26,0.00,614.26,David Marlow,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,1600421215,3251.97,542.00,2709.97,Media City Studios,Chief Executives,Other Prof Fees
Salford City Council,2011-09-16,601020625,1323.94,0.00,1323.94,Dial Construction Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020629,718.26,0.00,718.26,Dial Construction Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020634,764.31,0.00,764.31,Dial Construction Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,601020640,764.31,0.00,764.31,Dial Construction Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-16,1600422126,92708.40,15451.40,77257.00,The Lowry Centre Limited,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-16,601020775,990.68,0.00,990.68,Langworthy Cornerstone Assoc.,Children's Services,Payts to Agencies
Salford City Council,2011-09-16,601020710,615.60,0.00,615.60,Crossroads Caring For Carers,Children's Services,Payts to Agencies
Salford City Council,2011-09-16,601020712,708.75,0.00,708.75,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2011-09-16,601020809,1465.64,0.00,1465.64,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2011-09-16,601020810,630.00,0.00,630.00,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2011-09-16,601020821,23270.01,3878.33,19391.68,New Barracks Tennant,Sustainable Regeneration,Payts to Vol Orgs
Salford City Council,2011-09-16,1600422802,9092.93,1515.49,7577.44,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,1600421113,1200.00,200.00,1000.00,Geodyne Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,1600422730,1086.60,181.10,905.50,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,1600422723,730.48,121.75,608.73,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,1600422731,1291.61,215.27,1076.34,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,1600421115,1800.00,300.00,1500.00,University Of Reading,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-16,601019057,3452.95,0.00,3452.95,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2011-09-16,1600422497,5671.00,945.16,4725.84,Paragon Group Uk Ltd,Customer and Support Services,Print & Photocopying
Salford City Council,2011-09-16,1600421120,3444.00,574.00,2870.00,Browns Ctp Ltd,Chief Executives,Print & Photocopying
Salford City Council,2011-09-16,1600422128,2562.00,0.00,2562.00,Shanleys Limited,Chief Executives,Print & Photocopying
Salford City Council,2011-09-16,25829184,509.34,0.00,509.34,Asda Direct Web,Sustainable Regeneration,Provisions
Salford City Council,2011-09-16,1600422987,810.00,0.00,810.00,Mike Smith Transport,Children's Services,Pupil Assistance
Salford City Council,2011-09-16,601020929,2473.80,0.00,2473.80,Schools Direct,Children's Services,Pupil Assistance
Salford City Council,2011-09-16,601020597,548.51,0.00,548.51,Optimum Properties,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-16,601020741,752.14,0.00,752.14,B&A Properties,Community Health & Social Care,Rents
Salford City Council,2011-09-16,601020890,708.66,0.00,708.66,Redacted Personal Data,Community Health & Social Care,Rents
Salford City Council,2011-09-16,1600421114,1012.97,168.83,844.14,Adt Fire And Security Plc,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-09-16,601020743,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-16,1600421910,8750.00,0.00,8750.00,Salford Foundation Ltd,Chief Executives,Training
Salford City Council,2011-09-16,1600422332,14774.40,2462.40,12312.00,Ellesmere Engineering Co Ltd,Children's Services,UV Air Con
Salford City Council,2011-09-16,1600422339,4136.40,689.40,3447.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2011-09-16,1600422300,742.80,123.80,619.00,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2011-09-16,1600422336,923.57,153.93,769.64,Ellesmere Engineering Co Ltd,Children's Services,UV Heat Rep
Salford City Council,2011-09-16,1600422304,978.00,163.00,815.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-09-16,1600421374,584.64,97.44,487.20,Acorn Pressurisation Services Ltd,Community Health & Social Care,UV Tank Clean
Salford City Council,2011-09-16,1600422939,706.30,117.72,588.58,Ciceley Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-16,1600422771,750.94,125.16,625.78,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-16,1600422951,500.88,83.48,417.40,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-16,1600422958,587.53,97.92,489.61,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-16,1600422774,7944.48,1324.08,6620.40,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2011-09-16,1600422340,1096.80,182.80,914.00,Ellesmere Engineering Co Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-16,601020841,718.52,34.21,684.31,Southern Electric,Capital Expenditure,Works & Building
Salford City Council,2011-09-16,601020843,725.72,34.55,691.17,Southern Electric,Capital Expenditure,Works & Building
Salford City Council,2011-09-19,601021151,630.00,105.00,525.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-19,601020971,10080.00,1680.00,8400.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-19,1600420966,1385.10,230.85,1154.25,Rayner Topping & Co.,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-19,1600422642,1804.80,300.80,1504.00,Norseman Direct Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2011-09-19,25889585,727.80,121.30,606.50,Alliance Disposables L,Urban Vision,Cleaning Materials
Salford City Council,2011-09-19,601020785,1062.00,177.00,885.00,Rm Education Plc,Children's Services,Computer Equipment
Salford City Council,2011-09-19,601020883,810.00,135.00,675.00,Otech Ltd,Customer and Support Services,Computer Software
Salford City Council,2011-09-19,1600420892,1541.11,256.85,1284.26,Synapps Solutions Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2011-09-19,601020968,1920.00,0.00,1920.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2011-09-19,601020969,1568.00,0.00,1568.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2011-09-19,1600422003,1400.40,233.40,1167.00,Airborne Environmental Consultants,Capital Expenditure,Demolition
Salford City Council,2011-09-19,1600419404,582.48,97.08,485.40,A  Venning Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-19,1600418978,1355.70,225.95,1129.75,E And J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600418748,582.48,97.08,485.40,Rbs Invoice Finance Limited,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-19,1600418977,1260.19,210.03,1050.16,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600419138,2074.52,345.75,1728.77,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600419139,1920.00,320.00,1600.00,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600419144,674.82,112.47,562.35,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-19,1600419148,1460.31,243.39,1216.92,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600419477,610.55,101.76,508.79,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600422211,829.90,138.32,691.58,E & J Kane Ltd,Children's Services,Dev Servs Day to Day
Salford City Council,2011-09-19,1600422398,3443.67,573.95,2869.72,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600422413,550.75,91.79,458.96,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-19,1600421329,1620.00,270.00,1350.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-19,25889577,788.40,0.00,788.40,Total Hygiene,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-19,1600422132,1290.00,215.00,1075.00,Systemslink 200 Ltd,Sustainable Regeneration,Energy Conservation
Salford City Council,2011-09-19,601020781,1620.00,270.00,1350.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-19,601020782,1530.00,255.00,1275.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-19,601020783,1530.00,255.00,1275.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-19,601020795,543.60,90.60,453.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-19,601021015,741.30,0.00,741.30,Funtime Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021002,2682.75,0.00,2682.75,Bright Futures Childcare Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021028,1747.44,0.00,1747.44,Little Gems Private Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021025,1892.98,0.00,1892.98,Lark Hill Day Nursery Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021041,2362.50,0.00,2362.50,Sonshine Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021052,11119.50,0.00,11119.50,Toras Emes,Children's Services,Grants
Salford City Council,2011-09-19,601021024,1022.15,0.00,1022.15,Kidz R Us Flexible Childcare,Children's Services,Grants
Salford City Council,2011-09-19,601021022,642.46,0.00,642.46,Jitterbugz Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021049,20015.10,0.00,20015.10,Tiferes ( The New Girls School ),Children's Services,Grants
Salford City Council,2011-09-19,601021000,30651.60,0.00,30651.60,Bnos Yisroel Schools Manchester Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021173,15000.00,0.00,15000.00,Salford Foundation Ltd,Chief Executives,Grants
Salford City Council,2011-09-19,601021007,741.30,0.00,741.30,Redacted Personal Data,Children's Services,Grants
Salford City Council,2011-09-19,601020998,1118.25,0.00,1118.25,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021001,19273.80,0.00,19273.80,Branwood Preparatory School,Children's Services,Grants
Salford City Council,2011-09-19,601021010,557.74,0.00,557.74,Fairhills Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021012,1031.64,0.00,1031.64,First Steps Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021013,5483.20,0.00,5483.20,Fledglings Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021014,5575.85,0.00,5575.85,Fledglings Day Nursery Worsley,Children's Services,Grants
Salford City Council,2011-09-19,601021016,7783.65,0.00,7783.65,Habonim Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021017,3132.50,0.00,3132.50,Holly House Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021020,4173.12,0.00,4173.12,Holyrood Day Nursery Salford,Children's Services,Grants
Salford City Council,2011-09-19,601020820,1156.35,0.00,1156.35,Holyrood Day Nursery (Swinton),Children's Services,Grants
Salford City Council,2011-09-19,601021021,5495.49,0.00,5495.49,Holyrood Day Nursery (Swinton),Children's Services,Grants
Salford City Council,2011-09-19,601021023,814.80,0.00,814.80,Kids Kapers Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021003,4508.00,0.00,4508.00,Bright Horizon Family Solutions,Children's Services,Grants
Salford City Council,2011-09-19,601021029,741.30,0.00,741.30,Little Learners,Children's Services,Grants
Salford City Council,2011-09-19,601021056,3108.00,0.00,3108.00,Xl Childcare,Children's Services,Grants
Salford City Council,2011-09-19,601021030,1566.60,0.00,1566.60,Redacted Personal Data,Children's Services,Grants
Salford City Council,2011-09-19,601021031,1127.70,0.00,1127.70,Magical Moments,Children's Services,Grants
Salford City Council,2011-09-19,601021032,14084.70,0.00,14084.70,Manchester Jnr Girls School,Children's Services,Grants
Salford City Council,2011-09-19,601021033,6216.98,0.00,6216.98,Monton Village School Ltd,Children's Services,Grants
Salford City Council,2011-09-19,601021034,4699.80,0.00,4699.80,Munchkins & Baby Munchkins  Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021035,4818.45,0.00,4818.45,Nutkins Play & Learn Centre,Children's Services,Grants
Salford City Council,2011-09-19,601021036,6592.78,0.00,6592.78,Oaklands Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021037,6671.70,0.00,6671.70,Oyy Lubavitch Girls School,Children's Services,Grants
Salford City Council,2011-09-19,601021038,2223.90,0.00,2223.90,Playtime Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021040,5905.82,0.00,5905.82,Rainbows Neighourhood Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021044,2149.87,0.00,2149.87,Sunny Days Childrens Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021045,1952.15,0.00,1952.15,Sylvan Court,Children's Services,Grants
Salford City Council,2011-09-19,601021046,18532.50,0.00,18532.50,Talmud Torah Chinuch N'Orim,Children's Services,Grants
Salford City Council,2011-09-19,601021047,41007.75,0.00,41007.75,Redacted Personal Data,Children's Services,Grants
Salford City Council,2011-09-19,601021048,966.60,0.00,966.60,The Manse Day Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021004,7681.43,0.00,7681.43,University Of Salford Busy Bees,Children's Services,Grants
Salford City Council,2011-09-19,601021005,2159.85,0.00,2159.85,Claremont Neighbourhood Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021043,741.30,0.00,741.30,St Pauls Peel Playgroup Fund,Children's Services,Grants
Salford City Council,2011-09-19,601021053,3841.90,0.00,3841.90,Unicorn Nursery,Children's Services,Grants
Salford City Council,2011-09-19,601021042,741.30,0.00,741.30,St Lukes Pre-School Playgroup,Children's Services,Grants
Salford City Council,2011-09-19,601021054,2520.42,0.00,2520.42,Westwood Smarties,Children's Services,Grants
