Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-20,1600532425,690,115,575,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-04-20,1600532427,690,115,575,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-04-20,601140012,8000,0,8000,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,601140060,9305,0,9305,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,601140062,10000,0,10000,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,601140063,10000,0,10000,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,601140064,16613.25,0,16613.25,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,601140067,38250,0,38250,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,1600532200,40500,0,40500,Salford Academy Trust,Children's Services,Comp-loss of earn
Salford City Council,2015-04-20,601140115,8534.89,0,8534.89,Salford City Radio,The Office of the Chief Executive,Grants
Salford City Council,2015-04-20,1600532987,1157.29,192.88,964.41,Shs Handling Solutions,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-04-20,1600534006,73912,0,73912,Social Adventures Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-20,1600534066,8635.67,0,8635.67,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-20,1600532986,3311.4,0,3311.4,Spw Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2015-04-20,601140073,11415.92,0,11415.92,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2015-04-20,601139513,545.94,90.99,454.95,Teaching Personnel Ltd,Children's Services,Supply Teach-Basic
Salford City Council,2015-04-20,601139518,643.2,107.2,536,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-04-20,601139032,641.45,106.91,534.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-20,601139034,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-20,601139035,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-20,601139027,918.88,153.15,765.73,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-20,601139026,1266.59,211.1,1055.49,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-20,601140010,3952,152,3800,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-04-20,1600533372,4532.13,0,4532.13,Timeout Homes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-20,601140076,2467.53,0,2467.53,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2015-04-20,601140068,1050,0,1050,Urban Vision Partnership Ltd,Sustainable Regeneration,Other Capital Grants
Salford City Council,2015-04-20,1600533378,19725.17,3287.53,16437.64,Viewtec Signs Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-20,601138878,19872,3312,16560,Virgin Media Business,Customer and Support Services,Lease line rentals
Salford City Council,2015-04-20,601140075,2288.65,0,2288.65,Walker Roofing,Children's Services,Grants
Salford City Council,2015-04-20,601140074,10000,0,10000,Waterpark Properties Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-20,qbllglnxm,1516.62,0,1516.62,Quayside Bakery,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-21,1600533713,522,87,435,Abacus Cleaning Services Ltd,"Community, Health & Social Care",Animal Boarding Fees
Salford City Council,2015-04-21,1600534201,7820,0,7820,Ability Cooperative Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-21,1600534301,743.91,35.42,708.49,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2015-04-21,1600533656,5166.67,0,5166.67,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-04-21,1600533726,510,85,425,Concordia Education & Training Llp,Children's Services,Training of Others
Salford City Council,2015-04-21,1600533761,3960,0,3960,Feta Limited,Children's Services,Leisure Activity
Salford City Council,2015-04-21,1600533336,800.4,133.4,667,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2015-04-21,1600531757,3792.5,0,3792.5,Greater Manchester Combined,Capital Expenditure,Ext Fees-E & M Engs
Salford City Council,2015-04-21,601140171,4499.68,0,4499.68,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-21,1600533460,7316.61,1219.44,6097.17,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-21,601139348,510.36,85.06,425.3,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139346,741.36,123.56,617.8,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139347,826.2,137.7,688.5,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139342,974.34,162.39,811.95,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139351,976.98,162.83,814.15,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139350,1160.46,193.41,967.05,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139349,1351.86,225.31,1126.55,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139345,1554.48,259.08,1295.4,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601139344,1623.78,270.63,1353.15,Keepmoat Regeneration Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601140176,900,0,900,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-04-21,601139592,3994.27,665.71,3328.56,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-21,601139589,12778.02,2129.67,10648.35,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-21,1600532557,522,87,435,Millwood Education,Children's Services,Class Supplies Capit
Salford City Council,2015-04-21,1600533773,720,120,600,No Graffiti  Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-04-21,1600533638,16740,0,16740,Oakwood Youth Club,Capital Expenditure,Other Works
Salford City Council,2015-04-21,601135015,3132.5,0,3132.5,Ogden Lyles & Fox,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-21,1600533523,702,117,585,P D J Imports Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-21,1600534194,1061.94,176.99,884.95,Pcl Corporate Wear Ltd,Environment and Community Safety,Clothing & Uniforms
Salford City Council,2015-04-21,1600533548,24750,4125,20625,Pricewaterhousecoopers Llp,Sustainable Regeneration,Consult/Contractors
Salford City Council,2015-04-21,601140169,531.12,88.52,442.6,Psi (Resources) Limited,Capital Expenditure,Works & Building
Salford City Council,2015-04-21,1600533766,1806,301,1505,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-04-21,6001769021,5979.72,0,5979.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769294,2753.92,0,2753.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769274,2346.4,0,2346.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769153,2140,0,2140,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769285,1864.8,0,1864.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769098,1696.56,0,1696.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769055,1535.68,0,1535.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769122,1385.04,0,1385.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769290,1375.52,0,1375.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769363,1344.08,0,1344.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769304,1341.44,0,1341.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769237,1336.32,0,1336.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769359,1299.64,0,1299.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769269,1292.2,0,1292.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769348,1238.4,0,1238.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769302,1179.4,0,1179.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769014,1160.08,0,1160.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769033,1098.16,0,1098.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769191,1067.36,0,1067.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769344,1052,0,1052,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769056,1029.3,0,1029.3,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769308,924,0,924,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769279,917.84,0,917.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769236,887.44,0,887.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769251,886.32,0,886.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769259,851.28,0,851.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769260,851.28,0,851.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769039,827.76,0,827.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769373,814.08,0,814.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769185,747.52,0,747.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769027,741.48,0,741.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769273,732.48,0,732.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769385,725.84,0,725.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769116,718.36,0,718.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769154,716.28,0,716.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769148,713.52,0,713.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769085,708.96,0,708.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769101,708.8,0,708.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769097,674.4,0,674.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769283,644.4,0,644.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769193,642.4,0,642.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769152,620.04,0,620.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769306,614.24,0,614.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769357,585.6,0,585.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769119,585.44,0,585.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769371,580.32,0,580.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769186,567.16,0,567.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769046,565.04,0,565.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769188,564.64,0,564.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769320,561.2,0,561.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769303,535,0,535,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769224,533.4,0,533.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769263,532.24,0,532.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769275,528.44,0,528.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769051,528.04,0,528.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769067,519.76,0,519.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769068,517.56,0,517.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769155,515.12,0,515.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769104,495.76,0,495.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769208,489.16,0,489.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769321,487.52,0,487.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769200,485.84,0,485.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769201,482.4,0,482.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769221,482.4,0,482.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769378,474.32,0,474.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769094,473.44,0,473.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769052,465.24,0,465.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769215,445.04,0,445.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769280,444.28,0,444.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769289,443.52,0,443.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769106,443.36,0,443.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769330,436.88,0,436.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769335,435.04,0,435.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769369,430.4,0,430.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769165,428.64,0,428.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769325,409.36,0,409.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769367,402.48,0,402.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769355,393.76,0,393.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769352,384,0,384,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769160,377.68,0,377.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769084,369.44,0,369.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769158,359.08,0,359.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769127,348.2,0,348.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769022,331.8,0,331.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769057,324.52,0,324.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769245,320.32,0,320.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769354,315.2,0,315.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769375,309.44,0,309.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769230,307.72,0,307.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769087,291.68,0,291.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769128,283.92,0,283.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769144,273.16,0,273.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769370,173.44,0,173.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768967,502.16,0,502.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769058,514.08,0,514.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769322,514.44,0,514.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769157,517.44,0,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769271,517.44,0,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769377,523.24,0,523.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768992,526.04,0,526.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769262,527.24,0,527.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769126,535.92,0,535.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769069,540.96,0,540.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768966,541.16,0,541.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769029,548.4,0,548.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769054,552,0,552,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768962,553.52,0,553.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769026,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769138,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769139,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769147,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769361,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769382,554.4,0,554.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769007,567.48,0,567.48,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,1600534309,569,0,569,Redacted Data,"Community, Health & Social Care",Medical Health/Safe
Salford City Council,2015-04-21,6001768984,570.16,0,570.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769173,572.88,0,572.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769287,576.84,0,576.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769286,577.36,0,577.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768972,579.96,0,579.96,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769102,582.12,0,582.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769088,585.08,0,585.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769107,591.36,0,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769120,591.36,0,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769140,591.36,0,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769164,591.36,0,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769356,591.36,0,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769065,600.6,0,600.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769379,612,0,612,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769277,621.76,0,621.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769109,633.6,0,633.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769337,636.48,0,636.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768965,638.64,0,638.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769214,644.32,0,644.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769018,644.64,0,644.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769171,646.8,0,646.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769108,652.22,0,652.22,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769313,655.24,0,655.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769169,656.04,0,656.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769060,665.28,0,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769145,665.28,0,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769146,665.28,0,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769009,674.12,0,674.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001768964,695.24,0,695.24,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769311,700,0,700,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769081,700.56,0,700.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769053,701.32,0,701.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768969,709.6,0,709.6,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769297,709.68,0,709.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769242,716.87,0,716.87,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769339,729.72,0,729.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769282,733.04,0,733.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769314,734.84,0,734.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769187,739.2,0,739.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769217,739.2,0,739.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769235,739.2,0,739.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769025,749.28,0,749.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769305,757,0,757,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769372,771.4,0,771.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769075,775.68,0,775.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769195,776.16,0,776.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769362,780,0,780,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769103,785.4,0,785.4,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769073,813.12,0,813.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769265,813.12,0,813.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769041,821.08,0,821.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769261,826.2,0,826.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769037,831.6,0,831.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769231,831.6,0,831.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769329,843.92,0,843.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769254,856.8,0,856.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768958,857.2,0,857.2,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769338,876.8,0,876.8,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769172,882,0,882,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001768957,887,0,887,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2015-04-21,6001769233,905.52,0,905.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769336,918.6,0,918.6,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769161,924,0,924,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769326,930,0,930,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769295,934,0,934,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769034,942.48,0,942.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769043,958.32,0,958.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769229,960,0,960,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769256,960,0,960,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769347,961.26,0,961.26,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769125,963.03,0,963.03,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-04-21,6001769192,970.2,0,970.2,Redacted Data,"Community, Health & Social Care",Payt to care clients
