Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60040378,936,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,937,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,938,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040379,235,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,237,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,238,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,239,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,240,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,241,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,242,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,243,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,244,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,245,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,246,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,247,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,248,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,249,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,250,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,251,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,252,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,253,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,254,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,255,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,256,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,257,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,258,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,259,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,260,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,261,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,262,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,263,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,265,201010,TWO CASTLES HOUSING ASSOC,3.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,278,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,281,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,282,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,283,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,284,201010,TWO CASTLES HOUSING ASSOC,35.48,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,291,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,292,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,294,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,295,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,296,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,297,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,298,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,299,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,300,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,301,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,302,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,303,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,304,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,305,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,306,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,307,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,308,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,309,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,310,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,313,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,314,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,315,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,316,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,317,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,318,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,319,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,320,201010,TWO CASTLES HOUSING ASSOC,17.64,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,321,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,322,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,323,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,324,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,325,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,326,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,327,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,328,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,329,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,330,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,331,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,332,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,333,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,334,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,335,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,336,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,337,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,338,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,339,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,340,201010,TWO CASTLES HOUSING ASSOC,52.84,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,341,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,342,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,343,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,344,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,345,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,346,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,347,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,348,201010,TWO CASTLES HOUSING ASSOC,29.24,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,349,201010,TWO CASTLES HOUSING ASSOC,3.44,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,264,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,266,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,267,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,268,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,269,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,270,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,271,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,272,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,273,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,274,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,275,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,276,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,277,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,279,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,280,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,285,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,286,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,287,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,288,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,289,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,290,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,293,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,350,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,351,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,354,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,411,201010,TWO CASTLES HOUSING ASSOC,37.6,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,429,201010,TWO CASTLES HOUSING ASSOC,30.32,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040378,697,201010,TYNESIDE CYRENIANS,14663.51,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,698,201010,TYNESIDE CYRENIANS,3634.46,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040378,699,201010,TYNESIDE CYRENIANS,5339.69,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60040379,311,201010,TYNESIDE CYRENIANS,14663.51,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60040379,312,201010,TYNESIDE CYRENIANS,5339.69,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,42198021,2,201010,TYNESIDE WOMENS HEALTH PROJECT,6685.47,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,60020130,327,201010,TYNEVIEW NURSING HOME,12040,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,328,201010,TYNEVIEW NURSING HOME,2154.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,329,201010,TYNEVIEW NURSING HOME,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,330,201010,TYNEVIEW NURSING HOME,5160,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,200,201010,TYNEVIEW NURSING HOME,1705.76,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,376,201010,TYNEVIEW NURSING HOME,2919.32,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1154,201010,TYNEVIEW NURSING HOME,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,754,201010,TYNEVIEW NURSING HOME,2360.35,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,757,201010,TYNEVIEW NURSING HOME,1304.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,758,201010,TYNEVIEW NURSING HOME,6437.15,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,759,201010,TYNEVIEW NURSING HOME,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,761,201010,TYNEVIEW NURSING HOME,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1152,201010,TYNEVIEW NURSING HOME,48.68,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,753,201010,TYNEVIEW NURSING HOME,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,762,201010,TYNEVIEW NURSING HOME,3440,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,6,201010,TYNEVIEW NURSING HOME,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1106,201010,TYNEVIEW NURSING HOME,1138.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,752,201010,TYNEVIEW NURSING HOME,1474.29,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,989,201010,TYNEVIEW NURSING HOME,36.51,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,569,201010,TYNEVIEW NURSING HOME,1720,2011-01-05
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603743,2,201010,ULVERSCROFT LARGE PRINT BOOKS,657.24,2011-01-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603747,2,201010,ULVERSCROFT LARGE PRINT BOOKS,816.78,2011-01-17
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603750,2,201010,ULVERSCROFT LARGE PRINT BOOKS,426.48,2011-01-17
Community Based Services,Third Party Payments,Third Party Payments,60040378,696,201010,UNITE LTD,3118.72,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42197982,2,201010,UNITED RESPONSE,41578.67,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42198273,2,201010,UNITED RESPONSE,613.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42199308,2,201010,UNITED RESPONSE,30304.5,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42199310,5,201010,UNITED RESPONSE,13213.5,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42199310,8,201010,UNITED RESPONSE,816.54,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42199310,6,201010,UNITED RESPONSE,2119.01,2011-01-10
Community Based Services,Third Party Payments,Third Party Payments,42199317,2,201010,UNITED RESPONSE,2099.72,2011-01-07
Community Based Services,Third Party Payments,Third Party Payments,42199340,7,201010,UNITED RESPONSE,1564.14,2011-01-07
Community Based Services,Third Party Payments,Third Party Payments,42199340,6,201010,UNITED RESPONSE,100.94,2011-01-07
Community Based Services,Third Party Payments,Third Party Payments,42199340,8,201010,UNITED RESPONSE,98.24,2011-01-07
Community Based Services,Third Party Payments,Third Party Payments,60020130,504,201010,UNITED RESPONSE,10657.68,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,509,201010,UNITED RESPONSE,7105.12,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,383,201010,UNITED RESPONSE,5200.12,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,110,201010,UNITED RESPONSE,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,384,201010,UNITED RESPONSE,1647.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,385,201010,UNITED RESPONSE,6589.76,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,103,201010,UNITED RESPONSE,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,109,201010,UNITED RESPONSE,1451.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,570,201010,VALLEY VIEW RESIDENTIAL HOME,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,571,201010,VALLEY VIEW RESIDENTIAL HOME,1720,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,775,201010,VALLEY VIEW RESIDENTIAL HOME,8661.43,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,789,201010,VALLEY VIEW RESIDENTIAL HOME,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,605,201010,VALLEY VIEW RESIDENTIAL HOME,1673.08,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,607,201010,VALLEY VIEW RESIDENTIAL HOME,1472.96,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1036,201010,VALLEY VIEW RESIDENTIAL HOME,721.12,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,785,201010,VALLEY VIEW RESIDENTIAL HOME,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,787,201010,VALLEY VIEW RESIDENTIAL HOME,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,793,201010,VALLEY VIEW RESIDENTIAL HOME,31392,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,600,201010,VALLEY VIEW RESIDENTIAL HOME,9983.96,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1029,201010,VALLEY VIEW RESIDENTIAL HOME,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1031,201010,VALLEY VIEW RESIDENTIAL HOME,446.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,781,201010,VALLEY VIEW RESIDENTIAL HOME,245.72,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1006,201010,VALLEY VIEW RESIDENTIAL HOME,48.68,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,784,201010,VALLEY VIEW RESIDENTIAL HOME,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,778,201010,VALLEY VIEW RESIDENTIAL HOME,1721.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,776,201010,VALLEY VIEW RESIDENTIAL HOME,1744,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42205177,2,201010,VICTIM SUPPORT,4860,2011-01-28
Community Based Services,Transfer Payments,Transfer Payments,42198039,2,201010,VICTIM SUPPORT NORTHUMBRIA,9383.42,2011-01-04
Community Based Services,Third Party Payments,Third Party Payments,42204301,2,201010,VICTIM SUPPORT NORTHUMBRIA,3750,2011-01-26
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43605168,2,201010,VIKING DIRECT LTD,794.81,2011-01-24
Community Based Services,Supplies and Services,Comms & Computing,42197887,3,201010,VIRGIN MEDIA BUSINESS,232.23,2011-01-04
Community Based Services,Supplies and Services,Comms & Computing,42197887,4,201010,VIRGIN MEDIA BUSINESS,215.67,2011-01-04
Community Based Services,Supplies and Services,Comms & Computing,42197909,2,201010,VIRGIN MEDIA BUSINESS,542.47,2011-01-04
Community Based Services,Supplies and Services,Comms & Computing,42198438,2,201010,VIRGIN MEDIA BUSINESS,2720.04,2011-01-06
Community Based Services,Supplies and Services,Comms & Computing,42198908,2,201010,VIRGIN MEDIA BUSINESS,11301.64,2011-01-06
Community Based Services,Supplies and Services,Comms & Computing,42202501,4,201010,VIRGIN MEDIA BUSINESS,128.32,2011-01-20
Community Based Services,Supplies and Services,Comms & Computing,42202501,3,201010,VIRGIN MEDIA BUSINESS,306,2011-01-20
Community Based Services,Supplies and Services,Comms & Computing,42205396,2,201010,VIRGIN MEDIA BUSINESS,451.93,2011-01-28
Community Based Services,Works,,42205793,2,201010,VIRGIN MEDIA BUSINESS,19890.37,2011-01-28
Community Based Services,Works,,43602392,4,201010,VIRGIN MEDIA BUSINESS,2762.83,2011-01-06
Community Based Services,Works,,43602392,3,201010,VIRGIN MEDIA BUSINESS,2777.83,2011-01-06
Community Based Services,Supplies and Services,Comms & Computing,42198983,3,201010,VODAFONE CORPORATE LTD,5605.79,2011-01-06
Community Based Services,Supplies and Services,Comms & Computing,42198983,4,201010,VODAFONE CORPORATE LTD,493.09,2011-01-06
Community Based Services,Supplies and Services,Comms & Computing,42205977,13,201010,VODAFONE CORPORATE LTD,100.98,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,60020130,484,201010,WELLBURN CARE HOMES LTD,3504,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,487,201010,WELLBURN CARE HOMES LTD,3504,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,502,201010,WELLBURN CARE HOMES LTD,1752,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,516,201010,WELLBURN CARE HOMES LTD,1752,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,528,201010,WELLBURN CARE HOMES LTD,5256,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,530,201010,WELLBURN CARE HOMES LTD,3504,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,531,201010,WELLBURN CARE HOMES LTD,3504,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,532,201010,WELLBURN CARE HOMES LTD,1752,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,9,201010,WELLBURN CARE HOMES LTD,1754.36,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,12,201010,WELLBURN CARE HOMES LTD,948.56,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,13,201010,WELLBURN CARE HOMES LTD,454.48,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,14,201010,WELLBURN CARE HOMES LTD,907.36,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,16,201010,WELLBURN CARE HOMES LTD,582.16,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,17,201010,WELLBURN CARE HOMES LTD,1114.68,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,19,201010,WELLBURN CARE HOMES LTD,969.36,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,32,201010,WELLBURN CARE HOMES LTD,536.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,382,201010,WELLBURN CARE HOMES LTD,12460,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,482,201010,WELLBURN CARE HOMES LTD,3560,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,483,201010,WELLBURN CARE HOMES LTD,12180.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,503,201010,WELLBURN CARE HOMES LTD,3560,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,515,201010,WELLBURN CARE HOMES LTD,3560,2011-01-05
