Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,21,201101,FOUR SEASONS HEALTHCARE LTD,60.85,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1004,201101,ADDISON COURT T/A DAV HOMES LTD,226.36,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,644,201101,PERCY HEDLEY CENTRE,1663.64,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,940,201101,PERCY HEDLEY CENTRE,454.55,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60040382,23,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,24,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,26,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,99,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,100,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,101,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,102,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,858,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,862,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,863,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,864,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,866,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,867,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,868,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,869,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,886,201101,HANOVER HOUSING ASSOC,13.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,4,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,5,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,7,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,8,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,9,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,10,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,11,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,12,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,13,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,14,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,15,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,16,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,17,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,19,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,20,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,21,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,22,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,888,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,911,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,912,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,913,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,914,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,915,201101,HOSPITAL OF KING JAMES,57.96,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,599,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,601,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,602,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,603,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,604,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,605,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,606,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,607,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,608,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,609,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,610,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,611,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,612,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,613,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,614,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,615,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,616,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,617,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,618,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,619,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,620,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,621,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,622,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,623,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,624,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,625,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,626,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,627,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,628,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,629,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,630,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,631,201101,ANCHOR TRUST,14.34,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,632,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,633,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,634,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,635,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,636,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,637,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,638,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,639,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,640,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,641,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,642,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,643,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,644,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,645,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,646,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,647,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,648,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,649,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,650,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,651,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,652,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,653,201101,ANCHOR TRUST,28.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,654,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,655,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,656,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,658,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,659,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,660,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,661,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,662,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,663,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,664,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,665,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,666,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,675,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,676,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,677,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,678,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,679,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,680,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,681,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,682,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,701,201101,ANCHOR TRUST,16.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,702,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,704,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,705,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,706,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,707,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,708,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,709,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,710,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,711,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,712,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,713,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,714,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,715,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,717,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,722,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,724,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,725,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,726,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,727,201101,ANCHOR TRUST,20.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,728,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,729,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,730,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,731,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,732,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,733,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,734,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,735,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,736,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,737,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,738,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,739,201101,ANCHOR TRUST,7.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,740,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,741,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,742,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,744,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,757,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,759,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,760,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,761,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,762,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,764,201101,ANCHOR TRUST,6.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,769,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,770,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,772,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,773,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,774,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,775,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,776,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,777,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,778,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,779,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,780,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,781,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,782,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,783,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,784,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,785,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,786,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,787,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,788,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,789,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,790,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,791,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,792,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,793,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,794,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,795,201101,ANCHOR TRUST,24.28,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,796,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,797,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,798,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,799,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,800,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,801,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,802,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,803,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,804,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,805,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,806,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,807,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,808,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,809,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,810,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,811,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,812,201101,ANCHOR TRUST,7.44,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,813,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,814,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,815,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,816,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,817,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,818,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,819,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,820,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,821,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,822,201101,ANCHOR TRUST,18.68,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,823,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,824,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,825,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,826,201101,ANCHOR TRUST,18.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,716,201101,ANCHOR TRUST,4725.85,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,82,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,140,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,743,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,745,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,746,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,747,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,748,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,749,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,750,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,751,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,752,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,753,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,754,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,755,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,756,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,758,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,765,201101,B & N HOUSING ASSOCIATION,15.16,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,766,201101,B & N HOUSING ASSOCIATION,15.16,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,767,201101,B & N HOUSING ASSOCIATION,15.16,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,768,201101,B & N HOUSING ASSOCIATION,58.2,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,25,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,27,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,28,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,29,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,30,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,31,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,32,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,33,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,34,201101,CHEVIOT HOUSING ASSOC LTD,27.88,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,35,201101,CHEVIOT HOUSING ASSOC LTD,27.88,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,36,201101,CHEVIOT HOUSING ASSOC LTD,27.88,2011-04-08
Community Based Services,Third Party Payments,Third Party Payments,60040382,37,201101,CHEVIOT HOUSING ASSOC LTD,25.24,2011-04-08
