Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Central Services,Employees,Indirect Employee Expenses,148008887,2,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,248.5,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008887,3,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,55,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008888,1,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,4737.61,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008888,2,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,211,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008888,3,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,55,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008889,1,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,5872.44,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008889,2,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,424.88,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008889,3,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,55,2014-03-17
Central Services,Employees,Indirect Employee Expenses,148008927,1,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,2939.82,2014-03-18
Central Services,Employees,Indirect Employee Expenses,148008927,2,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,278.5,2014-03-18
Central Services,Employees,Indirect Employee Expenses,148008927,3,201312,ALPHABET (UK) FLEET MANAGEMENT LIMITED,55,2014-03-18
Central Services,Support Services,Support Services,43780157,0,201312,MAZARS LLP,17226.00,2014-03-20
Central Services,Third Party Payments,Third Party Payments,41058753,1,201312,NEWCASTLE & GATESHEAD INITIATIVE,63875.00,2014-03-18
Central Services,Support Services,Support Services,41056612,1,201312,SECTOR TREASURY SERVICES LTD,16500.00,2014-03-04
Development & Enterprise,Employees,Indirect Employee Expenses,41061189,1,201312,DISTRICT SURVEYORS ASSOC LTD T/A LABC,2336.19,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,43779437,0,201312,RESOLUTION LTD,2798.00,2014-03-11
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,4,201312,VODAFONE CORPORATE LTD,53.22,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,9,201312,VODAFONE CORPORATE LTD,2.25,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,41058645,7,201312,VODAFONE CORPORATE LTD,49.62,2014-03-25
Development & Enterprise,Supplies and Services,Comms & Computing,41058645,8,201312,VODAFONE CORPORATE LTD,2.25,2014-03-25
Development & Enterprise,Employees,Indirect Employee Expenses,43781692,0,201312,RTPI NE REGION,1060.00,2014-03-19
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43779065,0,201312,SUPPLIES TEAM LTD,375.36,2014-03-06
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",43781693,0,201312,HAYMARKET MEDIA GROUP LTD,1225.00,2014-03-19
Development & Enterprise,Transport,Car Allowances,148008839,16,201312,COMMONWHEELS CIC,82.11,2014-03-14
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41057780,1,201312,ANTON LANG PLANNING SERVICES LTD,3500.00,2014-03-10
Development & Enterprise,Supplies and Services,Advertising,43781941,0,201312,TRINITY MIRROR PUBLISHING LTD,1226.25,2014-03-19
Development & Enterprise,Supplies and Services,Advertising,43783113,0,201312,TRINITY MIRROR PUBLISHING LTD,1199.00,2014-03-25
Development & Enterprise,Supplies and Services,Comms & Computing,43778997,0,201312,CIVICA LTD,359.1,2014-03-06
Development & Enterprise,Supplies and Services,Comms & Computing,43779761,0,201312,CIVICA LTD,28947.46,2014-03-07
Development & Enterprise,Supplies and Services,Other Running Costs,43780304,0,201312,SUPPORTING U LTD,3365.22,2014-03-12
Development & Enterprise,Supplies and Services,Other Running Costs,43785236,0,201312,SUPPORTING U LTD,4896.45,2014-03-31
Development & Enterprise,Transport,Car Allowances,148008839,11,201312,COMMONWHEELS CIC,10.98,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,30,201312,COMMONWHEELS CIC,10,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,12,201312,COMMONWHEELS CIC,31.14,2014-03-14
Development & Enterprise,Transport,Public Transport and Taxi Fares,148009183,14,201312,CLICK TRAVEL LTD,51.48,2014-03-31
Development & Enterprise,Transport,Car Allowances,148008839,17,201312,COMMONWHEELS CIC,0.72,2014-03-14
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41055191,1,201312,NATURAL CAPITAL,3708.45,2014-03-06
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41059892,1,201312,JBA CONSULTING,2480.00,2014-03-20
Development & Enterprise,Supplies and Services,Other Running Costs,41059895,1,201312,JBA CONSULTING,4346.00,2014-03-20
Development & Enterprise,Third Party Payments,Third Party Payments,41050630,1,201312,CITY OF NEWCASTLE UPON TYNE,35976.71,2014-03-06
Development & Enterprise,Third Party Payments,Third Party Payments,41050631,1,201312,CITY OF NEWCASTLE UPON TYNE,2586.00,2014-03-06
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43784078,0,201312,POS ENTERPRISES LTD,1500.00,2014-03-27
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41053214,1,201312,S WHITE QC,5790.00,2014-03-06
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43771615,0,201312,S WHITE QC,1800.00,2014-03-19
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",147004182,1,201312,S WHITE QC,1050.00,2014-03-06
Development & Enterprise,Transport,Car Allowances,148008839,10,201312,COMMONWHEELS CIC,88.56,2014-03-14
Development & Enterprise,Supplies and Services,Other Running Costs,43779463,0,201312,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,450,2014-03-07
Development & Enterprise,Supplies and Services,Other Running Costs,43781755,0,201312,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,2994.00,2014-03-19
Development & Enterprise,Supplies and Services,Other Running Costs,43783232,0,201312,GRC BAILIFFS,5890.00,2014-03-24
Development & Enterprise,Transport,Public Transport and Taxi Fares,148009058,22,201312,CLICK TRAVEL LTD,101.48,2014-03-25
Development & Enterprise,Transport,Car Allowances,148008839,13,201312,COMMONWHEELS CIC,43.74,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,14,201312,COMMONWHEELS CIC,28.8,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,15,201312,COMMONWHEELS CIC,116.46,2014-03-14
Development & Enterprise,Transport,Public Transport and Taxi Fares,148009183,10,201312,CLICK TRAVEL LTD,66.64,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,0,201312,MATALAN RETAIL LTD,32,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,3,201312,MATALAN RETAIL LTD,42,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,4,201312,MATALAN RETAIL LTD,12,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,5,201312,MATALAN RETAIL LTD,10,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,7,201312,MATALAN RETAIL LTD,23,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,8,201312,MATALAN RETAIL LTD,38,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,9,201312,MATALAN RETAIL LTD,46,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,1,201312,MATALAN RETAIL LTD,30,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,2,201312,MATALAN RETAIL LTD,21,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,4,201312,MATALAN RETAIL LTD,20,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,5,201312,MATALAN RETAIL LTD,22,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,6,201312,MATALAN RETAIL LTD,40,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,8,201312,MATALAN RETAIL LTD,26,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,11,201312,MATALAN RETAIL LTD,38,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,12,201312,MATALAN RETAIL LTD,20,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,13,201312,MATALAN RETAIL LTD,41,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,15,201312,MATALAN RETAIL LTD,21,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,16,201312,MATALAN RETAIL LTD,45,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,18,201312,MATALAN RETAIL LTD,36,2014-03-31
Development & Enterprise,Transport,Car Allowances,148008839,27,201312,COMMONWHEELS CIC,3.06,2014-03-14
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43779648,0,201312,REDACTED - Personal Information,6000.00,2014-03-07
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43782085,0,201312,REDACTED - Personal Information,950,2014-03-19
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41057927,1,201312,BSUPPLIED LIMITED,10000.00,2014-03-12
Development & Enterprise,Third Party Payments,Third Party Payments,43778513,0,201312,BIFFA WASTE SERVICES LTD,623.92,2014-03-05
Development & Enterprise,Premises,Cleaning,43776283,0,201312,SUPPLIES TEAM LTD,488.96,2014-03-18
Development & Enterprise,Supplies and Services,Catering & Provisions,43776956,0,201312,AUTOBAR VENDING SERVICES LTD,476.8,2014-03-18
Development & Enterprise,Supplies and Services,Comms & Computing,43781910,0,201312,ASPIRE TECHNOLOGY SOLUTIONS,455.54,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41060712,1,201312,DTZ DTL LTD,627.79,2014-03-27
Development & Enterprise,Supplies and Services,Comms & Computing,41059790,1,201312,FREEDOM COMMUNICATIONS (UK) LTD,1227.61,2014-03-20
Development & Enterprise,Supplies and Services,Comms & Computing,43777906,0,201312,FREEDOM COMMUNICATIONS (UK) LTD,1244.28,2014-03-19
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43780621,0,201312,SECRET SAUCE LTD,1225.00,2014-03-13
Development & Enterprise,Supplies and Services,Comms & Computing,43779080,0,201312,IMTECH TRAFFIC & INTRA UK,1782.36,2014-03-06
Development & Enterprise,Transport,Car Allowances,148008839,24,201312,COMMONWHEELS CIC,17.64,2014-03-14
Development & Enterprise,Supplies and Services,Comms & Computing,43779023,0,201312,COBWEB INFORMATION LTD,1595.00,2014-03-19
Development & Enterprise,Third Party Payments,Third Party Payments,147004701,1,201312,SCOTTISH POWER,694.9,2014-03-21
Development & Enterprise,Transport,Public Transport and Taxi Fares,148008929,36,201312,CLICK TRAVEL LTD,17.65,2014-03-18
Development & Enterprise,Transport,Public Transport and Taxi Fares,148009058,17,201312,CLICK TRAVEL LTD,43.7,2014-03-25
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41059298,1,201312,TEDCO BUSINESS SUPPORT LTD,5903.79,2014-03-20
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41056716,1,201312,PROJECT NORTH EAST,7434.94,2014-03-11
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41056718,1,201312,SOCIAL ENTERPRISE SUNDERLAND,2473.40,2014-03-11
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41058251,1,201312,SOCIAL ENTERPRISE SUNDERLAND,2473.40,2014-03-20
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41058290,1,201312,NORTHUMBERLAND BUSINESS SERVICE LTD,9378.34,2014-03-20
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41059299,1,201312,TEDCO BUSINESS SUPPORT LTD,12293.42,2014-03-20
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41061026,1,201312,PROJECT NORTH EAST,7434.94,2014-03-31
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41061391,1,201312,NORTH EAST BIC,4490.41,2014-03-31
Development & Enterprise,Transport,Car Allowances,148008839,25,201312,COMMONWHEELS CIC,6.12,2014-03-14
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,2,201312,MATALAN RETAIL LTD,60,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,6,201312,MATALAN RETAIL LTD,47,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,10,201312,MATALAN RETAIL LTD,64,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,0,201312,MATALAN RETAIL LTD,59.5,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,3,201312,MATALAN RETAIL LTD,58,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,14,201312,MATALAN RETAIL LTD,20,2014-03-31
Development & Enterprise,Employees,Indirect Employee Expenses,43779438,0,201312,MIRROR IMAGE COACHING LTD,1360.00,2014-03-13
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782202,1,201312,MATALAN RETAIL LTD,42,2014-03-25
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,7,201312,MATALAN RETAIL LTD,50,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,9,201312,MATALAN RETAIL LTD,48,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,10,201312,MATALAN RETAIL LTD,38,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,17,201312,MATALAN RETAIL LTD,47,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43782208,19,201312,MATALAN RETAIL LTD,32,2014-03-31
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41057761,1,201312,CITIZENS ADVICE BUREAU,2052.00,2014-03-11
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43777474,6,201312,OASYS LIMITED,16.1,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41059442,1,201312,S E PROPERTY SERVICES LTD,440,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41059443,1,201312,S E PROPERTY SERVICES LTD,460,2014-03-19
Development & Enterprise,Premises,Energy,41056793,1,201312,NPOWER,1484.46,2014-03-04
Development & Enterprise,Premises,Water,41060478,1,201312,NORTHUMBRIAN WATER,2218.42,2014-03-24
Development & Enterprise,Transport,Car Allowances,148008839,26,201312,COMMONWHEELS CIC,4.32,2014-03-14
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43783732,0,201312,CHEVIOT TREES LIMITED,14883.00,2014-03-31
Development & Enterprise,Supplies and Services,Comms & Computing,41056204,1,201312,SCHNEIDER ELECTRIC LTD,877.5,2014-03-04
Development & Enterprise,Supplies and Services,Comms & Computing,41057181,1,201312,SCHNEIDER ELECTRIC LTD,877.5,2014-03-06
Development & Enterprise,Supplies and Services,Comms & Computing,41060786,1,201312,CLOVER CONTROLS LTD,1590.00,2014-03-27
Development & Enterprise,Supplies and Services,Comms & Computing,41061609,1,201312,SCHNEIDER ELECTRIC LTD,877.5,2014-03-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",41058016,1,201312,GROUNDWORK NORTH EAST,1170.00,2014-03-14
Development & Enterprise,Supplies and Services,Other Running Costs,43776404,0,201312,STONE TECHNICAL SERVICES LTD,1456.00,2014-03-25
Development & Enterprise,Supplies and Services,Other Running Costs,43782381,0,201312,MARK CONNELLY PRACTICAL CONSERVATION MANAGEMENT,2530.00,2014-03-25
Development & Enterprise,Third Party Payments,Third Party Payments,43779623,2,201312,REDACTED - Personal Information,1028.00,2014-03-10
Development & Enterprise,Third Party Payments,Third Party Payments,43780301,0,201312,REDACTED - Personal Information,980,2014-03-17
Development & Enterprise,Third Party Payments,Third Party Payments,43779623,0,201312,REDACTED - Personal Information,1118.00,2014-03-10
Development & Enterprise,Third Party Payments,Third Party Payments,43780301,2,201312,REDACTED - Personal Information,1323.00,2014-03-17
Development & Enterprise,Third Party Payments,Third Party Payments,43781713,0,201312,REDACTED - Personal Information,1860.00,2014-03-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,148009183,1,201312,CLICK TRAVEL LTD,1,2014-03-31
Development & Enterprise,Supplies and Services,Comms & Computing,148008748,22,201312,VIRGIN MEDIA PAYMENTS LTD,29,2014-03-07
Development & Enterprise,Supplies and Services,Comms & Computing,148009065,26,201312,VIRGIN MEDIA PAYMENTS LTD,29,2014-03-25
Development & Enterprise,Third Party Payments,Third Party Payments,147004164,1,201312,PERMAFIX,1479.00,2014-03-20
Development & Enterprise,Transport,Car Allowances,148008839,22,201312,COMMONWHEELS CIC,76.68,2014-03-14
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43779971,0,201312,ASSOCIATION OF TOWN CENTRE MANAGEMENT,625,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,32,201312,COMMONWHEELS CIC,974.18,2014-03-14
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",41054686,7,201312,INTERCHANGE NEWS,32.24,2014-03-05
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",148008680,8,201312,ROYAL MAIL,407.39,2014-03-05
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",148009050,8,201312,ROYAL MAIL,225.39,2014-03-24
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",148009051,8,201312,ROYAL MAIL,235.95,2014-03-24
Development & Enterprise,Supplies and Services,Comms & Computing,43777474,5,201312,OASYS LIMITED,16.1,2014-03-19
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,3,201312,VODAFONE CORPORATE LTD,160.5,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,5,201312,VODAFONE CORPORATE LTD,1636.75,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,10,201312,VODAFONE CORPORATE LTD,65.25,2014-03-28
Development & Enterprise,Supplies and Services,Comms & Computing,41058645,9,201312,VODAFONE CORPORATE LTD,1529.69,2014-03-25
Development & Enterprise,Supplies and Services,Comms & Computing,41058645,10,201312,VODAFONE CORPORATE LTD,55.7,2014-03-25
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",43782204,0,201312,STANDING STONE DRAWING OFFICE SUPPLIES LTD,496.08,2014-03-21
Development & Enterprise,Supplies and Services,"Printing, Stationery etc",43782205,0,201312,STANDING STONE DRAWING OFFICE SUPPLIES LTD,496.08,2014-03-21
Development & Enterprise,Supplies and Services,Comms & Computing,41059661,1,201312,FOCUS ON THE SOLUTION LTD,1200.00,2014-03-21
Development & Enterprise,Supplies and Services,Comms & Computing,43777474,0,201312,OASYS LIMITED,1239.70,2014-03-19
Development & Enterprise,Premises,Energy,41060771,1,201312,KNIGHT FRANK LLP,350,2014-03-26
Development & Enterprise,Income: Fees and Charges,"Charges, Fees & Income",41059462,1,201312,KNIGHT FRANK LLP,1543.87,2014-03-19
Development & Enterprise,Premises,Energy,41058697,1,201312,NPOWER,701.16,2014-03-18
Development & Enterprise,Premises,Energy,41058702,1,201312,NPOWER,1037.30,2014-03-18
Development & Enterprise,Premises,Energy,41058705,1,201312,NPOWER,798.69,2014-03-18
Development & Enterprise,Premises,Energy,41060190,1,201312,E ON,1026.84,2014-03-21
Development & Enterprise,Premises,Miscellaneous Premises,41058664,1,201312,QW SECURITY LTD,3024.00,2014-03-19
Development & Enterprise,Premises,Miscellaneous Premises,41059886,1,201312,QW SECURITY LTD,2646.00,2014-03-21
Development & Enterprise,Premises,Energy,41061309,1,201312,SCOTTISH POWER,571.9,2014-03-28
Development & Enterprise,Premises,Rep & Maint,41058011,1,201312,IAN WILKES ELECTRICAL SERVICES,390,2014-03-19
Development & Enterprise,Premises,Rent,41058748,1,201312,BLAIR ESTATES LTD,21916.50,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41060188,1,201312,ACTION ENVIRO MAINTENANCE LTD,1995.03,2014-03-21
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41043759,1,201312,C MORGAN,2000.00,2014-03-19
Development & Enterprise,Premises,Rent,41056739,1,201312,NETWORK RAIL,2826.98,2014-03-26
Development & Enterprise,Premises,Energy,41054952,1,201312,NPOWER,1406.27,2014-03-28
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41047797,1,201312,DTZ DEBENHAM TIE LEUNG,1543.00,2014-03-19
Development & Enterprise,Premises,Miscellaneous Premises,41059779,1,201312,ROONEYS SCRAP METAL MERCHANTS LTD,2399.25,2014-03-21
Development & Enterprise,Supplies and Services,Other Running Costs,41048077,1,201312,KONE PLC,658.62,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41059498,1,201312,TOTAL FIRE MAINTENANCE LTD,400,2014-03-21
Development & Enterprise,Supplies and Services,Comms & Computing,148008748,29,201312,VIRGIN MEDIA PAYMENTS LTD,30,2014-03-07
Development & Enterprise,Supplies and Services,Comms & Computing,148009065,35,201312,VIRGIN MEDIA PAYMENTS LTD,30,2014-03-25
Development & Enterprise,Premises,Energy,41057653,1,201312,BRITISH GAS TRADING LTD,716.85,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41058010,1,201312,ACTION ENVIRO MAINTENANCE LTD,394.06,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41058110,1,201312,PETER COX LTD,3425.00,2014-03-21
Development & Enterprise,Premises,Rep & Maint,41058721,1,201312,ACTION ENVIRO MAINTENANCE LTD,670.18,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41058723,1,201312,IAN WILKES ELECTRICAL SERVICES,4380.00,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41059495,1,201312,THERMAL PERSPECTIVE LTD,1500.00,2014-03-21
Development & Enterprise,Premises,Cleaning,41060140,1,201312,HARBOUR ENTERPRISE (AMBLE) LTD,844,2014-03-21
Development & Enterprise,Premises,Rep & Maint,41059500,1,201312,HARBOUR ENTERPRISE (AMBLE) LTD,470,2014-03-19
Development & Enterprise,Premises,Rep & Maint,41058013,1,201312,RJ UTILITY SERVICES LTD,1298.00,2014-03-21
Development & Enterprise,Premises,Rep & Maint,41060231,1,201312,SITEX ORBIS,509.29,2014-03-21
Development & Enterprise,Premises,Rep & Maint,41060240,1,201312,SITEX ORBIS,498,2014-03-21
Development & Enterprise,Premises,Rep & Maint,41061322,1,201312,BIRCH TREE NORTHERN LTD,1461.00,2014-03-28
Development & Enterprise,Premises,Security & Insurance,41060229,1,201312,SITEX ORBIS,1017.00,2014-03-21
Development & Enterprise,Supplies and Services,Advertising,41058015,1,201312,TRINITY MIRROR PUBLISHING LTD,700,2014-03-14
Development & Enterprise,Premises,Energy,41060343,1,201312,WREKENTON NOU CAMP,1414.01,2014-03-21
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41058053,1,201312,STEVE TOMLINSON,3000.00,2014-03-17
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",41060698,1,201312,REDACTED - Personal Information,2660.00,2014-03-25
Development & Enterprise,Transport,Public Transport and Taxi Fares,148008706,6,201312,CLICK TRAVEL LTD,103.5,2014-03-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",41059898,1,201312,CONSTRUCTING EXCELLENCE IN THE NORTH EAST,180,2014-03-31
Development & Enterprise,Transport,Car Allowances,148008839,18,201312,COMMONWHEELS CIC,2.25,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,19,201312,COMMONWHEELS CIC,36.18,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,20,201312,COMMONWHEELS CIC,17.82,2014-03-14
Development & Enterprise,Transport,Car Allowances,148008839,21,201312,COMMONWHEELS CIC,21.24,2014-03-14
Development & Enterprise,Supplies and Services,Comms & Computing,41048274,8,201312,VODAFONE CORPORATE LTD,2.25,2014-03-28
Development & Enterprise,Supplies and Services,Other Running Costs,43781849,0,201312,CITY OF NEWCASTLE UPON TYNE,1600.00,2014-03-31
Development & Enterprise,Third Party Payments,Third Party Payments,43776234,0,201312,MET OFFICE,4464.00,2014-03-31
Development & Enterprise,Third Party Payments,Third Party Payments,147005031,4,201312,TARMAC LTD,5496.79,2014-03-26
Development & Enterprise,Supplies and Services,Comms & Computing,43777474,1,201312,OASYS LIMITED,32.2,2014-03-19
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",147004730,1,201312,ENVIRONMENTAL SCIENTIFICS GROUP LTD,9750.50,2014-03-13
Development & Enterprise,Supplies and Services,Other Running Costs,43780845,0,201312,NORTHUMBRIAN WATER LTD,5932.00,2014-03-14
Development & Enterprise,Supplies and Services,Other Running Costs,43782684,0,201312,NORTHUMBRIAN WATER,10000.00,2014-03-20
Development & Enterprise,Supplies and Services,Comms & Computing,43779056,0,201312,EXPERIAN LTD,6731.34,2014-03-06
Development & Enterprise,Supplies and Services,Comms & Computing,43781202,0,201312,BUCHANAN COMPUTING LTD,2788.00,2014-03-17
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43779813,0,201312,GBSOL LIMITED,3564.00,2014-03-10
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43785237,0,201312,CA TRAFFIC LIMITED,42055.00,2014-03-31
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43780824,0,201312,CA TRAFFIC LIMITED,1708.00,2014-03-14
Development & Enterprise,Supplies and Services,Comms & Computing,43783076,0,201312,DELL COMPUTER CORPORATION LTD,2742.30,2014-03-25
Development & Enterprise,Supplies and Services,Comms & Computing,43783076,1,201312,DELL COMPUTER CORPORATION LTD,1719.96,2014-03-25
Development & Enterprise,Supplies and Services,Comms & Computing,43783073,0,201312,INSIGHT DIRECT UK LTD,7818.32,2014-03-24
Development & Enterprise,Supplies and Services,Comms & Computing,41057595,1,201312,ORANGE PAYMENT PROCESSING,421.16,2014-03-10
Development & Enterprise,Supplies and Services,Comms & Computing,41058765,1,201312,ORANGE PAYMENT PROCESSING,420.5,2014-03-19
Development & Enterprise,Supplies and Services,Comms & Computing,41060848,1,201312,ORANGE PAYMENT PROCESSING,448.5,2014-03-27
Development & Enterprise,Third Party Payments,Third Party Payments,43778496,0,201312,NEXUS,44672.00,2014-03-04
Development & Enterprise,Premises,Energy,41055536,1,201312,NPOWER,1998.19,2014-03-04
Development & Enterprise,Premises,Energy,41055538,1,201312,NPOWER,1292.90,2014-03-04
Development & Enterprise,Premises,Energy,41055539,1,201312,NPOWER,1694.20,2014-03-04
Development & Enterprise,Premises,Energy,41055549,5,201312,NPOWER,96.03,2014-03-03
Development & Enterprise,Premises,Energy,41055549,3,201312,NPOWER,218.66,2014-03-03
Development & Enterprise,Third Party Payments,Third Party Payments,43781889,0,201312,NORTHGATE INFORMATION SOLUTIONS UK LTD,1391.95,2014-03-19
Development & Enterprise,Third Party Payments,Third Party Payments,41060006,1,201312,LEGION SECURITY PLC,4261.40,2014-03-25
Development & Enterprise,Third Party Payments,Third Party Payments,41059890,1,201312,LEGION SECURITY PLC,2565.81,2014-03-25
Development & Enterprise,Income: Fees and Charges,"Charges, Fees & Income",147004991,1,201312,REDACTED - Personal Information,450,2014-03-25
Development & Enterprise,Supplies and Services,"Licenses, Housing, Fees",43781932,0,201312,DTW ADVERTISING & MARKETING LTD,417.25,2014-03-19
Development & Enterprise,Premises,Energy,41055549,2,201312,NPOWER,218.66,2014-03-03
