Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,42193811,2,201009,ESPA LTD,8958.89,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193812,3,201009,ESPA LTD,6333.08,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193812,4,201009,ESPA LTD,6333.08,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193813,2,201009,ESPA LTD,28213.27,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,42193814,2,201009,ESPA LTD,9457.68,2010-12-15
Community Based Services,Third Party Payments,Third Party Payments,60040377,105,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,112,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,113,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,114,201009,TWO CASTLES HOUSING ASSOC,30.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,115,201009,TWO CASTLES HOUSING ASSOC,37.9,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,116,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,117,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,118,201009,TWO CASTLES HOUSING ASSOC,103.4,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,119,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,120,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,121,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,122,201009,TWO CASTLES HOUSING ASSOC,30.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,123,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,124,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,125,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,126,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,127,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,129,201009,TWO CASTLES HOUSING ASSOC,30.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,131,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,132,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,135,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,194,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,195,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,198,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,257,201009,TWO CASTLES HOUSING ASSOC,30.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,275,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,276,201009,TWO CASTLES HOUSING ASSOC,37.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,277,201009,TWO CASTLES HOUSING ASSOC,30.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,154,201009,TYNESIDE CYRENIANS,14663.51,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,155,201009,TYNESIDE CYRENIANS,3634.46,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,156,201009,TYNESIDE CYRENIANS,5339.69,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,197,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,199,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,200,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,201,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,202,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,203,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,204,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,205,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,206,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,207,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,208,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,209,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,210,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,211,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,213,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,219,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,269.23,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,221,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,222,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,223,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,224,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,225,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,56.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,228,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,229,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,234,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,132.96,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,240,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,2.37,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,241,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,242,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,243,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,244,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,245,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,246,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,247,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,248,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,250,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,251,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,252,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,253,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,254,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,66.48,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,226,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,1858.46,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,230,201009,NEW LEAF SUPPORTING INDEPENDENCE LTD,489.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60020128,249,201009,GLCC LTD - HILLSIDE GRANGE,3296,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1000,201009,GLCC LTD - HILLSIDE GRANGE,12.17,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,293,201009,GLCC LTD - HILLSIDE GRANGE,1000.57,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,296,201009,GLCC LTD - HILLSIDE GRANGE,12682.87,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,297,201009,GLCC LTD - HILLSIDE GRANGE,10300,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1012,201009,GLCC LTD - HILLSIDE GRANGE,2572.66,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1017,201009,GLCC LTD - HILLSIDE GRANGE,2125.28,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1018,201009,GLCC LTD - HILLSIDE GRANGE,4096.32,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,290,201009,GLCC LTD - HILLSIDE GRANGE,7464.29,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,291,201009,GLCC LTD - HILLSIDE GRANGE,1672,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,292,201009,GLCC LTD - HILLSIDE GRANGE,24170.67,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1011,201009,GLCC LTD - HILLSIDE GRANGE,2129.13,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1015,201009,GLCC LTD - HILLSIDE GRANGE,8020.52,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,275,201009,GLCC LTD - HILLSIDE GRANGE,58.86,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1014,201009,GLCC LTD - HILLSIDE GRANGE,12.17,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,250,201009,GLCC LTD - HILLSIDE GRANGE,2269.14,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,251,201009,GLCC LTD - HILLSIDE GRANGE,41.14,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,273,201009,GLCC LTD - HILLSIDE GRANGE,257.42,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1002,201009,GLCC LTD - HILLSIDE GRANGE,462.46,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1013,201009,GLCC LTD - HILLSIDE GRANGE,18.44,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020129,1,201009,KENSINGTON HOUSE,1834.4,2010-12-14
Community Based Services,Third Party Payments,Third Party Payments,60020129,2,201009,KENSINGTON HOUSE,848.14,2010-12-14
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020129,4,201009,KENSINGTON HOUSE,284.6,2010-12-14
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020129,5,201009,KENSINGTON HOUSE,95.51,2010-12-14
Community Based Services,Third Party Payments,Third Party Payments,60020129,0,201009,KENSINGTON HOUSE,1834.4,2010-12-14
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020129,3,201009,KENSINGTON HOUSE,441.2,2010-12-14
Community Based Services,Third Party Payments,Third Party Payments,60020128,481,201009,GAINFORD CARE HOME LTD,3368,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,983,201009,GAINFORD CARE HOME LTD,549.64,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,479,201009,AIMGO LTD,5052,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,989,201009,AIMGO LTD,1007.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,475,201009,NEWLIFE CARE SERVICES,3673,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,986,201009,NEWLIFE CARE SERVICES,284.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,484,201009,NEWLIFE CARE SERVICES,4829.68,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,488,201009,CASTLEBECK CARE (TEESDALE) LTD,12240.48,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,490,201009,CASTLEBECK CARE (TEESDALE) LTD,29942.88,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,499,201009,CASTLEBECK CARE (TEESDALE) LTD,12991.96,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60040377,231,201009,PHOENIX HOUSE LTD,606.15,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60020128,470,201009,RED BRICK HOUSE NURSING HOME,1778.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,489,201009,RED BRICK HOUSE NURSING HOME,1778.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,494,201009,RED BRICK HOUSE NURSING HOME,1778.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,497,201009,RED BRICK HOUSE NURSING HOME,2124.35,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,502,201009,RED BRICK HOUSE NURSING HOME,1778.4,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,990,201009,RED BRICK HOUSE NURSING HOME,537.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,992,201009,RED BRICK HOUSE NURSING HOME,537.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,995,201009,RED BRICK HOUSE NURSING HOME,537.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,997,201009,RED BRICK HOUSE NURSING HOME,537.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,998,201009,RED BRICK HOUSE NURSING HOME,537.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,458,201009,ST CUTHBERTS CARE,1660,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,459,201009,ST CUTHBERTS CARE,1660,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,991,201009,ST CUTHBERTS CARE,474.56,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,994,201009,ST CUTHBERTS CARE,613.56,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,461,201009,ST CUTHBERTS CARE,3368,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,993,201009,ST CUTHBERTS CARE,1116.96,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,319,201009,WESTMINSTER HEALTH CARE LTD,2276,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,318,201009,WESTMINSTER HEALTH CARE LTD,598.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,309,201009,WESTMINSTER HEALTH CARE LTD,1177.14,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,312,201009,WESTMINSTER HEALTH CARE LTD,5378.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,313,201009,WESTMINSTER HEALTH CARE LTD,3296,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,314,201009,WESTMINSTER HEALTH CARE LTD,21424,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,328,201009,WESTMINSTER HEALTH CARE LTD,5378.8,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,700,201009,WESTMINSTER HEALTH CARE LTD,6982.96,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,773,201009,WESTMINSTER HEALTH CARE LTD,397.37,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,775,201009,WESTMINSTER HEALTH CARE LTD,1872.32,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,777,201009,WESTMINSTER HEALTH CARE LTD,977.44,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,939,201009,WESTMINSTER HEALTH CARE LTD,903.36,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,315,201009,WESTMINSTER HEALTH CARE LTD,1720,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,661,201009,WESTMINSTER HEALTH CARE LTD,493.88,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,317,201009,WESTMINSTER HEALTH CARE LTD,869.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,324,201009,WESTMINSTER HEALTH CARE LTD,310.57,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,325,201009,WESTMINSTER HEALTH CARE LTD,5979.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,326,201009,WESTMINSTER HEALTH CARE LTD,2384.19,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,327,201009,WESTMINSTER HEALTH CARE LTD,8338.85,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,316,201009,WESTMINSTER HEALTH CARE LTD,1648,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,322,201009,WESTMINSTER HEALTH CARE LTD,1824.57,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,664,201009,WESTMINSTER HEALTH CARE LTD,377.27,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,665,201009,WESTMINSTER HEALTH CARE LTD,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,321,201009,WESTMINSTER HEALTH CARE LTD,1648,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,320,201009,WESTMINSTER HEALTH CARE LTD,1648,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,666,201009,WESTMINSTER HEALTH CARE LTD,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,472,201009,CAREWELL (HEALTHCARE) LTD,1660,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,492,201009,CAREWELL (HEALTHCARE) LTD,1660,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,663,201009,CAREWELL (HEALTHCARE) LTD,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,493,201009,AGUDAS ISRAEL HOUSING ASSOC,2315.36,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,645,201009,AGUDAS ISRAEL HOUSING ASSOC,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,478,201009,AGUDAS ISRAEL HOUSING ASSOC,2697.44,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,646,201009,AGUDAS ISRAEL HOUSING ASSOC,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,486,201009,R.M.B.I.,1778.4,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,654,201009,R.M.B.I.,600.08,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,333,201009,TYNEVIEW NURSING HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,334,201009,TYNEVIEW NURSING HOME,2154.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,336,201009,TYNEVIEW NURSING HOME,14117.84,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,337,201009,TYNEVIEW NURSING HOME,5160,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,338,201009,TYNEVIEW NURSING HOME,769.57,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,649,201009,TYNEVIEW NURSING HOME,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,650,201009,TYNEVIEW NURSING HOME,2919.32,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,651,201009,TYNEVIEW NURSING HOME,1705.76,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,262,201009,TYNEVIEW NURSING HOME,1398.61,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,263,201009,TYNEVIEW NURSING HOME,3043.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,300,201009,TYNEVIEW NURSING HOME,1304.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,264,201009,TYNEVIEW NURSING HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,253,201009,TYNEVIEW NURSING HOME,798.57,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,259,201009,TYNEVIEW NURSING HOME,2580,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,265,201009,TYNEVIEW NURSING HOME,2334.29,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,648,201009,TYNEVIEW NURSING HOME,511.14,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,652,201009,TYNEVIEW NURSING HOME,462.46,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,747,201009,TYNEVIEW NURSING HOME,158.21,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,248,201009,TYNEVIEW NURSING HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,258,201009,TYNEVIEW NURSING HOME,3440,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,746,201009,TYNEVIEW NURSING HOME,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,749,201009,TYNEVIEW NURSING HOME,1138.76,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,279,201009,TYNEVIEW NURSING HOME,737.15,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,280,201009,TYNEVIEW NURSING HOME,1105.71,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,299,201009,TYNEVIEW NURSING HOME,1167.15,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,734,201009,TYNEVIEW NURSING HOME,219.06,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,739,201009,TYNEVIEW NURSING HOME,231.23,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,282,201009,TYNEVIEW NURSING HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,289,201009,VALLEY VIEW RESIDENTIAL HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,374,201009,VALLEY VIEW RESIDENTIAL HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,379,201009,VALLEY VIEW RESIDENTIAL HOME,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,405,201009,VALLEY VIEW RESIDENTIAL HOME,7740,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,751,201009,VALLEY VIEW RESIDENTIAL HOME,721.12,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,753,201009,VALLEY VIEW RESIDENTIAL HOME,1580.82,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,766,201009,VALLEY VIEW RESIDENTIAL HOME,2155.83,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,79,201009,VALLEY VIEW RESIDENTIAL HOME,1744,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,123,201009,VALLEY VIEW RESIDENTIAL HOME,31703.43,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,244,201009,VALLEY VIEW RESIDENTIAL HOME,1744,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,681,201009,VALLEY VIEW RESIDENTIAL HOME,10383.92,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,764,201009,VALLEY VIEW RESIDENTIAL HOME,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,767,201009,VALLEY VIEW RESIDENTIAL HOME,446.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,75,201009,VALLEY VIEW RESIDENTIAL HOME,2825.71,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,768,201009,VALLEY VIEW RESIDENTIAL HOME,352.93,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,64,201009,VALLEY VIEW RESIDENTIAL HOME,1744,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,65,201009,VALLEY VIEW RESIDENTIAL HOME,1721.44,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,66,201009,VALLEY VIEW RESIDENTIAL HOME,1951.43,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,770,201009,VALLEY VIEW RESIDENTIAL HOME,292.08,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,463,201009,BRIARDENE CARE HOME,5448,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,771,201009,BRIARDENE CARE HOME,2118.72,2010-12-08
