Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,299,Other Services,2022-06-29,221956,ACCENT GROUP,3651227,557.85,Redacted  Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-15,229275,BS PROJECT SERVICES LTD,3650442,356.96,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-08,229275,BS PROJECT SERVICES LTD,3650011,552.72,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-15,228710,CLIVE SANDERSON,3650263,1600.00,Redacted  Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-01,229250,EBOR MOUNT GUEST HOUSE,3649606,410.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-20,229250,EBOR MOUNT GUEST HOUSE,3650653,870.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-15,229250,EBOR MOUNT GUEST HOUSE,3650602,1670.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-01,229250,EBOR MOUNT GUEST HOUSE,3649594,1780.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-20,229250,EBOR MOUNT GUEST HOUSE,3650652,1820.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-08,229250,EBOR MOUNT GUEST HOUSE,3649889,1960.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,433,Other Supplies & Services,2022-06-08,201783,HARROGATE HOMELESS PROJECT,3649437,520.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,299,Other Services,2022-06-20,218010,HILLBANK PROPERTIES,3650626,1500.00,PQ
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-29,231224,J & L BRADLEY,3650981,770.00,PQ Bond claim  Alexander Mason  8 Park Place Knaresborough HG5 0ER
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-01,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3649720,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-01,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3649721,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-13,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3650250,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-20,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3650726,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-22,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3650883,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-22,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3650890,451.69,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-22,224133,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,3650884,478.26,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,299,Other Services,2022-06-20,223583,KARL HANOVER PROPERTIES LTD,3650633,225.00,PQ
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-20,223583,KARL HANOVER PROPERTIES LTD,3650633,630.00,PQ
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-29,231206,MANZIL PROPERTY MANAGEMENT,3651057,625.00,Redacted  Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-29,217849,MR M J HASSALL,3650969,480.00,Redacted  Personal Data
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-08,229294,PARK AVENUE RECRUITMENT LTD,3649414,494.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-15,229294,PARK AVENUE RECRUITMENT LTD,3649415,572.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-29,229294,PARK AVENUE RECRUITMENT LTD,3650790,572.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-08,229294,PARK AVENUE RECRUITMENT LTD,3649413,986.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-15,229294,PARK AVENUE RECRUITMENT LTD,3649535,1292.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-29,229294,PARK AVENUE RECRUITMENT LTD,3650791,1326.00,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-13,230388,PERTEMPS LTD,3650244,510.97,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-13,230388,PERTEMPS LTD,3650245,517.88,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Homelessness,019,Temporary Staff,2022-06-13,230388,PERTEMPS LTD,3650246,517.88,Temporary Staff
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,299,Other Services,2022-06-27,217265,PHILIP KELLETT,3650897,525.00,Redacted  Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,429,Misc Expenditure Non-Vatable,2022-06-27,217265,PHILIP KELLETT,3650897,525.00,Redacted  Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,395,Prevention Fund Arrears Private Renters,2022-06-15,212858,T J NODDINGS,3650047,2212.30,Redacted  Personal Data
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649866,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649969,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649970,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-08,220920,THE WHITE HORSE,3649971,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-13,220920,THE WHITE HORSE,3650308,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-13,220920,THE WHITE HORSE,3650310,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-29,220920,THE WHITE HORSE,3651287,262.50,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649968,300.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649867,320.83,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-06,220920,THE WHITE HORSE,3649967,320.83,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-13,220920,THE WHITE HORSE,3650311,320.83,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,297,Bed & Breakfast Payments,2022-06-13,220920,THE WHITE HORSE,3650309,525.00,
Harrogate Borough Council,Transport,C,Community,Housing Development,451,Fuel/Oil,2022-06-06,200227,ALLSTAR BUSINESS SOLUTIONS LTD,3649132,55.62,AS60046921
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-08,224805,ALTERNATIVE WINDOWS (LEEDS) LTD,3648828,2648.46,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-29,230253,ARK ELECTRICAL PROJECT LTD,3650373,2595.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,295,Waste Disposal Charges,2022-06-15,219840,BIFFA WASTE SERVICES LTD,3650028,450.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,171,Equipment,2022-06-22,204639,CHUBB FIRE & SECURITY LTD,3649604,230.49,
Harrogate Borough Council,Employees,C,Community,Housing Development,054,Non Qualification Training,2022-06-01,230998,CITRUS TRAINING LIMITED,3648976,600.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-13,228871,CSY HOLDINGS LIMITED,3648849,9515.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-29,201169,DKP CONSULTING PARTNERSHIP LIMITED,3650815,470.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-20,225701,DPJ CONSTRUCTION LTD,3650068,2440.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-15,225951,DUFTON PLUMBING AND HEATING,3650065,253.71,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-15,225951,DUFTON PLUMBING AND HEATING,3650066,309.05,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-13,225951,DUFTON PLUMBING AND HEATING,3650061,508.95,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-29,225951,DUFTON PLUMBING AND HEATING,3650067,528.90,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-27,225951,DUFTON PLUMBING AND HEATING,3648081,561.76,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-13,225951,DUFTON PLUMBING AND HEATING,3650062,791.45,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,226851,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),3649792,261.72,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,226851,HOWARTH TIMBER & BUILDING SUPPLIES LTD (HARROGATE),3649794,319.65,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,220080,HOWDENS JOINERY LTD,3649798,341.17,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,220080,HOWDENS JOINERY LTD,3649797,3021.63,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-08,227904,K & L PLASTERING LTD T/A INVICTA INTERIORS,3649568,2536.00,
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-29,200249,NORTHGATE VEHICLE HIRE LTD,3650216,215.88,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3648235,220.88,
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650152,233.95,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650169,234.25,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650193,234.25,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-29,200249,NORTHGATE VEHICLE HIRE LTD,3650214,235.20,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650196,240.24,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650155,258.61,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650161,258.61,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650162,258.61,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-13,200249,NORTHGATE VEHICLE HIRE LTD,3650159,425.77,IHMT
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-08,227507,R H FULLWOOD & CO LTD,3649872,2387.10,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-08,227507,R H FULLWOOD & CO LTD,3649873,4330.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-29,226140,SWIFT TIMBER HOMES LTD,3650520,35431.60,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649909,234.30,SPRING FILED DRIVE
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649509,264.44,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649499,285.42,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649502,350.29,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649923,482.96,SPRINGFIELD
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-08,204321,TRAVIS PERKINS,3649913,502.72,SPRING FIELD
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649869,545.34,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649520,622.28,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649512,1049.12,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,201,Materials,2022-06-06,204321,TRAVIS PERKINS,3649870,2141.16,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,461,Hire of Vehicles/Plant,2022-06-29,204321,TRAVIS PERKINS,3650813,1338.75,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,339,Fixed Assets greater than 5k,2022-06-08,209722,WARD HADAWAY SOLICITORS,3650052,260084.00,PQ Purchase of property
Harrogate Borough Council,Premises,C,Community,Housing Development,087,Payments to Ext Contractors,2022-06-15,230478,WPS FIRE AND SECURITY LTD,3650482,225.00,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-01,230361,4 SITE SECURITY SERVICES LTD,3649777,636.80,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650472,636.80,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650477,652.96,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650476,664.20,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650471,726.35,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650475,726.35,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650470,912.00,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650821,8960.71,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,327,Security services/costs,2022-06-29,230361,4 SITE SECURITY SERVICES LTD,3650822,10858.37,
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2022-06-29,205965,CASECO SOLUTIONS LIMITED,3650423,305.50,
Harrogate Borough Council,Premises,R,Community,Housing Needs,111,Gas,2022-06-08,226329,CORONA ENERGY RETAIL 4 LTD,3650032,265.83,Spa Lane
Harrogate Borough Council,Premises,R,Community,Housing Needs,111,Gas,2022-06-01,230039,EON NEXT ENERGY LIMITED,3648474,285.38,Harrogate Borough Council
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2022-06-01,205479,EON T/A NPOWER,3649743,397.35,Avondale House 33 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2022-06-27,205479,EON T/A NPOWER,3650978,762.02,Avondale House 33 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,112,Electricity,2022-06-27,205479,EON T/A NPOWER,3650989,1370.00,Fern House 6 Spa Lane
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2022-06-15,216588,FURNITURE RESOURCE CENTRE LTD,3649682,28.00,
Harrogate Borough Council,Premises,R,Community,Housing Needs,132,Fixtures & Fittings,2022-06-15,216588,FURNITURE RESOURCE CENTRE LTD,3649682,290.66,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-01,230124,ARCHITECTURE:AB LTD,3648302,4500.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-08,201434,FEATHER SMAILES SCALES,3650046,495.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-08,201434,FEATHER SMAILES SCALES,3650046,595.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-13,229912,MR BRYAN PATTERSON-WHITAKER,3650131,250.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-29,227827,SUB SURFACE NORTH EAST LTD,3651135,700.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,087,Payments to Ext Contractors,2022-06-08,215667,YORKSHIRE WATER SERVICES LIMITED,3650014,1128.00,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,087,Payments to Ext Contractors,2022-06-29,229563,COA BUILDING SERVICES LTD,1814414,772.00,364920/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,087,Payments to Ext Contractors,2022-06-29,229563,COA BUILDING SERVICES LTD,1812761,1724.00,370539/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,087,Payments to Ext Contractors,2022-06-29,229563,COA BUILDING SERVICES LTD,1813241,2310.60,373333/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,087,Payments to Ext Contractors,2022-06-08,229563,COA BUILDING SERVICES LTD,1811135,2458.00,370497/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,087,Payments to Ext Contractors,2022-06-29,229563,COA BUILDING SERVICES LTD,1812758,2588.00,367179/1
