Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,City Development,Economic Development,Premises,Maintenance Of Buildings,101,2011-08-22,1108-06851,3442.28,R,Protec Fire Detection Plc
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-10,1108-06852,8069.00,R,Protek Fencing Limited
Leeds City Council,City Development,Highways,Capital,Construction,3,2011-08-26,1108-06853,9924.80,C,Protek Fencing Limited
Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,Other Hired And Contracted Services,265,2011-08-01,1108-06854,2214.39,R,Protocol National
Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Advertising,211,2011-08-19,1108-06855,4911.60,R,Proventure Consulting Ltd
East - North East,East - North East,Headquarters,Employees,Temporary Staff-Basic,009,2011-08-26,1108-06856,2000.00,R,Psd Limited
West - North West,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,2011-08-03,1108-06857,9242.00,R,Psg Energy Ltd
West - North West,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,2011-08-11,1108-06858,2401.00,R,Psg Energy Ltd
Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Computer Software & Equipment,214,2011-08-10,1108-06859,787.50,R,Psi 2000 Ltd
Leeds City Council,City Development,Economic Development,Supplies and Services,City Centre Enhancement,295,2011-08-24,1108-06860,600.00,R,Ptarmigan Bell Pottinger
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Resaleable Material,204,2011-07-12,1108-06861,577.50,R,Publishers Grp Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06862,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06863,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06864,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06865,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06866,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06867,734.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-04,1108-06868,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06869,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06870,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06871,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06872,1129.25,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06873,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06874,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-12,1108-06875,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06876,965.25,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06877,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06878,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06879,918.00,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06880,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06881,965.25,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06882,942.00,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06883,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-26,1108-06884,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06885,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06886,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06887,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06888,438.75,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06889,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06890,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06891,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06892,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06893,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-31,1108-06894,721.50,R,Pudsey Plant Hire Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-17,1108-06895,1422.10,R,Pumptec Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-17,1108-06896,935.00,R,Pumptec Ltd
Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Supplies and Services,Postages,212,2011-08-31,1108-06897,1313.00,R,Purchase Power
Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Computer Software & Equipment,214,2011-08-02,1108-06898,795.00,R,Qa Limited
Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Computer Software & Equipment,214,2011-08-02,1108-06899,795.00,R,Qa Limited
Leeds City Council,Adult Social Care,Social Services Support Services,Supplies and Services,Computer Software & Equipment,214,2011-08-02,1108-06900,795.00,R,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06901,2746.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06902,1850.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06903,1850.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06904,9520.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06905,1615.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Furniture And Equipment,5,2011-08-02,1108-06906,750.00,C,Qa Limited
Leeds City Council,Strategic Accounts,Miscellaneous,Capital,Internal Fees,6,2011-08-15,1108-06907,981.00,C,Qa Limited
Leeds City Council,Strategic Accounts,Miscellaneous,Capital,Internal Fees,6,2011-08-15,1108-06908,981.00,C,Qa Limited
Leeds City Council,Strategic Accounts,Miscellaneous,Capital,Internal Fees,6,2011-08-15,1108-06909,981.00,C,Qa Limited
Leeds City Council,Central & Corporate Functions,Information Technology,Employees,Professionally Linked Training,076,2011-08-25,1108-06910,35000.00,R,Qa Limited
Leeds City Council,City Development,Planning & Sustainable Development,Employees,Training Costs,071,2011-07-01,1108-06911,575.02,R,Qa-Iq Ltd
Leeds City Council,City Development,Planning & Sustainable Development,Employees,Training Costs,071,2011-07-14,1108-06912,1149.99,R,Qa-Iq Ltd
Leeds City Council,Adult Social Care,Social Services Support Services,Employees,Management development training,078,2011-07-22,1108-06913,575.02,R,Qa-Iq Ltd
Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,2011-08-10,1108-06914,2500.00,R,Quarterbridge Project Management Ltd
East - North East,East - North East,Housing Services,Premises,General Maintenance,104,2011-08-04,1108-06915,1250.00,R,Quest Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,2011-08-05,1108-06916,732.17,R,Questel Orbit
Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,2011-08-03,1108-06917,138075.00,C,R H Fullwood And Company Ltd
Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,2011-08-22,1108-06918,49400.00,C,R H Fullwood And Company Ltd
Leeds City Council,Other Education Services,Primary Schools,Capital,Construction,3,2011-08-22,1108-06919,14250.00,C,R H Fullwood And Company Ltd
Leeds City Council,Childrens Services,Early Years Service,Capital,Construction,3,2011-08-22,1108-06920,15700.00,C,R H Fullwood And Company Ltd
Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-02,1108-06921,622.75,R,R Haq
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,2011-08-03,1108-06922,4150.00,C,R J Plumbing Services
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-11,1108-06923,969.00,R,R M Simpson Agricultural Contractor
Leeds City Council,Central & Corporate Functions,Civic And Community Buildings,Capital,Construction,3,2011-08-26,1108-06924,28493.50,C,R N Wooler & Co Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Operational Furniture And Equipment,203,2011-08-09,1108-06925,1334.00,R,R82 Uk Limited
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,2011-08-09,1108-06926,1334.00,R,R82 Uk Limited
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,2011-08-17,1108-06927,887.00,R,R82 Uk Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-06928,13821.76,R,Radcliffe Gardens Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-06929,19869.68,R,Radcliffe Gardens Nursing Home
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-18,1108-06930,3314.24,R,Radical Services Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-18,1108-06931,12428.57,R,Radical Services Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-22,1108-06932,12842.86,R,Radical Services Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-26,1108-06933,13285.71,R,Radical Services Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-26,1108-06934,13285.71,R,Radical Services Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,2011-08-26,1108-06935,14171.43,R,Radical Services Ltd
Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,'Well Being' Large Grants Projects,230,2011-08-25,1108-06936,5000.00,R,Radio Asian Fever
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-03,1108-06937,1234.14,R,Rain Healthcare
Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,2011-08-22,1108-06938,568.25,R,Raleigh Uk Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-06939,4493.16,R,Randomlight Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-06940,4493.16,R,Randomlight Ltd
East - North East,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-11,1108-06941,1239.50,R,Randstad Cpe Ltd
East - North East,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-11,1108-06942,1298.13,R,Randstad Cpe Ltd
East - North East,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-11,1108-06943,1260.00,R,Randstad Cpe Ltd
East - North East,East - North East,Technical Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-11,1108-06944,1224.00,R,Randstad Cpe Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-04,1108-06945,1238.14,R,Randstad Education Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-12,1108-06946,1827.90,R,Randstad Education Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-19,1108-06947,1938.87,R,Randstad Education Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-26,1108-06948,1514.80,R,Randstad Education Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-19,1108-06949,493.95,R,Randstad Employment Bureau Ltd
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,2011-08-31,1108-06950,493.95,R,Randstad Employment Bureau Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-06951,3711.16,R,Ravensdale Healthcare Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-06952,458.60,R,Ravensdale Healthcare Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-06953,3711.16,R,Ravensdale Healthcare Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-06954,458.60,R,Ravensdale Healthcare Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Resaleable Materials,204,2011-08-12,1108-06955,921.36,R,Ravensden Plc
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-03,1108-06956,471.78,R,Rcl Walled Garden Scheme
West - North West,West - North West,Corporate Services,Supplies and Services,Information Technology (Computers),214,2011-08-12,1108-06957,924.56,R,Readsoft Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-02,1108-06958,478.08,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-03,1108-06959,23385.96,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-04,1108-06960,1131.62,R,Real Life Options
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-04,1108-06961,531.20,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06962,711.60,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06963,9491.28,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06964,9697.75,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-05,1108-06965,1067.40,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06966,3168.56,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06967,711.60,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06968,504.64,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06969,796.80,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-05,1108-06970,10279.08,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-05,1108-06971,2067.32,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-08,1108-06972,9727.36,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-08,1108-06973,796.80,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-08,1108-06974,2067.32,R,Real Life Options
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,2011-08-12,1108-06975,5315.10,R,Real Life Options
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,2011-08-12,1108-06976,3769.08,R,Real Life Options
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,2011-08-12,1108-06977,6814.24,R,Real Life Options
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-17,1108-06978,584.32,R,Real Life Options
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-19,1108-06979,708.75,R,Real Life Options
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-19,1108-06980,630.00,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-24,1108-06981,35065.08,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-25,1108-06982,3140.90,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-25,1108-06983,4119.80,R,Real Life Options
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-31,1108-06984,23385.96,R,Real Life Options
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Computer Software & Equipment,214,2011-08-15,1108-06985,1138.55,R,Realeasy Archiving Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Computer Software & Equipment,214,2011-08-18,1108-06986,1202.66,R,Realeasy Archiving Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Computer Software & Equipment,214,2011-08-19,1108-06987,1329.10,R,Realeasy Archiving Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Computer Software & Equipment,214,2011-08-03,1108-06988,1347.50,R,Recipero Limited
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Professionally Linked Training,076,2011-08-05,1108-06989,2067.60,R,Reconstruct Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Professionally Linked Training,076,2011-08-25,1108-06990,1349.98,R,Reconstruct Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Professionally Linked Training,076,2011-08-26,1108-06991,2067.60,R,Reconstruct Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-25,1108-06992,20000.00,R,Record Rss Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,2011-08-08,1108-06993,5995.30,R,Recresco Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,2011-08-31,1108-06994,1288.02,R,Red Gables Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-31,1108-06995,1209.56,R,Red Gables Nursing Home
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,2011-08-10,1108-06996,595.00,R,REDACTED COMMERCIAL CONFIDENTIALITY
Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Other Costs,7,2011-08-01,1108-06997,4700.00,C,REDACTED PERSONAL DATA
Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Other Costs,7,2011-08-01,1108-06998,4695.92,C,REDACTED PERSONAL DATA
Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,2011-08-01,1108-06999,3304.00,R,REDACTED PERSONAL DATA
Leeds City Council,Environment & Neighbourhoods,Regeneration Management,Capital,Other Costs,7,2011-08-02,1108-07000,2172.44,C,REDACTED PERSONAL DATA
Leeds City Council,Environment & Neighbourhoods,Regeneration Management,Capital,Other Costs,7,2011-08-03,1108-07001,1200.00,C,REDACTED PERSONAL DATA
Leeds City Council,Insurance,Insurance,Supplies and Services,Insurance Claims,248,2011-08-03,1108-07002,461.52,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,2011-08-03,1108-07003,687.48,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,2011-08-03,1108-07004,457.80,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,2011-08-03,1108-07005,1685.72,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,2011-08-03,1108-07006,1484.76,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,2011-08-03,1108-07007,1021.64,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-07008,2845.52,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-03,1108-07009,13759.00,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-03,1108-07010,1519.16,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-03,1108-07011,40552.00,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-03,1108-07012,5849.92,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-07013,4879.72,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-07014,931.40,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,2011-08-03,1108-07015,5305.00,R,REDACTED PERSONAL DATA
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,2011-08-03,1108-07016,1142.04,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07017,1290.16,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07018,720.48,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07019,3131.29,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07020,1193.36,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07021,1358.52,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07022,1360.56,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07023,1654.40,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07024,1987.28,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07025,1837.36,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07026,581.76,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07027,842.20,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,2011-08-03,1108-07028,1913.96,R,REDACTED PERSONAL DATA
